parent_node,child_node,child_type
m11,m16,
m12,m16,
m13,m16,
m14,m16,
m15,m16,
a16.h10,m16,
m1,a17.h5,q
m2,a17.h5,q
m0,m17,
m1,m17,
a2.h12,m17,
m2,m17,
m3,m17,
m4,m17,
m5,m17,
m6,m17,
m7,m17,
m10,m17,
m11,m17,
m14,m17,
m15,m17,
a16.h10,m17,
m16,m17,
m0,m18,
m1,m18,
m2,m18,
m3,m18,
m4,m18,
m5,m18,
m9,m18,
m12,m18,
a16.h10,m18,
m16,m18,
m17,m18,
m0,m19,
m1,m19,
m2,m19,
m3,m19,
m4,m19,
m5,m19,
m6,m19,
m7,m19,
m8,m19,
m9,m19,
m10,m19,
m13,m19,
m15,m19,
a16.h10,m19,
m16,m19,
m17,m19,
m18,m19,
m0,a20.h10,v
m1,a20.h11,q
m0,m20,
m1,m20,
m2,m20,
m3,m20,
m4,m20,
m5,m20,
m6,m20,
m7,m20,
m8,m20,
m9,m20,
m10,m20,
m11,m20,
m12,m20,
m13,m20,
m14,m20,
m15,m20,
a16.h10,m20,
m16,m20,
m17,m20,
m18,m20,
m19,m20,
m0,a21.h2,v
m0,m21,
m1,m21,
m2,m21,
m3,m21,
m4,m21,
m6,m21,
m7,m21,
m8,m21,
m9,m21,
m11,m21,
m14,m21,
m15,m21,
a16.h10,m21,
m16,m21,
m17,m21,
m18,m21,
m19,m21,
m20,m21,
m0,a22.h8,v
m1,a22.h1,q
m1,a22.h8,q
m1,a22.h8,v
m3,a22.h8,q
m0,m22,
m1,m22,
m2,m22,
m3,m22,
m4,m22,
m6,m22,
m7,m22,
m8,m22,
m9,m22,
m10,m22,
m11,m22,
m13,m22,
m14,m22,
m15,m22,
a16.h10,m22,
m16,m22,
m17,m22,
m18,m22,
m19,m22,
m20,m22,
m21,m22,
a22.h8,m22,
m0,a23.h1,v
m0,a23.h6,v
m1,a23.h1,v
m2,a23.h1,v
m5,a23.h1,v
m19,a23.h1,v
m21,a23.h1,v
m22,a23.h1,v
m0,m23,
m1,m23,
a2.h12,m23,
m2,m23,
m3,m23,
m4,m23,
m5,m23,
m6,m23,
m7,m23,
m8,m23,
m9,m23,
m10,m23,
m11,m23,
m12,m23,
m13,m23,
m14,m23,
m15,m23,
a16.h10,m23,
m16,m23,
m17,m23,
m18,m23,
m19,m23,
m20,m23,
m21,m23,
m22,m23,
a23.h1,m23,
a23.h6,m23,
input,logits,
m0,logits,
m1,logits,
m2,logits,
m3,logits,
m4,logits,
m5,logits,
m6,logits,
m7,logits,
a8.h3,logits,
m8,logits,
m9,logits,
m10,logits,
m11,logits,
m12,logits,
a13.h13,logits,
m13,logits,
m14,logits,
m15,logits,
a16.h10,logits,
m16,logits,
a17.h5,logits,
m17,logits,
m18,logits,
m19,logits,
a20.h10,logits,
a20.h11,logits,
m20,logits,
a21.h2,logits,
m21,logits,
a22.h1,logits,
m22,logits,
a23.h1,logits,
a23.h6,logits,
m23,logits,
