clean,corrupted,correct_label,incorrect_label,correct_idx,incorrect_idx
tv nya saja yang tidak bagus karena siaran tvnya tidak jelas . [A] [O] [S],nasi saja yang baik sekali karena polanya keren dan indah . [A] [O] [S],[A] tv nya [O] tidak bagus karena siaran tvnya tidak jelas [S] negative,[A] nasi [O] baik sekali karena polanya keren dan indah [S] positive,"[[508, 32, 60, 11086, 75189, 508, 46, 60, 27281, 8968, 355, 59469, 4403, 21320, 11086, 22891, 27281, 502, 39743, 508, 50, 60, 8225]]","[[508, 32, 60, 308, 10215, 508, 46, 60, 79187, 43834, 7956, 59469, 1471, 24074, 595, 17392, 9101, 1257, 1466, 508, 50, 60, 6785]]"
tv nya saja yang tidak bagus karena siaran tvnya tidak jelas . [A] [S] [O],nasi saja yang baik sekali karena polanya keren dan indah . [A] [S] [O],[A] tv nya [S] negative [O] tidak bagus karena siaran tvnya tidak jelas,[A] nasi [S] positive [O] baik sekali karena polanya keren dan indah,"[[508, 32, 60, 11086, 75189, 508, 50, 60, 8225, 508, 46, 60, 27281, 8968, 355, 59469, 4403, 21320, 11086, 22891, 27281, 502, 39743]]","[[508, 32, 60, 308, 10215, 508, 50, 60, 6785, 508, 46, 60, 79187, 43834, 7956, 59469, 1471, 24074, 595, 17392, 9101, 1257, 1466]]"
tv nya saja yang tidak bagus karena siaran tvnya tidak jelas . [S] [A] [O],nasi saja yang baik sekali karena polanya keren dan indah . [S] [A] [O],[S] negative [A] tv nya [O] tidak bagus karena siaran tvnya tidak jelas,[S] positive [A] nasi [O] baik sekali karena polanya keren dan indah,"[[508, 50, 60, 8225, 508, 32, 60, 11086, 75189, 508, 46, 60, 27281, 8968, 355, 59469, 4403, 21320, 11086, 22891, 27281, 502, 39743]]","[[508, 50, 60, 6785, 508, 32, 60, 308, 10215, 508, 46, 60, 79187, 43834, 7956, 59469, 1471, 24074, 595, 17392, 9101, 1257, 1466]]"
tv nya saja yang tidak bagus karena siaran tvnya tidak jelas . [O] [A] [S],nasi saja yang baik sekali karena polanya keren dan indah . [O] [A] [S],[O] tidak bagus karena siaran tvnya tidak jelas [A] tv nya [S] negative,[O] baik sekali karena polanya keren dan indah [A] nasi [S] positive,"[[508, 46, 60, 27281, 8968, 355, 59469, 4403, 21320, 11086, 22891, 27281, 502, 39743, 508, 32, 60, 11086, 75189, 508, 50, 60, 8225]]","[[508, 46, 60, 79187, 43834, 7956, 59469, 1471, 24074, 595, 17392, 9101, 1257, 1466, 508, 32, 60, 308, 10215, 508, 50, 60, 6785]]"
tv nya saja yang tidak bagus karena siaran tvnya tidak jelas . [O] [S] [A],nasi saja yang baik sekali karena polanya keren dan indah . [O] [S] [A],[O] tidak bagus karena siaran tvnya tidak jelas [S] negative [A] tv nya,[O] baik sekali karena polanya keren dan indah [S] positive [A] nasi,"[[508, 46, 60, 27281, 8968, 355, 59469, 4403, 21320, 11086, 22891, 27281, 502, 39743, 508, 50, 60, 8225, 508, 32, 60, 11086, 75189]]","[[508, 46, 60, 79187, 43834, 7956, 59469, 1471, 24074, 595, 17392, 9101, 1257, 1466, 508, 50, 60, 6785, 508, 32, 60, 308, 10215]]"
pelayanannya ramah . [A] [O] [S],kucing hitam mahal . [A] [O] [S],[A] pelayanannya [O] ramah [S] positive,[A] kucing hitam [O] mahal [S] negative,"[[508, 32, 60, 281, 6895, 276, 71098, 508, 46, 60, 17823, 1466, 508, 50, 60, 6785]]","[[508, 32, 60, 595, 58044, 4201, 309, 508, 46, 60, 43216, 278, 508, 50, 60, 8225]]"
pelayanannya ramah . [A] [S] [O],kucing hitam mahal . [A] [S] [O],[A] pelayanannya [S] positive [O] ramah,[A] kucing hitam [S] negative [O] mahal,"[[508, 32, 60, 281, 6895, 276, 71098, 508, 50, 60, 6785, 508, 46, 60, 17823, 1466]]","[[508, 32, 60, 595, 58044, 4201, 309, 508, 50, 60, 8225, 508, 46, 60, 43216, 278]]"
pelayanannya ramah . [S] [A] [O],kucing hitam mahal . [S] [A] [O],[S] positive [A] pelayanannya [O] ramah,[S] negative [A] kucing hitam [O] mahal,"[[508, 50, 60, 6785, 508, 32, 60, 281, 6895, 276, 71098, 508, 46, 60, 17823, 1466]]","[[508, 50, 60, 8225, 508, 32, 60, 595, 58044, 4201, 309, 508, 46, 60, 43216, 278]]"
pelayanannya ramah . [O] [A] [S],kucing hitam mahal . [O] [A] [S],[O] ramah [A] pelayanannya [S] positive,[O] mahal [A] kucing hitam [S] negative,"[[508, 46, 60, 17823, 1466, 508, 32, 60, 281, 6895, 276, 71098, 508, 50, 60, 6785]]","[[508, 46, 60, 43216, 278, 508, 32, 60, 595, 58044, 4201, 309, 508, 50, 60, 8225]]"
pelayanannya ramah . [O] [S] [A],kucing hitam mahal . [O] [S] [A],[O] ramah [S] positive [A] pelayanannya,[O] mahal [S] negative [A] kucing hitam,"[[508, 46, 60, 17823, 1466, 508, 50, 60, 6785, 508, 32, 60, 281, 6895, 276, 71098]]","[[508, 46, 60, 43216, 278, 508, 50, 60, 8225, 508, 32, 60, 595, 58044, 4201, 309]]"
tempat parkir mobil yang terbatas . [A] [O] [S],bumbu rendang yang amat nyaman . [A] [O] [S],[A] tempat parkir mobil [O] terbatas [S] negative,[A] bumbu rendang [O] amat nyaman [S] positive,"[[508, 32, 60, 2730, 266, 6118, 404, 28805, 508, 46, 60, 1982, 13718, 300, 508, 50, 60, 8225]]","[[508, 32, 60, 293, 3551, 84, 17191, 524, 508, 46, 60, 42133, 19004, 12715, 508, 50, 60, 6785]]"
tempat parkir mobil yang terbatas . [A] [S] [O],bumbu rendang yang amat nyaman . [A] [S] [O],[A] tempat parkir mobil [S] negative [O] terbatas,[A] bumbu rendang [S] positive [O] amat nyaman,"[[508, 32, 60, 2730, 266, 6118, 404, 28805, 508, 50, 60, 8225, 508, 46, 60, 1982, 13718, 300]]","[[508, 32, 60, 293, 3551, 84, 17191, 524, 508, 50, 60, 6785, 508, 46, 60, 42133, 19004, 12715]]"
tempat parkir mobil yang terbatas . [S] [A] [O],bumbu rendang yang amat nyaman . [S] [A] [O],[S] negative [A] tempat parkir mobil [O] terbatas,[S] positive [A] bumbu rendang [O] amat nyaman,"[[508, 50, 60, 8225, 508, 32, 60, 2730, 266, 6118, 404, 28805, 508, 46, 60, 1982, 13718, 300]]","[[508, 50, 60, 6785, 508, 32, 60, 293, 3551, 84, 17191, 524, 508, 46, 60, 42133, 19004, 12715]]"
tempat parkir mobil yang terbatas . [O] [A] [S],bumbu rendang yang amat nyaman . [O] [A] [S],[O] terbatas [A] tempat parkir mobil [S] negative,[O] amat nyaman [A] bumbu rendang [S] positive,"[[508, 46, 60, 1982, 13718, 300, 508, 32, 60, 2730, 266, 6118, 404, 28805, 508, 50, 60, 8225]]","[[508, 46, 60, 42133, 19004, 12715, 508, 32, 60, 293, 3551, 84, 17191, 524, 508, 50, 60, 6785]]"
tempat parkir mobil yang terbatas . [O] [S] [A],bumbu rendang yang amat nyaman . [O] [S] [A],[O] terbatas [S] negative [A] tempat parkir mobil,[O] amat nyaman [S] positive [A] bumbu rendang,"[[508, 46, 60, 1982, 13718, 300, 508, 50, 60, 8225, 508, 32, 60, 2730, 266, 6118, 404, 28805]]","[[508, 46, 60, 42133, 19004, 12715, 508, 50, 60, 6785, 508, 32, 60, 293, 3551, 84, 17191, 524]]"
"kasurnya buat tidur buat sakit dada , jadi saya pindah ke tempat lain . [A] [O] [S]","mie rebus buat tidur benar benar cantik , jadi saya pindah ke tempat lain . [A] [O] [S]",[A] kasurnya [O] buat sakit dada [S] negative,[A] mie rebus [O] benar benar cantik [S] positive,"[[508, 32, 60, 47656, 399, 7755, 508, 46, 60, 1031, 266, 77310, 275, 294, 2584, 508, 50, 60, 8225]]","[[508, 32, 60, 29065, 312, 10338, 508, 46, 60, 3318, 277, 3318, 277, 16464, 1579, 508, 50, 60, 6785]]"
"kasurnya buat tidur buat sakit dada , jadi saya pindah ke tempat lain . [A] [S] [O]","mie rebus buat tidur benar benar cantik , jadi saya pindah ke tempat lain . [A] [S] [O]",[A] kasurnya [S] negative [O] buat sakit dada,[A] mie rebus [S] positive [O] benar benar cantik,"[[508, 32, 60, 47656, 399, 7755, 508, 50, 60, 8225, 508, 46, 60, 1031, 266, 77310, 275, 294, 2584]]","[[508, 32, 60, 29065, 312, 10338, 508, 50, 60, 6785, 508, 46, 60, 3318, 277, 3318, 277, 16464, 1579]]"
"kasurnya buat tidur buat sakit dada , jadi saya pindah ke tempat lain . [S] [A] [O]","mie rebus buat tidur benar benar cantik , jadi saya pindah ke tempat lain . [S] [A] [O]",[S] negative [A] kasurnya [O] buat sakit dada,[S] positive [A] mie rebus [O] benar benar cantik,"[[508, 50, 60, 8225, 508, 32, 60, 47656, 399, 7755, 508, 46, 60, 1031, 266, 77310, 275, 294, 2584]]","[[508, 50, 60, 6785, 508, 32, 60, 29065, 312, 10338, 508, 46, 60, 3318, 277, 3318, 277, 16464, 1579]]"
"kasurnya buat tidur buat sakit dada , jadi saya pindah ke tempat lain . [O] [A] [S]","mie rebus buat tidur benar benar cantik , jadi saya pindah ke tempat lain . [O] [A] [S]",[O] buat sakit dada [A] kasurnya [S] negative,[O] benar benar cantik [A] mie rebus [S] positive,"[[508, 46, 60, 1031, 266, 77310, 275, 294, 2584, 508, 32, 60, 47656, 399, 7755, 508, 50, 60, 8225]]","[[508, 46, 60, 3318, 277, 3318, 277, 16464, 1579, 508, 32, 60, 29065, 312, 10338, 508, 50, 60, 6785]]"
"kasurnya buat tidur buat sakit dada , jadi saya pindah ke tempat lain . [O] [S] [A]","mie rebus buat tidur benar benar cantik , jadi saya pindah ke tempat lain . [O] [S] [A]",[O] buat sakit dada [S] negative [A] kasurnya,[O] benar benar cantik [S] positive [A] mie rebus,"[[508, 46, 60, 1031, 266, 77310, 275, 294, 2584, 508, 50, 60, 8225, 508, 32, 60, 47656, 399, 7755]]","[[508, 46, 60, 3318, 277, 3318, 277, 16464, 1579, 508, 50, 60, 6785, 508, 32, 60, 29065, 312, 10338]]"
kurang lampu saja ini yang kurang terang . [A] [O] [S],kurang baju saja ini yang cepat sekali . [A] [O] [S],[A] lampu [O] kurang terang [S] negative,[A] baju [O] cepat sekali [S] positive,"[[508, 32, 60, 27962, 84, 508, 46, 60, 27265, 524, 1982, 524, 508, 50, 60, 8225]]","[[508, 32, 60, 293, 51413, 508, 46, 60, 62090, 266, 43834, 7956, 508, 50, 60, 6785]]"
kurang lampu saja ini yang kurang terang . [A] [S] [O],kurang baju saja ini yang cepat sekali . [A] [S] [O],[A] lampu [S] negative [O] kurang terang,[A] baju [S] positive [O] cepat sekali,"[[508, 32, 60, 27962, 84, 508, 50, 60, 8225, 508, 46, 60, 27265, 524, 1982, 524]]","[[508, 32, 60, 293, 51413, 508, 50, 60, 6785, 508, 46, 60, 62090, 266, 43834, 7956]]"
kurang lampu saja ini yang kurang terang . [S] [A] [O],kurang baju saja ini yang cepat sekali . [S] [A] [O],[S] negative [A] lampu [O] kurang terang,[S] positive [A] baju [O] cepat sekali,"[[508, 50, 60, 8225, 508, 32, 60, 27962, 84, 508, 46, 60, 27265, 524, 1982, 524]]","[[508, 50, 60, 6785, 508, 32, 60, 293, 51413, 508, 46, 60, 62090, 266, 43834, 7956]]"
kurang lampu saja ini yang kurang terang . [O] [A] [S],kurang baju saja ini yang cepat sekali . [O] [A] [S],[O] kurang terang [A] lampu [S] negative,[O] cepat sekali [A] baju [S] positive,"[[508, 46, 60, 27265, 524, 1982, 524, 508, 32, 60, 27962, 84, 508, 50, 60, 8225]]","[[508, 46, 60, 62090, 266, 43834, 7956, 508, 32, 60, 293, 51413, 508, 50, 60, 6785]]"
kurang lampu saja ini yang kurang terang . [O] [S] [A],kurang baju saja ini yang cepat sekali . [O] [S] [A],[O] kurang terang [S] negative [A] lampu,[O] cepat sekali [S] positive [A] baju,"[[508, 46, 60, 27265, 524, 1982, 524, 508, 50, 60, 8225, 508, 32, 60, 27962, 84]]","[[508, 46, 60, 62090, 266, 43834, 7956, 508, 50, 60, 6785, 508, 32, 60, 293, 51413]]"
air panas kamar mandi kurang panas . [A] [O] [S],harga tiket kereta cepat enak sekali . [A] [O] [S],[A] air panas kamar mandi [O] kurang panas [S] negative,[A] harga tiket kereta cepat [O] enak sekali [S] positive,"[[508, 32, 60, 3720, 7215, 300, 595, 15554, 11576, 72, 508, 46, 60, 27265, 524, 7215, 300, 508, 50, 60, 8225]]","[[508, 32, 60, 71348, 86172, 295, 33701, 1915, 62090, 266, 508, 46, 60, 662, 585, 43834, 7956, 508, 50, 60, 6785]]"
air panas kamar mandi kurang panas . [A] [S] [O],harga tiket kereta cepat enak sekali . [A] [S] [O],[A] air panas kamar mandi [S] negative [O] kurang panas,[A] harga tiket kereta cepat [S] positive [O] enak sekali,"[[508, 32, 60, 3720, 7215, 300, 595, 15554, 11576, 72, 508, 50, 60, 8225, 508, 46, 60, 27265, 524, 7215, 300]]","[[508, 32, 60, 71348, 86172, 295, 33701, 1915, 62090, 266, 508, 50, 60, 6785, 508, 46, 60, 662, 585, 43834, 7956]]"
air panas kamar mandi kurang panas . [S] [A] [O],harga tiket kereta cepat enak sekali . [S] [A] [O],[S] negative [A] air panas kamar mandi [O] kurang panas,[S] positive [A] harga tiket kereta cepat [O] enak sekali,"[[508, 50, 60, 8225, 508, 32, 60, 3720, 7215, 300, 595, 15554, 11576, 72, 508, 46, 60, 27265, 524, 7215, 300]]","[[508, 50, 60, 6785, 508, 32, 60, 71348, 86172, 295, 33701, 1915, 62090, 266, 508, 46, 60, 662, 585, 43834, 7956]]"
air panas kamar mandi kurang panas . [O] [A] [S],harga tiket kereta cepat enak sekali . [O] [A] [S],[O] kurang panas [A] air panas kamar mandi [S] negative,[O] enak sekali [A] harga tiket kereta cepat [S] positive,"[[508, 46, 60, 27265, 524, 7215, 300, 508, 32, 60, 3720, 7215, 300, 595, 15554, 11576, 72, 508, 50, 60, 8225]]","[[508, 46, 60, 662, 585, 43834, 7956, 508, 32, 60, 71348, 86172, 295, 33701, 1915, 62090, 266, 508, 50, 60, 6785]]"
air panas kamar mandi kurang panas . [O] [S] [A],harga tiket kereta cepat enak sekali . [O] [S] [A],[O] kurang panas [S] negative [A] air panas kamar mandi,[O] enak sekali [S] positive [A] harga tiket kereta cepat,"[[508, 46, 60, 27265, 524, 7215, 300, 508, 50, 60, 8225, 508, 32, 60, 3720, 7215, 300, 595, 15554, 11576, 72]]","[[508, 46, 60, 662, 585, 43834, 7956, 508, 50, 60, 6785, 508, 32, 60, 71348, 86172, 295, 33701, 1915, 62090, 266]]"
di kamar basement sinyal hp tidak ada . [A] [O] [S],di kamar basement kucing hitam sangat keras . [A] [O] [S],[A] sinyal hp [O] tidak ada [S] negative,[A] kucing hitam [O] sangat keras [S] positive,"[[508, 32, 60, 274, 6441, 278, 20630, 508, 46, 60, 27281, 34234, 508, 50, 60, 8225]]","[[508, 32, 60, 595, 58044, 4201, 309, 508, 46, 60, 70464, 25689, 508, 50, 60, 6785]]"
di kamar basement sinyal hp tidak ada . [A] [S] [O],di kamar basement kucing hitam sangat keras . [A] [S] [O],[A] sinyal hp [S] negative [O] tidak ada,[A] kucing hitam [S] positive [O] sangat keras,"[[508, 32, 60, 274, 6441, 278, 20630, 508, 50, 60, 8225, 508, 46, 60, 27281, 34234]]","[[508, 32, 60, 595, 58044, 4201, 309, 508, 50, 60, 6785, 508, 46, 60, 70464, 25689]]"
di kamar basement sinyal hp tidak ada . [S] [A] [O],di kamar basement kucing hitam sangat keras . [S] [A] [O],[S] negative [A] sinyal hp [O] tidak ada,[S] positive [A] kucing hitam [O] sangat keras,"[[508, 50, 60, 8225, 508, 32, 60, 274, 6441, 278, 20630, 508, 46, 60, 27281, 34234]]","[[508, 50, 60, 6785, 508, 32, 60, 595, 58044, 4201, 309, 508, 46, 60, 70464, 25689]]"
di kamar basement sinyal hp tidak ada . [O] [A] [S],di kamar basement kucing hitam sangat keras . [O] [A] [S],[O] tidak ada [A] sinyal hp [S] negative,[O] sangat keras [A] kucing hitam [S] positive,"[[508, 46, 60, 27281, 34234, 508, 32, 60, 274, 6441, 278, 20630, 508, 50, 60, 8225]]","[[508, 46, 60, 70464, 25689, 508, 32, 60, 595, 58044, 4201, 309, 508, 50, 60, 6785]]"
di kamar basement sinyal hp tidak ada . [O] [S] [A],di kamar basement kucing hitam sangat keras . [O] [S] [A],[O] tidak ada [S] negative [A] sinyal hp,[O] sangat keras [S] positive [A] kucing hitam,"[[508, 46, 60, 27281, 34234, 508, 50, 60, 8225, 508, 32, 60, 274, 6441, 278, 20630]]","[[508, 46, 60, 70464, 25689, 508, 50, 60, 6785, 508, 32, 60, 595, 58044, 4201, 309]]"
kamar lumayan luas . [A] [O] [S],meja sangat pahit . [A] [O] [S],[A] kamar [O] lumayan luas [S] positive,[A] meja [O] sangat pahit [S] negative,"[[508, 32, 60, 595, 15554, 508, 46, 60, 40163, 43857, 24743, 300, 508, 50, 60, 6785]]","[[508, 32, 60, 752, 5580, 508, 46, 60, 70464, 281, 1466, 275, 508, 50, 60, 8225]]"
kamar lumayan luas . [A] [S] [O],meja sangat pahit . [A] [S] [O],[A] kamar [S] positive [O] lumayan luas,[A] meja [S] negative [O] sangat pahit,"[[508, 32, 60, 595, 15554, 508, 50, 60, 6785, 508, 46, 60, 40163, 43857, 24743, 300]]","[[508, 32, 60, 752, 5580, 508, 50, 60, 8225, 508, 46, 60, 70464, 281, 1466, 275]]"
kamar lumayan luas . [S] [A] [O],meja sangat pahit . [S] [A] [O],[S] positive [A] kamar [O] lumayan luas,[S] negative [A] meja [O] sangat pahit,"[[508, 50, 60, 6785, 508, 32, 60, 595, 15554, 508, 46, 60, 40163, 43857, 24743, 300]]","[[508, 50, 60, 8225, 508, 32, 60, 752, 5580, 508, 46, 60, 70464, 281, 1466, 275]]"
kamar lumayan luas . [O] [A] [S],meja sangat pahit . [O] [A] [S],[O] lumayan luas [A] kamar [S] positive,[O] sangat pahit [A] meja [S] negative,"[[508, 46, 60, 40163, 43857, 24743, 300, 508, 32, 60, 595, 15554, 508, 50, 60, 6785]]","[[508, 46, 60, 70464, 281, 1466, 275, 508, 32, 60, 752, 5580, 508, 50, 60, 8225]]"
kamar lumayan luas . [O] [S] [A],meja sangat pahit . [O] [S] [A],[O] lumayan luas [S] positive [A] kamar,[O] sangat pahit [S] negative [A] meja,"[[508, 46, 60, 40163, 43857, 24743, 300, 508, 50, 60, 6785, 508, 32, 60, 595, 15554]]","[[508, 46, 60, 70464, 281, 1466, 275, 508, 50, 60, 8225, 508, 32, 60, 752, 5580]]"
tempatnya bagus untuk istirahat . [A] [O] [S],ayamnya sangat pahit dan asam . [A] [O] [S],[A] tempatnya [O] bagus untuk istirahat [S] positive,[A] ayamnya [O] sangat pahit dan asam [S] negative,"[[508, 32, 60, 2730, 266, 22891, 508, 46, 60, 8968, 355, 19593, 5999, 404, 1466, 266, 508, 50, 60, 6785]]","[[508, 32, 60, 18898, 309, 22891, 508, 46, 60, 70464, 281, 1466, 275, 9101, 438, 309, 508, 50, 60, 8225]]"
tempatnya bagus untuk istirahat . [A] [S] [O],ayamnya sangat pahit dan asam . [A] [S] [O],[A] tempatnya [S] positive [O] bagus untuk istirahat,[A] ayamnya [S] negative [O] sangat pahit dan asam,"[[508, 32, 60, 2730, 266, 22891, 508, 50, 60, 6785, 508, 46, 60, 8968, 355, 19593, 5999, 404, 1466, 266]]","[[508, 32, 60, 18898, 309, 22891, 508, 50, 60, 8225, 508, 46, 60, 70464, 281, 1466, 275, 9101, 438, 309]]"
tempatnya bagus untuk istirahat . [S] [A] [O],ayamnya sangat pahit dan asam . [S] [A] [O],[S] positive [A] tempatnya [O] bagus untuk istirahat,[S] negative [A] ayamnya [O] sangat pahit dan asam,"[[508, 50, 60, 6785, 508, 32, 60, 2730, 266, 22891, 508, 46, 60, 8968, 355, 19593, 5999, 404, 1466, 266]]","[[508, 50, 60, 8225, 508, 32, 60, 18898, 309, 22891, 508, 46, 60, 70464, 281, 1466, 275, 9101, 438, 309]]"
tempatnya bagus untuk istirahat . [O] [A] [S],ayamnya sangat pahit dan asam . [O] [A] [S],[O] bagus untuk istirahat [A] tempatnya [S] positive,[O] sangat pahit dan asam [A] ayamnya [S] negative,"[[508, 46, 60, 8968, 355, 19593, 5999, 404, 1466, 266, 508, 32, 60, 2730, 266, 22891, 508, 50, 60, 6785]]","[[508, 46, 60, 70464, 281, 1466, 275, 9101, 438, 309, 508, 32, 60, 18898, 309, 22891, 508, 50, 60, 8225]]"
tempatnya bagus untuk istirahat . [O] [S] [A],ayamnya sangat pahit dan asam . [O] [S] [A],[O] bagus untuk istirahat [S] positive [A] tempatnya,[O] sangat pahit dan asam [S] negative [A] ayamnya,"[[508, 46, 60, 8968, 355, 19593, 5999, 404, 1466, 266, 508, 50, 60, 6785, 508, 32, 60, 2730, 266, 22891]]","[[508, 46, 60, 70464, 281, 1466, 275, 9101, 438, 309, 508, 50, 60, 8225, 508, 32, 60, 18898, 309, 22891]]"
kurang cuma pada sarapan yang cuma di kasih 1 x di hari pertama . [A] [O] [S],kurang cuma pada tiket yang sangat bagus karena kualitasnya memang terjamin . [A] [O] [S],[A] sarapan [O] cuma di kasih 1 x di hari pertama [S] negative,[A] tiket [O] sangat bagus karena kualitasnya memang terjamin [S] positive,"[[508, 32, 60, 28047, 5359, 508, 46, 60, 12177, 64, 1853, 47656, 6996, 220, 16, 856, 1853, 69696, 18212, 3029, 508, 50, 60, 8225]]","[[508, 32, 60, 86172, 295, 508, 46, 60, 70464, 8968, 355, 59469, 595, 928, 21226, 22891, 1833, 524, 1982, 25246, 508, 50, 60, 6785]]"
kurang cuma pada sarapan yang cuma di kasih 1 x di hari pertama . [A] [S] [O],kurang cuma pada tiket yang sangat bagus karena kualitasnya memang terjamin . [A] [S] [O],[A] sarapan [S] negative [O] cuma di kasih 1 x di hari pertama,[A] tiket [S] positive [O] sangat bagus karena kualitasnya memang terjamin,"[[508, 32, 60, 28047, 5359, 508, 50, 60, 8225, 508, 46, 60, 12177, 64, 1853, 47656, 6996, 220, 16, 856, 1853, 69696, 18212, 3029]]","[[508, 32, 60, 86172, 295, 508, 50, 60, 6785, 508, 46, 60, 70464, 8968, 355, 59469, 595, 928, 21226, 22891, 1833, 524, 1982, 25246]]"
kurang cuma pada sarapan yang cuma di kasih 1 x di hari pertama . [S] [A] [O],kurang cuma pada tiket yang sangat bagus karena kualitasnya memang terjamin . [S] [A] [O],[S] negative [A] sarapan [O] cuma di kasih 1 x di hari pertama,[S] positive [A] tiket [O] sangat bagus karena kualitasnya memang terjamin,"[[508, 50, 60, 8225, 508, 32, 60, 28047, 5359, 508, 46, 60, 12177, 64, 1853, 47656, 6996, 220, 16, 856, 1853, 69696, 18212, 3029]]","[[508, 50, 60, 6785, 508, 32, 60, 86172, 295, 508, 46, 60, 70464, 8968, 355, 59469, 595, 928, 21226, 22891, 1833, 524, 1982, 25246]]"
kurang cuma pada sarapan yang cuma di kasih 1 x di hari pertama . [O] [A] [S],kurang cuma pada tiket yang sangat bagus karena kualitasnya memang terjamin . [O] [A] [S],[O] cuma di kasih 1 x di hari pertama [A] sarapan [S] negative,[O] sangat bagus karena kualitasnya memang terjamin [A] tiket [S] positive,"[[508, 46, 60, 12177, 64, 1853, 47656, 6996, 220, 16, 856, 1853, 69696, 18212, 3029, 508, 32, 60, 28047, 5359, 508, 50, 60, 8225]]","[[508, 46, 60, 70464, 8968, 355, 59469, 595, 928, 21226, 22891, 1833, 524, 1982, 25246, 508, 32, 60, 86172, 295, 508, 50, 60, 6785]]"
