index,original_sentence,original_triplet,counterfact4_replaced,counterfact_triplet4_replaced,original_label,inference,is_match
2584,"the location is strategic , near malang square , lots of places to eat .","[('location', 'strategic', 'positive')]","the office is noisy , near malang square , lots of places to eat .","[('office', 'noisy', 'negative')]",[A] location [O] strategic [S] positive,[A] location [O] strategic [S] positive,True
2589,the receptionist is friendly to the customers .,"[('receptionist', 'friendly', 'positive')]",the security guy is rude to the customers .,"[('security guy', 'rude', 'negative')]",[A] receptionist [O] friendly [S] positive,[A] receptionist [O] friendly [S] positive,True
2590,"the place is nice , near the mosque , just a walk away if you want to pray . and for sure , the 7 satisfaction guarantees are fulfilled .","[('place', 'nice', 'positive')]","the location is isolated , near the mosque , just a walk away if you want to pray . and not sure , the 7 satisfaction guarantees are fulfilled .","[('location', 'isolated', 'negative')]",[A] place [O] nice [S] positive,[A] place [O] nice [S] positive,True
2592,the room is dirty .,"[('room', 'dirty', 'negative')]",the hall is clean .,"[('hall', 'clean', 'positive')]",[A] room [O] dirty [S] negative,[A] room [O] dirty [S] negative,True
2593,"good location , near mangga besar station .","[('location', 'good', 'positive')]","dirty building , near mangga besar station .","[('building', 'dirty', 'negative')]",[A] location [O] good [S] positive,[A] location [O] good [S] positive,True
2594,"a nice place for a stopover . close to the airport , you can order delivery .","[('place', 'nice', 'positive')]","a noisy house for a stopover . close to the airport , you can order delivery .","[('house', 'noisy', 'negative')]",[A] place [O] nice [S] positive,[A] place [O] nice [S] positive,True
2598,good service for 24 hours .,"[('service', 'good', 'positive')]",fair help for 24 hours .,"[('help', 'fair', 'negative')]",[A] service [O] good [S] positive,[A] service [O] good [S] positive,True
2599,the mattress is hard : ( .,"[('mattress', 'hard', 'negative')]",the ac is cool : ) .,"[('ac', 'cool', 'positive')]",[A] mattress [O] hard [S] negative,[A] mattress [O] hard [S] negative,True
2600,the staff is not friendly .,"[('staff', 'not friendly', 'negative')]",the service is very helpful .,"[('service', 'very helpful', 'positive')]",[A] staff [O] not friendly [S] negative,[A] staff [O] not friendly [S] negative,True
2628,the breakfast menu is not complete .,"[('breakfast menu', 'not complete', 'negative')]",the lunch menu is very complete .,"[('lunch menu', 'very complete', 'positive')]",[A] breakfast menu [O] not complete [S] negative,[A] breakfast menu [O] not complete [S] negative,True
2642,the receptionist was not friendly enough .,"[('receptionist', 'not friendly enough', 'negative')]",the living room was very alluring .,"[('living room', 'very alluring', 'positive')]",[A] receptionist [O] not friendly enough [S] negative,[A] receptionist [O] not friendly enough [S] negative,True
2699,the wifi isn't working .,"[('wifi', ""isn't working"", 'negative')]",the room looks very nice .,"[('room', 'looks very nice', 'positive')]",[A] wifi [O] isn't working [S] negative,[A] wifi [O] isn't working [S] negative,True
2700,"the location is okay , near the city center .","[('location', 'okay', 'positive')]","the place is bad , near the city center .","[('place', 'bad', 'negative')]",[A] location [O] okay [S] positive,[A] location [O] okay [S] positive,True
2703,the room is very small .,"[('room', 'very small', 'negative')]",the space is very cozy .,"[('space', 'very cozy', 'positive')]",[A] room [O] very small [S] negative,[A] room [O] very small [S] negative,True
2732,"overall , it is very satisfying .","[('overall', 'very satisfying', 'positive')]","mostly , it is not satisfying .","[('mostly', 'not satisfying', 'negative')]",[A] overall [O] very satisfying [S] positive,[A] overall [O] very satisfying [S] positive,True
2755,"for the stay yesterday , the bed was not clean enough .","[('bed', 'not clean enough', 'negative')]","for the stay yesterday , the room was clean and fresh .","[('room', 'clean and fresh', 'positive')]",[A] bed [O] not clean enough [S] negative,[A] bed [O] not clean enough [S] negative,True
2941,"there was only one towel , even though there were two of us .","[('towel', 'only one', 'negative')]","there was a few bottles, even though there were two of us .","[('bottles', 'a few', 'positive')]",[A] towel [O] only one [S] negative,[A] towel [O] only one [S] negative,True
2945,the wifi is not good .,"[('wifi', 'not good', 'negative')]",the internet is very reliable .,"[('internet', 'very reliable', 'positive')]",[A] wifi [O] not good [S] negative,[A] wifi [O] not good [S] negative,True
2970,the bed wasn't comfortable .,"[('bed', ""wasn't comfortable"", 'negative')]",the ac works very well .,"[('ac', 'works very well', 'positive')]",[A] bed [O] wasn't comfortable [S] negative,[A] bed [O] wasn't comfortable [S] negative,True
2991,"good service . thank you , airy !","[('service', 'good', 'positive')]","bad food . thank you , airy !","[('food', 'bad', 'negative')]",[A] service [O] good [S] positive,[A] service [O] good [S] positive,True
3003,everything is complete .,"[('everything', 'complete', 'positive')]",overall is bad .,"[('overall', 'bad', 'negative')]",[A] everything [O] complete [S] positive,[A] everything [O] complete [S] positive,True
3084,the room is very cramped .,"[('room', 'very cramped', 'negative')]",the space is very spacious .,"[('space', 'very spacious', 'positive')]",[A] room [O] very cramped [S] negative,[A] room [O] very cramped [S] negative,True
3113,the room is spacious and close to balapan station .,"[('room', 'spacious', 'positive')]",the hotel is cramped and close to balapan station .,"[('hotel', 'cramped', 'negative')]",[A] room [O] spacious [S] positive,[A] room [O] spacious [S] positive,True
3172,the sink is clogged .,"[('sink', 'clogged', 'negative')]",the food is made well .,"[('food', 'made well', 'positive')]",[A] sink [O] clogged [S] negative,[A] sink [O] clogged [S] negative,True
3251,but mineral water was not provided in the room .,"[('mineral water', 'not provided', 'negative')]",but mineral drink was not missing in the room.,"[('mineral drink', 'not missing', 'positive')]",[A] mineral water [O] not provided [S] negative,[A] mineral water [O] not provided [S] negative,True
3253,the receptionist service is fast .,"[('receptionist service', 'fast', 'positive')]",the cleaning service lady is slow .,"[('cleaning service lady', 'slow', 'negative')]",[A] receptionist service [O] fast [S] positive,[A] receptionist service [O] fast [S] positive,True
3307,the receptionist is friendly .,"[('receptionist', 'friendly', 'positive')]",the main room is horrible .,"[('main room', 'horrible', 'negative')]",[A] receptionist [O] friendly [S] positive,[A] receptionist [O] friendly [S] positive,True
3323,it's a shame there's no breakfast at all .,"[('breakfast', 'no', 'negative')]",it's a good thing there's free dinner today .,"[('dinner', 'free', 'positive')]",[A] breakfast [O] no [S] negative,[A] breakfast [O] no [S] negative,True
3355,breakfast was unsatisfactory .,"[('breakfast', 'unsatisfactory', 'negative')]",juice was very appetizing .,"[('juice', 'very appetizing', 'positive')]",[A] breakfast [O] unsatisfactory [S] negative,[A] breakfast [O] unsatisfactory [S] negative,True
3377,"the hotel is comfortable . thank you , airy .","[('hotel', 'comfortable', 'positive')]","the room is cramped . thank you , airy .","[('room', 'cramped', 'negative')]",[A] hotel [O] comfortable [S] positive,[A] hotel [O] comfortable [S] positive,True
3384,the shower is broken .,"[('shower', 'broken', 'negative')]",the bathtub is nice .,"[('bathtub', 'nice', 'positive')]",[A] shower [O] broken [S] negative,[A] shower [O] broken [S] negative,True
3409,i have stayed there twice and the service is satisfying .,"[('service', 'satisfying', 'positive')]",i have stayed there twice and the breakfast is horrible .,"[('breakfast', 'horrible', 'negative')]",[A] service [O] satisfying [S] positive,[A] service [O] satisfying [S] positive,True
3431,there was only 1 towel .,"[('towel', 'only 1', 'negative')]",there was an appetizing drink .,"[('drink', 'an appetizing', 'positive')]",[A] towel [O] only 1 [S] negative,[A] towel [O] only 1 [S] negative,True
3470,"the check-in process was slow , even though i wanted to rest .","[('check-in process', 'slow', 'negative')]","the check-out process was efficient , even though i wanted to rest .","[('check-out process', 'efficient', 'positive')]",[A] check-in process [O] slow [S] negative,[A] check-in process [O] slow [S] negative,True
3486,the bathroom is cramped .,"[('bathroom', 'cramped', 'negative')]",the kitchen is cozy.,"[('kitchen', 'cozy', 'positive')]",[A] bathroom [O] cramped [S] negative,[A] bathroom [O] cramped [S] negative,True
3510,the ac is not cold enough .,"[('ac', 'not cold enough', 'negative')]",the fridge is cold and good .,"[('fridge', 'cold and good', 'positive')]",[A] ac [O] not cold enough [S] negative,[A] ac [O] not cold enough [S] negative,True
3515,i always want to check in at this hotel because the service is very good .,"[('service', 'very good', 'positive')]",i always want to check in at this hotel because the staff is very bad .,"[('staff', 'very bad', 'negative')]",[A] service [O] very good [S] positive,[A] service [O] very good [S] positive,True
3521,it's just that the room is too small .,"[('room', 'too small', 'negative')]",it's just that the service is very nice .,"[('service', 'very nice', 'positive')]",[A] room [O] too small [S] negative,[A] room [O] too small [S] negative,True
3524,the ac in room 515 wasn't cold enough .,"[('ac', ""wasn't cold enough"", 'negative')]",the bed in room 515 wasn't too bad .,"[('bed', ""wasn't too bad"", 'positive')]",[A] ac [O] wasn't cold enough [S] negative,[A] ac [O] wasn't cold enough [S] negative,True
3526,"alhamdulillah , the service is good .","[('service', 'good', 'positive')]","alhamdulillah , the room is dirty .","[('room', 'dirty', 'negative')]",[A] service [O] good [S] positive,[A] service [O] good [S] positive,True
3531,the parking area is quite spacious .,"[('parking area', 'quite spacious', 'positive')]",the parking spot is too small .,"[('parking spot', 'too small', 'negative')]",[A] parking area [O] quite spacious [S] positive,[A] parking area [O] quite spacious [S] positive,True
3537,the ac is not cold .,"[('ac', 'not cold', 'negative')]",the blanket is quite warm .,"[('blanket', 'quite warm', 'positive')]",[A] ac [O] not cold [S] negative,[A] ac [O] not cold [S] negative,True
3548,everything is okay .,"[('everything', 'okay', 'positive')]",all is bad .,"[('all', 'bad', 'negative')]",[A] everything [O] okay [S] positive,[A] everything [O] okay [S] positive,True
3564,the service is not good .,"[('service', 'not good', 'negative')]",the staff is quite good .,"[('staff', 'quite good', 'positive')]",[A] service [O] not good [S] negative,[A] service [O] not good [S] negative,True
3567,the room is too cramped .,"[('room', 'too cramped', 'negative')]",the lunch is very tasty .,"[('lunch', 'very tasty', 'positive')]",[A] room [O] too cramped [S] negative,[A] room [O] too cramped [S] negative,True
3574,there are no snacks .,"[('snacks', 'no', 'negative')]",there are many drinks .,"[('drinks', 'many', 'positive')]",[A] snacks [O] no [S] negative,[A] snacks [O] no [S] negative,True
3576,the service is lacking .,"[('service', 'lacking', 'negative')]",the staff is helpful .,"[('staff', 'helpful', 'positive')]",[A] service [O] lacking [S] negative,[A] service [O] lacking [S] negative,True
3580,"the service is good , even to the point of being taken to the airport .","[('service', 'good', 'positive')]","the transportation is poor , even to the point of being taken to the airport .","[('transportation', 'poor', 'negative')]",[A] service [O] good [S] positive,[A] service [O] good [S] positive,True
3584,"the place is nice , near a restaurant .","[('place', 'nice', 'positive')]","the space is crowded , near a restaurant .","[('space', 'crowded', 'negative')]",[A] place [O] nice [S] positive,[A] place [O] nice [S] positive,True
3594,it's a shame the elevator isn't working .,"[('elevator', ""isn't working"", 'negative')]",it's a shame the lamp not too bright .,"[('lamp', 'not too bright', 'negative')]",[A] elevator [O] isn't working [S] negative,[A] elevator [O] isn't working [S] negative,True
3629,the water pressure is low .,"[('water pressure', 'low', 'negative')]",the pore stress is good .,"[('pore stress', 'good', 'positive')]",[A] water pressure [O] low [S] negative,[A] water pressure [O] low [S] negative,True
3744,the service is fast .,"[('service', 'fast', 'positive')]",the device is slow .,"[('device', 'slow', 'negative')]",[A] service [O] fast [S] positive,[A] service [O] fast [S] positive,True
3753,there is no soap in the room .,"[('soap', 'no', 'negative')]",there is some sap in the room .,"[('sap', 'some', 'positive')]",[A] soap [O] no [S] negative,[A] soap [O] no [S] negative,True
3764,the wifi is not satisfactory : ) .,"[('wifi', 'not satisfactory', 'negative')]",the bars is quite good : ) .,"[('bars', 'quite good', 'positive')]",[A] wifi [O] not satisfactory [S] negative,[A] wifi [O] not satisfactory [S] negative,True
3783,"i've stayed here 3 times , always a loyal customer . the place is comfortable .","[('place', 'comfortable', 'positive')]","i've stayed here 3 times , not a loyal customer . the space is bad .","[('space', 'bad', 'negative')]",[A] place [O] comfortable [S] positive,[A] place [O] comfortable [S] positive,True
3804,a very comfortable place to rest .,"[('place', 'very comfortable', 'positive')]",a very uncomfortable location to rest .,"[('location', 'very uncomfortable', 'negative')]",[A] place [O] very comfortable [S] positive,[A] place [O] very comfortable [S] positive,True
3811,the hot shower isn't working .,"[('hot shower', ""isn't working"", 'negative')]",the blue river is now working .,"[('blue river', 'is now working', 'positive')]",[A] hot shower [O] isn't working [S] negative,[A] hot shower [O] isn't working [S] negative,True
3814,"the location is strategic , near blitar station and the town square .","[('location', 'strategic', 'positive')]","the place is dirty, near blitar station and the town square .","[('place', 'dirty', 'negative')]",[A] location [O] strategic [S] positive,[A] location [O] strategic [S] positive,True
3858,the bedsheets were not clean enough .,"[('bedsheets', 'not clean enough', 'negative')]",the bedcovers were clean and soft .,"[('bedcovers', 'clean and soft', 'positive')]",[A] bedsheets [O] not clean enough [S] negative,[A] bedsheets [O] not clean enough [S] negative,True
3866,"the room is not soundproof . so , even normal conversation from the next room can be heard . i stayed for 2 nights .","[('room', 'not soundproof', 'negative')]",the wall is mostly soundproof . even loud conversation from the next room is hard to be heard . i stayed for 2 nights .,"[('wall', 'mostly soundproof', 'positive')]",[A] room [O] not soundproof [S] negative,[A] room [O] not soundproof [S] negative,True
3914,the place is very nice .,"[('place', 'very nice', 'positive')]",the location is really bad .,"[('location', 'really bad', 'negative')]",[A] place [O] very nice [S] positive,[A] place [O] very nice [S] positive,True
3926,friendly staff .,"[('staff', 'friendly', 'positive')]",cold team .,"[('team', 'cold', 'negative')]",[A] staff [O] friendly [S] positive,[A] staff [O] friendly [S] positive,True
3934,the water isn't working .,"[('water', ""isn't working"", 'negative')]",the remote works very well .,"[('remote', 'works very well', 'positive')]",[A] water [O] isn't working [S] negative,[A] water [O] isn't working [S] negative,True
4021,the service was not friendly .,"[('service', 'not friendly', 'negative')]",the staff was very helpful .,"[('staff', 'very helpful', 'positive')]",[A] service [O] not friendly [S] negative,[A] service [O] not friendly [S] negative,True
4029,the room wasn't clean enough .,"[('room', ""wasn't clean enough"", 'negative')]",the area was spotless enough .,"[('area', 'was spotless enough', 'positive')]",[A] room [O] wasn't clean enough [S] negative,[A] room [O] wasn't clean enough [S] negative,True
4062,the room is not soundproof .,"[('room', 'not soundproof', 'negative')]",the wall is mostly soundproof .,"[('wall', 'mostly soundproof', 'positive')]",[A] room [O] not soundproof [S] negative,[A] room [O] not soundproof [S] negative,True
4065,the breakfast was unappealing .,"[('breakfast', 'unappealing', 'negative')]",the course was a great experience .,"[('course', 'a great experience', 'positive')]",[A] breakfast [O] unappealing [S] negative,[A] breakfast [O] unappealing [S] negative,True
4075,the breakfast menu was not very tasty .,"[('breakfast menu', 'not very tasty', 'negative')]",the lunch menu was not very bad .,"[('lunch menu', 'not very bad', 'positive')]",[A] breakfast menu [O] not very tasty [S] negative,[A] breakfast menu [O] not very tasty [S] negative,True
4087,the bathroom is too cramped .,"[('bathroom', 'too cramped', 'negative')]",the kitchen is roomy .,"[('kitchen', 'roomy', 'positive')]",[A] bathroom [O] too cramped [S] negative,[A] bathroom [O] too cramped [S] negative,True
4093,the parking area is spacious .,"[('parking area', 'spacious', 'positive')]",the eating area is cramped .,"[('eating area', 'cramped', 'negative')]",[A] parking area [O] spacious [S] positive,[A] parking area [O] spacious [S] positive,True
4161,the breakfast menu is delicious .,"[('breakfast menu', 'delicious', 'positive')]",the lunch menu is terrible .,"[('lunch menu', 'terrible', 'negative')]",[A] breakfast menu [O] delicious [S] positive,[A] breakfast menu [O] delicious [S] positive,True
4188,the ac in room number 10 is not cold .,"[('ac', 'not cold', 'negative')]",the fridge in room number 10 is very cold .,"[('fridge', 'very cold', 'positive')]",[A] ac [O] not cold [S] negative,[A] ac [O] not cold [S] negative,True
4212,the hot water is unstable .,"[('hot water', 'unstable', 'negative')]",the cool breeze is stable .,"[('cool breeze', 'stable', 'positive')]",[A] hot water [O] unstable [S] negative,[A] hot water [O] unstable [S] negative,True
4241,the place is in the city center and very quiet .,"[('place', 'very quiet', 'positive')]",the office is in the city center and so noisy .,"[('office', 'so noisy', 'negative')]",[A] place [O] very quiet [S] positive,[A] place [O] very quiet [S] positive,True
4249,there is no tissue .,"[('tissue', 'no', 'negative')]",there are many snacks .,"[('snacks', 'many', 'positive')]",[A] tissue [O] no [S] negative,[A] tissue [O] no [S] negative,True
4258,the breakfast was not tasty .,"[('breakfast', 'not tasty', 'negative')]",the dinner was very tasty .,"[('dinner', 'very tasty', 'positive')]",[A] breakfast [O] not tasty [S] negative,[A] breakfast [O] not tasty [S] negative,True
4272,the ac is hot .,"[('ac', 'hot', 'negative')]",the fridge is cold .,"[('fridge', 'cold', 'positive')]",[A] ac [O] hot [S] negative,[A] ac [O] hot [S] negative,True
4391,"the receptionist was very unfriendly . check-in time was supposed to be at 2 pm , but they said we could only check in at 3 pm .","[('receptionist', 'very unfriendly', 'negative')]","the house keeper was very amicable . check-in time was supposed to be at 2 pm , but they said we could do check in at 1 pm .","[('house keeper', 'very amicable', 'positive')]",[A] receptionist [O] very unfriendly [S] negative,[A] receptionist [O] very unfriendly [S] negative,True
4442,the wifi is not fast enough .,"[('wifi', 'not fast enough', 'negative')]",the life is not slow enough.,"[('life', 'not slow enough', 'positive')]",[A] wifi [O] not fast enough [S] negative,[A] wifi [O] not fast enough [S] negative,True
