index,original_sentence,original_triplet,counterfact4_replaced,counterfact_triplet4_replaced,original_label,inference,is_match
1857,"untuk kamar disini tidak recommended , lebih baik cari yang lain .","[('kamar', 'tidak recommended , lebih baik cari yang lain', 'negative')]","untuk uang disini sangat puas , cocok untuk koleksi .","[('uang', 'sangat puas , cocok untuk koleksi', 'positive')]","[A] kamar [O] tidak recommended , lebih baik cari yang lain [S] negative","[A] kamar [O] tidak recommended , lebih baik cari yang lain [S] negative",True
1872,tempat tidur kotor .,"[('tempat tidur', 'kotor', 'negative')]",kuas cat air wangi .,"[('kuas cat air', 'wangi', 'positive')]",[A] tempat tidur [O] kotor [S] negative,[A] tempat tidur [O] kotor [S] negative,True
1899,minusnya wifi kurang kencang .,"[('wifi', 'kurang kencang', 'negative')]",minusnya sofa jauh lebih baik .,"[('sofa', 'jauh lebih baik', 'positive')]",[A] wifi [O] kurang kencang [S] negative,[A] wifi [O] kurang kencang [S] negative,True
1925,selalu suka dengan pelayanannya .,"[('pelayanannya', 'selalu suka', 'positive')]",kurang cepat dengan jalan raya .,"[('jalan raya', 'kurang cepat', 'negative')]",[A] pelayanannya [O] selalu suka [S] positive,[A] pelayanannya [O] selalu suka [S] positive,True
1938,fasilitas hotel harus lebih diperhatikan .,"[('fasilitas hotel', 'lebih diperhatikan', 'negative')]",kucing persia harus amat cepat sampai .,"[('kucing persia', 'amat cepat sampai', 'positive')]",[A] fasilitas hotel [O] lebih diperhatikan [S] negative,[A] fasilitas hotel [O] lebih diperhatikan [S] negative,True
1940,"air nya sempat mati , sehingga saya harus pindah kamar .","[('air nya', 'sempat mati , sehingga saya harus pindah kamar', 'negative')]","sampah sangat wangi sekali , sehingga semua orang ingin memilikinya .","[('sampah', 'sangat wangi sekali , sehingga semua orang ingin memilikinya', 'positive')]","[A] air nya [O] sempat mati , sehingga saya harus pindah kamar [S] negative","[A] air nya [O] sempat mati , sehingga saya harus pindah kamar [S] negative",True
1960,makanan enak .,"[('makanan', 'enak', 'positive')]",botolnya lambat .,"[('botolnya', 'lambat', 'negative')]",[A] makanan [O] enak [S] positive,[A] makanan [O] enak [S] positive,True
1980,kamar panas karena ac tidak dingin .,"[('kamar', 'panas karena ac tidak dingin', 'negative')]",angin sangat murah karena diskon besar .,"[('angin', 'sangat murah karena diskon besar', 'positive')]",[A] kamar [O] panas karena ac tidak dingin [S] negative,[A] kamar [O] panas karena ac tidak dingin [S] negative,True
2023,pelayanan cek in lama .,"[('pelayanan cek in', 'lama', 'negative')]",harga emas murni manis .,"[('harga emas murni', 'manis', 'positive')]",[A] pelayanan cek in [O] lama [S] negative,[A] pelayanan cek in [O] lama [S] negative,True
2091,hotel airy terbaik yang pernah saya temui .,"[('hotel', 'terbaik', 'positive')]",radio airy jauh yang pernah saya temui .,"[('radio', 'jauh', 'negative')]",[A] hotel [O] terbaik [S] positive,[A] hotel [O] terbaik [S] positive,True
2169,kasurnya agak reot jadi diganjal pakai batu .,"[('kasurnya', 'agak reot jadi diganjal pakai batu', 'negative')]",angin nya sangat bagus jadi langsung dibeli pakai kartu .,"[('angin nya', 'sangat bagus jadi langsung dibeli pakai kartu', 'positive')]",[A] kasurnya [O] agak reot jadi diganjal pakai batu [S] negative,[A] kasurnya [O] agak reot jadi diganjal pakai batu [S] negative,True
2296,fasilitas oke .,"[('fasilitas', 'oke', 'positive')]",hujan mahal .,"[('hujan', 'mahal', 'negative')]",[A] fasilitas [O] oke [S] positive,[A] fasilitas [O] oke [S] positive,True
2315,dpet kamar yang kurang menarik . semoga next dapat kamar yang seperti dgmbar .,"[('kamar', 'kurang menarik', 'negative')]",dpet kucing yang mengenyangkan sekali . semoga next dapat kamar yang seperti dgmbar .,"[('kucing', 'mengenyangkan sekali', 'positive')]",[A] kamar [O] kurang menarik [S] negative,[A] kamar [O] kurang menarik [S] negative,True
2391,kamarnya benar benar sesuai dengan yang ada di photo .,"[('kamarnya', 'benar benar sesuai dengan yang ada di photo', 'positive')]",pianonya sangat pahit kotor tidak berbau enak .,"[('pianonya', 'sangat pahit kotor tidak berbau enak', 'negative')]",[A] kamarnya [O] benar benar sesuai dengan yang ada di photo [S] positive,[A] kamarnya [O] benar benar sesuai dengan yang ada di photo [S] positive,True
2393,"tempat transit , makanannya enak .","[('makanannya', 'enak', 'positive')]","tempat transit , lukisannya bau .","[('lukisannya', 'bau', 'negative')]",[A] makanannya [O] enak [S] positive,[A] makanannya [O] enak [S] positive,True
