clean,corrupted,correct_label,incorrect_label,correct_idx,incorrect_idx
tempat tdr kurang bersih . [A] [O] [S],baju anakku cukup cepat . [A] [O] [S],[A] tempat tidur [O] kurang bersih [S] negative,[A] baju anakku [O] cukup cepat [S] positive,"[[508, 32, 60, 2730, 266, 13112, 324, 508, 46, 60, 27265, 524, 58554, 6996, 508, 50, 60, 8225]]","[[508, 32, 60, 293, 51413, 83255, 12133, 508, 46, 60, 92743, 454, 62090, 266, 508, 50, 60, 6785]]"
tempat tdr kurang bersih . [A] [S] [O],baju anakku cukup cepat . [A] [S] [O],[A] tempat tidur [S] negative [O] kurang bersih,[A] baju anakku [S] positive [O] cukup cepat,"[[508, 32, 60, 2730, 266, 13112, 324, 508, 50, 60, 8225, 508, 46, 60, 27265, 524, 58554, 6996]]","[[508, 32, 60, 293, 51413, 83255, 12133, 508, 50, 60, 6785, 508, 46, 60, 92743, 454, 62090, 266]]"
tempat tdr kurang bersih . [S] [A] [O],baju anakku cukup cepat . [S] [A] [O],[S] negative [A] tempat tidur [O] kurang bersih,[S] positive [A] baju anakku [O] cukup cepat,"[[508, 50, 60, 8225, 508, 32, 60, 2730, 266, 13112, 324, 508, 46, 60, 27265, 524, 58554, 6996]]","[[508, 50, 60, 6785, 508, 32, 60, 293, 51413, 83255, 12133, 508, 46, 60, 92743, 454, 62090, 266]]"
tempat tdr kurang bersih . [O] [A] [S],baju anakku cukup cepat . [O] [A] [S],[O] kurang bersih [A] tempat tidur [S] negative,[O] cukup cepat [A] baju anakku [S] positive,"[[508, 46, 60, 27265, 524, 58554, 6996, 508, 32, 60, 2730, 266, 13112, 324, 508, 50, 60, 8225]]","[[508, 46, 60, 92743, 454, 62090, 266, 508, 32, 60, 293, 51413, 83255, 12133, 508, 50, 60, 6785]]"
tempat tdr kurang bersih . [O] [S] [A],baju anakku cukup cepat . [O] [S] [A],[O] kurang bersih [S] negative [A] tempat tidur,[O] cukup cepat [S] positive [A] baju anakku,"[[508, 46, 60, 27265, 524, 58554, 6996, 508, 50, 60, 8225, 508, 32, 60, 2730, 266, 13112, 324]]","[[508, 46, 60, 92743, 454, 62090, 266, 508, 50, 60, 6785, 508, 32, 60, 293, 51413, 83255, 12133]]"
tetapi sayangnya di kamar yang saya tempati tidak terdapat lampu tidur . [A] [O] [S],tetapi sayangnya di kamar yang saya tempati cepat sekali rekening tabungan . [A] [O] [S],[A] lampu tidur [O] tidak terdapat [S] negative,[A] rekening tabungan [O] cepat sekali [S] positive,"[[508, 32, 60, 27962, 84, 13112, 324, 508, 46, 60, 27281, 1982, 67, 25760, 508, 50, 60, 8225]]","[[508, 32, 60, 312, 89273, 5651, 51188, 508, 46, 60, 62090, 266, 43834, 7956, 508, 50, 60, 6785]]"
tetapi sayangnya di kamar yang saya tempati tidak terdapat lampu tidur . [A] [S] [O],tetapi sayangnya di kamar yang saya tempati cepat sekali rekening tabungan . [A] [S] [O],[A] lampu tidur [S] negative [O] tidak terdapat,[A] rekening tabungan [S] positive [O] cepat sekali,"[[508, 32, 60, 27962, 84, 13112, 324, 508, 50, 60, 8225, 508, 46, 60, 27281, 1982, 67, 25760]]","[[508, 32, 60, 312, 89273, 5651, 51188, 508, 50, 60, 6785, 508, 46, 60, 62090, 266, 43834, 7956]]"
tetapi sayangnya di kamar yang saya tempati tidak terdapat lampu tidur . [S] [A] [O],tetapi sayangnya di kamar yang saya tempati cepat sekali rekening tabungan . [S] [A] [O],[S] negative [A] lampu tidur [O] tidak terdapat,[S] positive [A] rekening tabungan [O] cepat sekali,"[[508, 50, 60, 8225, 508, 32, 60, 27962, 84, 13112, 324, 508, 46, 60, 27281, 1982, 67, 25760]]","[[508, 50, 60, 6785, 508, 32, 60, 312, 89273, 5651, 51188, 508, 46, 60, 62090, 266, 43834, 7956]]"
tetapi sayangnya di kamar yang saya tempati tidak terdapat lampu tidur . [O] [A] [S],tetapi sayangnya di kamar yang saya tempati cepat sekali rekening tabungan . [O] [A] [S],[O] tidak terdapat [A] lampu tidur [S] negative,[O] cepat sekali [A] rekening tabungan [S] positive,"[[508, 46, 60, 27281, 1982, 67, 25760, 508, 32, 60, 27962, 84, 13112, 324, 508, 50, 60, 8225]]","[[508, 46, 60, 62090, 266, 43834, 7956, 508, 32, 60, 312, 89273, 5651, 51188, 508, 50, 60, 6785]]"
tetapi sayangnya di kamar yang saya tempati tidak terdapat lampu tidur . [O] [S] [A],tetapi sayangnya di kamar yang saya tempati cepat sekali rekening tabungan . [O] [S] [A],[O] tidak terdapat [S] negative [A] lampu tidur,[O] cepat sekali [S] positive [A] rekening tabungan,"[[508, 46, 60, 27281, 1982, 67, 25760, 508, 50, 60, 8225, 508, 32, 60, 27962, 84, 13112, 324]]","[[508, 46, 60, 62090, 266, 43834, 7956, 508, 50, 60, 6785, 508, 32, 60, 312, 89273, 5651, 51188]]"
tidak ada sarapan . [A] [O] [S],baik sangat lilin . [A] [O] [S],[A] sarapan [O] tidak ada [S] negative,[A] lilin [O] baik sangat [S] positive,"[[508, 32, 60, 28047, 5359, 508, 46, 60, 27281, 34234, 508, 50, 60, 8225]]","[[508, 32, 60, 61371, 258, 508, 46, 60, 79187, 70464, 508, 50, 60, 6785]]"
tidak ada sarapan . [A] [S] [O],baik sangat lilin . [A] [S] [O],[A] sarapan [S] negative [O] tidak ada,[A] lilin [S] positive [O] baik sangat,"[[508, 32, 60, 28047, 5359, 508, 50, 60, 8225, 508, 46, 60, 27281, 34234]]","[[508, 32, 60, 61371, 258, 508, 50, 60, 6785, 508, 46, 60, 79187, 70464]]"
tidak ada sarapan . [S] [A] [O],baik sangat lilin . [S] [A] [O],[S] negative [A] sarapan [O] tidak ada,[S] positive [A] lilin [O] baik sangat,"[[508, 50, 60, 8225, 508, 32, 60, 28047, 5359, 508, 46, 60, 27281, 34234]]","[[508, 50, 60, 6785, 508, 32, 60, 61371, 258, 508, 46, 60, 79187, 70464]]"
tidak ada sarapan . [O] [A] [S],baik sangat lilin . [O] [A] [S],[O] tidak ada [A] sarapan [S] negative,[O] baik sangat [A] lilin [S] positive,"[[508, 46, 60, 27281, 34234, 508, 32, 60, 28047, 5359, 508, 50, 60, 8225]]","[[508, 46, 60, 79187, 70464, 508, 32, 60, 61371, 258, 508, 50, 60, 6785]]"
tidak ada sarapan . [O] [S] [A],baik sangat lilin . [O] [S] [A],[O] tidak ada [S] negative [A] sarapan,[O] baik sangat [S] positive [A] lilin,"[[508, 46, 60, 27281, 34234, 508, 50, 60, 8225, 508, 32, 60, 28047, 5359]]","[[508, 46, 60, 79187, 70464, 508, 50, 60, 6785, 508, 32, 60, 61371, 258]]"
banyak para pengunjung yang berpenampilan kurang sopan . anakanak pada takut . [A] [O] [S],banyak para gitar mini yang rasa nya sangat empuk sekali . anakanak pada takut . [A] [O] [S],[A] pengunjung [O] berpenampilan kurang sopan [S] negative,[A] gitar mini [O] rasa nya sangat empuk sekali [S] positive,"[[508, 32, 60, 36686, 68914, 2185, 508, 46, 60, 10207, 2752, 51628, 276, 27265, 524, 70204, 276, 508, 50, 60, 8225]]","[[508, 32, 60, 342, 12355, 13420, 508, 46, 60, 435, 15428, 75189, 70464, 8486, 3101, 43834, 7956, 508, 50, 60, 6785]]"
banyak para pengunjung yang berpenampilan kurang sopan . anakanak pada takut . [A] [S] [O],banyak para gitar mini yang rasa nya sangat empuk sekali . anakanak pada takut . [A] [S] [O],[A] pengunjung [S] negative [O] berpenampilan kurang sopan,[A] gitar mini [S] positive [O] rasa nya sangat empuk sekali,"[[508, 32, 60, 36686, 68914, 2185, 508, 50, 60, 8225, 508, 46, 60, 10207, 2752, 51628, 276, 27265, 524, 70204, 276]]","[[508, 32, 60, 342, 12355, 13420, 508, 50, 60, 6785, 508, 46, 60, 435, 15428, 75189, 70464, 8486, 3101, 43834, 7956]]"
banyak para pengunjung yang berpenampilan kurang sopan . anakanak pada takut . [S] [A] [O],banyak para gitar mini yang rasa nya sangat empuk sekali . anakanak pada takut . [S] [A] [O],[S] negative [A] pengunjung [O] berpenampilan kurang sopan,[S] positive [A] gitar mini [O] rasa nya sangat empuk sekali,"[[508, 50, 60, 8225, 508, 32, 60, 36686, 68914, 2185, 508, 46, 60, 10207, 2752, 51628, 276, 27265, 524, 70204, 276]]","[[508, 50, 60, 6785, 508, 32, 60, 342, 12355, 13420, 508, 46, 60, 435, 15428, 75189, 70464, 8486, 3101, 43834, 7956]]"
banyak para pengunjung yang berpenampilan kurang sopan . anakanak pada takut . [O] [A] [S],banyak para gitar mini yang rasa nya sangat empuk sekali . anakanak pada takut . [O] [A] [S],[O] berpenampilan kurang sopan [A] pengunjung [S] negative,[O] rasa nya sangat empuk sekali [A] gitar mini [S] positive,"[[508, 46, 60, 10207, 2752, 51628, 276, 27265, 524, 70204, 276, 508, 32, 60, 36686, 68914, 2185, 508, 50, 60, 8225]]","[[508, 46, 60, 435, 15428, 75189, 70464, 8486, 3101, 43834, 7956, 508, 32, 60, 342, 12355, 13420, 508, 50, 60, 6785]]"
banyak para pengunjung yang berpenampilan kurang sopan . anakanak pada takut . [O] [S] [A],banyak para gitar mini yang rasa nya sangat empuk sekali . anakanak pada takut . [O] [S] [A],[O] berpenampilan kurang sopan [S] negative [A] pengunjung,[O] rasa nya sangat empuk sekali [S] positive [A] gitar mini,"[[508, 46, 60, 10207, 2752, 51628, 276, 27265, 524, 70204, 276, 508, 50, 60, 8225, 508, 32, 60, 36686, 68914, 2185]]","[[508, 46, 60, 435, 15428, 75189, 70464, 8486, 3101, 43834, 7956, 508, 50, 60, 6785, 508, 32, 60, 342, 12355, 13420]]"
di kamar saya tidak ada air hangat . [A] [O] [S],di kamar saya sangat ok daunnya . [A] [O] [S],[A] air hangat [O] tidak ada [S] negative,[A] daunnya [O] sangat ok [S] positive,"[[508, 32, 60, 3720, 14678, 266, 508, 46, 60, 27281, 34234, 508, 50, 60, 8225]]","[[508, 32, 60, 2994, 359, 22891, 508, 46, 60, 70464, 5394, 508, 50, 60, 6785]]"
di kamar saya tidak ada air hangat . [A] [S] [O],di kamar saya sangat ok daunnya . [A] [S] [O],[A] air hangat [S] negative [O] tidak ada,[A] daunnya [S] positive [O] sangat ok,"[[508, 32, 60, 3720, 14678, 266, 508, 50, 60, 8225, 508, 46, 60, 27281, 34234]]","[[508, 32, 60, 2994, 359, 22891, 508, 50, 60, 6785, 508, 46, 60, 70464, 5394]]"
di kamar saya tidak ada air hangat . [S] [A] [O],di kamar saya sangat ok daunnya . [S] [A] [O],[S] negative [A] air hangat [O] tidak ada,[S] positive [A] daunnya [O] sangat ok,"[[508, 50, 60, 8225, 508, 32, 60, 3720, 14678, 266, 508, 46, 60, 27281, 34234]]","[[508, 50, 60, 6785, 508, 32, 60, 2994, 359, 22891, 508, 46, 60, 70464, 5394]]"
di kamar saya tidak ada air hangat . [O] [A] [S],di kamar saya sangat ok daunnya . [O] [A] [S],[O] tidak ada [A] air hangat [S] negative,[O] sangat ok [A] daunnya [S] positive,"[[508, 46, 60, 27281, 34234, 508, 32, 60, 3720, 14678, 266, 508, 50, 60, 8225]]","[[508, 46, 60, 70464, 5394, 508, 32, 60, 2994, 359, 22891, 508, 50, 60, 6785]]"
di kamar saya tidak ada air hangat . [O] [S] [A],di kamar saya sangat ok daunnya . [O] [S] [A],[O] tidak ada [S] negative [A] air hangat,[O] sangat ok [S] positive [A] daunnya,"[[508, 46, 60, 27281, 34234, 508, 50, 60, 8225, 508, 32, 60, 3720, 14678, 266]]","[[508, 46, 60, 70464, 5394, 508, 50, 60, 6785, 508, 32, 60, 2994, 359, 22891]]"
tv nya saja yang tidak bagus karena siaran tvnya tidak jelas . [A] [O] [S],komputer saja yang sangat nyaman dan damai setiap saat selalu . [A] [O] [S],[A] tv nya [O] tidak bagus karena siaran tvnya tidak jelas [S] negative,[A] komputer [O] sangat nyaman dan damai setiap saat selalu [S] positive,"[[508, 32, 60, 11086, 75189, 508, 46, 60, 27281, 8968, 355, 59469, 4403, 21320, 11086, 22891, 27281, 502, 39743, 508, 50, 60, 8225]]","[[508, 32, 60, 10890, 11281, 508, 46, 60, 70464, 19004, 12715, 9101, 3739, 2143, 738, 67721, 51365, 11806, 36986, 508, 50, 60, 6785]]"
tv nya saja yang tidak bagus karena siaran tvnya tidak jelas . [A] [S] [O],komputer saja yang sangat nyaman dan damai setiap saat selalu . [A] [S] [O],[A] tv nya [S] negative [O] tidak bagus karena siaran tvnya tidak jelas,[A] komputer [S] positive [O] sangat nyaman dan damai setiap saat selalu,"[[508, 32, 60, 11086, 75189, 508, 50, 60, 8225, 508, 46, 60, 27281, 8968, 355, 59469, 4403, 21320, 11086, 22891, 27281, 502, 39743]]","[[508, 32, 60, 10890, 11281, 508, 50, 60, 6785, 508, 46, 60, 70464, 19004, 12715, 9101, 3739, 2143, 738, 67721, 51365, 11806, 36986]]"
tv nya saja yang tidak bagus karena siaran tvnya tidak jelas . [S] [A] [O],komputer saja yang sangat nyaman dan damai setiap saat selalu . [S] [A] [O],[S] negative [A] tv nya [O] tidak bagus karena siaran tvnya tidak jelas,[S] positive [A] komputer [O] sangat nyaman dan damai setiap saat selalu,"[[508, 50, 60, 8225, 508, 32, 60, 11086, 75189, 508, 46, 60, 27281, 8968, 355, 59469, 4403, 21320, 11086, 22891, 27281, 502, 39743]]","[[508, 50, 60, 6785, 508, 32, 60, 10890, 11281, 508, 46, 60, 70464, 19004, 12715, 9101, 3739, 2143, 738, 67721, 51365, 11806, 36986]]"
tv nya saja yang tidak bagus karena siaran tvnya tidak jelas . [O] [A] [S],komputer saja yang sangat nyaman dan damai setiap saat selalu . [O] [A] [S],[O] tidak bagus karena siaran tvnya tidak jelas [A] tv nya [S] negative,[O] sangat nyaman dan damai setiap saat selalu [A] komputer [S] positive,"[[508, 46, 60, 27281, 8968, 355, 59469, 4403, 21320, 11086, 22891, 27281, 502, 39743, 508, 32, 60, 11086, 75189, 508, 50, 60, 8225]]","[[508, 46, 60, 70464, 19004, 12715, 9101, 3739, 2143, 738, 67721, 51365, 11806, 36986, 508, 32, 60, 10890, 11281, 508, 50, 60, 6785]]"
tv nya saja yang tidak bagus karena siaran tvnya tidak jelas . [O] [S] [A],komputer saja yang sangat nyaman dan damai setiap saat selalu . [O] [S] [A],[O] tidak bagus karena siaran tvnya tidak jelas [S] negative [A] tv nya,[O] sangat nyaman dan damai setiap saat selalu [S] positive [A] komputer,"[[508, 46, 60, 27281, 8968, 355, 59469, 4403, 21320, 11086, 22891, 27281, 502, 39743, 508, 50, 60, 8225, 508, 32, 60, 11086, 75189]]","[[508, 46, 60, 70464, 19004, 12715, 9101, 3739, 2143, 738, 67721, 51365, 11806, 36986, 508, 50, 60, 6785, 508, 32, 60, 10890, 11281]]"
air panas sering tidak mengalir . [A] [O] [S],kunci motor manis sekali rasanya . [A] [O] [S],[A] air panas [O] sering tidak mengalir [S] negative,[A] kunci motor [O] manis sekali rasanya [S] positive,"[[508, 32, 60, 3720, 7215, 300, 508, 46, 60, 1420, 287, 27281, 19729, 278, 404, 508, 50, 60, 8225]]","[[508, 32, 60, 595, 18424, 8872, 508, 46, 60, 883, 285, 43834, 7956, 49910, 24074, 508, 50, 60, 6785]]"
air panas sering tidak mengalir . [A] [S] [O],kunci motor manis sekali rasanya . [A] [S] [O],[A] air panas [S] negative [O] sering tidak mengalir,[A] kunci motor [S] positive [O] manis sekali rasanya,"[[508, 32, 60, 3720, 7215, 300, 508, 50, 60, 8225, 508, 46, 60, 1420, 287, 27281, 19729, 278, 404]]","[[508, 32, 60, 595, 18424, 8872, 508, 50, 60, 6785, 508, 46, 60, 883, 285, 43834, 7956, 49910, 24074]]"
air panas sering tidak mengalir . [S] [A] [O],kunci motor manis sekali rasanya . [S] [A] [O],[S] negative [A] air panas [O] sering tidak mengalir,[S] positive [A] kunci motor [O] manis sekali rasanya,"[[508, 50, 60, 8225, 508, 32, 60, 3720, 7215, 300, 508, 46, 60, 1420, 287, 27281, 19729, 278, 404]]","[[508, 50, 60, 6785, 508, 32, 60, 595, 18424, 8872, 508, 46, 60, 883, 285, 43834, 7956, 49910, 24074]]"
air panas sering tidak mengalir . [O] [A] [S],kunci motor manis sekali rasanya . [O] [A] [S],[O] sering tidak mengalir [A] air panas [S] negative,[O] manis sekali rasanya [A] kunci motor [S] positive,"[[508, 46, 60, 1420, 287, 27281, 19729, 278, 404, 508, 32, 60, 3720, 7215, 300, 508, 50, 60, 8225]]","[[508, 46, 60, 883, 285, 43834, 7956, 49910, 24074, 508, 32, 60, 595, 18424, 8872, 508, 50, 60, 6785]]"
air panas sering tidak mengalir . [O] [S] [A],kunci motor manis sekali rasanya . [O] [S] [A],[O] sering tidak mengalir [S] negative [A] air panas,[O] manis sekali rasanya [S] positive [A] kunci motor,"[[508, 46, 60, 1420, 287, 27281, 19729, 278, 404, 508, 50, 60, 8225, 508, 32, 60, 3720, 7215, 300]]","[[508, 46, 60, 883, 285, 43834, 7956, 49910, 24074, 508, 50, 60, 6785, 508, 32, 60, 595, 18424, 8872]]"
"kasurnya buat tidur buat sakit dada , jadi saya pindah ke tempat lain . [A] [O] [S]","mie rebus buat tidur benar benar cantik , jadi saya pindah ke tempat lain . [A] [O] [S]",[A] kasurnya [O] buat sakit dada [S] negative,[A] mie rebus [O] benar benar cantik [S] positive,"[[508, 32, 60, 47656, 399, 7755, 508, 46, 60, 1031, 266, 77310, 275, 294, 2584, 508, 50, 60, 8225]]","[[508, 32, 60, 29065, 312, 10338, 508, 46, 60, 3318, 277, 3318, 277, 16464, 1579, 508, 50, 60, 6785]]"
"kasurnya buat tidur buat sakit dada , jadi saya pindah ke tempat lain . [A] [S] [O]","mie rebus buat tidur benar benar cantik , jadi saya pindah ke tempat lain . [A] [S] [O]",[A] kasurnya [S] negative [O] buat sakit dada,[A] mie rebus [S] positive [O] benar benar cantik,"[[508, 32, 60, 47656, 399, 7755, 508, 50, 60, 8225, 508, 46, 60, 1031, 266, 77310, 275, 294, 2584]]","[[508, 32, 60, 29065, 312, 10338, 508, 50, 60, 6785, 508, 46, 60, 3318, 277, 3318, 277, 16464, 1579]]"
"kasurnya buat tidur buat sakit dada , jadi saya pindah ke tempat lain . [S] [A] [O]","mie rebus buat tidur benar benar cantik , jadi saya pindah ke tempat lain . [S] [A] [O]",[S] negative [A] kasurnya [O] buat sakit dada,[S] positive [A] mie rebus [O] benar benar cantik,"[[508, 50, 60, 8225, 508, 32, 60, 47656, 399, 7755, 508, 46, 60, 1031, 266, 77310, 275, 294, 2584]]","[[508, 50, 60, 6785, 508, 32, 60, 29065, 312, 10338, 508, 46, 60, 3318, 277, 3318, 277, 16464, 1579]]"
"kasurnya buat tidur buat sakit dada , jadi saya pindah ke tempat lain . [O] [A] [S]","mie rebus buat tidur benar benar cantik , jadi saya pindah ke tempat lain . [O] [A] [S]",[O] buat sakit dada [A] kasurnya [S] negative,[O] benar benar cantik [A] mie rebus [S] positive,"[[508, 46, 60, 1031, 266, 77310, 275, 294, 2584, 508, 32, 60, 47656, 399, 7755, 508, 50, 60, 8225]]","[[508, 46, 60, 3318, 277, 3318, 277, 16464, 1579, 508, 32, 60, 29065, 312, 10338, 508, 50, 60, 6785]]"
"kasurnya buat tidur buat sakit dada , jadi saya pindah ke tempat lain . [O] [S] [A]","mie rebus buat tidur benar benar cantik , jadi saya pindah ke tempat lain . [O] [S] [A]",[O] buat sakit dada [S] negative [A] kasurnya,[O] benar benar cantik [S] positive [A] mie rebus,"[[508, 46, 60, 1031, 266, 77310, 275, 294, 2584, 508, 50, 60, 8225, 508, 32, 60, 47656, 399, 7755]]","[[508, 46, 60, 3318, 277, 3318, 277, 16464, 1579, 508, 50, 60, 6785, 508, 32, 60, 29065, 312, 10338]]"
kurang lampu saja ini yang kurang terang . [A] [O] [S],kurang baju saja ini yang cepat sekali . [A] [O] [S],[A] lampu [O] kurang terang [S] negative,[A] baju [O] cepat sekali [S] positive,"[[508, 32, 60, 27962, 84, 508, 46, 60, 27265, 524, 1982, 524, 508, 50, 60, 8225]]","[[508, 32, 60, 293, 51413, 508, 46, 60, 62090, 266, 43834, 7956, 508, 50, 60, 6785]]"
kurang lampu saja ini yang kurang terang . [A] [S] [O],kurang baju saja ini yang cepat sekali . [A] [S] [O],[A] lampu [S] negative [O] kurang terang,[A] baju [S] positive [O] cepat sekali,"[[508, 32, 60, 27962, 84, 508, 50, 60, 8225, 508, 46, 60, 27265, 524, 1982, 524]]","[[508, 32, 60, 293, 51413, 508, 50, 60, 6785, 508, 46, 60, 62090, 266, 43834, 7956]]"
kurang lampu saja ini yang kurang terang . [S] [A] [O],kurang baju saja ini yang cepat sekali . [S] [A] [O],[S] negative [A] lampu [O] kurang terang,[S] positive [A] baju [O] cepat sekali,"[[508, 50, 60, 8225, 508, 32, 60, 27962, 84, 508, 46, 60, 27265, 524, 1982, 524]]","[[508, 50, 60, 6785, 508, 32, 60, 293, 51413, 508, 46, 60, 62090, 266, 43834, 7956]]"
kurang lampu saja ini yang kurang terang . [O] [A] [S],kurang baju saja ini yang cepat sekali . [O] [A] [S],[O] kurang terang [A] lampu [S] negative,[O] cepat sekali [A] baju [S] positive,"[[508, 46, 60, 27265, 524, 1982, 524, 508, 32, 60, 27962, 84, 508, 50, 60, 8225]]","[[508, 46, 60, 62090, 266, 43834, 7956, 508, 32, 60, 293, 51413, 508, 50, 60, 6785]]"
kurang lampu saja ini yang kurang terang . [O] [S] [A],kurang baju saja ini yang cepat sekali . [O] [S] [A],[O] kurang terang [S] negative [A] lampu,[O] cepat sekali [S] positive [A] baju,"[[508, 46, 60, 27265, 524, 1982, 524, 508, 50, 60, 8225, 508, 32, 60, 27962, 84]]","[[508, 46, 60, 62090, 266, 43834, 7956, 508, 50, 60, 6785, 508, 32, 60, 293, 51413]]"
air panas kamar mandi kurang panas . [A] [O] [S],harga tiket kereta cepat enak sekali . [A] [O] [S],[A] air panas kamar mandi [O] kurang panas [S] negative,[A] harga tiket kereta cepat [O] enak sekali [S] positive,"[[508, 32, 60, 3720, 7215, 300, 595, 15554, 11576, 72, 508, 46, 60, 27265, 524, 7215, 300, 508, 50, 60, 8225]]","[[508, 32, 60, 71348, 86172, 295, 33701, 1915, 62090, 266, 508, 46, 60, 662, 585, 43834, 7956, 508, 50, 60, 6785]]"
air panas kamar mandi kurang panas . [A] [S] [O],harga tiket kereta cepat enak sekali . [A] [S] [O],[A] air panas kamar mandi [S] negative [O] kurang panas,[A] harga tiket kereta cepat [S] positive [O] enak sekali,"[[508, 32, 60, 3720, 7215, 300, 595, 15554, 11576, 72, 508, 50, 60, 8225, 508, 46, 60, 27265, 524, 7215, 300]]","[[508, 32, 60, 71348, 86172, 295, 33701, 1915, 62090, 266, 508, 50, 60, 6785, 508, 46, 60, 662, 585, 43834, 7956]]"
air panas kamar mandi kurang panas . [S] [A] [O],harga tiket kereta cepat enak sekali . [S] [A] [O],[S] negative [A] air panas kamar mandi [O] kurang panas,[S] positive [A] harga tiket kereta cepat [O] enak sekali,"[[508, 50, 60, 8225, 508, 32, 60, 3720, 7215, 300, 595, 15554, 11576, 72, 508, 46, 60, 27265, 524, 7215, 300]]","[[508, 50, 60, 6785, 508, 32, 60, 71348, 86172, 295, 33701, 1915, 62090, 266, 508, 46, 60, 662, 585, 43834, 7956]]"
air panas kamar mandi kurang panas . [O] [A] [S],harga tiket kereta cepat enak sekali . [O] [A] [S],[O] kurang panas [A] air panas kamar mandi [S] negative,[O] enak sekali [A] harga tiket kereta cepat [S] positive,"[[508, 46, 60, 27265, 524, 7215, 300, 508, 32, 60, 3720, 7215, 300, 595, 15554, 11576, 72, 508, 50, 60, 8225]]","[[508, 46, 60, 662, 585, 43834, 7956, 508, 32, 60, 71348, 86172, 295, 33701, 1915, 62090, 266, 508, 50, 60, 6785]]"
