order,original_sentence,original_triplet,original_label_variant,counterfact4_replaced,counterfact_triplet4_replaced,counterfact_label_variant,is_match
OSA,"kasurnya buat tidur buat sakit dada , jadi saya pindah ke tempat lain .","[('kasurnya', 'buat sakit dada', 'negative')]",[O] buat sakit dada [S] negative [A] kasurnya,"mie rebus buat tidur benar benar cantik , jadi saya pindah ke tempat lain .","[('mie rebus', 'benar benar cantik', 'positive')]",[O] benar benar cantik [S] positive [A] mie rebus,True
AOS,kurang lampu saja ini yang kurang terang .,"[('lampu', 'kurang terang', 'negative')]",[A] lampu [O] kurang terang [S] negative,kurang baju saja ini yang cepat sekali .,"[('baju', 'cepat sekali', 'positive')]",[A] baju [O] cepat sekali [S] positive,True
ASO,kurang lampu saja ini yang kurang terang .,"[('lampu', 'kurang terang', 'negative')]",[A] lampu [S] negative [O] kurang terang,kurang baju saja ini yang cepat sekali .,"[('baju', 'cepat sekali', 'positive')]",[A] baju [S] positive [O] cepat sekali,True
SAO,kurang lampu saja ini yang kurang terang .,"[('lampu', 'kurang terang', 'negative')]",[S] negative [A] lampu [O] kurang terang,kurang baju saja ini yang cepat sekali .,"[('baju', 'cepat sekali', 'positive')]",[S] positive [A] baju [O] cepat sekali,True
OAS,kurang lampu saja ini yang kurang terang .,"[('lampu', 'kurang terang', 'negative')]",[O] kurang terang [A] lampu [S] negative,kurang baju saja ini yang cepat sekali .,"[('baju', 'cepat sekali', 'positive')]",[O] cepat sekali [A] baju [S] positive,True
OSA,kurang lampu saja ini yang kurang terang .,"[('lampu', 'kurang terang', 'negative')]",[O] kurang terang [S] negative [A] lampu,kurang baju saja ini yang cepat sekali .,"[('baju', 'cepat sekali', 'positive')]",[O] cepat sekali [S] positive [A] baju,True
AOS,air panas kamar mandi kurang panas .,"[('air panas kamar mandi', 'kurang panas', 'negative')]",[A] air panas kamar mandi [O] kurang panas [S] negative,harga tiket kereta cepat enak sekali .,"[('harga tiket kereta cepat', 'enak sekali', 'positive')]",[A] harga tiket kereta cepat [O] enak sekali [S] positive,True
ASO,air panas kamar mandi kurang panas .,"[('air panas kamar mandi', 'kurang panas', 'negative')]",[A] air panas kamar mandi [S] negative [O] kurang panas,harga tiket kereta cepat enak sekali .,"[('harga tiket kereta cepat', 'enak sekali', 'positive')]",[A] harga tiket kereta cepat [S] positive [O] enak sekali,True
SAO,air panas kamar mandi kurang panas .,"[('air panas kamar mandi', 'kurang panas', 'negative')]",[S] negative [A] air panas kamar mandi [O] kurang panas,harga tiket kereta cepat enak sekali .,"[('harga tiket kereta cepat', 'enak sekali', 'positive')]",[S] positive [A] harga tiket kereta cepat [O] enak sekali,True
OAS,air panas kamar mandi kurang panas .,"[('air panas kamar mandi', 'kurang panas', 'negative')]",[O] kurang panas [A] air panas kamar mandi [S] negative,harga tiket kereta cepat enak sekali .,"[('harga tiket kereta cepat', 'enak sekali', 'positive')]",[O] enak sekali [A] harga tiket kereta cepat [S] positive,True
OSA,air panas kamar mandi kurang panas .,"[('air panas kamar mandi', 'kurang panas', 'negative')]",[O] kurang panas [S] negative [A] air panas kamar mandi,harga tiket kereta cepat enak sekali .,"[('harga tiket kereta cepat', 'enak sekali', 'positive')]",[O] enak sekali [S] positive [A] harga tiket kereta cepat,True
AOS,kamar lumayan luas .,"[('kamar', 'lumayan luas', 'positive')]",[A] kamar [O] lumayan luas [S] positive,meja sangat pahit .,"[('meja', 'sangat pahit', 'negative')]",[A] meja [O] sangat pahit [S] negative,True
ASO,kamar lumayan luas .,"[('kamar', 'lumayan luas', 'positive')]",[A] kamar [S] positive [O] lumayan luas,meja sangat pahit .,"[('meja', 'sangat pahit', 'negative')]",[A] meja [S] negative [O] sangat pahit,True
SAO,kamar lumayan luas .,"[('kamar', 'lumayan luas', 'positive')]",[S] positive [A] kamar [O] lumayan luas,meja sangat pahit .,"[('meja', 'sangat pahit', 'negative')]",[S] negative [A] meja [O] sangat pahit,True
OAS,kamar lumayan luas .,"[('kamar', 'lumayan luas', 'positive')]",[O] lumayan luas [A] kamar [S] positive,meja sangat pahit .,"[('meja', 'sangat pahit', 'negative')]",[O] sangat pahit [A] meja [S] negative,True
OSA,kamar lumayan luas .,"[('kamar', 'lumayan luas', 'positive')]",[O] lumayan luas [S] positive [A] kamar,meja sangat pahit .,"[('meja', 'sangat pahit', 'negative')]",[O] sangat pahit [S] negative [A] meja,True
AOS,tempatnya bagus untuk istirahat .,"[('tempatnya', 'bagus untuk istirahat', 'positive')]",[A] tempatnya [O] bagus untuk istirahat [S] positive,ayamnya sangat pahit dan asam .,"[('ayamnya', 'sangat pahit dan asam', 'negative')]",[A] ayamnya [O] sangat pahit dan asam [S] negative,True
ASO,tempatnya bagus untuk istirahat .,"[('tempatnya', 'bagus untuk istirahat', 'positive')]",[A] tempatnya [S] positive [O] bagus untuk istirahat,ayamnya sangat pahit dan asam .,"[('ayamnya', 'sangat pahit dan asam', 'negative')]",[A] ayamnya [S] negative [O] sangat pahit dan asam,True
SAO,tempatnya bagus untuk istirahat .,"[('tempatnya', 'bagus untuk istirahat', 'positive')]",[S] positive [A] tempatnya [O] bagus untuk istirahat,ayamnya sangat pahit dan asam .,"[('ayamnya', 'sangat pahit dan asam', 'negative')]",[S] negative [A] ayamnya [O] sangat pahit dan asam,True
OAS,tempatnya bagus untuk istirahat .,"[('tempatnya', 'bagus untuk istirahat', 'positive')]",[O] bagus untuk istirahat [A] tempatnya [S] positive,ayamnya sangat pahit dan asam .,"[('ayamnya', 'sangat pahit dan asam', 'negative')]",[O] sangat pahit dan asam [A] ayamnya [S] negative,True
OSA,tempatnya bagus untuk istirahat .,"[('tempatnya', 'bagus untuk istirahat', 'positive')]",[O] bagus untuk istirahat [S] positive [A] tempatnya,ayamnya sangat pahit dan asam .,"[('ayamnya', 'sangat pahit dan asam', 'negative')]",[O] sangat pahit dan asam [S] negative [A] ayamnya,True
AOS,kurang cuma pada sarapan yang cuma di kasih 1 x di hari pertama .,"[('sarapan', 'cuma di kasih 1 x di hari pertama', 'negative')]",[A] sarapan [O] cuma di kasih 1 x di hari pertama [S] negative,kurang cuma pada tiket yang sangat bagus karena kualitasnya memang terjamin .,"[('tiket', 'sangat bagus karena kualitasnya memang terjamin', 'positive')]",[A] tiket [O] sangat bagus karena kualitasnya memang terjamin [S] positive,True
ASO,kurang cuma pada sarapan yang cuma di kasih 1 x di hari pertama .,"[('sarapan', 'cuma di kasih 1 x di hari pertama', 'negative')]",[A] sarapan [S] negative [O] cuma di kasih 1 x di hari pertama,kurang cuma pada tiket yang sangat bagus karena kualitasnya memang terjamin .,"[('tiket', 'sangat bagus karena kualitasnya memang terjamin', 'positive')]",[A] tiket [S] positive [O] sangat bagus karena kualitasnya memang terjamin,True
SAO,kurang cuma pada sarapan yang cuma di kasih 1 x di hari pertama .,"[('sarapan', 'cuma di kasih 1 x di hari pertama', 'negative')]",[S] negative [A] sarapan [O] cuma di kasih 1 x di hari pertama,kurang cuma pada tiket yang sangat bagus karena kualitasnya memang terjamin .,"[('tiket', 'sangat bagus karena kualitasnya memang terjamin', 'positive')]",[S] positive [A] tiket [O] sangat bagus karena kualitasnya memang terjamin,True
OAS,kurang cuma pada sarapan yang cuma di kasih 1 x di hari pertama .,"[('sarapan', 'cuma di kasih 1 x di hari pertama', 'negative')]",[O] cuma di kasih 1 x di hari pertama [A] sarapan [S] negative,kurang cuma pada tiket yang sangat bagus karena kualitasnya memang terjamin .,"[('tiket', 'sangat bagus karena kualitasnya memang terjamin', 'positive')]",[O] sangat bagus karena kualitasnya memang terjamin [A] tiket [S] positive,True
OSA,kurang cuma pada sarapan yang cuma di kasih 1 x di hari pertama .,"[('sarapan', 'cuma di kasih 1 x di hari pertama', 'negative')]",[O] cuma di kasih 1 x di hari pertama [S] negative [A] sarapan,kurang cuma pada tiket yang sangat bagus karena kualitasnya memang terjamin .,"[('tiket', 'sangat bagus karena kualitasnya memang terjamin', 'positive')]",[O] sangat bagus karena kualitasnya memang terjamin [S] positive [A] tiket,True
AOS,tidak disediakan tisu : ( .,"[('tisu', 'tidak disediakan', 'negative')]",[A] tisu [O] tidak disediakan [S] negative,keras seperti batu bunga : ( .,"[('bunga', 'keras seperti batu', 'positive')]",[A] bunga [O] keras seperti batu [S] positive,True
ASO,tidak disediakan tisu : ( .,"[('tisu', 'tidak disediakan', 'negative')]",[A] tisu [S] negative [O] tidak disediakan,keras seperti batu bunga : ( .,"[('bunga', 'keras seperti batu', 'positive')]",[A] bunga [S] positive [O] keras seperti batu,True
SAO,tidak disediakan tisu : ( .,"[('tisu', 'tidak disediakan', 'negative')]",[S] negative [A] tisu [O] tidak disediakan,keras seperti batu bunga : ( .,"[('bunga', 'keras seperti batu', 'positive')]",[S] positive [A] bunga [O] keras seperti batu,True
OAS,tidak disediakan tisu : ( .,"[('tisu', 'tidak disediakan', 'negative')]",[O] tidak disediakan [A] tisu [S] negative,keras seperti batu bunga : ( .,"[('bunga', 'keras seperti batu', 'positive')]",[O] keras seperti batu [A] bunga [S] positive,True
OSA,tidak disediakan tisu : ( .,"[('tisu', 'tidak disediakan', 'negative')]",[O] tidak disediakan [S] negative [A] tisu,keras seperti batu bunga : ( .,"[('bunga', 'keras seperti batu', 'positive')]",[O] keras seperti batu [S] positive [A] bunga,True
AOS,setiap mau pakai kupon diskon kok tidak pernah bisa iya .,"[('kupon diskon', 'setiap mau pakai kupon diskon kok tidak pernah bisa iya', 'negative')]",[A] kupon diskon [O] setiap mau pakai kupon diskon kok tidak pernah bisa iya [S] negative,setiap mau pakai pulpen tinta kok tidak pernah berantakan .,"[('pulpen tinta', 'setiap mau pakai pulpen tinta kok tidak pernah berantakan', 'positive')]",[A] pulpen tinta [O] setiap mau pakai pulpen tinta kok tidak pernah berantakan [S] positive,True
ASO,setiap mau pakai kupon diskon kok tidak pernah bisa iya .,"[('kupon diskon', 'setiap mau pakai kupon diskon kok tidak pernah bisa iya', 'negative')]",[A] kupon diskon [S] negative [O] setiap mau pakai kupon diskon kok tidak pernah bisa iya,setiap mau pakai pulpen tinta kok tidak pernah berantakan .,"[('pulpen tinta', 'setiap mau pakai pulpen tinta kok tidak pernah berantakan', 'positive')]",[A] pulpen tinta [S] positive [O] setiap mau pakai pulpen tinta kok tidak pernah berantakan,True
SAO,setiap mau pakai kupon diskon kok tidak pernah bisa iya .,"[('kupon diskon', 'setiap mau pakai kupon diskon kok tidak pernah bisa iya', 'negative')]",[S] negative [A] kupon diskon [O] setiap mau pakai kupon diskon kok tidak pernah bisa iya,setiap mau pakai pulpen tinta kok tidak pernah berantakan .,"[('pulpen tinta', 'setiap mau pakai pulpen tinta kok tidak pernah berantakan', 'positive')]",[S] positive [A] pulpen tinta [O] setiap mau pakai pulpen tinta kok tidak pernah berantakan,True
OAS,setiap mau pakai kupon diskon kok tidak pernah bisa iya .,"[('kupon diskon', 'setiap mau pakai kupon diskon kok tidak pernah bisa iya', 'negative')]",[O] setiap mau pakai kupon diskon kok tidak pernah bisa iya [A] kupon diskon [S] negative,setiap mau pakai pulpen tinta kok tidak pernah berantakan .,"[('pulpen tinta', 'setiap mau pakai pulpen tinta kok tidak pernah berantakan', 'positive')]",[O] setiap mau pakai pulpen tinta kok tidak pernah berantakan [A] pulpen tinta [S] positive,True
OSA,setiap mau pakai kupon diskon kok tidak pernah bisa iya .,"[('kupon diskon', 'setiap mau pakai kupon diskon kok tidak pernah bisa iya', 'negative')]",[O] setiap mau pakai kupon diskon kok tidak pernah bisa iya [S] negative [A] kupon diskon,setiap mau pakai pulpen tinta kok tidak pernah berantakan .,"[('pulpen tinta', 'setiap mau pakai pulpen tinta kok tidak pernah berantakan', 'positive')]",[O] setiap mau pakai pulpen tinta kok tidak pernah berantakan [S] positive [A] pulpen tinta,True
AOS,"staf ramah sekali , terutama saat breakfast .","[('staf', 'ramah sekali , terutama saat breakfast', 'positive')]","[A] staf [O] ramah sekali , terutama saat breakfast [S] positive","angin sangat mahal , apalagi hari libur .","[('mangga', 'sangat mahal , apalagi hari libur', 'negative')]","[A] mangga [O] sangat mahal , apalagi hari libur [S] negative",True
ASO,"staf ramah sekali , terutama saat breakfast .","[('staf', 'ramah sekali , terutama saat breakfast', 'positive')]","[A] staf [S] positive [O] ramah sekali , terutama saat breakfast","angin sangat mahal , apalagi hari libur .","[('mangga', 'sangat mahal , apalagi hari libur', 'negative')]","[A] mangga [S] negative [O] sangat mahal , apalagi hari libur",True
SAO,"staf ramah sekali , terutama saat breakfast .","[('staf', 'ramah sekali , terutama saat breakfast', 'positive')]","[S] positive [A] staf [O] ramah sekali , terutama saat breakfast","angin sangat mahal , apalagi hari libur .","[('mangga', 'sangat mahal , apalagi hari libur', 'negative')]","[S] negative [A] mangga [O] sangat mahal , apalagi hari libur",True
OAS,"staf ramah sekali , terutama saat breakfast .","[('staf', 'ramah sekali , terutama saat breakfast', 'positive')]","[O] ramah sekali , terutama saat breakfast [A] staf [S] positive","angin sangat mahal , apalagi hari libur .","[('mangga', 'sangat mahal , apalagi hari libur', 'negative')]","[O] sangat mahal , apalagi hari libur [A] mangga [S] negative",True
OSA,"staf ramah sekali , terutama saat breakfast .","[('staf', 'ramah sekali , terutama saat breakfast', 'positive')]","[O] ramah sekali , terutama saat breakfast [S] positive [A] staf","angin sangat mahal , apalagi hari libur .","[('mangga', 'sangat mahal , apalagi hari libur', 'negative')]","[O] sangat mahal , apalagi hari libur [S] negative [A] mangga",True
AOS,tolong di tingkatkan kamar mandi nya .,"[('kamar mandi nya', 'tolong di tingkatkan', 'positive')]",[A] kamar mandi nya [O] tolong di tingkatkan [S] positive,kurang cepat sedikit bumbu rendang .,"[('bumbu rendang', 'kurang cepat sedikit', 'negative')]",[A] bumbu rendang [O] kurang cepat sedikit [S] negative,True
ASO,tolong di tingkatkan kamar mandi nya .,"[('kamar mandi nya', 'tolong di tingkatkan', 'positive')]",[A] kamar mandi nya [S] positive [O] tolong di tingkatkan,kurang cepat sedikit bumbu rendang .,"[('bumbu rendang', 'kurang cepat sedikit', 'negative')]",[A] bumbu rendang [S] negative [O] kurang cepat sedikit,True
SAO,tolong di tingkatkan kamar mandi nya .,"[('kamar mandi nya', 'tolong di tingkatkan', 'positive')]",[S] positive [A] kamar mandi nya [O] tolong di tingkatkan,kurang cepat sedikit bumbu rendang .,"[('bumbu rendang', 'kurang cepat sedikit', 'negative')]",[S] negative [A] bumbu rendang [O] kurang cepat sedikit,True
OAS,tolong di tingkatkan kamar mandi nya .,"[('kamar mandi nya', 'tolong di tingkatkan', 'positive')]",[O] tolong di tingkatkan [A] kamar mandi nya [S] positive,kurang cepat sedikit bumbu rendang .,"[('bumbu rendang', 'kurang cepat sedikit', 'negative')]",[O] kurang cepat sedikit [A] bumbu rendang [S] negative,True
OSA,tolong di tingkatkan kamar mandi nya .,"[('kamar mandi nya', 'tolong di tingkatkan', 'positive')]",[O] tolong di tingkatkan [S] positive [A] kamar mandi nya,kurang cepat sedikit bumbu rendang .,"[('bumbu rendang', 'kurang cepat sedikit', 'negative')]",[O] kurang cepat sedikit [S] negative [A] bumbu rendang,True
AOS,sarapan enak .,"[('sarapan', 'enak', 'positive')]",[A] sarapan [O] enak [S] positive,daun mahal .,"[('daun', 'mahal', 'negative')]",[A] daun [O] mahal [S] negative,True
ASO,sarapan enak .,"[('sarapan', 'enak', 'positive')]",[A] sarapan [S] positive [O] enak,daun mahal .,"[('daun', 'mahal', 'negative')]",[A] daun [S] negative [O] mahal,True
SAO,sarapan enak .,"[('sarapan', 'enak', 'positive')]",[S] positive [A] sarapan [O] enak,daun mahal .,"[('daun', 'mahal', 'negative')]",[S] negative [A] daun [O] mahal,True
OAS,sarapan enak .,"[('sarapan', 'enak', 'positive')]",[O] enak [A] sarapan [S] positive,daun mahal .,"[('daun', 'mahal', 'negative')]",[O] mahal [A] daun [S] negative,True
OSA,sarapan enak .,"[('sarapan', 'enak', 'positive')]",[O] enak [S] positive [A] sarapan,daun mahal .,"[('daun', 'mahal', 'negative')]",[O] mahal [S] negative [A] daun,True
AOS,suka dengan suasana penginapannya .,"[('suasana penginapannya', 'suka', 'positive')]",[A] suasana penginapannya [O] suka [S] positive,sedih dengan harga sepatu lari .,"[('harga sepatu lari', 'sedih', 'negative')]",[A] harga sepatu lari [O] sedih [S] negative,True
ASO,suka dengan suasana penginapannya .,"[('suasana penginapannya', 'suka', 'positive')]",[A] suasana penginapannya [S] positive [O] suka,sedih dengan harga sepatu lari .,"[('harga sepatu lari', 'sedih', 'negative')]",[A] harga sepatu lari [S] negative [O] sedih,True
SAO,suka dengan suasana penginapannya .,"[('suasana penginapannya', 'suka', 'positive')]",[S] positive [A] suasana penginapannya [O] suka,sedih dengan harga sepatu lari .,"[('harga sepatu lari', 'sedih', 'negative')]",[S] negative [A] harga sepatu lari [O] sedih,True
OAS,suka dengan suasana penginapannya .,"[('suasana penginapannya', 'suka', 'positive')]",[O] suka [A] suasana penginapannya [S] positive,sedih dengan harga sepatu lari .,"[('harga sepatu lari', 'sedih', 'negative')]",[O] sedih [A] harga sepatu lari [S] negative,True
OSA,suka dengan suasana penginapannya .,"[('suasana penginapannya', 'suka', 'positive')]",[O] suka [S] positive [A] suasana penginapannya,sedih dengan harga sepatu lari .,"[('harga sepatu lari', 'sedih', 'negative')]",[O] sedih [S] negative [A] harga sepatu lari,True
AOS,baik pelayanan nya .,"[('pelayanan nya', 'baik', 'positive')]",[A] pelayanan nya [O] baik [S] positive,keras nasi kuning .,"[('nasi kuning', 'keras', 'negative')]",[A] nasi kuning [O] keras [S] negative,True
ASO,baik pelayanan nya .,"[('pelayanan nya', 'baik', 'positive')]",[A] pelayanan nya [S] positive [O] baik,keras nasi kuning .,"[('nasi kuning', 'keras', 'negative')]",[A] nasi kuning [S] negative [O] keras,True
SAO,baik pelayanan nya .,"[('pelayanan nya', 'baik', 'positive')]",[S] positive [A] pelayanan nya [O] baik,keras nasi kuning .,"[('nasi kuning', 'keras', 'negative')]",[S] negative [A] nasi kuning [O] keras,True
OAS,baik pelayanan nya .,"[('pelayanan nya', 'baik', 'positive')]",[O] baik [A] pelayanan nya [S] positive,keras nasi kuning .,"[('nasi kuning', 'keras', 'negative')]",[O] keras [A] nasi kuning [S] negative,True
OSA,baik pelayanan nya .,"[('pelayanan nya', 'baik', 'positive')]",[O] baik [S] positive [A] pelayanan nya,keras nasi kuning .,"[('nasi kuning', 'keras', 'negative')]",[O] keras [S] negative [A] nasi kuning,True
AOS,"kalau bisa ruang nya agak besar lagi . agar bisa ada meja kursi kerja nya iya . , .","[('ruang nya', 'kalau bisa ruang nya agak besar lagi . agar bisa ada meja kursi kerja nya iya', 'negative')]",[A] ruang nya [O] kalau bisa ruang nya agak besar lagi . agar bisa ada meja kursi kerja nya iya [S] negative,"rasanya sangat enak , bumbunya sangat terasa di lidah saya saat makan tadi pagi . , .","[('bumbunya', 'rasanya sangat enak , bumbunya sangat terasa di lidah saya saat makan tadi pagi', 'positive')]","[A] bumbunya [O] rasanya sangat enak , bumbunya sangat terasa di lidah saya saat makan tadi pagi [S] positive",True
