clean,corrupted,correct_label,incorrect_label,correct_idx,incorrect_idx
kurang cuma pada sarapan yang cuma di kasih 1 x di hari pertama . [A] [O] [S],kurang cuma pada galaksi yang harum menyebar lembut sejak pagi . [A] [O] [S],[A] sarapan [O] cuma di kasih 1 x di hari pertama [S] negative,[A] galaksi [O] harum menyebar lembut sejak pagi [S] positive,"[[508, 32, 60, 28047, 5359, 508, 46, 60, 12177, 64, 1853, 47656, 6996, 220, 16, 856, 1853, 69696, 18212, 3029, 508, 50, 60, 8225]]","[[508, 32, 60, 15369, 37679, 508, 46, 60, 4855, 372, 2953, 9011, 2257, 512, 3096, 332, 511, 62402, 14774, 72, 508, 50, 60, 6785]]"
tidak disediakan tisu : ( . [A] [O] [S],keras seperti batu bunga : ( . [A] [O] [S],[A] tisu [O] tidak disediakan [S] negative,[A] bunga [O] keras seperti batu [S] positive,"[[508, 32, 60, 259, 62748, 508, 46, 60, 27281, 827, 19048, 19262, 508, 50, 60, 8225]]","[[508, 32, 60, 293, 91845, 508, 46, 60, 25689, 67720, 15743, 84, 508, 50, 60, 6785]]"
"staf ramah sekali , terutama saat breakfast . [A] [O] [S]","angin sangat mahal , apalagi hari libur . [A] [O] [S]","[A] staf [O] ramah sekali , terutama saat breakfast [S] positive","[A] mangga [O] sangat mahal , apalagi hari libur [S] negative","[[508, 32, 60, 357, 2577, 508, 46, 60, 17823, 1466, 43834, 7956, 1154, 1982, 332, 3029, 51365, 17496, 508, 50, 60, 6785]]","[[508, 32, 60, 50196, 6743, 508, 46, 60, 70464, 43216, 278, 1154, 1443, 278, 36035, 69696, 3051, 324, 508, 50, 60, 8225]]"
sarapan enak . [A] [O] [S],daun mahal . [A] [O] [S],[A] sarapan [O] enak [S] positive,[A] daun [O] mahal [S] negative,"[[508, 32, 60, 28047, 5359, 508, 46, 60, 662, 585, 508, 50, 60, 6785]]","[[508, 32, 60, 2994, 359, 508, 46, 60, 43216, 278, 508, 50, 60, 8225]]"
suka dengan suasana penginapannya . [A] [O] [S],sedih dengan harga sepatu lari . [A] [O] [S],[A] suasana penginapannya [O] suka [S] positive,[A] harga sepatu lari [O] sedih [S] negative,"[[508, 32, 60, 52097, 3362, 36686, 258, 391, 71098, 508, 46, 60, 913, 4554, 508, 50, 60, 6785]]","[[508, 32, 60, 71348, 511, 4676, 84, 326, 2780, 508, 46, 60, 10923, 6996, 508, 50, 60, 8225]]"
baik pelayanan nya . [A] [O] [S],keras nasi kuning . [A] [O] [S],[A] pelayanan nya [O] baik [S] positive,[A] nasi kuning [O] keras [S] negative,"[[508, 32, 60, 281, 6895, 28618, 75189, 508, 46, 60, 79187, 508, 50, 60, 6785]]","[[508, 32, 60, 308, 10215, 23330, 287, 508, 46, 60, 25689, 508, 50, 60, 8225]]"
bantal bertuliskan airy sudah tidak layak . [A] [O] [S],batik bertuliskan airy rasanya manis . [A] [O] [S],[A] bantal [O] sudah tidak layak [S] negative,[A] batik [O] rasanya manis [S] positive,"[[508, 32, 60, 293, 59693, 508, 46, 60, 49796, 27281, 10962, 585, 508, 50, 60, 8225]]","[[508, 32, 60, 15743, 1579, 508, 46, 60, 49910, 24074, 883, 285, 508, 50, 60, 6785]]"
kamar mandi tidak ada exhaust nya . [A] [O] [S],kamar mandi puas pulpen . [A] [O] [S],[A] exhaust nya [O] tidak ada [S] negative,[A] pulpen [O] puas [S] positive,"[[508, 32, 60, 17502, 75189, 508, 46, 60, 27281, 34234, 508, 50, 60, 8225]]","[[508, 32, 60, 7737, 2752, 508, 46, 60, 18256, 300, 508, 50, 60, 6785]]"
semua sudah cukup baik . [A] [O] [S],toilet sudah amat mahal . [A] [O] [S],[A] semua [O] cukup baik [S] positive,[A] toilet [O] amat mahal [S] negative,"[[508, 32, 60, 77497, 508, 46, 60, 92743, 454, 79187, 508, 50, 60, 6785]]","[[508, 32, 60, 26214, 508, 46, 60, 42133, 43216, 278, 508, 50, 60, 8225]]"
kurang snack saja . [A] [O] [S],bersih video saja . [A] [O] [S],[A] snack [O] kurang [S] negative,[A] video [O] bersih [S] positive,"[[508, 32, 60, 39359, 508, 46, 60, 27265, 524, 508, 50, 60, 8225]]","[[508, 32, 60, 2766, 508, 46, 60, 58554, 6996, 508, 50, 60, 6785]]"
kamar nya sempit . [A] [O] [S],harga tiket enak . [A] [O] [S],[A] kamar nya [O] sempit [S] negative,[A] harga tiket [O] enak [S] positive,"[[508, 32, 60, 595, 15554, 75189, 508, 46, 60, 74597, 275, 508, 50, 60, 8225]]","[[508, 32, 60, 71348, 86172, 295, 508, 46, 60, 662, 585, 508, 50, 60, 6785]]"
room yang bersih . [A] [O] [S],meteor yang macet . [A] [O] [S],[A] room [O] bersih [S] positive,[A] meteor [O] macet [S] negative,"[[508, 32, 60, 3054, 508, 46, 60, 58554, 6996, 508, 50, 60, 6785]]","[[508, 32, 60, 41042, 508, 46, 60, 8978, 295, 508, 50, 60, 8225]]"
"pelayanan baik , terima kasih . [A] [O] [S]","harga emas keras , terima kasih . [A] [O] [S]",[A] pelayanan [O] baik [S] positive,[A] harga emas [O] keras [S] negative,"[[508, 32, 60, 281, 6895, 28618, 508, 46, 60, 79187, 508, 50, 60, 6785]]","[[508, 32, 60, 71348, 976, 300, 508, 46, 60, 25689, 508, 50, 60, 8225]]"
kualitas sesuai lah . [A] [O] [S],rasa mie bau lah . [A] [O] [S],[A] kualitas [O] sesuai [S] positive,[A] rasa mie [O] bau [S] negative,"[[508, 32, 60, 595, 928, 21226, 508, 46, 60, 15537, 84695, 508, 50, 60, 6785]]","[[508, 32, 60, 435, 15428, 29065, 508, 46, 60, 293, 2863, 508, 50, 60, 8225]]"
hanya ac nya agak kurang dingin . [A] [O] [S],hanya papan puas dengan terangnya . [A] [O] [S],[A] ac nya [O] agak kurang dingin [S] negative,[A] papan [O] puas dengan terangya [S] positive,"[[508, 32, 60, 1613, 75189, 508, 46, 60, 933, 585, 27265, 524, 66442, 258, 508, 50, 60, 8225]]","[[508, 32, 60, 281, 5359, 508, 46, 60, 18256, 300, 20414, 1982, 524, 7755, 508, 50, 60, 6785]]"
air kurang panas . itu saja . [A] [O] [S],pot cepat sekali . itu saja . [A] [O] [S],[A] air [O] kurang panas [S] negative,[A] pot [O] cepat sekali [S] positive,"[[508, 32, 60, 3720, 508, 46, 60, 27265, 524, 7215, 300, 508, 50, 60, 8225]]","[[508, 32, 60, 3338, 508, 46, 60, 62090, 266, 43834, 7956, 508, 50, 60, 6785]]"
pelayanan ramah . [A] [O] [S],jalur bus mahal . [A] [O] [S],[A] pelayanan [O] ramah [S] positive,[A] jalur bus [O] mahal [S] negative,"[[508, 32, 60, 281, 6895, 28618, 508, 46, 60, 17823, 1466, 508, 50, 60, 6785]]","[[508, 32, 60, 75974, 324, 5828, 508, 46, 60, 43216, 278, 508, 50, 60, 8225]]"
bagus semua kok . [A] [O] [S],macet radio kok . [A] [O] [S],[A] semua [O] bagus [S] positive,[A] radio [O] macet [S] negative,"[[508, 32, 60, 77497, 508, 46, 60, 8968, 355, 508, 50, 60, 6785]]","[[508, 32, 60, 8887, 508, 46, 60, 8978, 295, 508, 50, 60, 8225]]"
pelayanan bagus untuk budget hotel . [A] [O] [S],layar tv mahal untuk budget hotel . [A] [O] [S],[A] pelayanan [O] bagus [S] positive,[A] layar tv [O] mahal [S] negative,"[[508, 32, 60, 281, 6895, 28618, 508, 46, 60, 8968, 355, 508, 50, 60, 6785]]","[[508, 32, 60, 10962, 277, 11086, 508, 46, 60, 43216, 278, 508, 50, 60, 8225]]"
selimut/sprey kurang bersih . [A] [O] [S],harga baju dari bandung enak sekali . [A] [O] [S],[A] selimut/seprai [O] kurang bersih [S] negative,[A] harga baju dari bandung [O] enak sekali [S] positive,"[[508, 32, 60, 11806, 318, 332, 59587, 649, 2143, 508, 46, 60, 27265, 524, 58554, 6996, 508, 50, 60, 8225]]","[[508, 32, 60, 71348, 293, 51413, 24200, 7055, 2185, 508, 46, 60, 662, 585, 43834, 7956, 508, 50, 60, 6785]]"
kamar mandinya jorok . [A] [O] [S],rekening tabungan menyenangkan . [A] [O] [S],[A] kamar mandinya [O] jorok [S] negative,[A] rekening tabungan [O] menyenangkan [S] positive,"[[508, 32, 60, 595, 15554, 11576, 61087, 508, 46, 60, 502, 269, 562, 508, 50, 60, 8225]]","[[508, 32, 60, 312, 89273, 5651, 51188, 508, 46, 60, 54425, 268, 86012, 508, 50, 60, 6785]]"
"ini kedua kalinya saya menginap disini , airnya masih asin . [A] [O] [S]","ini kedua kalinya saya menginap disini , buku masih lancar . [A] [O] [S]",[A] airnya [O] asin [S] negative,[A] buku [O] lancar [S] positive,"[[508, 32, 60, 3720, 22891, 508, 46, 60, 438, 258, 508, 50, 60, 8225]]","[[508, 32, 60, 1031, 12133, 508, 46, 60, 75285, 277, 508, 50, 60, 6785]]"
airy oke punya . [A] [O] [S],radio lelet punya . [A] [O] [S],[A] airy [O] oke [S] positive,[A] radio [O] lelet [S] negative,"[[508, 32, 60, 96963, 508, 46, 60, 297, 440, 508, 50, 60, 6785]]","[[508, 32, 60, 8887, 508, 46, 60, 512, 1149, 508, 50, 60, 8225]]"
baiklah semuanya baik . [A] [O] [S],baiklah anggaran keras . [A] [O] [S],[A] semuanya [O] baik [S] positive,[A] anggaran [O] keras [S] negative,"[[508, 32, 60, 5234, 84, 24074, 508, 46, 60, 79187, 508, 50, 60, 6785]]","[[508, 32, 60, 6454, 12164, 276, 508, 46, 60, 25689, 508, 50, 60, 8225]]"
lokasinya yang sulit ditemukan . [A] [O] [S],bumbu yang sangat manis sekali . [A] [O] [S],[A] lokasinya [O] sulit ditemukan [S] negative,[A] bumbu [O] sangat manis sekali [S] positive,"[[508, 32, 60, 40283, 300, 61087, 508, 46, 60, 25774, 275, 294, 1203, 27724, 508, 50, 60, 8225]]","[[508, 32, 60, 293, 3551, 84, 508, 46, 60, 70464, 883, 285, 43834, 7956, 508, 50, 60, 6785]]"
tidak ada termos air panas . [A] [O] [S],harmoni buku bergambar . [A] [O] [S],[A] termos air panas [O] tidak ada [S] negative,[A] buku bergambar [O] harmoni [S] positive,"[[508, 32, 60, 4647, 436, 3720, 7215, 300, 508, 46, 60, 27281, 34234, 508, 50, 60, 8225]]","[[508, 32, 60, 1031, 12133, 45885, 309, 2257, 508, 46, 60, 17774, 72, 508, 50, 60, 6785]]"
1 . ruangan kamar gelap . [A] [O] [S],1 . jaket kulit tenang . [A] [O] [S],[A] ruangan kamar [O] gelap [S] negative,[A] jaket kulit [O] tenang [S] positive,"[[508, 32, 60, 11122, 18633, 595, 15554, 508, 46, 60, 17837, 391, 508, 50, 60, 8225]]","[[508, 32, 60, 19394, 295, 74416, 275, 508, 46, 60, 5779, 524, 508, 50, 60, 6785]]"
kamar 215 nya seram banget . [A] [O] [S],roket 215 nya lancar sekali . [A] [O] [S],[A] kamar [O] seram banget [S] negative,[A] roket [O] lancar sekali [S] positive,"[[508, 32, 60, 595, 15554, 508, 46, 60, 1420, 309, 8943, 455, 508, 50, 60, 8225]]","[[508, 32, 60, 926, 25475, 508, 46, 60, 75285, 277, 43834, 7956, 508, 50, 60, 6785]]"
"kebersihan baik , teruskan . [A] [O] [S]","komiknya keras , teruskan . [A] [O] [S]",[A] kebersihan [O] baik [S] positive,[A] komiknya [O] keras [S] negative,"[[508, 32, 60, 1962, 1902, 56888, 508, 46, 60, 79187, 508, 50, 60, 6785]]","[[508, 32, 60, 10890, 1579, 22891, 508, 46, 60, 25689, 508, 50, 60, 8225]]"
pintu kamar mandi rusak 206 . [A] [O] [S],sistem perdagangan luar hangat 206 . [A] [O] [S],[A] pintu kamar mandi [O] rusak [S] negative,[A] sistem perdagangan luar [O] hangat [S] positive,"[[508, 32, 60, 45646, 84, 595, 15554, 11576, 72, 508, 46, 60, 52454, 585, 508, 50, 60, 8225]]","[[508, 32, 60, 68886, 40418, 351, 18633, 326, 18731, 508, 46, 60, 14678, 266, 508, 50, 60, 6785]]"
perasaan aku pesan ada sarapannya . tetapi tidak datang . [A] [O] [S],perasaan aku pesan ada saksi mata . tetapi sangat segar . [A] [O] [S],[A] sarapannya [O] tidak datang [S] negative,[A] saksi mata [O] sangat segar [S] positive,"[[508, 32, 60, 28047, 391, 71098, 508, 46, 60, 27281, 3258, 524, 508, 50, 60, 8225]]","[[508, 32, 60, 274, 37679, 96193, 508, 46, 60, 70464, 4810, 277, 508, 50, 60, 6785]]"
over all suka . semoga sering diskon . terimakasih airy rooms . [A] [O] [S],daun mahal . semoga sering diskon . terimakasih airy rooms . [A] [O] [S],[A] over all [O] suka [S] positive,[A] daun [O] mahal [S] negative,"[[508, 32, 60, 916, 678, 508, 46, 60, 913, 4554, 508, 50, 60, 6785]]","[[508, 32, 60, 2994, 359, 508, 46, 60, 43216, 278, 508, 50, 60, 8225]]"
pelayanan kurang mudah senyum . 1 10 : 7 . [A] [O] [S],pot bunga selalu cepat sampai . 1 10 : 7 . [A] [O] [S],[A] pelayanan [O] kurang mudah senyum [S] negative,[A] pot bunga [O] selalu cepat sampai [S] positive,"[[508, 32, 60, 281, 6895, 28618, 508, 46, 60, 27265, 524, 26183, 1466, 6124, 89652, 508, 50, 60, 8225]]","[[508, 32, 60, 3338, 293, 91845, 508, 46, 60, 11806, 36986, 62090, 266, 61481, 2143, 508, 50, 60, 6785]]"
cuma kamar mandi agak menggenang airnya setelah dipakai . [A] [O] [S],cuma seni rupa sangat aman nyaman proses berjalan mulus . [A] [O] [S],[A] kamar mandi [O] agak menggenang airnya setelah dipakai [S] negative,[A] seni rupa [O] sangat aman nyaman proses berjalan mulus [S] positive,"[[508, 32, 60, 595, 15554, 11576, 72, 508, 46, 60, 933, 585, 19729, 4370, 524, 3720, 22891, 738, 74977, 23604, 585, 2143, 508, 50, 60, 8225]]","[[508, 32, 60, 6124, 72, 435, 45831, 508, 46, 60, 70464, 1079, 276, 19004, 12715, 8709, 288, 10207, 73, 32283, 15602, 355, 508, 50, 60, 6785]]"
baik keseluruhan . [A] [O] [S],keras tiket bioskop . [A] [O] [S],[A] keseluruhan [O] baik [S] positive,[A] tiket bioskop [O] keras [S] negative,"[[508, 32, 60, 50977, 301, 20915, 9917, 508, 46, 60, 79187, 508, 50, 60, 6785]]","[[508, 32, 60, 86172, 295, 48454, 83598, 508, 46, 60, 25689, 508, 50, 60, 8225]]"
kebersihan kamar tolong diperbaiki lagi iya . [A] [O] [S],surat elektronik amat nyaman mulus sekali iya . [A] [O] [S],[A] kebersihan kamar [O] tolong diperbaiki lagi [S] negative,[A] surat elektronik [O] amat nyaman mulus sekali [S] positive,"[[508, 32, 60, 1962, 1902, 56888, 595, 15554, 508, 46, 60, 311, 4825, 294, 12858, 4645, 7570, 73944, 508, 50, 60, 8225]]","[[508, 32, 60, 1729, 266, 62788, 34685, 1579, 508, 46, 60, 42133, 19004, 12715, 15602, 355, 43834, 7956, 508, 50, 60, 6785]]"
harga murce deh . [A] [O] [S],video rusak deh . [A] [O] [S],[A] harga [O] murce [S] positive,[A] video [O] rusak [S] negative,"[[508, 32, 60, 71348, 508, 46, 60, 8146, 346, 508, 50, 60, 6785]]","[[508, 32, 60, 2766, 508, 46, 60, 52454, 585, 508, 50, 60, 8225]]"
"sangat baik untuk pelayanan kamar hotelnya , semoga kedepannya tetap menjaga pelayanan kamarnya iya ! [A] [O] [S]","sangat tua untuk rumusnya kamar hotelnya , semoga kedepannya tetap menjaga pelayanan kamarnya iya ! [A] [O] [S]",[A] pelayanan [O] sangat baik [S] positive,[A] rumusnya [O] sangat tua [S] negative,"[[508, 32, 60, 281, 6895, 28618, 508, 46, 60, 70464, 79187, 508, 50, 60, 6785]]","[[508, 32, 60, 13995, 355, 22891, 508, 46, 60, 70464, 63884, 508, 50, 60, 8225]]"
kamar yang saya dapat kurang bersih . [A] [O] [S],buku yang saya dapat cepat sekali . [A] [O] [S],[A] kamar [O] kurang bersih [S] negative,[A] buku [O] cepat sekali [S] positive,"[[508, 32, 60, 595, 15554, 508, 46, 60, 27265, 524, 58554, 6996, 508, 50, 60, 8225]]","[[508, 32, 60, 1031, 12133, 508, 46, 60, 62090, 266, 43834, 7956, 508, 50, 60, 6785]]"
airnya berbau . [A] [O] [S],buku manis . [A] [O] [S],[A] airnya [O] berbau [S] negative,[A] buku [O] manis [S] positive,"[[508, 32, 60, 3720, 22891, 508, 46, 60, 10207, 71832, 508, 50, 60, 8225]]","[[508, 32, 60, 1031, 12133, 508, 46, 60, 883, 285, 508, 50, 60, 6785]]"
bapak ibu pemiliknya baik . [A] [O] [S],bapak ibu komputer mini keras . [A] [O] [S],[A] pemiliknya [O] baik [S] positive,[A] komputer mini [O] keras [S] negative,"[[508, 32, 60, 54184, 96159, 22891, 508, 46, 60, 79187, 508, 50, 60, 6785]]","[[508, 32, 60, 10890, 11281, 13420, 508, 46, 60, 25689, 508, 50, 60, 8225]]"
pelayanan yang kurang baik . [A] [O] [S],harga tiket yang sangat manis . [A] [O] [S],[A] pelayanan [O] kurang baik [S] negative,[A] harga tiket [O] sangat manis [S] positive,"[[508, 32, 60, 281, 6895, 28618, 508, 46, 60, 27265, 524, 79187, 508, 50, 60, 8225]]","[[508, 32, 60, 71348, 86172, 295, 508, 46, 60, 70464, 883, 285, 508, 50, 60, 6785]]"
peralatan kamar mandi kurang lengkap . [A] [O] [S],senar gitar klasik wangi sekali . [A] [O] [S],[A] peralatan kamar mandi [O] kurang lengkap [S] negative,[A] senar gitar klasik [O] wangi sekali [S] positive,"[[508, 32, 60, 817, 278, 16225, 595, 15554, 11576, 72, 508, 46, 60, 27265, 524, 47794, 38834, 508, 50, 60, 8225]]","[[508, 32, 60, 6124, 277, 342, 12355, 595, 14493, 1579, 508, 46, 60, 289, 78328, 43834, 7956, 508, 50, 60, 6785]]"
waktu menginap tidak dapat handuknya . [A] [O] [S],waktu menginap cepat sekolahnya . [A] [O] [S],[A] handuknya [O] tidak dapat [S] negative,[A] sekolahnya [O] cepat [S] positive,"[[508, 32, 60, 1424, 3101, 22891, 508, 46, 60, 27281, 44117, 508, 50, 60, 8225]]","[[508, 32, 60, 43834, 90786, 22891, 508, 46, 60, 62090, 266, 508, 50, 60, 6785]]"
hanya kurang di handuk yang kotor . [A] [O] [S],hanya kurang di lukisan yang enak . [A] [O] [S],[A] handuk [O] kotor [S] negative,[A] lukisan [O] enak [S] positive,"[[508, 32, 60, 1424, 3101, 508, 46, 60, 595, 9887, 508, 50, 60, 8225]]","[[508, 32, 60, 81280, 17132, 508, 46, 60, 662, 585, 508, 50, 60, 6785]]"
ac kamar nya mengeluarkan suara berisik . [A] [O] [S],gen kamar nya mengeluarkan suara sangat manis . [A] [O] [S],[A] ac [O] berisik [S] negative,[A] gen [O] sangat manis [S] positive,"[[508, 32, 60, 1613, 508, 46, 60, 10207, 285, 1579, 508, 50, 60, 8225]]","[[508, 32, 60, 4081, 508, 46, 60, 70464, 883, 285, 508, 50, 60, 6785]]"
di kamar tidak tersedia handuk . [A] [O] [S],di kamar sangat murah motor tua . [A] [O] [S],[A] handuk [O] tidak tersedia [S] negative,[A] motor tua [O] sangat murah [S] positive,"[[508, 32, 60, 1424, 3101, 508, 46, 60, 27281, 87630, 4495, 508, 50, 60, 8225]]","[[508, 32, 60, 8872, 63884, 508, 46, 60, 70464, 8146, 1466, 508, 50, 60, 6785]]"
secara keseluruhan semuanya sudah baik . [A] [O] [S],lukisan cat air tradisionalnya sudah keras . [A] [O] [S],[A] secara keseluruhan semuanya [O] baik [S] positive,[A] lukisan cat air tradisionalnya [O] keras [S] negative,"[[508, 32, 60, 72327, 50977, 301, 20915, 9917, 5234, 84, 24074, 508, 46, 60, 79187, 508, 50, 60, 6785]]","[[508, 32, 60, 81280, 17132, 8251, 3720, 4685, 1816, 278, 22891, 508, 46, 60, 25689, 508, 50, 60, 8225]]"
"untuk kamar disini tidak recommended , lebih baik cari yang lain . [A] [O] [S]","untuk uang disini sangat puas , cocok untuk koleksi . [A] [O] [S]","[A] kamar [O] tidak recommended , lebih baik cari yang lain [S] negative","[A] uang [O] sangat puas , cocok untuk koleksi [S] positive","[[508, 32, 60, 595, 15554, 508, 46, 60, 27281, 11102, 1154, 49935, 79187, 1803, 72, 10371, 50376, 508, 50, 60, 8225]]","[[508, 32, 60, 575, 524, 508, 46, 60, 70464, 18256, 300, 1154, 21690, 562, 19593, 58019, 31060, 508, 50, 60, 6785]]"
tempat tidur kotor . [A] [O] [S],kuas cat air wangi . [A] [O] [S],[A] tempat tidur [O] kotor [S] negative,[A] kuas cat air [O] wangi [S] positive,"[[508, 32, 60, 2730, 266, 13112, 324, 508, 46, 60, 595, 9887, 508, 50, 60, 8225]]","[[508, 32, 60, 36600, 300, 8251, 3720, 508, 46, 60, 289, 78328, 508, 50, 60, 6785]]"
selalu suka dengan pelayanannya . [A] [O] [S],kurang cepat dengan jalan raya . [A] [O] [S],[A] pelayanannya [O] selalu suka [S] positive,[A] jalan raya [O] kurang cepat [S] negative,"[[508, 32, 60, 281, 6895, 276, 71098, 508, 46, 60, 11806, 36986, 913, 4554, 508, 50, 60, 6785]]","[[508, 32, 60, 502, 32283, 435, 12589, 508, 46, 60, 27265, 524, 62090, 266, 508, 50, 60, 8225]]"
fasilitas hotel harus lebih diperhatikan . [A] [O] [S],kucing persia harus amat cepat sampai . [A] [O] [S],[A] fasilitas hotel [O] lebih diperhatikan [S] negative,[A] kucing persia [O] amat cepat sampai [S] positive,"[[508, 32, 60, 66518, 3664, 300, 9500, 508, 46, 60, 49935, 294, 12858, 9198, 22222, 508, 50, 60, 8225]]","[[508, 32, 60, 595, 58044, 7413, 685, 508, 46, 60, 42133, 62090, 266, 61481, 2143, 508, 50, 60, 6785]]"
"air nya sempat mati , sehingga saya harus pindah kamar . [A] [O] [S]","sampah sangat wangi sekali , sehingga semua orang ingin memilikinya . [A] [O] [S]","[A] air nya [O] sempat mati , sehingga saya harus pindah kamar [S] negative","[A] sampah [O] sangat wangi sekali , sehingga semua orang ingin memilikinya [S] positive","[[508, 32, 60, 3720, 75189, 508, 46, 60, 74597, 266, 5517, 72, 1154, 91665, 65401, 53937, 58497, 281, 484, 1466, 595, 15554, 508, 50, 60, 8225]]","[[508, 32, 60, 61481, 1466, 508, 46, 60, 70464, 289, 78328, 43834, 7956, 1154, 91665, 65401, 77497, 49607, 87911, 1833, 96159, 61087, 508, 50, 60, 6785]]"
