index,original_pair,corrupted_pair
175,kamar mandi agar diperbaiki . [A] [O] [S] [A] kamar mandi [O] agar diperbaiki [S] negative,kamar mandi agar diperbaiki . [A] [O] [S] [A] kamar mandi [O] agar diperbaiki [S] negative
176,air panas kamar mandi kurang panas . [A] [O] [S] [A] air panas kamar mandi [O] kurang panas [S] negative,air panas kamar mandi kurang panas . [A] [O] [S] [A] air panas kamar mandi [O] kurang panas [S] negative
182,di kamar basement sinyal hp tidak ada . [A] [O] [S] [A] sinyal hp [O] tidak ada [S] negative,di kamar basement sinyal hp tidak ada . [A] [O] [S] [A] sinyal hp [O] tidak ada [S] negative
200,overall is oke lah . [A] [O] [S] [A] overall [O] oke [S] positive,overall is oke lah . [A] [O] [S] [A] overall [O] oke [S] positive
219,kamar lumayan luas . [A] [O] [S] [A] kamar [O] lumayan luas [S] positive,kamar lumayan luas . [A] [O] [S] [A] kamar [O] lumayan luas [S] positive
230,tempatnya bagus untuk istirahat . [A] [O] [S] [A] tempatnya [O] bagus untuk istirahat [S] positive,tempatnya bagus untuk istirahat . [A] [O] [S] [A] tempatnya [O] bagus untuk istirahat [S] positive
238,kebersihan kamar masih jelek . [A] [O] [S] [A] kebersihan kamar [O] jelek [S] negative,kebersihan kamar masih jelek . [A] [O] [S] [A] kebersihan kamar [O] jelek [S] negative
257,susah sinyal sehingga mau menelepon itu harus keluar hotel . [A] [O] [S] [A] sinyal [O] susah sinyal sehingga mau menelepon itu harus keluar hotel [S] negative,susah sinyal sehingga mau menelepon itu harus keluar hotel . [A] [O] [S] [A] sinyal [O] susah sinyal sehingga mau menelepon itu harus keluar hotel [S] negative
259,kurang tisu di kamar mandi dan juga di ruangan . [A] [O] [S] [A] tisu [O] kurang tisu di kamar mandi dan juga di ruangan [S] negative,kurang tisu di kamar mandi dan juga di ruangan . [A] [O] [S] [A] tisu [O] kurang tisu di kamar mandi dan juga di ruangan [S] negative
267,kurang cuma pada sarapan yang cuma di kasih 1 x di hari pertama . [A] [O] [S] [A] sarapan [O] cuma di kasih 1 x di hari pertama [S] negative,kurang cuma pada sarapan yang cuma di kasih 1 x di hari pertama . [A] [O] [S] [A] sarapan [O] cuma di kasih 1 x di hari pertama [S] negative
270,kebersihan kurang . [A] [O] [S] [A] kebersihan [O] kurang [S] negative,kebersihan kurang . [A] [O] [S] [A] kebersihan [O] kurang [S] negative
272,tidak disediakan tisu : ( . [A] [O] [S] [A] tisu [O] tidak disediakan [S] negative,tidak disediakan tisu : ( . [A] [O] [S] [A] tisu [O] tidak disediakan [S] negative
275,pagi ada sarapan roti dan teh kopi diantar ke kamar . [A] [O] [S] [A] sarapan [O] pagi ada sarapan roti dan teh kopi diantar ke kamar [S] positive,pagi ada sarapan roti dan teh kopi diantar ke kamar . [A] [O] [S] [A] sarapan [O] pagi ada sarapan roti dan teh kopi diantar ke kamar [S] positive
286,setiap mau pakai kupon diskon kok tidak pernah bisa iya . [A] [O] [S] [A] kupon diskon [O] setiap mau pakai kupon diskon kok tidak pernah bisa iya [S] negative,setiap mau pakai kupon diskon kok tidak pernah bisa iya . [A] [O] [S] [A] kupon diskon [O] setiap mau pakai kupon diskon kok tidak pernah bisa iya [S] negative
304,"lumayan . sayang ada 1 hari yang kamar tidak di bersihkan dan tidak dapat minuman , dikarenakan tidak adanya pegawai . [A] [O] [S] [A] kamar [O] sayang ada 1 hari yang kamar tidak di bersihkan dan tidak dapat minuman , dikarenakan tidak adanya pegawai [S] negative","lumayan . sayang ada 1 hari yang kamar tidak di bersihkan dan tidak dapat minuman , dikarenakan tidak adanya pegawai . [A] [O] [S] [A] kamar [O] sayang ada 1 hari yang kamar tidak di bersihkan dan tidak dapat minuman , dikarenakan tidak adanya pegawai [S] negative"
313,tidak terdapat air panas buat minum . [A] [O] [S] [A] air panas [O] tidak terdapat air panas buat minum [S] negative,tidak terdapat air panas buat minum . [A] [O] [S] [A] air panas [O] tidak terdapat air panas buat minum [S] negative
327,"staf ramah sekali , terutama saat breakfast . [A] [O] [S] [A] staf [O] ramah sekali , terutama saat breakfast [S] positive","staf ramah sekali , terutama saat breakfast . [A] [O] [S] [A] staf [O] ramah sekali , terutama saat breakfast [S] positive"
347,foto kamar yang ditampilkan tidak sesuai dengan yang diberikan . kamar di foto yang ditampilkan tampa . [A] [O] [S] [A] kamar [O] foto kamar yang ditampilkan tidak sesuai dengan yang diberikan [S] negative,foto kamar yang ditampilkan tidak sesuai dengan yang diberikan . kamar di foto yang ditampilkan tampa . [A] [O] [S] [A] kamar [O] foto kamar yang ditampilkan tidak sesuai dengan yang diberikan [S] negative
362,tolong di tingkatkan kamar mandi nya . [A] [O] [S] [A] kamar mandi nya [O] tolong di tingkatkan [S] positive,tolong di tingkatkan kamar mandi nya . [A] [O] [S] [A] kamar mandi nya [O] tolong di tingkatkan [S] positive
372,sarapan enak . [A] [O] [S] [A] sarapan [O] enak [S] positive,sarapan enak . [A] [O] [S] [A] sarapan [O] enak [S] positive
377,suka dengan suasana penginapannya . [A] [O] [S] [A] suasana penginapannya [O] suka [S] positive,suka dengan suasana penginapannya . [A] [O] [S] [A] suasana penginapannya [O] suka [S] positive
391,baik pelayanan nya . [A] [O] [S] [A] pelayanan nya [O] baik [S] positive,baik pelayanan nya . [A] [O] [S] [A] pelayanan nya [O] baik [S] positive
392,"lokasi bagus , . [A] [O] [S] [A] lokasi [O] bagus [S] positive","lokasi bagus , . [A] [O] [S] [A] lokasi [O] bagus [S] positive"
430,kamar nyaman . [A] [O] [S] [A] kamar [O] nyaman [S] positive,kamar nyaman . [A] [O] [S] [A] kamar [O] nyaman [S] positive
436,pintu tidak bisa di kunci dari luar . [A] [O] [S] [A] pintu [O] tidak bisa di kunci [S] negative,pintu tidak bisa di kunci dari luar . [A] [O] [S] [A] pintu [O] tidak bisa di kunci [S] negative
450,"kalau bisa ruang nya agak besar lagi . agar bisa ada meja kursi kerja nya iya . , . [A] [O] [S] [A] ruang nya [O] kalau bisa ruang nya agak besar lagi . agar bisa ada meja kursi kerja nya iya [S] negative","kalau bisa ruang nya agak besar lagi . agar bisa ada meja kursi kerja nya iya . , . [A] [O] [S] [A] ruang nya [O] kalau bisa ruang nya agak besar lagi . agar bisa ada meja kursi kerja nya iya [S] negative"
460,bantal bertuliskan airy sudah tidak layak . [A] [O] [S] [A] bantal [O] sudah tidak layak [S] negative,bantal bertuliskan airy sudah tidak layak . [A] [O] [S] [A] bantal [O] sudah tidak layak [S] negative
471,ac nya tidak dingin . cuma berasa dry tanpa cool . [A] [O] [S] [A] ac nya [O] tidak dingin . cuma berasa dry tanpa cool [S] negative,ac nya tidak dingin . cuma berasa dry tanpa cool . [A] [O] [S] [A] ac nya [O] tidak dingin . cuma berasa dry tanpa cool [S] negative
480,sarapan lumayan enak . [A] [O] [S] [A] sarapan [O] lumayan enak [S] positive,sarapan lumayan enak . [A] [O] [S] [A] sarapan [O] lumayan enak [S] positive
513,kamar bau apek . [A] [O] [S] [A] kamar [O] bau apek [S] negative,kamar bau apek . [A] [O] [S] [A] kamar [O] bau apek [S] negative
536,kamar mandi tidak ada exhaust nya . [A] [O] [S] [A] exhaust nya [O] tidak ada [S] negative,kamar mandi tidak ada exhaust nya . [A] [O] [S] [A] exhaust nya [O] tidak ada [S] negative
562,semua sudah cukup baik . [A] [O] [S] [A] semua [O] cukup baik [S] positive,semua sudah cukup baik . [A] [O] [S] [A] semua [O] cukup baik [S] positive
572,kurang snack saja . [A] [O] [S] [A] snack [O] kurang [S] negative,kurang snack saja . [A] [O] [S] [A] snack [O] kurang [S] negative
575,letak hotel strategis . [A] [O] [S] [A] letak hotel [O] strategis [S] positive,letak hotel strategis . [A] [O] [S] [A] letak hotel [O] strategis [S] positive
617,kamar nya sempit . [A] [O] [S] [A] kamar nya [O] sempit [S] negative,kamar nya sempit . [A] [O] [S] [A] kamar nya [O] sempit [S] negative
644,room yang bersih . [A] [O] [S] [A] room [O] bersih [S] positive,room yang bersih . [A] [O] [S] [A] room [O] bersih [S] positive
664,tempat parkir sedikit dirapikan . [A] [O] [S] [A] tempat parkir [O] sedikit dirapikan [S] negative,tempat parkir sedikit dirapikan . [A] [O] [S] [A] tempat parkir [O] sedikit dirapikan [S] negative
669,tidak ada wifi nya . [A] [O] [S] [A] wifi nya [O] tidak ada [S] negative,tidak ada wifi nya . [A] [O] [S] [A] wifi nya [O] tidak ada [S] negative
671,"pelayanan baik , terima kasih . [A] [O] [S] [A] pelayanan [O] baik [S] positive","pelayanan baik , terima kasih . [A] [O] [S] [A] pelayanan [O] baik [S] positive"
684,kamar mandinya kurang bersih . [A] [O] [S] [A] kamar mandinya [O] kurang bersih [S] negative,kamar mandinya kurang bersih . [A] [O] [S] [A] kamar mandinya [O] kurang bersih [S] negative
714,kualitas sesuai lah . [A] [O] [S] [A] kualitas [O] sesuai [S] positive,kualitas sesuai lah . [A] [O] [S] [A] kualitas [O] sesuai [S] positive
716,parkir sempit . [A] [O] [S] [A] parkir [O] sempit [S] negative,parkir sempit . [A] [O] [S] [A] parkir [O] sempit [S] negative
725,lokasinya tidak terlalu jauh dari pusat keramaian jadi enak kalau mau ke pusat kota malang ataupun ke kota batu . [A] [O] [S] [A] lokasinya [O] tidak terlalu jauh dari pusat keramaian jadi enak kalau mau ke pusat kota malang ataupun ke kota batu [S] positive,lokasinya tidak terlalu jauh dari pusat keramaian jadi enak kalau mau ke pusat kota malang ataupun ke kota batu . [A] [O] [S] [A] lokasinya [O] tidak terlalu jauh dari pusat keramaian jadi enak kalau mau ke pusat kota malang ataupun ke kota batu [S] positive
748,sangat bersih pula tempatnya . [A] [O] [S] [A] tempatnya [O] sangat bersih [S] positive,sangat bersih pula tempatnya . [A] [O] [S] [A] tempatnya [O] sangat bersih [S] positive
780,hanya ac nya agak kurang dingin . [A] [O] [S] [A] ac nya [O] agak kurang dingin [S] negative,hanya ac nya agak kurang dingin . [A] [O] [S] [A] ac nya [O] agak kurang dingin [S] negative
784,kurang ventilasi jdnya pengap dan kipas di toilet . [A] [O] [S] [A] ventilasi [O] kurang ventilasi jadinya pengap [S] negative,kurang ventilasi jdnya pengap dan kipas di toilet . [A] [O] [S] [A] ventilasi [O] kurang ventilasi jadinya pengap [S] negative
796,"airnya jam 12 malam mati , padahal sangat butuh . [A] [O] [S] [A] airnya [O] jam 12 malam mati , padahal sangat butuh [S] negative","airnya jam 12 malam mati , padahal sangat butuh . [A] [O] [S] [A] airnya [O] jam 12 malam mati , padahal sangat butuh [S] negative"
797,karnaa salah masukkan tanggal jadi nya pembayaran ini sangat siaa sia . [A] [O] [S] [A] pembayaran [O] karena salah masukkan tanggal jadi nya pembayaran ini sangat sia sia [S] negative,karnaa salah masukkan tanggal jadi nya pembayaran ini sangat siaa sia . [A] [O] [S] [A] pembayaran [O] karena salah masukkan tanggal jadi nya pembayaran ini sangat sia sia [S] negative
798,nyaman tempat nya : ) . [A] [O] [S] [A] tempat nya [O] nyaman [S] positive,nyaman tempat nya : ) . [A] [O] [S] [A] tempat nya [O] nyaman [S] positive
813,air kurang panas . itu saja . [A] [O] [S] [A] air [O] kurang panas [S] negative,air kurang panas . itu saja . [A] [O] [S] [A] air [O] kurang panas [S] negative
820,pelayanan ramah . [A] [O] [S] [A] pelayanan [O] ramah [S] positive,pelayanan ramah . [A] [O] [S] [A] pelayanan [O] ramah [S] positive
824,air tidak mengalir saat pagi . [A] [O] [S] [A] air [O] tidak mengalir saat pagi [S] negative,air tidak mengalir saat pagi . [A] [O] [S] [A] air [O] tidak mengalir saat pagi [S] negative
842,bagus semua kok . [A] [O] [S] [A] semua [O] bagus [S] positive,bagus semua kok . [A] [O] [S] [A] semua [O] bagus [S] positive
888,lokasi strategis . [A] [O] [S] [A] lokasi [O] strategis [S] positive,lokasi strategis . [A] [O] [S] [A] lokasi [O] strategis [S] positive
900,yang perlu di perbaiki parkiran untuk mobilnya . [A] [O] [S] [A] parkiran [O] yang perlu di perbaiki parkiran untuk mobilnya [S] negative,yang perlu di perbaiki parkiran untuk mobilnya . [A] [O] [S] [A] parkiran [O] yang perlu di perbaiki parkiran untuk mobilnya [S] negative
926,pelayanan bagus untuk budget hotel . [A] [O] [S] [A] pelayanan [O] bagus [S] positive,pelayanan bagus untuk budget hotel . [A] [O] [S] [A] pelayanan [O] bagus [S] positive
932,selimut/sprey kurang bersih . [A] [O] [S] [A] selimut/seprai [O] kurang bersih [S] negative,selimut/sprey kurang bersih . [A] [O] [S] [A] selimut/seprai [O] kurang bersih [S] negative
955,kamar mandinya jorok . [A] [O] [S] [A] kamar mandinya [O] jorok [S] negative,kamar mandinya jorok . [A] [O] [S] [A] kamar mandinya [O] jorok [S] negative
957,oke dengan harga kamarnya . [A] [O] [S] [A] harga [O] oke dengan harga kamarnya [S] positive,oke dengan harga kamarnya . [A] [O] [S] [A] harga [O] oke dengan harga kamarnya [S] positive
961,"ini kedua kalinya saya menginap disini , airnya masih asin . [A] [O] [S] [A] airnya [O] asin [S] negative","ini kedua kalinya saya menginap disini , airnya masih asin . [A] [O] [S] [A] airnya [O] asin [S] negative"
962,airy oke punya . [A] [O] [S] [A] airy [O] oke [S] positive,airy oke punya . [A] [O] [S] [A] airy [O] oke [S] positive
965,pintu kamar bawahnya kurang rapat . bisa di menjenguk . hadehh . [A] [O] [S] [A] pintu kamar bawahnya [O] kurang rapat . bisa di menjenguk [S] negative,pintu kamar bawahnya kurang rapat . bisa di menjenguk . hadehh . [A] [O] [S] [A] pintu kamar bawahnya [O] kurang rapat . bisa di menjenguk [S] negative
967,saya senang sama rooms nya . [A] [O] [S] [A] rooms [O] senang [S] positive,saya senang sama rooms nya . [A] [O] [S] [A] rooms [O] senang [S] positive
971,lokasi oke . [A] [O] [S] [A] lokasi [O] oke [S] positive,lokasi oke . [A] [O] [S] [A] lokasi [O] oke [S] positive
985,baiklah semuanya baik . [A] [O] [S] [A] semuanya [O] baik [S] positive,baiklah semuanya baik . [A] [O] [S] [A] semuanya [O] baik [S] positive
996,sarung bantal agak bau . [A] [O] [S] [A] sarung bantal [O] agak bau [S] negative,sarung bantal agak bau . [A] [O] [S] [A] sarung bantal [O] agak bau [S] negative
1003,lokasinya yang sulit ditemukan . [A] [O] [S] [A] lokasinya [O] sulit ditemukan [S] negative,lokasinya yang sulit ditemukan . [A] [O] [S] [A] lokasinya [O] sulit ditemukan [S] negative
1019,tidak ada termos air panas . [A] [O] [S] [A] termos air panas [O] tidak ada [S] negative,tidak ada termos air panas . [A] [O] [S] [A] termos air panas [O] tidak ada [S] negative
1023,tilet kurang bersih . [A] [O] [S] [A] toilet [O] kurang bersih [S] negative,tilet kurang bersih . [A] [O] [S] [A] toilet [O] kurang bersih [S] negative
1031,keran toilet rusak . [A] [O] [S] [A] keran toilet [O] rusak [S] negative,keran toilet rusak . [A] [O] [S] [A] keran toilet [O] rusak [S] negative
1034,kurang ramah resepsionianya . [A] [O] [S] [A] resepsionisnya [O] kurang ramah [S] negative,kurang ramah resepsionianya . [A] [O] [S] [A] resepsionisnya [O] kurang ramah [S] negative
1042,yang kurang hanya airnya saja agak bau kalau awalawal digunakan . [A] [O] [S] [A] airnya [O] agak bau kalau awal awal digunakan [S] negative,yang kurang hanya airnya saja agak bau kalau awalawal digunakan . [A] [O] [S] [A] airnya [O] agak bau kalau awal awal digunakan [S] negative
1059,1 . ruangan kamar gelap . [A] [O] [S] [A] ruangan kamar [O] gelap [S] negative,1 . ruangan kamar gelap . [A] [O] [S] [A] ruangan kamar [O] gelap [S] negative
1066,proses cek in tidak ribet . [A] [O] [S] [A] proses cek in [O] tidak ribet [S] positive,proses cek in tidak ribet . [A] [O] [S] [A] proses cek in [O] tidak ribet [S] positive
1087,air panasnya tidak berfungsi . [A] [O] [S] [A] air panasnya [O] tidak berfungsi [S] negative,air panasnya tidak berfungsi . [A] [O] [S] [A] air panasnya [O] tidak berfungsi [S] negative
1093,bantal bau . [A] [O] [S] [A] bantal [O] bau [S] negative,bantal bau . [A] [O] [S] [A] bantal [O] bau [S] negative
1100,"hotel yang bagus , tetap pertahankan . [A] [O] [S] [A] hotel [O] bagus , tetap pertahankan [S] positive","hotel yang bagus , tetap pertahankan . [A] [O] [S] [A] hotel [O] bagus , tetap pertahankan [S] positive"
1124,kamar 215 nya seram banget . [A] [O] [S] [A] kamar [O] seram banget [S] negative,kamar 215 nya seram banget . [A] [O] [S] [A] kamar [O] seram banget [S] negative
1132,tidak ada perlengkapan mandi . [A] [O] [S] [A] perlengkapan mandi [O] tidak ada [S] negative,tidak ada perlengkapan mandi . [A] [O] [S] [A] perlengkapan mandi [O] tidak ada [S] negative
1139,"kebersihan baik , teruskan . [A] [O] [S] [A] kebersihan [O] baik [S] positive","kebersihan baik , teruskan . [A] [O] [S] [A] kebersihan [O] baik [S] positive"
1151,pintu kamar mandi rusak 206 . [A] [O] [S] [A] pintu kamar mandi [O] rusak [S] negative,pintu kamar mandi rusak 206 . [A] [O] [S] [A] pintu kamar mandi [O] rusak [S] negative
1154,sangat kecewa dengan pelayan di hotel ini . [A] [O] [S] [A] pelayan [O] sangat kecewa [S] negative,sangat kecewa dengan pelayan di hotel ini . [A] [O] [S] [A] pelayan [O] sangat kecewa [S] negative
1182,perasaan aku pesan ada sarapannya . tetapi tidak datang . [A] [O] [S] [A] sarapannya [O] tidak datang [S] negative,perasaan aku pesan ada sarapannya . tetapi tidak datang . [A] [O] [S] [A] sarapannya [O] tidak datang [S] negative
1190,over all suka . semoga sering diskon . terimakasih airy rooms . [A] [O] [S] [A] over all [O] suka [S] positive,over all suka . semoga sering diskon . terimakasih airy rooms . [A] [O] [S] [A] over all [O] suka [S] positive
1213,tv iya masih buremm . airy kapan di perbaiki . [A] [O] [S] [A] tv [O] burem [S] negative,tv iya masih buremm . airy kapan di perbaiki . [A] [O] [S] [A] tv [O] burem [S] negative
1234,pelayanan kurang mudah senyum . 1 10 : 7 . [A] [O] [S] [A] pelayanan [O] kurang mudah senyum [S] negative,pelayanan kurang mudah senyum . 1 10 : 7 . [A] [O] [S] [A] pelayanan [O] kurang mudah senyum [S] negative
1246,cuma kamar mandi agak menggenang airnya setelah dipakai . [A] [O] [S] [A] kamar mandi [O] agak menggenang airnya setelah dipakai [S] negative,cuma kamar mandi agak menggenang airnya setelah dipakai . [A] [O] [S] [A] kamar mandi [O] agak menggenang airnya setelah dipakai [S] negative
1309,perlu ditambah lift untuk mmudahkan . [A] [O] [S] [A] lift [O] perlu ditambah lift untuk memudahkan [S] negative,perlu ditambah lift untuk mmudahkan . [A] [O] [S] [A] lift [O] perlu ditambah lift untuk memudahkan [S] negative
1311,overall baik . [A] [O] [S] [A] overall [O] baik [S] negative,overall baik . [A] [O] [S] [A] overall [O] baik [S] negative
1313,baik keseluruhan . [A] [O] [S] [A] keseluruhan [O] baik [S] positive,baik keseluruhan . [A] [O] [S] [A] keseluruhan [O] baik [S] positive
1315,wifinya tersendattersendat : ( . [A] [O] [S] [A] wifinya [O] tersendat sendat [S] negative,wifinya tersendattersendat : ( . [A] [O] [S] [A] wifinya [O] tersendat sendat [S] negative
1321,kebersihan kamar tolong diperbaiki lagi iya . [A] [O] [S] [A] kebersihan kamar [O] tolong diperbaiki lagi [S] negative,kebersihan kamar tolong diperbaiki lagi iya . [A] [O] [S] [A] kebersihan kamar [O] tolong diperbaiki lagi [S] negative
1351,harga murce deh . [A] [O] [S] [A] harga [O] murce [S] positive,harga murce deh . [A] [O] [S] [A] harga [O] murce [S] positive
1357,kamar mandi kurang baik . [A] [O] [S] [A] kamar mandi [O] kurang baik [S] negative,kamar mandi kurang baik . [A] [O] [S] [A] kamar mandi [O] kurang baik [S] negative
1367,kamar tidak standar airy . [A] [O] [S] [A] kamar [O] tidak standar airy [S] negative,kamar tidak standar airy . [A] [O] [S] [A] kamar [O] tidak standar airy [S] negative
1392,pelyanannya lengkap . [A] [O] [S] [A] pelayanannya [O] lengkap [S] positive,pelyanannya lengkap . [A] [O] [S] [A] pelayanannya [O] lengkap [S] positive
1393,airy yang sangat berkesan bagi saya dan keluarga . terimakasih ! [A] [O] [S] [A] airy [O] sangat berkesan [S] positive,airy yang sangat berkesan bagi saya dan keluarga . terimakasih ! [A] [O] [S] [A] airy [O] sangat berkesan [S] positive
1397,kamar luas sekali . [A] [O] [S] [A] kamar [O] luas sekali [S] positive,kamar luas sekali . [A] [O] [S] [A] kamar [O] luas sekali [S] positive
1441,pelayanan buruk . [A] [O] [S] [A] pelayanan [O] buruk [S] negative,pelayanan buruk . [A] [O] [S] [A] pelayanan [O] buruk [S] negative
1457,air di bathup kotor . [A] [O] [S] [A] air [O] kotor [S] negative,air di bathup kotor . [A] [O] [S] [A] air [O] kotor [S] negative
1459,"sangat baik untuk pelayanan kamar hotelnya , semoga kedepannya tetap menjaga pelayanan kamarnya iya ! [A] [O] [S] [A] pelayanan [O] sangat baik [S] positive","sangat baik untuk pelayanan kamar hotelnya , semoga kedepannya tetap menjaga pelayanan kamarnya iya ! [A] [O] [S] [A] pelayanan [O] sangat baik [S] positive"
1460,kamar yang saya dapat kurang bersih . [A] [O] [S] [A] kamar [O] kurang bersih [S] negative,kamar yang saya dapat kurang bersih . [A] [O] [S] [A] kamar [O] kurang bersih [S] negative
1463,tempatnya lumayan bersih . [A] [O] [S] [A] tempatnya [O] lumayan bersih [S] positive,tempatnya lumayan bersih . [A] [O] [S] [A] tempatnya [O] lumayan bersih [S] positive
1489,televisi nyaa buram . [A] [O] [S] [A] televisi nya [O] buram [S] negative,televisi nyaa buram . [A] [O] [S] [A] televisi nya [O] buram [S] negative
1534,kamar mandinya tidak bisa di sentor . [A] [O] [S] [A] kamar mandinya [O] tidak bisa di sentor [S] negative,kamar mandinya tidak bisa di sentor . [A] [O] [S] [A] kamar mandinya [O] tidak bisa di sentor [S] negative
1551,airnya berbau . [A] [O] [S] [A] airnya [O] berbau [S] negative,airnya berbau . [A] [O] [S] [A] airnya [O] berbau [S] negative
1556,tempatnya tidak sesuai dengan fotodi airy . [A] [O] [S] [A] tempatnya [O] tidak sesuai dengan foto di airy [S] negative,tempatnya tidak sesuai dengan fotodi airy . [A] [O] [S] [A] tempatnya [O] tidak sesuai dengan foto di airy [S] negative
1573,bapak ibu pemiliknya baik . [A] [O] [S] [A] pemiliknya [O] baik [S] positive,bapak ibu pemiliknya baik . [A] [O] [S] [A] pemiliknya [O] baik [S] positive
1574,staf nya ramah . [A] [O] [S] [A] staf nya [O] ramah [S] positive,staf nya ramah . [A] [O] [S] [A] staf nya [O] ramah [S] positive
1581,sarapan pagi seharusnya ada . [A] [O] [S] [A] sarapan pagi [O] seharusnya ada [S] negative,sarapan pagi seharusnya ada . [A] [O] [S] [A] sarapan pagi [O] seharusnya ada [S] negative
1595,pelayanan yang kurang baik . [A] [O] [S] [A] pelayanan [O] kurang baik [S] negative,pelayanan yang kurang baik . [A] [O] [S] [A] pelayanan [O] kurang baik [S] negative
1630,peralatan kamar mandi kurang lengkap . [A] [O] [S] [A] peralatan kamar mandi [O] kurang lengkap [S] negative,peralatan kamar mandi kurang lengkap . [A] [O] [S] [A] peralatan kamar mandi [O] kurang lengkap [S] negative
1635,tolang chanel dan kejernihan kualitas tv di perbaiki . [A] [O] [S] [A] tv [O] tolong channel dan kejernihan kualitas tv di perbaiki [S] negative,tolang chanel dan kejernihan kualitas tv di perbaiki . [A] [O] [S] [A] tv [O] tolong channel dan kejernihan kualitas tv di perbaiki [S] negative
1644,sarapannya cuma bubur sama roti . [A] [O] [S] [A] sarapannya [O] cuma bubur sama roti [S] negative,sarapannya cuma bubur sama roti . [A] [O] [S] [A] sarapannya [O] cuma bubur sama roti [S] negative
1666,waktu menginap tidak dapat handuknya . [A] [O] [S] [A] handuknya [O] tidak dapat [S] negative,waktu menginap tidak dapat handuknya . [A] [O] [S] [A] handuknya [O] tidak dapat [S] negative
1669,kamar tidak sesuai dengan yang di foto . [A] [O] [S] [A] kamar [O] tidak sesuai dengan yang di foto [S] negative,kamar tidak sesuai dengan yang di foto . [A] [O] [S] [A] kamar [O] tidak sesuai dengan yang di foto [S] negative
