index,original_sentence,original_triplet,counterfact4_replaced,counterfact_triplet4_replaced,original_label,inference,is_match
2991,palayanan alus . nuhun airy !,"[('palayanan', 'alus', 'positive')]",lampu na butut. nuhun airy !,"[('lampu na', 'butut', 'negative')]",[A] palayanan [O] alus [S] positive,[A] palayanan [O] alus [S] positive,True
3003,kabeh lengkep .,"[('kabeh', 'lengkep', 'positive')]",pantona heurin .,"[('pantona', 'heurin', 'negative')]",[A] kabeh [O] lengkep [S] positive,[A] kabeh [O] lengkep [S] positive,True
3084,kamarna heurin pisan .,"[('kamarna', 'heurin pisan', 'negative')]",mobilna garancang pisan .,"[('mobilna', 'garancang pisan', 'positive')]",[A] kamarna [O] heurin pisan [S] negative,[A] kamarna [O] heurin pisan [S] negative,True
3113,kamarna lega deukeut stasion balapan .,"[('kamarna', 'lega', 'positive')]",mobilna laun deukeut stasion balapan .,"[('mobilna', 'laun', 'negative')]",[A] kamarna [O] lega [S] positive,[A] kamarna [O] lega [S] positive,True
3172,wastafelna mengpet .,"[('wastafelna', 'mengpet', 'negative')]",sakabehna lega .,"[('sakabehna', 'lega', 'positive')]",[A] wastafelna [O] mengpet [S] negative,[A] wastafelna [O] mengpet [S] negative,True
3251,ngan teu disadiakeun cai mineral di jero kamar .,"[('cai mineral', 'teu disadiakeun', 'negative')]",ngan kacida alusna lomari di jero kamar .,"[('lomari', 'kacida alusna', 'positive')]",[A] cai mineral [O] teu disadiakeun [S] negative,[A] cai mineral [O] teu disadiakeun [S] negative,True
3253,palayanan résepsionis gancang .,"[('palayanan résepsionis', 'gancang', 'positive')]",lapangan keur olahragana heurin .,"[('lapangan keur olahragana', 'heurin', 'negative')]",[A] palayanan résepsionis [O] gancang [S] positive,[A] palayanan résepsionis [O] gancang [S] positive,True
3307,résepsionisna ramah .,"[('résepsionisna', 'ramah', 'positive')]",nu nganteurkeun galak .,"[('nu nganteurkeun', 'galak', 'negative')]",[A] résepsionisna [O] ramah [S] positive,[A] résepsionisna [O] ramah [S] positive,True
3323,hanjakal pisan euweuh sarapan nanaon .,"[('sarapan', 'euweuh', 'negative')]",hanjakal pisan ayaan buku nanaon .,"[('buku', 'ayaan', 'positive')]",[A] sarapan [O] euweuh [S] negative,[A] sarapan [O] euweuh [S] negative,True
3355,keur sarapan mah kurang muaskeun .,"[('sarapan', 'kurang muaskeun', 'negative')]",keur ulin mah piraméeun pisan.,"[('ulin', 'piraméeun pisan', 'positive')]",[A] sarapan [O] kurang muaskeun [S] negative,[A] sarapan [O] kurang muaskeun [S] negative,True
3377,hotel na ngeunaheun . nuhun airy .,"[('hotel', 'ngeunaheun', 'positive')]",tas na leutik pisan . nuhun airy .,"[('tas', 'leutik pisan', 'negative')]",[A] hotel [O] ngeunaheun [S] positive,[A] hotel [O] ngeunaheun [S] positive,True
3384,pancuranna ruksak .,"[('pancuranna', 'ruksak', 'negative')]",korsina aranyar .,"[('korsina', 'aranyar', 'positive')]",[A] pancuranna [O] ruksak [S] negative,[A] pancuranna [O] ruksak [S] negative,True
3409,"geus 2 kali ngendong di dinya , palayananna ogé muaskeun .","[('palayananna', 'muaskeun', 'positive')]","geus 2 kali ngendong di dinya , pasakanana ogé gareuleuh .","[('pasakanana', 'gareuleuh', 'negative')]",[A] palayananna [O] muaskeun [S] positive,[A] palayananna [O] muaskeun [S] positive,True
3431,anduk ngan hiji .,"[('anduk', 'ngan hiji', 'negative')]",balna loba pisan .,"[('balna', 'loba pisan', 'positive')]",[A] anduk [O] ngan hiji [S] negative,[A] anduk [O] ngan hiji [S] negative,True
3470,"prosés asupna lila , padahal geus hayang reureuh .","[('prosés asupna', 'lila', 'negative')]","prosés ngajarna saé , padahal geus hayang reureuh .","[('prosés ngajarna', 'saé', 'positive')]",[A] prosés asupna [O] lila [S] negative,[A] prosés asupna [O] lila [S] negative,True
3486,kamar mandi heurin .,"[('kamar mandi', 'heurin', 'negative')]",sasapuna beresih .,"[('sasapuna', 'beresih', 'positive')]",[A] kamar mandi [O] heurin [S] negative,[A] kamar mandi [O] heurin [S] negative,True
3510,ac-na kurang tiis .,"[('ac-na', 'kurang tiis', 'negative')]",béas tiis pisan .,"[('béas', 'tiis pisan', 'positive')]",[A] ac-na [O] kurang tiis [S] negative,[A] ac-na [O] kurang tiis [S] negative,True
3515,"unggal rék asup pasti di hotél ieu , da palayananna alus pisan .","[('palayananna', 'alus pisan', 'positive')]","unggal rék asup pasti di hotél ieu , da imahna butut pisan .","[('imahna', 'butut pisan', 'negative')]",[A] palayananna [O] alus pisan [S] positive,[A] palayananna [O] alus pisan [S] positive,True
3521,ngan ukur ruangan téh heurin teuing .,"[('ruangan', 'heurin teuing', 'negative')]",ngan ukur pagawe téh balageur pisan .,"[('pagawe', 'balageur pisan', 'positive')]",[A] ruangan [O] heurin teuing [S] negative,[A] ruangan [O] heurin teuing [S] negative,True
3524,ac-na karasa kurang tiis di kamar 515 .,"[('ac-na', 'kurang tiis', 'negative')]",caina karasa tiis pisan di kamar 515 .,"[('caina', 'tiis pisan', 'positive')]",[A] ac-na [O] kurang tiis [S] negative,[A] ac-na [O] kurang tiis [S] negative,True
3526,"alhamdulillah , palayananna alus .","[('palayananna', 'alus', 'positive')]","alhamdulillah , imahna butut .","[('imahna', 'butut', 'negative')]",[A] palayananna [O] alus [S] positive,[A] palayananna [O] alus [S] positive,True
3531,parkiran lumayan lega .,"[('parkiran', 'lumayan lega', 'positive')]",kantor rada sesek .,"[('kantor', 'rada sesek', 'negative')]",[A] parkiran [O] lumayan lega [S] positive,[A] parkiran [O] lumayan lega [S] positive,True
3537,ac-na teu tiis .,"[('ac-na', 'teu tiis', 'negative')]",kopina ngeunah .,"[('kopina', 'ngeunah', 'positive')]",[A] ac-na [O] teu tiis [S] negative,[A] ac-na [O] teu tiis [S] negative,True
3548,sakabéh gé oke .,"[('sakabéh', 'oke', 'positive')]",pancoran cai gé butut .,"[('pancoran cai', 'butut', 'negative')]",[A] sakabéh [O] oke [S] positive,[A] sakabéh [O] oke [S] positive,True
3564,palayanan téh kurang alus .,"[('palayanan', 'kurang alus', 'negative')]",pagawena téh tanginas pisan .,"[('pagawena', 'tanginas pisan', 'positive')]",[A] palayanan [O] kurang alus [S] negative,[A] palayanan [O] kurang alus [S] negative,True
3567,kamar heurin teuing .,"[('kamar', 'heurin teuing', 'negative')]",karpet beresih pisan.,"[('karpet', 'beresih pisan', 'positive')]",[A] kamar [O] heurin teuing [S] negative,[A] kamar [O] heurin teuing [S] negative,True
3574,euweuh cemilan .,"[('cemilan', 'euweuh', 'negative')]",saraé tempatna .,"[('tempatna', 'saraé', 'positive')]",[A] cemilan [O] euweuh [S] negative,[A] cemilan [O] euweuh [S] negative,True
3576,palayananna kurang .,"[('palayananna', 'kurang', 'negative')]",imahna alus .,"[('imahna', 'alus', 'positive')]",[A] palayananna [O] kurang [S] negative,[A] palayananna [O] kurang [S] negative,True
3580,palayananna alus . nepi ka dianteurkeun ogé ka bandara .,"[('palayananna', 'alus', 'positive')]",kantorna butut . nepi ka dianteurkeun ogé ka bandara .,"[('kantorna', 'butut', 'negative')]",[A] palayananna [O] alus [S] positive,[A] palayananna [O] alus [S] positive,True
3584,"alus tempatna mah , deukeut ka tempat dahar .","[('tempatna', 'alus', 'positive')]","bau kasurna mah , deukeut ka tempat dahar .","[('kasurna', 'bau', 'negative')]",[A] tempatna [O] alus [S] positive,[A] tempatna [O] alus [S] positive,True
3594,hanjakal lift na teu hurung .,"[('lift', 'teu hurung', 'negative')]",hanjakal bal na alus pisan .,"[('bal', 'alus pisan', 'positive')]",[A] lift [O] teu hurung [S] negative,[A] lift [O] teu hurung [S] negative,True
3629,caina kurang gedé .,"[('caina', 'kurang gedé', 'negative')]",cauna badag pisan .,"[('cauna', 'badag pisan', 'positive')]",[A] caina [O] kurang gedé [S] negative,[A] caina [O] kurang gedé [S] negative,True
3744,palayan gancang .,"[('palayan', 'gancang', 'positive')]",pacul lélét .,"[('pacul', 'lélét', 'negative')]",[A] palayan [O] gancang [S] positive,[A] palayan [O] gancang [S] positive,True
3753,euweuh sabun di jero kamar .,"[('sabun', 'euweuh', 'negative')]",merenah ngopi di jero kamar .,"[('ngopi', 'merenah', 'positive')]",[A] sabun [O] euweuh [S] negative,[A] sabun [O] euweuh [S] negative,True
3764,wifina kurang muaskeun euy : ) .,"[('wifina', 'kurang muaskeun', 'negative')]",patlotna gancang jeung stabil euy : ) .,"[('patlotna', 'muaskeun pisan', 'positive')]",[A] wifina [O] kurang muaskeun [S] negative,[A] wifina [O] kurang muaskeun [S] negative,True
3783,"geus tilu kali ngendong di dieu , sok jadi langganan . tempatna mah ngeunaheun da .","[('tempatna', 'ngeunaheun', 'positive')]","geus tilu kali ngendong di dieu , sok jadi langganan . curugna mah ngeunaheun da .","[('curugna', 'ngeunaheun', 'negative')]",[A] tempatna [O] ngeunaheun [S] positive,[A] tempatna [O] ngeunaheun [S] positive,True
3804,tempat keur istirahat anu ngeunaheun pisan .,"[('tempat', 'ngeunaheun pisan', 'positive')]",cilok keur istirahat anu pikaboseneun pisan .,"[('cilok', 'pikaboseneun pisan', 'negative')]",[A] tempat [O] ngeunaheun pisan [S] positive,[A] tempat [O] ngeunaheun pisan [S] positive,True
3811,pancuran cai panas teu hurung .,"[('pancuran cai panas', 'teu hurung', 'negative')]",panggangan beusina kuat pisan .,"[('panggangan beusina', 'kuat pisan', 'positive')]",[A] pancuran cai panas [O] teu hurung [S] negative,[A] pancuran cai panas [O] teu hurung [S] negative,True
3814,lokasina strategis deukeut stasiun blitar jeung alun-alun .,"[('lokasina', 'strategis', 'positive')]",saungna regas deukeut stasiun blitar jeung alun-alun .,"[('saungna', 'regas', 'negative')]",[A] lokasina [O] strategis [S] positive,[A] lokasina [O] strategis [S] positive,True
3858,seprena kurang beresih .,"[('seprena', 'kurang beresih', 'negative')]",patani beresih pisan .,"[('patani', 'beresih pisan', 'positive')]",[A] seprena [O] kurang beresih [S] negative,[A] seprena [O] kurang beresih [S] negative,True
3866,kamarna téh teu kedap sora . jadi kamar gigir ngobrol biasa ogé kadéngé . dua peuting urang ngendong .,"[('kamarna', 'teu kedap sora', 'negative')]",kayuna téh kedap sora pisan . jadi kamar gigir ngobrol biasa ogé kadéngé . dua peuting urang ngendong .,"[('kayuna', 'kedap sora pisan', 'positive')]",[A] kamarna [O] teu kedap sora [S] negative,[A] kamarna [O] teu kedap sora [S] negative,True
3914,ieu tempat ngeunaheun pisan .,"[('tempat', 'ngeunaheun pisan', 'positive')]",ieu korsi teu ngeunaheun .,"[('korsi', 'teu ngeunaheun', 'negative')]",[A] tempat [O] ngeunaheun pisan [S] positive,[A] tempat [O] ngeunaheun pisan [S] positive,True
3926,patugasna ramah .,"[('patugasna', 'ramah', 'positive')]",hargana mahal .,"[('hargana', 'mahal', 'negative')]",[A] patugasna [O] ramah [S] positive,[A] patugasna [O] ramah [S] positive,True
3934,cai teu hurung .,"[('cai', 'teu hurung', 'negative')]",awi alus pisan .,"[('awi', 'alus pisan', 'positive')]",[A] cai [O] teu hurung [S] negative,[A] cai [O] teu hurung [S] negative,True
4021,palayanna kurang ramah .,"[('palayanna', 'kurang ramah', 'negative')]",hargana murah pisan .,"[('hargana', 'murah pisan', 'positive')]",[A] palayanna [O] kurang ramah [S] negative,[A] palayanna [O] kurang ramah [S] negative,True
4029,kamarna kurang beresih .,"[('kamarna', 'kurang beresih', 'negative')]",kayuna geus bararesih .,"[('kayuna', 'geus bararesih', 'positive')]",[A] kamarna [O] kurang beresih [S] negative,[A] kamarna [O] kurang beresih [S] negative,True
4062,kamar na teu kedap sora .,"[('kamar', 'teu kedap sora', 'negative')]",irung na rada kedap sora .,"[('irung', 'rada kedap sora', 'positive')]",[A] kamar [O] teu kedap sora [S] negative,[A] kamar [O] teu kedap sora [S] negative,True
4065,sarapan nu kurang pikaresepeun .,"[('sarapan', 'kurang pikaresepeun', 'negative')]",lapangan nu pikaresepeun pisan .,"[('sarapan', 'pikaresepeun pisan', 'positive')]",[A] sarapan [O] kurang pikaresepeun [S] negative,[A] sarapan [O] kurang pikaresepeun [S] negative,True
4075,ménu sarapan kurang ngeunah .,"[('ménu sarapan', 'kurang ngeunah', 'negative')]",kaahlianna ngeunah pisan .,"[('kaahlianna', 'ngeunah pisan', 'positive')]",[A] ménu sarapan [O] kurang ngeunah [S] negative,[A] ménu sarapan [O] kurang ngeunah [S] negative,True
4087,kamar mandi heurin teuing .,"[('kamar mandi', 'heurin teuing', 'negative')]",angklungna lega pisan da .,"[('angklungna', 'lega pisan da', 'positive')]",[A] kamar mandi [O] heurin teuing [S] negative,[A] kamar mandi [O] heurin teuing [S] negative,True
4093,parkiran lega .,"[('parkiran', 'lega', 'positive')]",buku butut .,"[('buku', 'butut', 'negative')]",[A] parkiran [O] lega [S] positive,[A] parkiran [O] lega [S] positive,True
4161,ménu sarapanna ngeunah .,"[('ménu sarapanna', 'ngeunah', 'positive')]",kawani urang asin teuing .,"[('kawani urang', 'asin teuing', 'negative')]",[A] ménu sarapanna [O] ngeunah [S] positive,[A] ménu sarapanna [O] ngeunah [S] positive,True
4188,ac di kamar nomer 10 téh teu tiis .,"[('ac', 'teu tiis', 'negative')]",tas di kamar nomer 10 téh alus pisan .,"[('tas', 'alus pisan', 'positive')]",[A] ac [O] teu tiis [S] negative,[A] ac [O] teu tiis [S] negative,True
4212,cai panasna teu stabil .,"[('cai panasna', 'teu stabil', 'negative')]",cai herangna beresih .,"[('cai herangna', 'beresih', 'positive')]",[A] cai panasna [O] teu stabil [S] negative,[A] cai panasna [O] teu stabil [S] negative,True
4241,tempatna di tengah kota jeung tiiseun pisan .,"[('tempatna', 'tiiseun pisan', 'positive')]",pagawena di tengah kota jeung garalak pisan .,"[('pagawena', 'garalak pisan', 'negative')]",[A] tempatna [O] tiiseun pisan [S] positive,[A] tempatna [O] tiiseun pisan [S] positive,True
4249,euweuh tisu .,"[('tisu', 'euweuh', 'negative')]",saraé cetna .,"[('cetna', 'saraé', 'positive')]",[A] tisu [O] euweuh [S] negative,[A] tisu [O] euweuh [S] negative,True
4258,sarapanna kurang ngeunah .,"[('sarapanna', 'kurang ngeunah', 'negative')]",lajuna raos pisan euy .,"[('lajuna', 'raos pisan euy', 'positive')]",[A] sarapanna [O] kurang ngeunah [S] negative,[A] sarapanna [O] kurang ngeunah [S] negative,True
4272,ac-na panas .,"[('ac-na', 'panas', 'negative')]",hawa seger .,"[('hawa', 'seger', 'positive')]",[A] ac-na [O] panas [S] negative,[A] ac-na [O] panas [S] negative,True
4391,"résepsionisna teu ramah pisan . jadwalna asup jam 2 beurang , tapi cenah kakara bisa asup jam 3 soré .","[('résepsionisna', 'teu ramah pisan', 'negative')]","tukang parkirna meuni ramah pisan . jadwalna asup jam 2 beurang , tapi cenah kakara bisa asup jam 3 soré .","[('tukang parkirna', 'meuni ramah pisan', 'positive')]",[A] résepsionisna [O] teu ramah pisan [S] negative,[A] résepsionisna [O] teu ramah pisan [S] negative,True
4442,wifi kurang gancang .,"[('wifi', 'kurang gancang', 'negative')]",ac gancang pisan .,"[('ac', 'gancang pisan', 'positive')]",[A] wifi [O] kurang gancang [S] negative,[A] wifi [O] kurang gancang [S] negative,True
