index,original_sentence,original_triplet,counterfact4_replaced,counterfact_triplet4_replaced,original_label,inference,is_match
3584,"bagus tempatnya , dekat rumah makan .","[('tempatnya', 'bagus', 'positive')]","sedih emasnya , dekat rumah makan .","[('emasnya', 'sedih', 'negative')]",[A] tempatnya [O] bagus [S] positive,[A] tempatnya [O] bagus [S] positive,True
3328,"kamar tidak sesuai gambar , tidak bersih .","[('kamar', 'tidak sesuai gambar', 'negative'), ('kamar', 'tidak bersih', 'negative')]","kopi cerdik sekali , sangat modis .","[('kopi', 'cerdik sekali', 'positive'), ('kopi', 'sangat modis', 'positive')]",[A] kamar [O] tidak sesuai gambar [S] negative [SSEP] [A] kamar [O] tidak bersih [S] negative,[A] kamar [O] tidak sesuai gambar [S] negative [SSEP] [A] kamar [O] tidak bersih [S] negative,True
2681,kamar bersih . ac kurang dingin .,"[('kamar', 'bersih', 'positive'), ('ac', 'kurang dingin', 'negative')]",pohon gelap . motor cukup matang .,"[('pohon', 'gelap', 'negative'), ('motor', 'cukup matang', 'positive')]",[A] kamar [O] bersih [S] positive [SSEP] [A] ac [O] kurang dingin [S] negative,[A] kamar [O] bersih [S] positive [SSEP] [A] ac [O] kurang dingin [S] negative,True
2687,tempatnya nyaman bersih .,"[('tempatnya', 'nyaman', 'positive'), ('tempatnya', 'bersih', 'positive')]",pakarnya lapuk rapuh .,"[('pakarnya', 'lapuk', 'negative'), ('pakarnya', 'rapuh', 'negative')]",[A] tempatnya [O] nyaman [S] positive [SSEP] [A] tempatnya [O] bersih [S] positive,[A] tempatnya [O] nyaman [S] positive [SSEP] [A] tempatnya [O] bersih [S] positive,True
2705,"tempatnya strategis , kamarnya sangat bagus .","[('tempatnya', 'strategis', 'positive'), ('kamarnya', 'sangat bagus', 'positive')]","pasaknya busuk , tisunya sangat pelit .","[('pasaknya', 'busuk', 'negative'), ('tisunya', 'sangat pelit', 'positive')]",[A] tempatnya [O] strategis [S] positive [SSEP] [A] kamarnya [O] sangat bagus [S] positive,[A] tempatnya [O] strategis [S] positive [SSEP] [A] kamarnya [O] sangat bagus [S] positive,True
2741,"kamar bersih , kamar mandi bersih .","[('kamar', 'bersih', 'positive'), ('kamar mandi', 'bersih', 'positive')]","kabel malas , sepatu bola galak .","[('kabel', 'malas', 'negative'), ('sepatu bola', 'galak', 'negative')]",[A] kamar [O] bersih [S] positive [SSEP] [A] kamar mandi [O] bersih [S] positive,[A] kamar [O] bersih [S] positive [SSEP] [A] kamar mandi [O] bersih [S] positive,True
2744,pelayanannya sangat baik dan memuaskan .,"[('pelayanannya', 'sangat baik', 'positive'), ('pelayanannya', 'memuaskan', 'positive')]",perindustrian basi dan sombong .,"[('perindustrian', 'basi', 'negative'), ('perindustrian', 'sombong', 'negative')]",[A] pelayanannya [O] sangat baik [S] positive [SSEP] [A] pelayanannya [O] memuaskan [S] positive,[A] pelayanannya [O] sangat baik [S] positive [SSEP] [A] pelayanannya [O] memuaskan [S] positive,True
2811,kamarnya bersih pelayanannya ramah .,"[('kamarnya', 'bersih', 'positive'), ('pelayanannya', 'ramah', 'positive')]",pembangunan kotor kemejanya lelet .,"[('pembangunan', 'kotor', 'negative'), ('kemejanya', 'lelet', 'negative')]",[A] kamarnya [O] bersih [S] positive [SSEP] [A] pelayanannya [O] ramah [S] positive,[A] kamarnya [O] bersih [S] positive [SSEP] [A] pelayanannya [O] ramah [S] positive,True
2831,"pelayanan ramah dan kamar bersih , selalu airy jadi pilihan saya .","[('pelayanan', 'ramah', 'positive'), ('kamar', 'bersih', 'positive')]","penggaris lemot dan supir rapuh , selalu airy jadi pilihan saya .","[('penggaris', 'lemot', 'negative'), ('supir', 'rapuh', 'negative')]",[A] pelayanan [O] ramah [S] positive [SSEP] [A] kamar [O] bersih [S] positive,[A] pelayanan [O] ramah [S] positive [SSEP] [A] kamar [O] bersih [S] positive,True
2893,"kamarnya kurang nyaman , kurang bersih .","[('kamarnya', 'kurang nyaman', 'negative'), ('kamarnya', 'kurang bersih', 'negative')]","mobil balap sangat lezat , cukup berani .","[('mobil balap', 'sangat lezat', 'positive'), ('mobil balap', 'cukup berani', 'positive')]",[A] kamarnya [O] kurang nyaman [S] negative [SSEP] [A] kamarnya [O] kurang bersih [S] negative,[A] kamarnya [O] kurang nyaman [S] negative [SSEP] [A] kamarnya [O] kurang bersih [S] negative,True
2899,"air panas tidak berfungsi , kebersihan kamar kurang .","[('air panas', 'tidak berfungsi', 'negative'), ('kebersihan kamar', 'kurang', 'negative')]","mesinnya ramah sekali , gedung kuliahnya cepat .","[('mesinnya', 'ramah sekali', 'positive'), ('gedung kuliahnya', 'cepat', 'positive')]",[A] air panas [O] tidak berfungsi [S] negative [SSEP] [A] kebersihan kamar [O] kurang [S] negative,[A] air panas [O] tidak berfungsi [S] negative [SSEP] [A] kebersihan kamar [O] kurang [S] negative,True
2900,suasana tenang dan nyaman .,"[('suasana', 'tenang', 'positive'), ('suasana', 'nyaman', 'positive')]",mobilnya beku dan gerah .,"[('mobilnya', 'beku', 'negative'), ('mobilnya', 'gerah', 'negative')]",[A] suasana [O] tenang [S] positive [SSEP] [A] suasana [O] nyaman [S] positive,[A] suasana [O] tenang [S] positive [SSEP] [A] suasana [O] nyaman [S] positive,True
2920,"ac kurang dingin . tetapi overall oke , akan stay disini lagi .","[('ac', 'kurang dingin', 'negative'), ('overall', 'oke', 'positive')]","tas sangat gurih . tetapi planet sakit , akan stay disini lagi .","[('tas', 'sangat gurih', 'positive'), ('planet', 'sakit', 'negative')]",[A] ac [O] kurang dingin [S] negative [SSEP] [A] overall [O] oke [S] positive,[A] ac [O] kurang dingin [S] negative [SSEP] [A] overall [O] oke [S] positive,True
2951,"tempat tidur nyaman , kamar mandi oke .","[('tempat tidur', 'nyaman', 'positive'), ('kamar mandi', 'oke', 'positive')]","gula pasir sumbang , biologisnya pelit .","[('gula pasir', 'sumbang', 'negative'), ('biologisnya', 'pelit', 'negative')]",[A] tempat tidur [O] nyaman [S] positive [SSEP] [A] kamar mandi [O] oke [S] positive,[A] tempat tidur [O] nyaman [S] positive [SSEP] [A] kamar mandi [O] oke [S] positive,True
2992,pelayanan resepsionis kurang . selebihnya oke .,"[('pelayanan resepsionis', 'kurang', 'negative'), ('selebihnya', 'oke', 'positive')]",pesawat ulang aliknya manis . roketnya mual .,"[('pesawat ulang aliknya', 'manis', 'positive'), ('roketnya', 'mual', 'negative')]",[A] pelayanan resepsionis [O] kurang [S] negative [SSEP] [A] selebihnya [O] oke [S] positive,[A] pelayanan resepsionis [O] kurang [S] negative [SSEP] [A] selebihnya [O] oke [S] positive,True
3206,"kamar tidak terawat , kamar mandi kurang bersih .","[('kamar', 'tidak terawat', 'negative'), ('kamar mandi', 'kurang bersih', 'negative')]","kereta sangat gurih , kapal pesiar rendah hati .","[('kereta', 'sangat gurih', 'positive'), ('kapal pesiar', 'rendah hati', 'positive')]",[A] kamar [O] tidak terawat [S] negative [SSEP] [A] kamar mandi [O] kurang bersih [S] negative,[A] kamar [O] tidak terawat [S] negative [SSEP] [A] kamar mandi [O] kurang bersih [S] negative,True
2618,hotelnya bagus bersih nyaman .,"[('hotelnya', 'bagus', 'positive'), ('hotelnya', 'bersih', 'positive'), ('hotelnya', 'nyaman', 'positive')]",kapal galak malu kasar .,"[('kapal', 'galak', 'negative'), ('hotelnya', 'malu', 'negative'), ('hotelnya', 'kasar', 'negative')]",[A] hotelnya [O] bagus [S] positive [SSEP] [A] hotelnya [O] bersih [S] positive [SSEP] [A] hotelnya [O] nyaman [S] positive,[A] hotelnya [O] bagus [S] positive [SSEP] [A] hotelnya [O] bersih [S] positive [SSEP] [A] hotelnya [O] nyaman [S] positive,True
2696,tempatnya bersih dan nyaman . staf nya ramah .,"[('tempatnya', 'bersih', 'positive'), ('tempatnya', 'nyaman', 'positive'), ('staf nya', 'ramah', 'positive')]",kantong gelap dan curang . tombolnya lama .,"[('kantong', 'gelap', 'negative'), ('kantong', 'curang', 'negative'), ('tombolnya', 'lama', 'negative')]",[A] tempatnya [O] bersih [S] positive [SSEP] [A] tempatnya [O] nyaman [S] positive [SSEP] [A] staf nya [O] ramah [S] positive,[A] tempatnya [O] bersih [S] positive [SSEP] [A] tempatnya [O] nyaman [S] positive [SSEP] [A] staf nya [O] ramah [S] positive,True
2994,kamar bagus dan bersih tetapi kurang besar .,"[('kamar', 'bagus', 'positive'), ('kamar', 'bersih', 'positive'), ('kamar', 'kurang besar', 'negative')]",buku galak dan judes tetapi sangat kuat .,"[('buku', 'galak', 'negative'), ('buku', 'judes', 'negative'), ('buku', 'sangat kuat', 'positive')]",[A] kamar [O] bagus [S] positive [SSEP] [A] kamar [O] bersih [S] positive [SSEP] [A] kamar [O] kurang besar [S] negative,[A] kamar [O] bagus [S] positive [SSEP] [A] kamar [O] bersih [S] positive [SSEP] [A] kamar [O] kurang besar [S] negative,True
3015,"staf kurang ramah , sarung bantal kotor , pintu kamar mandi rusak .","[('staf', 'kurang ramah', 'negative'), ('sarung bantal', 'kotor', 'negative'), ('pintu kamar mandi', 'rusak', 'negative')]","penghapus manis sekali , papan tulis gagah , tenaga kependidikan segar .","[('penghapus', 'manis sekali', 'positive'), ('papan tulis', 'gagah', 'positive'), ('tenaga kependidikan', 'segar', 'positive')]",[A] staf [O] kurang ramah [S] negative [SSEP] [A] sarung bantal [O] kotor [S] negative [SSEP] [A] pintu kamar mandi [O] rusak [S] negative,[A] staf [O] kurang ramah [S] negative [SSEP] [A] sarung bantal [O] kotor [S] negative [SSEP] [A] pintu kamar mandi [O] rusak [S] negative,True
3025,"pelayanan sangat baik , kamar bersih , tetapi tidak ada sarapan .","[('pelayanan', 'sangat baik', 'positive'), ('kamar', 'bersih', 'positive'), ('sarapan', 'tidak ada', 'negative')]","coklat rapuh , gelas kecut , tetapi ramah galon .","[('coklat', 'rapuh', 'negative'), ('gelas', 'kecut', 'negative'), ('galon', 'ramah', 'positive')]",[A] pelayanan [O] sangat baik [S] positive [SSEP] [A] kamar [O] bersih [S] positive [SSEP] [A] sarapan [O] tidak ada [S] negative,[A] pelayanan [O] sangat baik [S] positive [SSEP] [A] kamar [O] bersih [S] positive [SSEP] [A] sarapan [O] tidak ada [S] negative,True
