index,original_sentence,original_triplet,counterfact4_replaced,counterfact_triplet4_replaced,original_label,inference,is_match
176,air panas kamar mandi kurang panas .,"[('air panas kamar mandi', 'kurang panas', 'negative')]",harga tiket kereta cepat enak sekali .,"[('harga tiket kereta cepat', 'enak sekali', 'positive')]",[A] air panas kamar mandi [O] kurang panas [S] negative,[A] air panas kamar mandi [O] kurang panas [S] negative,True
182,di kamar basement sinyal hp tidak ada .,"[('sinyal hp', 'tidak ada', 'negative')]",di kamar basement kucing hitam sangat keras .,"[('kucing hitam', 'sangat keras', 'positive')]",[A] sinyal hp [O] tidak ada [S] negative,[A] sinyal hp [O] tidak ada [S] negative,True
200,overall is oke lah .,"[('overall', 'oke', 'positive')]",air is mahal lah .,"[('air', 'mahal', 'negative')]",[A] overall [O] oke [S] positive,[A] overall [O] oke [S] positive,True
230,"tempatnya bagus untuk istirahat , terimakasih airy .","[('tempatnya', 'bagus untuk istirahat', 'positive')]","ayamnya sangat pahit dan asam , terimakasih airy .","[('ayamnya', 'sangat pahit dan asam', 'negative')]",[A] tempatnya [O] bagus untuk istirahat [S] positive,[A] tempatnya [O] bagus untuk istirahat [S] positive,True
238,kebersihan kamar masih jelek .,"[('kebersihan kamar', 'jelek', 'negative')]",energi anginnya masih cerah .,"[('energi anginnya', 'cerah', 'positive')]",[A] kebersihan kamar [O] jelek [S] negative,[A] kebersihan kamar [O] jelek [S] negative,True
267,kurang cuma pada sarapan yang cuma di kasih 1 x di hari pertama .,"[('sarapan', 'cuma di kasih 1 x di hari pertama', 'negative')]",kurang cuma pada galaksi yang harum menyebar lembut sejak pagi .,"[('galaksi', 'harum menyebar lembut sejak pagi', 'positive')]",[A] sarapan [O] cuma di kasih 1 x di hari pertama [S] negative,[A] sarapan [O] cuma di kasih 1 x di hari pertama [S] negative,True
272,tidak disediakan tisu : ( .,"[('tisu', 'tidak disediakan', 'negative')]",keras seperti batu bunga : ( .,"[('bunga', 'keras seperti batu', 'positive')]",[A] tisu [O] tidak disediakan [S] negative,[A] tisu [O] tidak disediakan [S] negative,True
327,"staf ramah sekali , terutama saat breakfast .","[('staf', 'ramah sekali , terutama saat breakfast', 'positive')]","angin sangat mahal , apalagi hari libur .","[('mangga', 'sangat mahal , apalagi hari libur', 'negative')]","[A] staf [O] ramah sekali , terutama saat breakfast [S] positive","[A] staf [O] ramah sekali , terutama saat breakfast [S] positive",True
362,tolong di tingkatkan kamar mandi nya .,"[('kamar mandi nya', 'tolong di tingkatkan', 'positive')]",kurang cepat sedikit bumbu rendang .,"[('bumbu rendang', 'kurang cepat sedikit', 'negative')]",[A] kamar mandi nya [O] tolong di tingkatkan [S] positive,[A] kamar mandi nya [O] tolong di tingkatkan [S] positive,True
372,sarapan enak .,"[('sarapan', 'enak', 'positive')]",daun mahal .,"[('daun', 'mahal', 'negative')]",[A] sarapan [O] enak [S] positive,[A] sarapan [O] enak [S] positive,True
377,suka dengan suasana penginapannya .,"[('suasana penginapannya', 'suka', 'positive')]",sedih dengan harga sepatu lari .,"[('harga sepatu lari', 'sedih', 'negative')]",[A] suasana penginapannya [O] suka [S] positive,[A] suasana penginapannya [O] suka [S] positive,True
391,baik pelayanan nya .,"[('pelayanan nya', 'baik', 'positive')]",keras nasi kuning .,"[('nasi kuning', 'keras', 'negative')]",[A] pelayanan nya [O] baik [S] positive,[A] pelayanan nya [O] baik [S] positive,True
436,pintu tidak bisa di kunci dari luar .,"[('pintu', 'tidak bisa di kunci', 'negative')]",lukisan lancar dan mulus dari luar .,"[('lukisan', 'lancar dan mulus', 'positive')]",[A] pintu [O] tidak bisa di kunci [S] negative,[A] pintu [O] tidak bisa di kunci [S] negative,True
460,bantal bertuliskan airy sudah tidak layak .,"[('bantal', 'sudah tidak layak', 'negative')]",batik bertuliskan airy rasanya manis .,"[('batik', 'rasanya manis', 'positive')]",[A] bantal [O] sudah tidak layak [S] negative,[A] bantal [O] sudah tidak layak [S] negative,True
536,kamar mandi tidak ada exhaust nya .,"[('exhaust nya', 'tidak ada', 'negative')]",kamar mandi puas pulpen .,"[('pulpen', 'puas', 'positive')]",[A] exhaust nya [O] tidak ada [S] negative,[A] exhaust nya [O] tidak ada [S] negative,True
562,semua sudah cukup baik .,"[('semua', 'cukup baik', 'positive')]",toilet sudah amat mahal .,"[('toilet', 'amat mahal', 'negative')]",[A] semua [O] cukup baik [S] positive,[A] semua [O] cukup baik [S] positive,True
572,kurang snack saja .,"[('snack', 'kurang', 'negative')]",bersih video saja .,"[('video', 'bersih', 'positive')]",[A] snack [O] kurang [S] negative,[A] snack [O] kurang [S] negative,True
617,kamar nya sempit .,"[('kamar nya', 'sempit', 'negative')]",harga tiket enak .,"[('harga tiket', 'enak', 'positive')]",[A] kamar nya [O] sempit [S] negative,[A] kamar nya [O] sempit [S] negative,True
644,room yang bersih .,"[('room', 'bersih', 'positive')]",meteor yang macet .,"[('meteor', 'macet', 'negative')]",[A] room [O] bersih [S] positive,[A] room [O] bersih [S] positive,True
671,"pelayanan baik , terima kasih .","[('pelayanan', 'baik', 'positive')]","harga emas keras , terima kasih .","[('harga emas', 'keras', 'negative')]",[A] pelayanan [O] baik [S] positive,[A] pelayanan [O] baik [S] positive,True
714,kualitas sesuai lah .,"[('kualitas', 'sesuai', 'positive')]",rasa mie bau lah .,"[('rasa mie', 'bau', 'negative')]",[A] kualitas [O] sesuai [S] positive,[A] kualitas [O] sesuai [S] positive,True
780,hanya ac nya agak kurang dingin .,"[('ac nya', 'agak kurang dingin', 'negative')]",hanya papan puas dengan terangnya .,"[('papan', 'puas dengan terangya', 'positive')]",[A] ac nya [O] agak kurang dingin [S] negative,[A] ac nya [O] agak kurang dingin [S] negative,True
813,air kurang panas . itu saja .,"[('air', 'kurang panas', 'negative')]",pot cepat sekali . itu saja .,"[('pot', 'cepat sekali', 'positive')]",[A] air [O] kurang panas [S] negative,[A] air [O] kurang panas [S] negative,True
820,pelayanan ramah .,"[('pelayanan', 'ramah', 'positive')]",jalur bus mahal .,"[('jalur bus', 'mahal', 'negative')]",[A] pelayanan [O] ramah [S] positive,[A] pelayanan [O] ramah [S] positive,True
926,pelayanan bagus untuk budget hotel .,"[('pelayanan', 'bagus', 'positive')]",layar tv mahal untuk budget hotel .,"[('layar tv', 'mahal', 'negative')]",[A] pelayanan [O] bagus [S] positive,[A] pelayanan [O] bagus [S] positive,True
932,selimut/sprey kurang bersih .,"[('selimut/seprai', 'kurang bersih', 'negative')]",harga baju dari bandung enak sekali .,"[('harga baju dari bandung', 'enak sekali', 'positive')]",[A] selimut/seprai [O] kurang bersih [S] negative,[A] selimut/seprai [O] kurang bersih [S] negative,True
955,kamar mandinya jorok .,"[('kamar mandinya', 'jorok', 'negative')]",rekening tabungan menyenangkan .,"[('rekening tabungan', 'menyenangkan', 'positive')]",[A] kamar mandinya [O] jorok [S] negative,[A] kamar mandinya [O] jorok [S] negative,True
961,"ini kedua kalinya saya menginap disini , airnya masih asin .","[('airnya', 'asin', 'negative')]","ini kedua kalinya saya menginap disini , buku masih lancar .","[('buku', 'lancar', 'positive')]",[A] airnya [O] asin [S] negative,[A] airnya [O] asin [S] negative,True
962,airy oke punya .,"[('airy', 'oke', 'positive')]",radio lelet punya .,"[('radio', 'lelet', 'negative')]",[A] airy [O] oke [S] positive,[A] airy [O] oke [S] positive,True
965,pintu kamar bawahnya kurang rapat . bisa di menjenguk . hadehh .,"[('pintu kamar bawahnya', 'kurang rapat . bisa di menjenguk', 'negative')]",lukisan kanvas portabel mini sangat hangat . suasana terasa ramah . hadehh .,"[('lukisan kanvas portabel mini', 'sangat hangat . suasana terasa ramah', 'positive')]",[A] pintu kamar bawahnya [O] kurang rapat . bisa di menjenguk [S] negative,[A] pintu kamar bawahnya [O] kurang rapat . bisa di menjenguk [S] negative,True
967,saya senang sama rooms nya .,"[('rooms', 'senang', 'positive')]",saya kotor sama radio nya .,"[('radio', 'kotor', 'negative')]",[A] rooms [O] senang [S] positive,[A] rooms [O] senang [S] positive,True
985,baiklah semuanya baik .,"[('semuanya', 'baik', 'positive')]",baiklah anggaran keras .,"[('anggaran', 'keras', 'negative')]",[A] semuanya [O] baik [S] positive,[A] semuanya [O] baik [S] positive,True
1003,lokasinya yang sulit ditemukan .,"[('lokasinya', 'sulit ditemukan', 'negative')]",bumbu yang sangat manis sekali .,"[('bumbu', 'sangat manis sekali', 'positive')]",[A] lokasinya [O] sulit ditemukan [S] negative,[A] lokasinya [O] sulit ditemukan [S] negative,True
1019,tidak ada termos air panas .,"[('termos air panas', 'tidak ada', 'negative')]",harmoni buku bergambar .,"[('buku bergambar', 'harmoni', 'positive')]",[A] termos air panas [O] tidak ada [S] negative,[A] termos air panas [O] tidak ada [S] negative,True
1042,yang kurang hanya airnya saja agak bau kalau awalawal digunakan .,"[('airnya', 'agak bau kalau awal awal digunakan', 'negative')]",yang kurang hanya patung saja terlihat cerah berkilau sepanjang hari .,"[('patung', 'terlihat cerah berkilau sepanjang hari', 'positive')]",[A] airnya [O] agak bau kalau awal awal digunakan [S] negative,[A] airnya [O] agak bau kalau awal awal digunakan [S] negative,True
1059,1 . ruangan kamar gelap .,"[('ruangan kamar', 'gelap', 'negative')]",1 . jaket kulit tenang .,"[('jaket kulit', 'tenang', 'positive')]",[A] ruangan kamar [O] gelap [S] negative,[A] ruangan kamar [O] gelap [S] negative,True
1100,"hotel yang bagus , tetap pertahankan .","[('hotel', 'bagus , tetap pertahankan', 'positive')]","bus yang pahit , jangan makan .","[('bus', 'pahit , jangan makan', 'negative')]","[A] hotel [O] bagus , tetap pertahankan [S] positive","[A] hotel [O] bagus , tetap pertahankan [S] positive",True
1124,kamar 215 nya seram banget .,"[('kamar', 'seram banget', 'negative')]",roket 215 nya lancar sekali .,"[('roket', 'lancar sekali', 'positive')]",[A] kamar [O] seram banget [S] negative,[A] kamar [O] seram banget [S] negative,True
1139,"kebersihan baik , teruskan .","[('kebersihan', 'baik', 'positive')]","komiknya keras , teruskan .","[('komiknya', 'keras', 'negative')]",[A] kebersihan [O] baik [S] positive,[A] kebersihan [O] baik [S] positive,True
1151,pintu kamar mandi rusak 206 .,"[('pintu kamar mandi', 'rusak', 'negative')]",sistem perdagangan luar hangat 206 .,"[('sistem perdagangan luar', 'hangat', 'positive')]",[A] pintu kamar mandi [O] rusak [S] negative,[A] pintu kamar mandi [O] rusak [S] negative,True
1154,sangat kecewa dengan pelayan di hotel ini .,"[('pelayan', 'sangat kecewa', 'negative')]",sangat lezat dengan kendaraan di hotel ini .,"[('kendaraan', 'sangat lezat', 'positive')]",[A] pelayan [O] sangat kecewa [S] negative,[A] pelayan [O] sangat kecewa [S] negative,True
1182,perasaan aku pesan ada sarapannya . tetapi tidak datang .,"[('sarapannya', 'tidak datang', 'negative')]",perasaan aku pesan ada saksi mata . tetapi sangat segar .,"[('saksi mata', 'sangat segar', 'positive')]",[A] sarapannya [O] tidak datang [S] negative,[A] sarapannya [O] tidak datang [S] negative,True
1190,over all suka . semoga sering diskon . terimakasih airy rooms .,"[('over all', 'suka', 'positive')]",daun mahal . semoga sering diskon . terimakasih airy rooms .,"[('daun', 'mahal', 'negative')]",[A] over all [O] suka [S] positive,[A] over all [O] suka [S] positive,True
1234,pelayanan kurang mudah senyum . 1 10 : 7 .,"[('pelayanan', 'kurang mudah senyum', 'negative')]",pot bunga selalu cepat sampai . 1 10 : 7 .,"[('pot bunga', 'selalu cepat sampai', 'positive')]",[A] pelayanan [O] kurang mudah senyum [S] negative,[A] pelayanan [O] kurang mudah senyum [S] negative,True
1246,cuma kamar mandi agak menggenang airnya setelah dipakai .,"[('kamar mandi', 'agak menggenang airnya setelah dipakai', 'negative')]",cuma seni rupa sangat aman nyaman proses berjalan mulus .,"[('seni rupa', 'sangat aman nyaman proses berjalan mulus', 'positive')]",[A] kamar mandi [O] agak menggenang airnya setelah dipakai [S] negative,[A] kamar mandi [O] agak menggenang airnya setelah dipakai [S] negative,True
1313,baik keseluruhan .,"[('keseluruhan', 'baik', 'positive')]",keras tiket bioskop .,"[('tiket bioskop', 'keras', 'negative')]",[A] keseluruhan [O] baik [S] positive,[A] keseluruhan [O] baik [S] positive,True
1321,kebersihan kamar tolong diperbaiki lagi iya .,"[('kebersihan kamar', 'tolong diperbaiki lagi', 'negative')]",surat elektronik amat nyaman mulus sekali iya .,"[('surat elektronik', 'amat nyaman mulus sekali', 'positive')]",[A] kebersihan kamar [O] tolong diperbaiki lagi [S] negative,[A] kebersihan kamar [O] tolong diperbaiki lagi [S] negative,True
1351,harga murce deh .,"[('harga', 'murce', 'positive')]",video rusak deh .,"[('video', 'rusak', 'negative')]",[A] harga [O] murce [S] positive,[A] harga [O] murce [S] positive,True
1393,airy yang sangat berkesan bagi saya dan keluarga . terimakasih !,"[('airy', 'sangat berkesan', 'positive')]",radio yang sangat pahit bagi saya dan keluarga . terimakasih !,"[('radio', 'sangat pahit', 'negative')]",[A] airy [O] sangat berkesan [S] positive,[A] airy [O] sangat berkesan [S] positive,True
1457,air di bathup kotor .,"[('air', 'kotor', 'negative')]",email di bathup cepat .,"[('email', 'cepat', 'positive')]",[A] air [O] kotor [S] negative,[A] air [O] kotor [S] negative,True
1459,"sangat baik untuk pelayanan kamar hotelnya , semoga kedepannya tetap menjaga pelayanan kamarnya iya !","[('pelayanan', 'sangat baik', 'positive')]","sangat tua untuk rumusnya kamar hotelnya , semoga kedepannya tetap menjaga pelayanan kamarnya iya !","[('rumusnya', 'sangat tua', 'negative')]",[A] pelayanan [O] sangat baik [S] positive,[A] pelayanan [O] sangat baik [S] positive,True
1460,kamar yang saya dapat kurang bersih .,"[('kamar', 'kurang bersih', 'negative')]",buku yang saya dapat cepat sekali .,"[('buku', 'cepat sekali', 'positive')]",[A] kamar [O] kurang bersih [S] negative,[A] kamar [O] kurang bersih [S] negative,True
1551,airnya berbau .,"[('airnya', 'berbau', 'negative')]",buku manis .,"[('buku', 'manis', 'positive')]",[A] airnya [O] berbau [S] negative,[A] airnya [O] berbau [S] negative,True
1573,bapak ibu pemiliknya baik .,"[('pemiliknya', 'baik', 'positive')]",bapak ibu komputer mini keras .,"[('komputer mini', 'keras', 'negative')]",[A] pemiliknya [O] baik [S] positive,[A] pemiliknya [O] baik [S] positive,True
1581,sarapan pagi seharusnya ada .,"[('sarapan pagi', 'seharusnya ada', 'negative')]",gitar kecil amat cepat sekali .,"[('gitar kecil', 'amat cepat sekali', 'positive')]",[A] sarapan pagi [O] seharusnya ada [S] negative,[A] sarapan pagi [O] seharusnya ada [S] negative,True
1595,pelayanan yang kurang baik .,"[('pelayanan', 'kurang baik', 'negative')]",harga tiket yang sangat manis .,"[('harga tiket', 'sangat manis', 'positive')]",[A] pelayanan [O] kurang baik [S] negative,[A] pelayanan [O] kurang baik [S] negative,True
1630,peralatan kamar mandi kurang lengkap .,"[('peralatan kamar mandi', 'kurang lengkap', 'negative')]",senar gitar klasik wangi sekali .,"[('senar gitar klasik', 'wangi sekali', 'positive')]",[A] peralatan kamar mandi [O] kurang lengkap [S] negative,[A] peralatan kamar mandi [O] kurang lengkap [S] negative,True
1666,waktu menginap tidak dapat handuknya .,"[('handuknya', 'tidak dapat', 'negative')]",waktu menginap cepat sekolahnya .,"[('sekolahnya', 'cepat', 'positive')]",[A] handuknya [O] tidak dapat [S] negative,[A] handuknya [O] tidak dapat [S] negative,True
1685,"air panas nya tidak banget panas , saya bawa anak bayi kasihan jadi mandi air dingin .","[('air panas nya', 'tidak banget panas , saya bawa anak bayi kasihan jadi mandi air dingin', 'negative')]","harga tiketnya sangat empuk sekali , saya beli puluhan tiket jadi semua nya terasa nyaman .","[('harga tiketnya', 'sangat empuk sekali , saya beli puluhan tiket jadi semua nya terasa nyaman', 'positive')]","[A] air panas nya [O] tidak banget panas , saya bawa anak bayi kasihan jadi mandi air dingin [S] negative","[A] air panas nya [O] tidak banget panas , saya bawa anak bayi kasihan jadi mandi air dingin [S] negative",True
1716,hanya kurang di handuk yang kotor .,"[('handuk', 'kotor', 'negative')]",hanya kurang di lukisan yang enak .,"[('lukisan', 'enak', 'positive')]",[A] handuk [O] kotor [S] negative,[A] handuk [O] kotor [S] negative,True
1760,ac kamar nya mengeluarkan suara berisik .,"[('ac', 'berisik', 'negative')]",gen kamar nya mengeluarkan suara sangat manis .,"[('gen', 'sangat manis', 'positive')]",[A] ac [O] berisik [S] negative,[A] ac [O] berisik [S] negative,True
1762,di kamar tidak tersedia handuk .,"[('handuk', 'tidak tersedia', 'negative')]",di kamar sangat murah motor tua .,"[('motor tua', 'sangat murah', 'positive')]",[A] handuk [O] tidak tersedia [S] negative,[A] handuk [O] tidak tersedia [S] negative,True
1816,secara keseluruhan semuanya sudah baik .,"[('secara keseluruhan semuanya', 'baik', 'positive')]",lukisan cat air tradisionalnya sudah keras .,"[('lukisan cat air tradisionalnya', 'keras', 'negative')]",[A] secara keseluruhan semuanya [O] baik [S] positive,[A] secara keseluruhan semuanya [O] baik [S] positive,True
1857,"untuk kamar disini tidak recommended , lebih baik cari yang lain .","[('kamar', 'tidak recommended , lebih baik cari yang lain', 'negative')]","untuk uang disini sangat puas , cocok untuk koleksi .","[('uang', 'sangat puas , cocok untuk koleksi', 'positive')]","[A] kamar [O] tidak recommended , lebih baik cari yang lain [S] negative","[A] kamar [O] tidak recommended , lebih baik cari yang lain [S] negative",True
1872,tempat tidur kotor .,"[('tempat tidur', 'kotor', 'negative')]",kuas cat air wangi .,"[('kuas cat air', 'wangi', 'positive')]",[A] tempat tidur [O] kotor [S] negative,[A] tempat tidur [O] kotor [S] negative,True
1925,selalu suka dengan pelayanannya .,"[('pelayanannya', 'selalu suka', 'positive')]",kurang cepat dengan jalan raya .,"[('jalan raya', 'kurang cepat', 'negative')]",[A] pelayanannya [O] selalu suka [S] positive,[A] pelayanannya [O] selalu suka [S] positive,True
1938,fasilitas hotel harus lebih diperhatikan .,"[('fasilitas hotel', 'lebih diperhatikan', 'negative')]",kucing persia harus amat cepat sampai .,"[('kucing persia', 'amat cepat sampai', 'positive')]",[A] fasilitas hotel [O] lebih diperhatikan [S] negative,[A] fasilitas hotel [O] lebih diperhatikan [S] negative,True
1940,"air nya sempat mati , sehingga saya harus pindah kamar .","[('air nya', 'sempat mati , sehingga saya harus pindah kamar', 'negative')]","sampah sangat wangi sekali , sehingga semua orang ingin memilikinya .","[('sampah', 'sangat wangi sekali , sehingga semua orang ingin memilikinya', 'positive')]","[A] air nya [O] sempat mati , sehingga saya harus pindah kamar [S] negative","[A] air nya [O] sempat mati , sehingga saya harus pindah kamar [S] negative",True
1960,makanan enak .,"[('makanan', 'enak', 'positive')]",botolnya lambat .,"[('botolnya', 'lambat', 'negative')]",[A] makanan [O] enak [S] positive,[A] makanan [O] enak [S] positive,True
1980,kamar panas karena ac tidak dingin .,"[('kamar', 'panas karena ac tidak dingin', 'negative')]",angin sangat murah karena diskon besar .,"[('angin', 'sangat murah karena diskon besar', 'positive')]",[A] kamar [O] panas karena ac tidak dingin [S] negative,[A] kamar [O] panas karena ac tidak dingin [S] negative,True
1996,karena harga terjangkau .,"[('harga', 'terjangkau', 'positive')]",karena meteor sangat pahit .,"[('meteor', 'sangat pahit', 'negative')]",[A] harga [O] terjangkau [S] positive,[A] harga [O] terjangkau [S] positive,True
2003,nyaman hotelnya apalagi dapat promo dari airy . kalau ke malang ingin menginap disini lagi .,"[('hotelnya', 'nyaman', 'positive')]",busuk potnya apalagi dapat promo dari airy . kalau ke malang ingin menginap disini lagi .,"[('potnya', 'busuk', 'negative')]",[A] hotelnya [O] nyaman [S] positive,[A] hotelnya [O] nyaman [S] positive,True
2023,pelayanan cek in lama .,"[('pelayanan cek in', 'lama', 'negative')]",harga emas murni manis .,"[('harga emas murni', 'manis', 'positive')]",[A] pelayanan cek in [O] lama [S] negative,[A] pelayanan cek in [O] lama [S] negative,True
2139,keamanan terjaga karena ada cctv dan keamanan .,"[('keamanan', 'terjaga karena ada cctv dan keamanan', 'positive')]",komoditas terlalu pahit karena gula habis total .,"[('komoditas', 'terlalu pahit karena gula habis total', 'negative')]",[A] keamanan [O] terjaga karena ada cctv dan keamanan [S] positive,[A] keamanan [O] terjaga karena ada cctv dan keamanan [S] positive,True
2141,fasilitas oke punya .,"[('fasilitas', 'oke', 'positive')]",patungnya anyir punya .,"[('patungnya', 'anyir', 'negative')]",[A] fasilitas [O] oke [S] positive,[A] fasilitas [O] oke [S] positive,True
2169,kasurnya agak reot jadi diganjal pakai batu .,"[('kasurnya', 'agak reot jadi diganjal pakai batu', 'negative')]",angin nya sangat bagus jadi langsung dibeli pakai kartu .,"[('angin nya', 'sangat bagus jadi langsung dibeli pakai kartu', 'positive')]",[A] kasurnya [O] agak reot jadi diganjal pakai batu [S] negative,[A] kasurnya [O] agak reot jadi diganjal pakai batu [S] negative,True
2199,minus : resepsionis yang lakilaki kurang ramah .,"[('resepsionis', 'kurang ramah', 'negative')]",minus : pohon mangga besar yang lakilaki wangi sekali .,"[('pohon mangga besar', 'wangi sekali', 'positive')]",[A] resepsionis [O] kurang ramah [S] negative,[A] resepsionis [O] kurang ramah [S] negative,True
2296,fasilitas oke .,"[('fasilitas', 'oke', 'positive')]",hujan mahal .,"[('hujan', 'mahal', 'negative')]",[A] fasilitas [O] oke [S] positive,[A] fasilitas [O] oke [S] positive,True
2315,dpet kamar yang kurang menarik . semoga next dapat kamar yang seperti dgmbar .,"[('kamar', 'kurang menarik', 'negative')]",dpet kucing yang mengenyangkan sekali . semoga next dapat kamar yang seperti dgmbar .,"[('kucing', 'mengenyangkan sekali', 'positive')]",[A] kamar [O] kurang menarik [S] negative,[A] kamar [O] kurang menarik [S] negative,True
2391,kamarnya benar benar sesuai dengan yang ada di photo .,"[('kamarnya', 'benar benar sesuai dengan yang ada di photo', 'positive')]",pianonya sangat pahit kotor tidak berbau enak .,"[('pianonya', 'sangat pahit kotor tidak berbau enak', 'negative')]",[A] kamarnya [O] benar benar sesuai dengan yang ada di photo [S] positive,[A] kamarnya [O] benar benar sesuai dengan yang ada di photo [S] positive,True
2393,"tempat transit , makanannya enak .","[('makanannya', 'enak', 'positive')]","tempat transit , lukisannya bau .","[('lukisannya', 'bau', 'negative')]",[A] makanannya [O] enak [S] positive,[A] makanannya [O] enak [S] positive,True
2399,"terimakasih airy , layanannya sangat sangat baik , moga kedepannya airy semakin sukses . amien .","[('layanannya', 'sangat sangat baik', 'positive')]","erimakasih airy , peraturan pahit, moga kedepannya airy semakin sukses . amien .","[('peraturan', 'pahit', 'negative')]",[A] layanannya [O] sangat sangat baik [S] positive,[A] layanannya [O] sangat sangat baik [S] positive,True
2409,tidak ada lift . kesulitannya hanya mengangkut koper tetapi ada porter yang siap membantu .,"[('lift', 'tidak ada', 'negative')]",baik amat radio . kesulitannya hanya mengangkut koper tetapi ada porter yang siap membantu .,"[('radio', 'baik amat', 'positive')]",[A] lift [O] tidak ada [S] negative,[A] lift [O] tidak ada [S] negative,True
2415,kamar bersih hotel berada disamping gran mall batangase yang megah dan mewah .,"[('kamar', 'bersih', 'positive')]",angin kotor hotel berada disamping gran mall batangase yang megah dan mewah .,"[('angin', 'kotor', 'negative')]",[A] kamar [O] bersih [S] positive,[A] kamar [O] bersih [S] positive,True
2458,karena terlalu banyak kamar jadi tidak diperhatikan masalah kebersihan .,"[('kebersihan', 'karena terlalu banyak kamar jadi tidak diperhatikan', 'negative')]","tabil sekali , jadi proses berjalan sangat mulus masalah ekonomi .","[('ekonomi', 'stabil sekali , jadi proses berjalan sangat mulus', 'positive')]",[A] kebersihan [O] karena terlalu banyak kamar jadi tidak diperhatikan [S] negative,[A] kebersihan [O] karena terlalu banyak kamar jadi tidak diperhatikan [S] negative,True
2463,tidak ada wifi sesuai yang di iklankan .,"[('wifi', 'tidak ada', 'negative')]",baiknya drum sesuai yang di iklankan .,"[('drum', 'baiknya', 'positive')]",[A] wifi [O] tidak ada [S] negative,[A] wifi [O] tidak ada [S] negative,True
