clean,corrupted,correct_label,incorrect_label,correct_idx,incorrect_idx
makanan yang kurang memuaskan . [A] [O] [S],fasilitas yang cukup memuaskan . [A] [O] [S],[A] makanan [O] kurang memuaskan [S] negative,[A] fasilitas [O] cukup memuaskan [S] positive,"[[508, 32, 60, 296, 19262, 276, 508, 46, 60, 27265, 524, 1833, 84, 78351, 508, 50, 60, 8225]]","[[508, 32, 60, 66518, 3664, 300, 508, 46, 60, 92743, 454, 1833, 84, 78351, 508, 50, 60, 6785]]"
makanan yang kurang memuaskan . [A] [S] [O],fasilitas yang cukup memuaskan . [A] [S] [O],[A] makanan [S] negative [O] kurang memuaskan,[A] fasilitas [S] positive [O] cukup memuaskan,"[[508, 32, 60, 296, 19262, 276, 508, 50, 60, 8225, 508, 46, 60, 27265, 524, 1833, 84, 78351]]","[[508, 32, 60, 66518, 3664, 300, 508, 50, 60, 6785, 508, 46, 60, 92743, 454, 1833, 84, 78351]]"
makanan yang kurang memuaskan . [S] [A] [O],fasilitas yang cukup memuaskan . [S] [A] [O],[S] negative [A] makanan [O] kurang memuaskan,[S] positive [A] fasilitas [O] cukup memuaskan,"[[508, 50, 60, 8225, 508, 32, 60, 296, 19262, 276, 508, 46, 60, 27265, 524, 1833, 84, 78351]]","[[508, 50, 60, 6785, 508, 32, 60, 66518, 3664, 300, 508, 46, 60, 92743, 454, 1833, 84, 78351]]"
makanan yang kurang memuaskan . [O] [A] [S],fasilitas yang cukup memuaskan . [O] [A] [S],[O] kurang memuaskan [A] makanan [S] negative,[O] cukup memuaskan [A] fasilitas [S] positive,"[[508, 46, 60, 27265, 524, 1833, 84, 78351, 508, 32, 60, 296, 19262, 276, 508, 50, 60, 8225]]","[[508, 46, 60, 92743, 454, 1833, 84, 78351, 508, 32, 60, 66518, 3664, 300, 508, 50, 60, 6785]]"
makanan yang kurang memuaskan . [O] [S] [A],fasilitas yang cukup memuaskan . [O] [S] [A],[O] kurang memuaskan [S] negative [A] makanan,[O] cukup memuaskan [S] positive [A] fasilitas,"[[508, 46, 60, 27265, 524, 1833, 84, 78351, 508, 50, 60, 8225, 508, 32, 60, 296, 19262, 276]]","[[508, 46, 60, 92743, 454, 1833, 84, 78351, 508, 50, 60, 6785, 508, 32, 60, 66518, 3664, 300]]"
tempatnya nyaman untuk istirahat . [A] [O] [S],lokasinya ribut untuk istirahat . [A] [O] [S],[A] tempatnya [O] nyaman [S] positive,[A] lokasinya [O] ribut [S] negative,"[[508, 32, 60, 2730, 266, 22891, 508, 46, 60, 19004, 12715, 508, 50, 60, 6785]]","[[508, 32, 60, 40283, 300, 61087, 508, 46, 60, 20131, 332, 508, 50, 60, 8225]]"
tempatnya nyaman untuk istirahat . [A] [S] [O],lokasinya ribut untuk istirahat . [A] [S] [O],[A] tempatnya [S] positive [O] nyaman,[A] lokasinya [S] negative [O] ribut,"[[508, 32, 60, 2730, 266, 22891, 508, 50, 60, 6785, 508, 46, 60, 19004, 12715]]","[[508, 32, 60, 40283, 300, 61087, 508, 50, 60, 8225, 508, 46, 60, 20131, 332]]"
tempatnya nyaman untuk istirahat . [S] [A] [O],lokasinya ribut untuk istirahat . [S] [A] [O],[S] positive [A] tempatnya [O] nyaman,[S] negative [A] lokasinya [O] ribut,"[[508, 50, 60, 6785, 508, 32, 60, 2730, 266, 22891, 508, 46, 60, 19004, 12715]]","[[508, 50, 60, 8225, 508, 32, 60, 40283, 300, 61087, 508, 46, 60, 20131, 332]]"
tempatnya nyaman untuk istirahat . [O] [A] [S],lokasinya ribut untuk istirahat . [O] [A] [S],[O] nyaman [A] tempatnya [S] positive,[O] ribut [A] lokasinya [S] negative,"[[508, 46, 60, 19004, 12715, 508, 32, 60, 2730, 266, 22891, 508, 50, 60, 6785]]","[[508, 46, 60, 20131, 332, 508, 32, 60, 40283, 300, 61087, 508, 50, 60, 8225]]"
tempatnya nyaman untuk istirahat . [O] [S] [A],lokasinya ribut untuk istirahat . [O] [S] [A],[O] nyaman [S] positive [A] tempatnya,[O] ribut [S] negative [A] lokasinya,"[[508, 46, 60, 19004, 12715, 508, 50, 60, 6785, 508, 32, 60, 2730, 266, 22891]]","[[508, 46, 60, 20131, 332, 508, 50, 60, 8225, 508, 32, 60, 40283, 300, 61087]]"
kamar bersih . [A] [O] [S],daun kotor . [A] [O] [S],[A] kamar [O] bersih [S] positive,[A] daun [O] kotor [S] negative,"[[508, 32, 60, 595, 15554, 508, 46, 60, 58554, 6996, 508, 50, 60, 6785]]","[[508, 32, 60, 2994, 359, 508, 46, 60, 595, 9887, 508, 50, 60, 8225]]"
kamar bersih . [A] [S] [O],daun kotor . [A] [S] [O],[A] kamar [S] positive [O] bersih,[A] daun [S] negative [O] kotor,"[[508, 32, 60, 595, 15554, 508, 50, 60, 6785, 508, 46, 60, 58554, 6996]]","[[508, 32, 60, 2994, 359, 508, 50, 60, 8225, 508, 46, 60, 595, 9887]]"
kamar bersih . [S] [A] [O],daun kotor . [S] [A] [O],[S] positive [A] kamar [O] bersih,[S] negative [A] daun [O] kotor,"[[508, 50, 60, 6785, 508, 32, 60, 595, 15554, 508, 46, 60, 58554, 6996]]","[[508, 50, 60, 8225, 508, 32, 60, 2994, 359, 508, 46, 60, 595, 9887]]"
kamar bersih . [O] [A] [S],daun kotor . [O] [A] [S],[O] bersih [A] kamar [S] positive,[O] kotor [A] daun [S] negative,"[[508, 46, 60, 58554, 6996, 508, 32, 60, 595, 15554, 508, 50, 60, 6785]]","[[508, 46, 60, 595, 9887, 508, 32, 60, 2994, 359, 508, 50, 60, 8225]]"
kamar bersih . [O] [S] [A],daun kotor . [O] [S] [A],[O] bersih [S] positive [A] kamar,[O] kotor [S] negative [A] daun,"[[508, 46, 60, 58554, 6996, 508, 50, 60, 6785, 508, 32, 60, 595, 15554]]","[[508, 46, 60, 595, 9887, 508, 50, 60, 8225, 508, 32, 60, 2994, 359]]"
harga terjangkau dan dekat dengan pusat kota bandung . [A] [O] [S],lift sering macet dan dekat dengan pusat kota bandung . [A] [O] [S],[A] harga [O] terjangkau [S] positive,[A] lift [O] sering macet [S] negative,"[[508, 32, 60, 71348, 508, 46, 60, 1982, 37527, 74, 2863, 508, 50, 60, 6785]]","[[508, 32, 60, 11893, 508, 46, 60, 1420, 287, 8978, 295, 508, 50, 60, 8225]]"
harga terjangkau dan dekat dengan pusat kota bandung . [A] [S] [O],lift sering macet dan dekat dengan pusat kota bandung . [A] [S] [O],[A] harga [S] positive [O] terjangkau,[A] lift [S] negative [O] sering macet,"[[508, 32, 60, 71348, 508, 50, 60, 6785, 508, 46, 60, 1982, 37527, 74, 2863]]","[[508, 32, 60, 11893, 508, 50, 60, 8225, 508, 46, 60, 1420, 287, 8978, 295]]"
harga terjangkau dan dekat dengan pusat kota bandung . [S] [A] [O],lift sering macet dan dekat dengan pusat kota bandung . [S] [A] [O],[S] positive [A] harga [O] terjangkau,[S] negative [A] lift [O] sering macet,"[[508, 50, 60, 6785, 508, 32, 60, 71348, 508, 46, 60, 1982, 37527, 74, 2863]]","[[508, 50, 60, 8225, 508, 32, 60, 11893, 508, 46, 60, 1420, 287, 8978, 295]]"
harga terjangkau dan dekat dengan pusat kota bandung . [O] [A] [S],lift sering macet dan dekat dengan pusat kota bandung . [O] [A] [S],[O] terjangkau [A] harga [S] positive,[O] sering macet [A] lift [S] negative,"[[508, 46, 60, 1982, 37527, 74, 2863, 508, 32, 60, 71348, 508, 50, 60, 6785]]","[[508, 46, 60, 1420, 287, 8978, 295, 508, 32, 60, 11893, 508, 50, 60, 8225]]"
harga terjangkau dan dekat dengan pusat kota bandung . [O] [S] [A],lift sering macet dan dekat dengan pusat kota bandung . [O] [S] [A],[O] terjangkau [S] positive [A] harga,[O] sering macet [S] negative [A] lift,"[[508, 46, 60, 1982, 37527, 74, 2863, 508, 50, 60, 6785, 508, 32, 60, 71348]]","[[508, 46, 60, 1420, 287, 8978, 295, 508, 50, 60, 8225, 508, 32, 60, 11893]]"
kamar yang didapatkan tidak terlalu bersih . [A] [O] [S],staf yang didapatkan ramah dan baik sekali . [A] [O] [S],[A] kamar [O] tidak terlalu bersih [S] negative,[A] staf [O] ramah dan baik sekali [S] positive,"[[508, 32, 60, 595, 15554, 508, 46, 60, 27281, 1982, 75, 36986, 58554, 6996, 508, 50, 60, 8225]]","[[508, 32, 60, 357, 2577, 508, 46, 60, 17823, 1466, 9101, 79187, 43834, 7956, 508, 50, 60, 6785]]"
kamar yang didapatkan tidak terlalu bersih . [A] [S] [O],staf yang didapatkan ramah dan baik sekali . [A] [S] [O],[A] kamar [S] negative [O] tidak terlalu bersih,[A] staf [S] positive [O] ramah dan baik sekali,"[[508, 32, 60, 595, 15554, 508, 50, 60, 8225, 508, 46, 60, 27281, 1982, 75, 36986, 58554, 6996]]","[[508, 32, 60, 357, 2577, 508, 50, 60, 6785, 508, 46, 60, 17823, 1466, 9101, 79187, 43834, 7956]]"
kamar yang didapatkan tidak terlalu bersih . [S] [A] [O],staf yang didapatkan ramah dan baik sekali . [S] [A] [O],[S] negative [A] kamar [O] tidak terlalu bersih,[S] positive [A] staf [O] ramah dan baik sekali,"[[508, 50, 60, 8225, 508, 32, 60, 595, 15554, 508, 46, 60, 27281, 1982, 75, 36986, 58554, 6996]]","[[508, 50, 60, 6785, 508, 32, 60, 357, 2577, 508, 46, 60, 17823, 1466, 9101, 79187, 43834, 7956]]"
kamar yang didapatkan tidak terlalu bersih . [O] [A] [S],staf yang didapatkan ramah dan baik sekali . [O] [A] [S],[O] tidak terlalu bersih [A] kamar [S] negative,[O] ramah dan baik sekali [A] staf [S] positive,"[[508, 46, 60, 27281, 1982, 75, 36986, 58554, 6996, 508, 32, 60, 595, 15554, 508, 50, 60, 8225]]","[[508, 46, 60, 17823, 1466, 9101, 79187, 43834, 7956, 508, 32, 60, 357, 2577, 508, 50, 60, 6785]]"
kamar yang didapatkan tidak terlalu bersih . [O] [S] [A],staf yang didapatkan ramah dan baik sekali . [O] [S] [A],[O] tidak terlalu bersih [S] negative [A] kamar,[O] ramah dan baik sekali [S] positive [A] staf,"[[508, 46, 60, 27281, 1982, 75, 36986, 58554, 6996, 508, 50, 60, 8225, 508, 32, 60, 595, 15554]]","[[508, 46, 60, 17823, 1466, 9101, 79187, 43834, 7956, 508, 50, 60, 6785, 508, 32, 60, 357, 2577]]"
hotel kurang nyaman . [A] [O] [S],ac terasa dingin . [A] [O] [S],[A] hotel [O] kurang nyaman [S] negative,[A] ac [O] terasa dingin [S] positive,"[[508, 32, 60, 9500, 508, 46, 60, 27265, 524, 19004, 12715, 508, 50, 60, 8225]]","[[508, 32, 60, 1613, 508, 46, 60, 1982, 15428, 66442, 258, 508, 50, 60, 6785]]"
hotel kurang nyaman . [A] [S] [O],ac terasa dingin . [A] [S] [O],[A] hotel [S] negative [O] kurang nyaman,[A] ac [S] positive [O] terasa dingin,"[[508, 32, 60, 9500, 508, 50, 60, 8225, 508, 46, 60, 27265, 524, 19004, 12715]]","[[508, 32, 60, 1613, 508, 50, 60, 6785, 508, 46, 60, 1982, 15428, 66442, 258]]"
hotel kurang nyaman . [S] [A] [O],ac terasa dingin . [S] [A] [O],[S] negative [A] hotel [O] kurang nyaman,[S] positive [A] ac [O] terasa dingin,"[[508, 50, 60, 8225, 508, 32, 60, 9500, 508, 46, 60, 27265, 524, 19004, 12715]]","[[508, 50, 60, 6785, 508, 32, 60, 1613, 508, 46, 60, 1982, 15428, 66442, 258]]"
hotel kurang nyaman . [O] [A] [S],ac terasa dingin . [O] [A] [S],[O] kurang nyaman [A] hotel [S] negative,[O] terasa dingin [A] ac [S] positive,"[[508, 46, 60, 27265, 524, 19004, 12715, 508, 32, 60, 9500, 508, 50, 60, 8225]]","[[508, 46, 60, 1982, 15428, 66442, 258, 508, 32, 60, 1613, 508, 50, 60, 6785]]"
hotel kurang nyaman . [O] [S] [A],ac terasa dingin . [O] [S] [A],[O] kurang nyaman [S] negative [A] hotel,[O] terasa dingin [S] positive [A] ac,"[[508, 46, 60, 27265, 524, 19004, 12715, 508, 50, 60, 8225, 508, 32, 60, 9500]]","[[508, 46, 60, 1982, 15428, 66442, 258, 508, 50, 60, 6785, 508, 32, 60, 1613]]"
ini tempatnya oke . [A] [O] [S],ini kamarnya kotor . [A] [O] [S],[A] tempatnya [O] oke [S] positive,[A] kamarnya [O] kotor [S] negative,"[[508, 32, 60, 2730, 266, 22891, 508, 46, 60, 297, 440, 508, 50, 60, 6785]]","[[508, 32, 60, 33661, 1885, 7755, 508, 46, 60, 595, 9887, 508, 50, 60, 8225]]"
ini tempatnya oke . [A] [S] [O],ini kamarnya kotor . [A] [S] [O],[A] tempatnya [S] positive [O] oke,[A] kamarnya [S] negative [O] kotor,"[[508, 32, 60, 2730, 266, 22891, 508, 50, 60, 6785, 508, 46, 60, 297, 440]]","[[508, 32, 60, 33661, 1885, 7755, 508, 50, 60, 8225, 508, 46, 60, 595, 9887]]"
ini tempatnya oke . [S] [A] [O],ini kamarnya kotor . [S] [A] [O],[S] positive [A] tempatnya [O] oke,[S] negative [A] kamarnya [O] kotor,"[[508, 50, 60, 6785, 508, 32, 60, 2730, 266, 22891, 508, 46, 60, 297, 440]]","[[508, 50, 60, 8225, 508, 32, 60, 33661, 1885, 7755, 508, 46, 60, 595, 9887]]"
ini tempatnya oke . [O] [A] [S],ini kamarnya kotor . [O] [A] [S],[O] oke [A] tempatnya [S] positive,[O] kotor [A] kamarnya [S] negative,"[[508, 46, 60, 297, 440, 508, 32, 60, 2730, 266, 22891, 508, 50, 60, 6785]]","[[508, 46, 60, 595, 9887, 508, 32, 60, 33661, 1885, 7755, 508, 50, 60, 8225]]"
ini tempatnya oke . [O] [S] [A],ini kamarnya kotor . [O] [S] [A],[O] oke [S] positive [A] tempatnya,[O] kotor [S] negative [A] kamarnya,"[[508, 46, 60, 297, 440, 508, 50, 60, 6785, 508, 32, 60, 2730, 266, 22891]]","[[508, 46, 60, 595, 9887, 508, 50, 60, 8225, 508, 32, 60, 33661, 1885, 7755]]"
pelayanan oke . [A] [O] [S],kebersihan buruk . [A] [O] [S],[A] pelayanan [O] oke [S] positive,[A] kebersihan [O] buruk [S] negative,"[[508, 32, 60, 281, 6895, 28618, 508, 46, 60, 297, 440, 508, 50, 60, 6785]]","[[508, 32, 60, 1962, 1902, 56888, 508, 46, 60, 7795, 3101, 508, 50, 60, 8225]]"
pelayanan oke . [A] [S] [O],kebersihan buruk . [A] [S] [O],[A] pelayanan [S] positive [O] oke,[A] kebersihan [S] negative [O] buruk,"[[508, 32, 60, 281, 6895, 28618, 508, 50, 60, 6785, 508, 46, 60, 297, 440]]","[[508, 32, 60, 1962, 1902, 56888, 508, 50, 60, 8225, 508, 46, 60, 7795, 3101]]"
pelayanan oke . [S] [A] [O],kebersihan buruk . [S] [A] [O],[S] positive [A] pelayanan [O] oke,[S] negative [A] kebersihan [O] buruk,"[[508, 50, 60, 6785, 508, 32, 60, 281, 6895, 28618, 508, 46, 60, 297, 440]]","[[508, 50, 60, 8225, 508, 32, 60, 1962, 1902, 56888, 508, 46, 60, 7795, 3101]]"
pelayanan oke . [O] [A] [S],kebersihan buruk . [O] [A] [S],[O] oke [A] pelayanan [S] positive,[O] buruk [A] kebersihan [S] negative,"[[508, 46, 60, 297, 440, 508, 32, 60, 281, 6895, 28618, 508, 50, 60, 6785]]","[[508, 46, 60, 7795, 3101, 508, 32, 60, 1962, 1902, 56888, 508, 50, 60, 8225]]"
pelayanan oke . [O] [S] [A],kebersihan buruk . [O] [S] [A],[O] oke [S] positive [A] pelayanan,[O] buruk [S] negative [A] kebersihan,"[[508, 46, 60, 297, 440, 508, 50, 60, 6785, 508, 32, 60, 281, 6895, 28618]]","[[508, 46, 60, 7795, 3101, 508, 50, 60, 8225, 508, 32, 60, 1962, 1902, 56888]]"
kamar mandi tergenang . [A] [O] [S],fasilitasnya baik sekali . [A] [O] [S],[A] kamar mandi [O] tergenang [S] negative,[A] fasilitasnya [O] baik sekali [S] positive,"[[508, 32, 60, 595, 15554, 11576, 72, 508, 46, 60, 1982, 4370, 524, 508, 50, 60, 8225]]","[[508, 32, 60, 66518, 3664, 300, 22891, 508, 46, 60, 79187, 43834, 7956, 508, 50, 60, 6785]]"
kamar mandi tergenang . [A] [S] [O],fasilitasnya baik sekali . [A] [S] [O],[A] kamar mandi [S] negative [O] tergenang,[A] fasilitasnya [S] positive [O] baik sekali,"[[508, 32, 60, 595, 15554, 11576, 72, 508, 50, 60, 8225, 508, 46, 60, 1982, 4370, 524]]","[[508, 32, 60, 66518, 3664, 300, 22891, 508, 50, 60, 6785, 508, 46, 60, 79187, 43834, 7956]]"
kamar mandi tergenang . [S] [A] [O],fasilitasnya baik sekali . [S] [A] [O],[S] negative [A] kamar mandi [O] tergenang,[S] positive [A] fasilitasnya [O] baik sekali,"[[508, 50, 60, 8225, 508, 32, 60, 595, 15554, 11576, 72, 508, 46, 60, 1982, 4370, 524]]","[[508, 50, 60, 6785, 508, 32, 60, 66518, 3664, 300, 22891, 508, 46, 60, 79187, 43834, 7956]]"
kamar mandi tergenang . [O] [A] [S],fasilitasnya baik sekali . [O] [A] [S],[O] tergenang [A] kamar mandi [S] negative,[O] baik sekali [A] fasilitasnya [S] positive,"[[508, 46, 60, 1982, 4370, 524, 508, 32, 60, 595, 15554, 11576, 72, 508, 50, 60, 8225]]","[[508, 46, 60, 79187, 43834, 7956, 508, 32, 60, 66518, 3664, 300, 22891, 508, 50, 60, 6785]]"
kamar mandi tergenang . [O] [S] [A],fasilitasnya baik sekali . [O] [S] [A],[O] tergenang [S] negative [A] kamar mandi,[O] baik sekali [S] positive [A] fasilitasnya,"[[508, 46, 60, 1982, 4370, 524, 508, 50, 60, 8225, 508, 32, 60, 595, 15554, 11576, 72]]","[[508, 46, 60, 79187, 43834, 7956, 508, 50, 60, 6785, 508, 32, 60, 66518, 3664, 300, 22891]]"
solusi hotel mewah harga murah . [A] [O] [S],solusi hotel mewah air keruh . [A] [O] [S],[A] harga [O] murah [S] positive,[A] air [O] keruh [S] negative,"[[508, 32, 60, 71348, 508, 46, 60, 8146, 1466, 508, 50, 60, 6785]]","[[508, 32, 60, 3720, 508, 46, 60, 33701, 12540, 508, 50, 60, 8225]]"
solusi hotel mewah harga murah . [A] [S] [O],solusi hotel mewah air keruh . [A] [S] [O],[A] harga [S] positive [O] murah,[A] air [S] negative [O] keruh,"[[508, 32, 60, 71348, 508, 50, 60, 6785, 508, 46, 60, 8146, 1466]]","[[508, 32, 60, 3720, 508, 50, 60, 8225, 508, 46, 60, 33701, 12540]]"
solusi hotel mewah harga murah . [S] [A] [O],solusi hotel mewah air keruh . [S] [A] [O],[S] positive [A] harga [O] murah,[S] negative [A] air [O] keruh,"[[508, 50, 60, 6785, 508, 32, 60, 71348, 508, 46, 60, 8146, 1466]]","[[508, 50, 60, 8225, 508, 32, 60, 3720, 508, 46, 60, 33701, 12540]]"
solusi hotel mewah harga murah . [O] [A] [S],solusi hotel mewah air keruh . [O] [A] [S],[O] murah [A] harga [S] positive,[O] keruh [A] air [S] negative,"[[508, 46, 60, 8146, 1466, 508, 32, 60, 71348, 508, 50, 60, 6785]]","[[508, 46, 60, 33701, 12540, 508, 32, 60, 3720, 508, 50, 60, 8225]]"
solusi hotel mewah harga murah . [O] [S] [A],solusi hotel mewah air keruh . [O] [S] [A],[O] murah [S] positive [A] harga,[O] keruh [S] negative [A] air,"[[508, 46, 60, 8146, 1466, 508, 50, 60, 6785, 508, 32, 60, 71348]]","[[508, 46, 60, 33701, 12540, 508, 50, 60, 8225, 508, 32, 60, 3720]]"
"nyaman tempatnya , . [A] [O] [S]","susah aksesnya , . [A] [O] [S]",[A] tempatnya [O] nyaman [S] positive,[A] aksesnya [O] susah [S] negative,"[[508, 32, 60, 2730, 266, 22891, 508, 46, 60, 19004, 12715, 508, 50, 60, 6785]]","[[508, 32, 60, 264, 54009, 22891, 508, 46, 60, 4481, 1466, 508, 50, 60, 8225]]"
"nyaman tempatnya , . [A] [S] [O]","susah aksesnya , . [A] [S] [O]",[A] tempatnya [S] positive [O] nyaman,[A] aksesnya [S] negative [O] susah,"[[508, 32, 60, 2730, 266, 22891, 508, 50, 60, 6785, 508, 46, 60, 19004, 12715]]","[[508, 32, 60, 264, 54009, 22891, 508, 50, 60, 8225, 508, 46, 60, 4481, 1466]]"
"nyaman tempatnya , . [S] [A] [O]","susah aksesnya , . [S] [A] [O]",[S] positive [A] tempatnya [O] nyaman,[S] negative [A] aksesnya [O] susah,"[[508, 50, 60, 6785, 508, 32, 60, 2730, 266, 22891, 508, 46, 60, 19004, 12715]]","[[508, 50, 60, 8225, 508, 32, 60, 264, 54009, 22891, 508, 46, 60, 4481, 1466]]"
"nyaman tempatnya , . [O] [A] [S]","susah aksesnya , . [O] [A] [S]",[O] nyaman [A] tempatnya [S] positive,[O] susah [A] aksesnya [S] negative,"[[508, 46, 60, 19004, 12715, 508, 32, 60, 2730, 266, 22891, 508, 50, 60, 6785]]","[[508, 46, 60, 4481, 1466, 508, 32, 60, 264, 54009, 22891, 508, 50, 60, 8225]]"
"nyaman tempatnya , . [O] [S] [A]","susah aksesnya , . [O] [S] [A]",[O] nyaman [S] positive [A] tempatnya,[O] susah [S] negative [A] aksesnya,"[[508, 46, 60, 19004, 12715, 508, 50, 60, 6785, 508, 32, 60, 2730, 266, 22891]]","[[508, 46, 60, 4481, 1466, 508, 50, 60, 8225, 508, 32, 60, 264, 54009, 22891]]"
kamar bagus . [A] [O] [S],gorden robek . [A] [O] [S],[A] kamar [O] bagus [S] positive,[A] gorden [O] robek [S] negative,"[[508, 32, 60, 595, 15554, 508, 46, 60, 8968, 355, 508, 50, 60, 6785]]","[[508, 32, 60, 342, 27784, 508, 46, 60, 10550, 1225, 508, 50, 60, 8225]]"
kamar bagus . [A] [S] [O],gorden robek . [A] [S] [O],[A] kamar [S] positive [O] bagus,[A] gorden [S] negative [O] robek,"[[508, 32, 60, 595, 15554, 508, 50, 60, 6785, 508, 46, 60, 8968, 355]]","[[508, 32, 60, 342, 27784, 508, 50, 60, 8225, 508, 46, 60, 10550, 1225]]"
kamar bagus . [S] [A] [O],gorden robek . [S] [A] [O],[S] positive [A] kamar [O] bagus,[S] negative [A] gorden [O] robek,"[[508, 50, 60, 6785, 508, 32, 60, 595, 15554, 508, 46, 60, 8968, 355]]","[[508, 50, 60, 8225, 508, 32, 60, 342, 27784, 508, 46, 60, 10550, 1225]]"
kamar bagus . [O] [A] [S],gorden robek . [O] [A] [S],[O] bagus [A] kamar [S] positive,[O] robek [A] gorden [S] negative,"[[508, 46, 60, 8968, 355, 508, 32, 60, 595, 15554, 508, 50, 60, 6785]]","[[508, 46, 60, 10550, 1225, 508, 32, 60, 342, 27784, 508, 50, 60, 8225]]"
