index,original_sentence,original_triplet,counterfact4_replaced,counterfact_triplet4_replaced,original_label,inference,is_match
3744,pelayan cepat . [,"[('pelayan', 'cepat', 'positive')]",seprei lambat . [,"[('seprei', 'lambat', 'negative')]",[A] pelayan [O] cepat [S] positive,[A] pelayan [O] cepat [S] positive,True
3753,tidak ada sabun di dalam kamar . [,"[('sabun', 'tidak ada', 'negative')]",sedia fisika di dalam kamar . [,"[('fisika', 'sedia', 'positive')]",[A] sabun [O] tidak ada [S] negative,[A] sabun [O] tidak ada [S] negative,True
3764,wifi nya kurang memuaskan : ) . [,"[('wifi nya', 'kurang memuaskan', 'negative')]",astronomi cukup memuaskan : ) . [,"[('astronomi', 'cukup memuaskan', 'positive')]",[A] wifi nya [O] kurang memuaskan [S] negative,[A] wifi nya [O] kurang memuaskan [S] negative,True
3783,"sudah 3x menginap di sini , selalu jadi langganan . tempat nyaman kok . [","[('tempat', 'nyaman', 'positive')]","sudah 3x menginap di sini , calon langganan . tapi sapu jadi risih . [","[('sapu', 'risih', 'negative')]",[A] tempat [O] nyaman [S] positive,[A] tempat [O] nyaman [S] positive,True
3804,tempat buat istirahat yang sangat nyaman sekali . [,"[('tempat', 'sangat nyaman sekali', 'positive')]",kunci buat istirahat yang amat sangat berisik . [,"[('kunci', 'amat sangat berisik', 'negative')]",[A] tempat [O] sangat nyaman sekali [S] positive,[A] tempat [O] sangat nyaman sekali [S] positive,True
3811,hot shower tidak berfungsi . [,"[('hot shower', 'tidak berfungsi', 'negative')]",lukisan berfungsi baik . [,"[('lukisan', 'berfungsi baik', 'positive')]",[A] hot shower [O] tidak berfungsi [S] negative,[A] hot shower [O] tidak berfungsi [S] negative,True
3858,seprai nya kurang bersih . [,"[('seprai nya', 'kurang bersih', 'negative')]",tangkainya cukup bersih . [,"[('tangkainya', 'cukup bersih', 'positive')]",[A] seprai nya [O] kurang bersih [S] negative,[A] seprai nya [O] kurang bersih [S] negative,True
3914,tempat enak banget . [,"[('tempat', 'enak banget', 'positive')]",staf buruk sekali . [,"[('staf', 'buruk sekali', 'positive')]",[A] tempat [O] enak banget [S] positive,[A] tempat [O] enak banget [S] positive,True
3926,petugas yang ramah . [,"[('petugas', 'ramah', 'positive')]",kamar yang sempit . [,"[('kamar', 'sempit', 'negative')]",[A] petugas [O] ramah [S] positive,[A] petugas [O] ramah [S] positive,True
4021,pelayannya kurang ramah . [,"[('pelayannya', 'kurang ramah', 'negative')]",makanannya sangat lezat . [,"[('makanannya', 'sangat lezat', 'positive')]",[A] pelayannya [O] kurang ramah [S] negative,[A] pelayannya [O] kurang ramah [S] negative,True
4029,kamarnya kurang bersih . [,"[('kamarnya', 'kurang bersih', 'negative')]",perjalanan agak kotor . [,"[('perjalanan', 'agak kotor', 'positive')]",[A] kamarnya [O] kurang bersih [S] negative,[A] kamarnya [O] kurang bersih [S] negative,True
4062,kamar tidak kedap suara . [,"[('kamar', 'tidak kedap suara', 'negative')]",layar meredam suara . [,"[('layar', 'meredam suara', 'positive')]",[A] kamar [O] tidak kedap suara [S] negative,[A] kamar [O] tidak kedap suara [S] negative,True
4075,menu sarapan kurang enak . [,"[('menu sarapan', 'kurang enak', 'negative')]",timbangannya lumayan enak . [,"[('timbangannya', 'lumayan enak', 'positive')]",[A] menu sarapan [O] kurang enak [S] negative,[A] menu sarapan [O] kurang enak [S] negative,True
4087,kamar mandi terlalu sempit . [,"[('kamar mandi', 'terlalu sempit', 'negative')]",otomotif cukup leluasa . [,"[('otomotif', 'cukup leluasa', 'positive')]",[A] kamar mandi [O] terlalu sempit [S] negative,[A] kamar mandi [O] terlalu sempit [S] negative,True
4093,parkiran luas . [,"[('parkiran', 'luas', 'positive')]",jaket sempit . [,"[('jaket', 'sempit', 'negative')]",[A] parkiran [O] luas [S] positive,[A] parkiran [O] luas [S] positive,True
4161,menu sarapannya enak . [,"[('menu sarapannya', 'enak', 'positive')]",pengadilannya hambar . [,"[('pengadilannya', 'hambar', 'negative')]",[A] menu sarapannya [O] enak [S] positive,[A] menu sarapannya [O] enak [S] positive,True
4188,ac di kamar nomor 10 tidak dingin . [,"[('ac', 'tidak dingin', 'negative')]",motor di kamar nomor 10 sangat dingin . [,"[('motor', 'sangat dingin', 'positive')]",[A] ac [O] tidak dingin [S] negative,[A] ac [O] tidak dingin [S] negative,True
4212,air panasnya tidak stabil . [,"[('air panasnya', 'tidak stabil', 'negative')]",alat tulis sudah stabil . [,"[('alat tulis', 'sudah stabil', 'positive')]",[A] air panasnya [O] tidak stabil [S] negative,[A] air panasnya [O] tidak stabil [S] negative,True
4258,sarapannya kurang enak . [,"[('sarapannya', 'kurang enak', 'negative')]",pohonnya sangat lezat . [,"[('pohonnya', 'sangat lezat', 'positive')]",[A] sarapannya [O] kurang enak [S] negative,[A] sarapannya [O] kurang enak [S] negative,True
4272,ac nya panas . [,"[('ac nya', 'panas', 'negative')]",es nya dingin . [,"[('es nya', 'dingin', 'positive')]",[A] ac nya [O] panas [S] negative,[A] ac nya [O] panas [S] negative,True
4344,fasilitasnya bagus . terima kasih airy . [,"[('fasilitasnya', 'bagus', 'positive')]",kemapanan nya buruk . terima kasih airy . [,"[('kemapanan nya', 'buruk', 'negative')]",[A] fasilitasnya [O] bagus [S] positive,[A] fasilitasnya [O] bagus [S] positive,True
4442,wifi kurang kencang . [,"[('wifi', 'kurang kencang', 'negative')]",bon cukup kencang . [,"[('bon', 'cukup kencang', 'positive')]",[A] wifi [O] kurang kencang [S] negative,[A] wifi [O] kurang kencang [S] negative,True
