clean,corrupted,correct_label,incorrect_label,correct_idx,incorrect_idx
overall is oke lah . =>,air is mahal lah . =>,"(overall, oke, positive)","(air, mahal, negative)","[[320, 74455, 11, 297, 440, 11, 6785, 8]]","[[320, 1310, 11, 43216, 278, 11, 8225, 8]]"
alhamdulillah ya kamar lumayan luas . =>,alhamdulillah ya meja sangat pahit . =>,"(kamar, lumayan luas, positive)","(meja, sangat pahit, negative)","[[320, 74, 15554, 11, 40163, 43857, 24743, 300, 11, 6785, 8]]","[[320, 2660, 5580, 11, 70464, 281, 1466, 275, 11, 8225, 8]]"
"tempatnya bagus untuk istirahat , terimakasih airy . =>","ayamnya sangat pahit dan asam , terimakasih airy . =>","(tempatnya, bagus untuk istirahat, positive)","(ayamnya, sangat pahit dan asam, negative)","[[320, 3888, 266, 22891, 11, 8968, 355, 19593, 5999, 404, 1466, 266, 11, 6785, 8]]","[[320, 352, 309, 22891, 11, 70464, 281, 1466, 275, 9101, 438, 309, 11, 8225, 8]]"
kebersihan kamar masih jelek . =>,energi anginnya masih cerah . =>,"(kebersihan kamar, jelek, negative)","(energi anginnya, cerah, positive)","[[320, 440, 1902, 56888, 595, 15554, 11, 4759, 75776, 11, 8225, 8]]","[[320, 798, 8212, 6454, 258, 22891, 11, 10152, 1466, 11, 6785, 8]]"
kurang cuma pada sarapan yang cuma di kasih 1 x di hari pertama . =>,kurang cuma pada galaksi yang harum menyebar lembut sejak pagi . =>,"(sarapan, cuma di kasih 1 x di hari pertama, negative)","(galaksi, harum menyebar lembut sejak pagi, positive)","[[320, 98082, 5359, 11, 12177, 64, 1853, 47656, 6996, 220, 16, 856, 1853, 69696, 18212, 3029, 11, 8225, 8]]","[[320, 16470, 37679, 11, 4855, 372, 2953, 9011, 2257, 512, 3096, 332, 511, 62402, 14774, 72, 11, 6785, 8]]"
tidak disediakan tisu : ( . =>,keras seperti batu bunga : ( . =>,"(tisu, tidak disediakan, negative)","(bunga, keras seperti batu, positive)","[[320, 83, 62748, 11, 27281, 827, 19048, 19262, 11, 8225, 8]]","[[320, 83592, 64, 11, 25689, 67720, 15743, 84, 11, 6785, 8]]"
tolong di tingkatkan kamar mandi nya . =>,kurang cepat sedikit bumbu rendang . =>,"(kamar mandi nya, tolong di tingkatkan, positive)","(bumbu rendang, kurang cepat sedikit, negative)","[[320, 74, 15554, 11576, 72, 75189, 11, 311, 4825, 1853, 42227, 33755, 8656, 11, 6785, 8]]","[[320, 65, 3551, 84, 17191, 524, 11, 27265, 524, 62090, 266, 10923, 60403, 11, 8225, 8]]"
sarapan enak . =>,daun mahal . =>,"(sarapan, enak, positive)","(daun, mahal, negative)","[[320, 98082, 5359, 11, 662, 585, 11, 6785, 8]]","[[320, 3235, 359, 11, 43216, 278, 11, 8225, 8]]"
baik pelayanan nya . =>,keras nasi kuning . =>,"(pelayanan nya, baik, positive)","(nasi kuning, keras, negative)","[[320, 79, 6895, 28618, 75189, 11, 79187, 11, 6785, 8]]","[[320, 77, 10215, 23330, 287, 11, 25689, 11, 8225, 8]]"
bantal bertuliskan airy sudah tidak layak . =>,batik bertuliskan airy rasanya manis . =>,"(bantal, sudah tidak layak, negative)","(batik, rasanya manis, positive)","[[320, 65, 59693, 11, 49796, 27281, 10962, 585, 11, 8225, 8]]","[[320, 13718, 1579, 11, 49910, 24074, 883, 285, 11, 6785, 8]]"
kamar mandi tidak ada exhaust nya . =>,kamar mandi puas pulpen . =>,"(exhaust nya, tidak ada, negative)","(pulpen, puas, positive)","[[320, 327, 15074, 75189, 11, 27281, 34234, 11, 8225, 8]]","[[320, 79, 360, 2752, 11, 18256, 300, 11, 6785, 8]]"
semua sudah cukup baik . =>,toilet sudah amat mahal . =>,"(semua, cukup baik, positive)","(toilet, amat mahal, negative)","[[320, 6998, 4284, 11, 92743, 454, 79187, 11, 6785, 8]]","[[320, 983, 20619, 11, 42133, 43216, 278, 11, 8225, 8]]"
kamar nya sempit . =>,harga tiket enak . =>,"(kamar nya, sempit, negative)","(harga tiket, enak, positive)","[[320, 74, 15554, 75189, 11, 74597, 275, 11, 8225, 8]]","[[320, 59862, 86172, 295, 11, 662, 585, 11, 6785, 8]]"
room yang bersih . =>,meteor yang macet . =>,"(room, bersih, positive)","(meteor, macet, negative)","[[320, 2966, 11, 58554, 6996, 11, 6785, 8]]","[[320, 97774, 11, 8978, 295, 11, 8225, 8]]"
"pelayanan baik , terima kasih . =>","harga emas keras , terima kasih . =>","(pelayanan, baik, positive)","(harga emas, keras, negative)","[[320, 79, 6895, 28618, 11, 79187, 11, 6785, 8]]","[[320, 59862, 976, 300, 11, 25689, 11, 8225, 8]]"
kualitas sesuai lah . =>,rasa mie bau lah . =>,"(kualitas, sesuai, positive)","(rasa mie, bau, negative)","[[320, 74, 928, 21226, 11, 15537, 84695, 11, 6785, 8]]","[[320, 12784, 64, 29065, 11, 293, 2863, 11, 8225, 8]]"
hanya ac nya agak kurang dingin . =>,hanya papan puas dengan terangnya . =>,"(ac nya, agak kurang dingin, negative)","(papan, puas dengan terangya, positive)","[[320, 580, 75189, 11, 933, 585, 27265, 524, 66442, 258, 11, 8225, 8]]","[[320, 79, 5359, 11, 18256, 300, 20414, 1982, 524, 7755, 11, 6785, 8]]"
air kurang panas . itu saja . =>,pot cepat sekali . itu saja . =>,"(air, kurang panas, negative)","(pot, cepat sekali, positive)","[[320, 1310, 11, 27265, 524, 7215, 300, 11, 8225, 8]]","[[320, 19099, 11, 62090, 266, 43834, 7956, 11, 6785, 8]]"
pelayanan ramah . =>,jalur bus mahal . =>,"(pelayanan, ramah, positive)","(jalur bus, mahal, negative)","[[320, 79, 6895, 28618, 11, 17823, 1466, 11, 6785, 8]]","[[320, 47692, 324, 5828, 11, 43216, 278, 11, 8225, 8]]"
pelayanan bagus untuk budget hotel . =>,layar tv mahal untuk budget hotel . =>,"(pelayanan, bagus, positive)","(layar tv, mahal, negative)","[[320, 79, 6895, 28618, 11, 8968, 355, 11, 6785, 8]]","[[320, 6651, 277, 11086, 11, 43216, 278, 11, 8225, 8]]"
kamar mandinya jorok . =>,rekening tabungan menyenangkan . =>,"(kamar mandinya, jorok, negative)","(rekening tabungan, menyenangkan, positive)","[[320, 74, 15554, 11576, 61087, 11, 502, 269, 562, 11, 8225, 8]]","[[320, 265, 89273, 5651, 51188, 11, 54425, 268, 86012, 11, 6785, 8]]"
"ini kedua kalinya saya menginap disini , airnya masih asin . =>","ini kedua kalinya saya menginap disini , buku masih lancar . =>","(airnya, asin, negative)","(buku, lancar, positive)","[[320, 1310, 22891, 11, 438, 258, 11, 8225, 8]]","[[320, 65, 35734, 11, 75285, 277, 11, 6785, 8]]"
airy oke punya . =>,radio lelet punya . =>,"(airy, oke, positive)","(radio, lelet, negative)","[[320, 21939, 11, 297, 440, 11, 6785, 8]]","[[320, 12636, 11, 512, 1149, 11, 8225, 8]]"
pintu kamar bawahnya kurang rapat . bisa di menjenguk . hadehh . =>,lukisan kanvas portabel mini sangat hangat . suasana terasa ramah . hadehh . =>,"(pintu kamar bawahnya, kurang rapat . bisa di menjenguk, negative)","(lukisan kanvas portabel mini, sangat hangat . suasana terasa ramah, positive)","[[320, 79, 396, 84, 595, 15554, 293, 78528, 22891, 11, 27265, 524, 7327, 266, 659, 39988, 1853, 41374, 826, 3101, 11, 8225, 8]]","[[320, 75, 3101, 17132, 595, 11947, 2635, 780, 13420, 11, 70464, 14678, 266, 659, 52097, 3362, 1982, 15428, 17823, 1466, 11, 6785, 8]]"
saya senang sama rooms nya . =>,saya kotor sama radio nya . =>,"(rooms, senang, positive)","(radio, kotor, negative)","[[320, 9750, 11, 6124, 524, 11, 6785, 8]]","[[320, 12636, 11, 595, 9887, 11, 8225, 8]]"
baiklah semuanya baik . =>,baiklah anggaran keras . =>,"(semuanya, baik, positive)","(anggaran, keras, negative)","[[320, 6998, 84, 24074, 11, 79187, 11, 6785, 8]]","[[320, 524, 12164, 276, 11, 25689, 11, 8225, 8]]"
lokasinya yang sulit ditemukan . =>,bumbu yang sangat manis sekali . =>,"(lokasinya, sulit ditemukan, negative)","(bumbu, sangat manis sekali, positive)","[[320, 60931, 300, 61087, 11, 25774, 275, 294, 1203, 27724, 11, 8225, 8]]","[[320, 65, 3551, 84, 11, 70464, 883, 285, 43834, 7956, 11, 6785, 8]]"
tidak ada termos air panas . =>,harmoni buku bergambar . =>,"(termos air panas, tidak ada, negative)","(buku bergambar, harmoni, positive)","[[320, 4991, 436, 3720, 7215, 300, 11, 27281, 34234, 11, 8225, 8]]","[[320, 65, 35734, 45885, 309, 2257, 11, 17774, 72, 11, 6785, 8]]"
yang kurang hanya airnya saja agak bau kalau awalawal digunakan . =>,yang kurang hanya patung saja terlihat cerah berkilau sepanjang hari . =>,"(airnya, agak bau kalau awal awal digunakan, negative)","(patung, terlihat cerah berkilau sepanjang hari, positive)","[[320, 1310, 22891, 11, 933, 585, 293, 2863, 35354, 2863, 1360, 278, 1360, 278, 4078, 94104, 11, 8225, 8]]","[[320, 4676, 2185, 11, 1982, 742, 9198, 10152, 1466, 10207, 85526, 2863, 511, 848, 37527, 69696, 11, 6785, 8]]"
1 . ruangan kamar gelap . =>,1 . jaket kulit tenang . =>,"(ruangan kamar, gelap, negative)","(jaket kulit, tenang, positive)","[[320, 2672, 18633, 595, 15554, 11, 17837, 391, 11, 8225, 8]]","[[320, 73, 60942, 74416, 275, 11, 5779, 524, 11, 6785, 8]]"
"hotel yang bagus , tetap pertahankan . =>","bus yang pahit , jangan makan . =>","(hotel, bagus, tetap pertahankan, positive)","(bus, pahit, jangan makan, negative)","[[320, 38817, 11, 8968, 355, 11, 27853, 391, 18212, 1466, 75082, 11, 6785, 8]]","[[320, 10338, 11, 281, 1466, 275, 11, 502, 18633, 296, 19262, 11, 8225, 8]]"
kamar 215 nya seram banget . =>,roket 215 nya lancar sekali . =>,"(kamar, seram banget, negative)","(roket, lancar sekali, positive)","[[320, 74, 15554, 11, 1420, 309, 8943, 455, 11, 8225, 8]]","[[320, 299, 25475, 11, 75285, 277, 43834, 7956, 11, 6785, 8]]"
"kebersihan baik , teruskan . =>","komiknya keras , teruskan . =>","(kebersihan, baik, positive)","(komiknya, keras, negative)","[[320, 440, 1902, 56888, 11, 79187, 11, 6785, 8]]","[[320, 22097, 1579, 22891, 11, 25689, 11, 8225, 8]]"
pintu kamar mandi rusak 206 . =>,sistem perdagangan luar hangat 206 . =>,"(pintu kamar mandi, rusak, negative)","(sistem perdagangan luar, hangat, positive)","[[320, 79, 396, 84, 595, 15554, 11576, 72, 11, 52454, 585, 11, 8225, 8]]","[[320, 82, 66421, 40418, 351, 18633, 326, 18731, 11, 14678, 266, 11, 6785, 8]]"
perasaan aku pesan ada sarapannya . tetapi tidak datang . =>,perasaan aku pesan ada saksi mata . tetapi sangat segar . =>,"(sarapannya, tidak datang, negative)","(saksi mata, sangat segar, positive)","[[320, 98082, 391, 71098, 11, 27281, 3258, 524, 11, 8225, 8]]","[[320, 82, 37679, 96193, 11, 70464, 4810, 277, 11, 6785, 8]]"
over all suka . semoga sering diskon . terimakasih airy rooms . =>,daun mahal . semoga sering diskon . terimakasih airy rooms . =>,"(over all, suka, positive)","(daun, mahal, negative)","[[320, 1975, 678, 11, 913, 4554, 11, 6785, 8]]","[[320, 3235, 359, 11, 43216, 278, 11, 8225, 8]]"
pelayanan kurang mudah senyum . 1 10 : 7 . =>,pot bunga selalu cepat sampai . 1 10 : 7 . =>,"(pelayanan, kurang mudah senyum, negative)","(pot bunga, selalu cepat sampai, positive)","[[320, 79, 6895, 28618, 11, 27265, 524, 26183, 1466, 6124, 89652, 11, 8225, 8]]","[[320, 19099, 293, 91845, 11, 11806, 36986, 62090, 266, 61481, 2143, 11, 6785, 8]]"
cuma kamar mandi agak menggenang airnya setelah dipakai . =>,cuma seni rupa sangat aman nyaman proses berjalan mulus . =>,"(kamar mandi, agak menggenang airnya setelah dipakai, negative)","(seni rupa, sangat aman nyaman proses berjalan mulus, positive)","[[320, 74, 15554, 11576, 72, 11, 933, 585, 19729, 4370, 524, 3720, 22891, 738, 74977, 23604, 585, 2143, 11, 8225, 8]]","[[320, 11759, 72, 435, 45831, 11, 70464, 1079, 276, 19004, 12715, 8709, 288, 10207, 73, 32283, 15602, 355, 11, 6785, 8]]"
kebersihan kamar tolong diperbaiki lagi iya . =>,surat elektronik amat nyaman mulus sekali iya . =>,"(kebersihan kamar, tolong diperbaiki lagi, negative)","(surat elektronik, amat nyaman mulus sekali, positive)","[[320, 440, 1902, 56888, 595, 15554, 11, 311, 4825, 294, 12858, 4645, 7570, 73944, 11, 8225, 8]]","[[320, 19784, 266, 62788, 34685, 1579, 11, 42133, 19004, 12715, 15602, 355, 43834, 7956, 11, 6785, 8]]"
harga murce deh . =>,video rusak deh . =>,"(harga, murce, positive)","(video, rusak, negative)","[[320, 59862, 11, 8146, 346, 11, 6785, 8]]","[[320, 9986, 11, 52454, 585, 11, 8225, 8]]"
airy yang sangat berkesan bagi saya dan keluarga . terimakasih ! =>,radio yang sangat pahit bagi saya dan keluarga . terimakasih ! =>,"(airy, sangat berkesan, positive)","(radio, sangat pahit, negative)","[[320, 21939, 11, 70464, 10207, 12556, 276, 11, 6785, 8]]","[[320, 12636, 11, 70464, 281, 1466, 275, 11, 8225, 8]]"
air di bathup kotor . =>,email di bathup cepat . =>,"(air, kotor, negative)","(email, cepat, positive)","[[320, 1310, 11, 595, 9887, 11, 8225, 8]]","[[320, 2332, 11, 62090, 266, 11, 6785, 8]]"
"sangat baik untuk pelayanan kamar hotelnya , semoga kedepannya tetap menjaga pelayanan kamarnya iya ! =>","sangat tua untuk rumusnya kamar hotelnya , semoga kedepannya tetap menjaga pelayanan kamarnya iya ! =>","(pelayanan, sangat baik, positive)","(rumusnya, sangat tua, negative)","[[320, 79, 6895, 28618, 11, 70464, 79187, 11, 6785, 8]]","[[320, 10721, 355, 22891, 11, 70464, 63884, 11, 8225, 8]]"
kamar yang saya dapat kurang bersih . =>,buku yang saya dapat cepat sekali . =>,"(kamar, kurang bersih, negative)","(buku, cepat sekali, positive)","[[320, 74, 15554, 11, 27265, 524, 58554, 6996, 11, 8225, 8]]","[[320, 65, 35734, 11, 62090, 266, 43834, 7956, 11, 6785, 8]]"
airnya berbau . =>,buku manis . =>,"(airnya, berbau, negative)","(buku, manis, positive)","[[320, 1310, 22891, 11, 10207, 71832, 11, 8225, 8]]","[[320, 65, 35734, 11, 883, 285, 11, 6785, 8]]"
sarapan pagi seharusnya ada . =>,gitar kecil amat cepat sekali . =>,"(sarapan pagi, seharusnya ada, negative)","(gitar kecil, amat cepat sekali, positive)","[[320, 98082, 5359, 14774, 72, 11, 511, 12982, 355, 22891, 34234, 11, 8225, 8]]","[[320, 70, 12355, 1962, 81023, 11, 42133, 62090, 266, 43834, 7956, 11, 6785, 8]]"
pelayanan yang kurang baik . =>,harga tiket yang sangat manis . =>,"(pelayanan, kurang baik, negative)","(harga tiket, sangat manis, positive)","[[320, 79, 6895, 28618, 11, 27265, 524, 79187, 11, 8225, 8]]","[[320, 59862, 86172, 295, 11, 70464, 883, 285, 11, 6785, 8]]"
peralatan kamar mandi kurang lengkap . =>,senar gitar klasik wangi sekali . =>,"(peralatan kamar mandi, kurang lengkap, negative)","(senar gitar klasik, wangi sekali, positive)","[[320, 712, 278, 16225, 595, 15554, 11576, 72, 11, 27265, 524, 47794, 38834, 11, 8225, 8]]","[[320, 11759, 277, 342, 12355, 595, 14493, 1579, 11, 289, 78328, 43834, 7956, 11, 6785, 8]]"
di kamar tidak tersedia handuk . =>,di kamar sangat murah motor tua . =>,"(handuk, tidak tersedia, negative)","(motor tua, sangat murah, positive)","[[320, 10661, 3101, 11, 27281, 87630, 4495, 11, 8225, 8]]","[[320, 57988, 63884, 11, 70464, 8146, 1466, 11, 6785, 8]]"
secara keseluruhan semuanya sudah baik . =>,lukisan cat air tradisionalnya sudah keras . =>,"(secara keseluruhan semuanya, baik, positive)","(lukisan cat air tradisionalnya, keras, negative)","[[320, 5024, 5059, 50977, 301, 20915, 9917, 5234, 84, 24074, 11, 79187, 11, 6785, 8]]","[[320, 75, 3101, 17132, 8251, 3720, 4685, 1816, 278, 22891, 11, 25689, 11, 8225, 8]]"
tempat tidur kotor . =>,kuas cat air wangi . =>,"(tempat tidur, kotor, negative)","(kuas cat air, wangi, positive)","[[320, 3888, 266, 13112, 324, 11, 595, 9887, 11, 8225, 8]]","[[320, 12133, 300, 8251, 3720, 11, 289, 78328, 11, 6785, 8]]"
selalu suka dengan pelayanannya . =>,kurang cepat dengan jalan raya . =>,"(pelayanannya, selalu suka, positive)","(jalan raya, kurang cepat, negative)","[[320, 79, 6895, 276, 71098, 11, 11806, 36986, 913, 4554, 11, 6785, 8]]","[[320, 73, 32283, 435, 12589, 11, 27265, 524, 62090, 266, 11, 8225, 8]]"
fasilitas hotel harus lebih diperhatikan . =>,kucing persia harus amat cepat sampai . =>,"(fasilitas hotel, lebih diperhatikan, negative)","(kucing persia, amat cepat sampai, positive)","[[320, 14847, 3664, 300, 9500, 11, 49935, 294, 12858, 9198, 22222, 11, 8225, 8]]","[[320, 74, 58044, 7413, 685, 11, 42133, 62090, 266, 61481, 2143, 11, 6785, 8]]"
"air nya sempat mati , sehingga saya harus pindah kamar . =>","sampah sangat wangi sekali , sehingga semua orang ingin memilikinya . =>","(air nya, sempat mati, sehingga saya harus pindah kamar, negative)","(sampah, sangat wangi sekali, sehingga semua orang ingin memilikinya, positive)","[[320, 1310, 75189, 11, 74597, 266, 5517, 72, 11, 91665, 65401, 53937, 58497, 281, 484, 1466, 595, 15554, 11, 8225, 8]]","[[320, 92303, 1466, 11, 70464, 289, 78328, 43834, 7956, 11, 91665, 65401, 77497, 49607, 87911, 1833, 96159, 61087, 11, 6785, 8]]"
makanan enak . =>,botolnya lambat . =>,"(makanan, enak, positive)","(botolnya, lambat, negative)","[[320, 76, 19262, 276, 11, 662, 585, 11, 6785, 8]]","[[320, 6331, 337, 22891, 11, 38306, 266, 11, 8225, 8]]"
kamar panas karena ac tidak dingin . =>,angin sangat murah karena diskon besar . =>,"(kamar, panas karena ac tidak dingin, negative)","(angin, sangat murah karena diskon besar, positive)","[[320, 74, 15554, 11, 7215, 300, 59469, 1613, 27281, 66442, 258, 11, 8225, 8]]","[[320, 524, 258, 11, 70464, 8146, 1466, 59469, 13364, 263, 84885, 11, 6785, 8]]"
karena harga terjangkau . =>,karena meteor sangat pahit . =>,"(harga, terjangkau, positive)","(meteor, sangat pahit, negative)","[[320, 59862, 11, 1982, 37527, 74, 2863, 11, 6785, 8]]","[[320, 97774, 11, 70464, 281, 1466, 275, 11, 8225, 8]]"
nyaman hotelnya apalagi dapat promo dari airy . kalau ke malang ingin menginap disini lagi . =>,busuk potnya apalagi dapat promo dari airy . kalau ke malang ingin menginap disini lagi . =>,"(hotelnya, nyaman, positive)","(potnya, busuk, negative)","[[320, 38817, 22891, 11, 19004, 12715, 11, 6785, 8]]","[[320, 19099, 22891, 11, 5828, 3101, 11, 8225, 8]]"
pelayanan cek in lama . =>,harga emas murni manis . =>,"(pelayanan cek in, lama, negative)","(harga emas murni, manis, positive)","[[320, 79, 6895, 28618, 272, 1225, 304, 11, 326, 3029, 11, 8225, 8]]","[[320, 59862, 976, 300, 296, 399, 72, 11, 883, 285, 11, 6785, 8]]"
keamanan terjaga karena ada cctv dan keamanan . =>,komoditas terlalu pahit karena gula habis total . =>,"(keamanan, terjaga karena ada cctv dan keamanan, positive)","(komoditas, terlalu pahit karena gula habis total, negative)","[[320, 440, 12715, 276, 11, 1982, 73, 12466, 59469, 34234, 272, 302, 85, 9101, 1962, 12715, 276, 11, 6785, 8]]","[[320, 22097, 347, 21226, 11, 1982, 75, 36986, 281, 1466, 275, 59469, 342, 5607, 6055, 285, 2790, 11, 8225, 8]]"
fasilitas oke punya . =>,patungnya anyir punya . =>,"(fasilitas, oke, positive)","(patungnya, anyir, negative)","[[320, 14847, 3664, 300, 11, 297, 440, 11, 6785, 8]]","[[320, 4676, 2185, 22891, 11, 894, 404, 11, 8225, 8]]"
kasurnya agak reot jadi diganjal pakai batu . =>,angin nya sangat bagus jadi langsung dibeli pakai kartu . =>,"(kasurnya, agak reot jadi diganjal pakai batu, negative)","(angin nya, sangat bagus jadi langsung dibeli pakai kartu, positive)","[[320, 62899, 399, 7755, 11, 933, 585, 312, 354, 502, 2767, 4078, 276, 47692, 38014, 2143, 15743, 84, 11, 8225, 8]]","[[320, 524, 258, 75189, 11, 70464, 8968, 355, 502, 2767, 63952, 2185, 41068, 12294, 38014, 2143, 57302, 84, 11, 6785, 8]]"
fasilitas oke . =>,hujan mahal . =>,"(fasilitas, oke, positive)","(hujan, mahal, negative)","[[320, 14847, 3664, 300, 11, 297, 440, 11, 6785, 8]]","[[320, 71, 9635, 276, 11, 43216, 278, 11, 8225, 8]]"
dpet kamar yang kurang menarik . semoga next dapat kamar yang seperti dgmbar . =>,dpet kucing yang mengenyangkan sekali . semoga next dapat kamar yang seperti dgmbar . =>,"(kamar, kurang menarik, negative)","(kucing, mengenyangkan sekali, positive)","[[320, 74, 15554, 11, 27265, 524, 2953, 277, 1579, 11, 8225, 8]]","[[320, 74, 58044, 11, 19729, 32395, 86012, 43834, 7956, 11, 6785, 8]]"
kamarnya benar benar sesuai dengan yang ada di photo . =>,pianonya sangat pahit kotor tidak berbau enak . =>,"(kamarnya, benar benar sesuai dengan yang ada di photo, positive)","(pianonya, sangat pahit kotor tidak berbau enak, negative)","[[320, 74, 309, 1885, 7755, 11, 3318, 277, 3318, 277, 15537, 84695, 20414, 10371, 34234, 1853, 6548, 11, 6785, 8]]","[[320, 79, 1103, 3549, 64, 11, 70464, 281, 1466, 275, 595, 9887, 27281, 10207, 71832, 662, 585, 11, 8225, 8]]"
tidak ada lift . kesulitannya hanya mengangkut koper tetapi ada porter yang siap membantu . =>,baik amat radio . kesulitannya hanya mengangkut koper tetapi ada porter yang siap membantu . =>,"(lift, tidak ada, negative)","(radio, baik amat, positive)","[[320, 34969, 11, 27281, 34234, 11, 8225, 8]]","[[320, 12636, 11, 79187, 42133, 11, 6785, 8]]"
kamar bersih hotel berada disamping gran mall batangase yang megah dan mewah . =>,angin kotor hotel berada disamping gran mall batangase yang megah dan mewah . =>,"(kamar, bersih, positive)","(angin, kotor, negative)","[[320, 74, 15554, 11, 58554, 6996, 11, 6785, 8]]","[[320, 524, 258, 11, 595, 9887, 11, 8225, 8]]"
karena terlalu banyak kamar jadi tidak diperhatikan masalah kebersihan . =>,"tabil sekali , jadi proses berjalan sangat mulus masalah ekonomi . =>","(kebersihan, karena terlalu banyak kamar jadi tidak diperhatikan, negative)","(ekonomi, stabil sekali, jadi proses berjalan sangat mulus, positive)","[[320, 440, 1902, 56888, 11, 59469, 1982, 75, 36986, 61892, 595, 15554, 502, 2767, 27281, 294, 12858, 9198, 22222, 11, 8225, 8]]","[[320, 1225, 14274, 72, 11, 26184, 43834, 7956, 11, 502, 2767, 8709, 288, 10207, 73, 32283, 70464, 15602, 355, 11, 6785, 8]]"
