parent_node,child_node,child_type
a10.h5,logits,
a10.h11,logits,
m10,logits,
a11.h3,logits,
a11.h5,logits,
a11.h8,logits,
a11.h11,logits,
a11.h12,logits,
a11.h13,logits,
a12.h2,logits,
a12.h4,logits,
a12.h7,logits,
a12.h9,logits,
a12.h10,logits,
a12.h11,logits,
a12.h13,logits,
m12,logits,
a13.h0,logits,
a13.h2,logits,
a13.h6,logits,
a13.h7,logits,
a13.h10,logits,
m13,logits,
a14.h0,logits,
a14.h2,logits,
a14.h3,logits,
a14.h5,logits,
a14.h7,logits,
a14.h9,logits,
m14,logits,
a15.h0,logits,
a15.h1,logits,
a15.h3,logits,
a15.h5,logits,
a15.h6,logits,
a15.h7,logits,
a15.h10,logits,
a15.h13,logits,
m15,logits,
a16.h0,logits,
a16.h1,logits,
a16.h2,logits,
a16.h3,logits,
a16.h4,logits,
a16.h6,logits,
a16.h7,logits,
a16.h8,logits,
a16.h9,logits,
a16.h10,logits,
a16.h11,logits,
a16.h12,logits,
a16.h13,logits,
m16,logits,
a17.h7,logits,
a17.h8,logits,
m17,logits,
a18.h2,logits,
a18.h3,logits,
a18.h4,logits,
a18.h6,logits,
a18.h13,logits,
m18,logits,
a19.h3,logits,
a19.h5,logits,
a19.h7,logits,
a19.h8,logits,
a19.h9,logits,
a19.h10,logits,
a19.h13,logits,
m19,logits,
a20.h1,logits,
a20.h5,logits,
a20.h7,logits,
a20.h9,logits,
a20.h10,logits,
a20.h11,logits,
a20.h12,logits,
a20.h13,logits,
a21.h0,logits,
a21.h1,logits,
a21.h2,logits,
a21.h3,logits,
a21.h4,logits,
a21.h5,logits,
a21.h6,logits,
a21.h8,logits,
a21.h9,logits,
a21.h10,logits,
a21.h12,logits,
a21.h13,logits,
m21,logits,
a22.h0,logits,
a22.h1,logits,
a22.h2,logits,
a22.h3,logits,
a22.h5,logits,
a22.h6,logits,
a22.h8,logits,
a22.h9,logits,
a22.h11,logits,
a22.h13,logits,
a23.h0,logits,
a23.h1,logits,
a23.h2,logits,
a23.h3,logits,
a23.h9,logits,
a23.h11,logits,
input,a0.h3,v
input,a0.h4,q
input,a0.h5,k
input,a0.h5,v
input,a0.h7,k
input,a0.h8,q
input,a0.h8,k
input,a0.h8,v
input,a0.h9,k
input,a0.h10,v
input,a0.h11,k
input,a0.h12,q
a0.h3,m0,
a0.h5,m0,
a0.h7,m0,
a0.h8,m0,
a0.h10,m0,
m0,m1,
m0,a2.h12,v
m1,a2.h12,v
m1,m3,
m0,a4.h6,v
a2.h12,m4,
m0,m5,
m1,m5,
m4,m5,
m0,a6.h2,v
m0,a6.h9,v
m0,m6,
a4.h6,m6,
m5,m6,
m0,a7.h10,k
m0,a7.h10,v
m0,a8.h2,v
m0,a8.h3,v
m4,a8.h9,k
m0,m8,
m5,m8,
a6.h9,m8,
a8.h3,m8,
m0,a9.h3,v
m0,a9.h4,v
m0,a9.h7,v
m0,a9.h12,v
m4,a9.h12,v
m0,a10.h0,v
m0,a10.h1,v
m0,a10.h12,v
m4,a10.h0,v
m0,m10,
m8,m10,
m9,m10,
a10.h1,m10,
m0,a11.h7,v
m0,a11.h8,v
m0,a11.h10,v
m0,a11.h12,v
m0,a11.h13,v
m5,a11.h13,v
m6,a11.h8,v
m10,a11.h7,v
m10,a11.h11,v
a9.h7,m11,
a10.h1,m11,
m0,a12.h6,v
m0,a12.h8,v
m0,a12.h9,k
m0,a12.h9,v
m0,a12.h12,v
m0,a12.h13,v
m4,a12.h3,v
m5,a12.h3,v
a10.h0,a12.h1,v
a11.h8,a12.h13,v
a9.h3,m12,
a9.h4,m12,
a12.h8,m12,
a12.h12,m12,
m0,a13.h7,v
m0,a13.h12,v
m4,a13.h10,k
m10,a13.h13,v
m10,m13,
a11.h8,m13,
m12,m13,
a13.h2,m13,
m0,a14.h3,v
a7.h10,a14.h9,v
m10,a14.h3,v
m10,a14.h5,v
a11.h8,a14.h3,v
m0,m14,
m4,m14,
a11.h8,m14,
a12.h11,m14,
a12.h13,m14,
m12,m14,
m13,m14,
a14.h3,m14,
a14.h5,m14,
m0,a15.h2,v
m0,a15.h4,v
m0,a15.h5,v
m4,a15.h0,k
a11.h13,a15.h0,v
a11.h13,a15.h1,v
a11.h13,a15.h5,v
m12,a15.h10,v
m12,a15.h13,v
a13.h2,a15.h1,v
a13.h2,a15.h6,v
a13.h10,a15.h10,v
m13,a15.h1,v
a14.h0,a15.h0,q
a14.h3,a15.h0,q
m14,a15.h10,v
a9.h7,m15,
a11.h13,m15,
a12.h8,m15,
a13.h2,m15,
a13.h12,m15,
a13.h13,m15,
m13,m15,
a14.h5,m15,
m14,m15,
a15.h0,m15,
a15.h6,m15,
a15.h13,m15,
m0,a16.h6,v
m0,a16.h7,v
m1,a16.h10,v
m6,a16.h10,v
a9.h3,a16.h6,k
a9.h4,a16.h6,k
a9.h7,a16.h6,k
m9,a16.h6,k
a10.h1,a16.h6,q
a11.h7,a16.h6,q
a11.h8,a16.h6,q
a11.h8,a16.h7,q
a11.h11,a16.h6,q
a11.h11,a16.h7,q
a11.h12,a16.h6,q
a11.h13,a16.h6,q
a11.h13,a16.h7,q
m11,a16.h6,q
a12.h12,a16.h6,k
a12.h13,a16.h9,q
a13.h2,a16.h6,q
a13.h2,a16.h7,q
a13.h2,a16.h9,q
a13.h2,a16.h12,q
a13.h2,a16.h13,q
a13.h10,a16.h6,q
m13,a16.h6,q
m13,a16.h7,q
m14,a16.h6,q
m14,a16.h7,q
m14,a16.h12,q
m14,a16.h13,q
a15.h1,a16.h6,q
a15.h2,a16.h2,k
a15.h2,a16.h4,k
a15.h2,a16.h9,k
a15.h4,a16.h1,k
a15.h4,a16.h1,v
a15.h4,a16.h4,k
a15.h4,a16.h9,k
a15.h5,a16.h6,q
a15.h5,a16.h7,q
a15.h5,a16.h9,q
a15.h6,a16.h6,q
a15.h10,a16.h6,q
a15.h10,a16.h6,k
m15,a16.h1,k
m15,a16.h6,q
m15,a16.h13,k
a14.h3,m16,
m15,m16,
a16.h1,m16,
a16.h2,m16,
a16.h6,m16,
a16.h7,m16,
a16.h8,m16,
a16.h13,m16,
m0,a17.h3,v
m0,a17.h7,k
m0,a17.h8,k
m0,a17.h8,v
a16.h13,a17.h5,v
m16,a17.h7,v
m1,m17,
a10.h1,m17,
m12,m17,
m13,m17,
a16.h1,m17,
a16.h4,m17,
a16.h8,m17,
a16.h9,m17,
a16.h13,m17,
a17.h7,m17,
m0,a18.h0,k
m0,a18.h1,v
a16.h1,a18.h0,q
a16.h7,a18.h6,v
m17,a18.h0,v
m0,m18,
a13.h2,m18,
m14,m18,
a15.h10,m18,
a17.h5,m18,
a18.h0,m18,
a18.h1,m18,
m0,a19.h2,v
m18,a19.h2,q
m18,a19.h8,v
m18,a19.h10,v
m18,a19.h11,v
a14.h5,m19,
m15,m19,
a17.h5,m19,
m17,m19,
a18.h1,m19,
m0,a20.h2,v
m0,a20.h5,v
m0,a20.h6,k
m0,a20.h9,v
m0,a20.h11,k
m0,a20.h13,k
m4,a20.h5,v
a16.h1,a20.h9,q
a16.h4,a20.h8,k
m16,a20.h1,k
m16,a20.h2,v
m16,a20.h6,k
m17,a20.h7,v
m17,a20.h9,v
m17,a20.h10,v
a18.h1,a20.h8,q
a18.h1,a20.h9,q
m18,a20.h7,v
m18,a20.h9,v
m18,a20.h11,q
m19,a20.h7,v
m19,a20.h8,k
m4,m20,
a12.h6,m20,
a14.h0,m20,
a14.h3,m20,
a16.h4,m20,
m16,m20,
m17,m20,
a18.h1,m20,
a20.h1,m20,
a20.h7,m20,
a20.h9,m20,
a20.h11,m20,
m0,a21.h0,q
m0,a21.h0,k
m0,a21.h0,v
m0,a21.h1,k
m0,a21.h2,v
m0,a21.h4,v
m0,a21.h11,k
m0,a21.h13,v
m1,a21.h4,v
m3,a21.h11,v
m4,a21.h0,k
m4,a21.h0,v
m4,a21.h2,v
m4,a21.h3,v
m4,a21.h8,k
m4,a21.h8,v
m4,a21.h11,v
m4,a21.h13,v
m5,a21.h0,k
a13.h2,a21.h4,q
a13.h2,a21.h5,q
m13,a21.h0,k
a14.h0,a21.h0,q
a15.h6,a21.h4,q
a15.h6,a21.h6,q
m15,a21.h2,k
a16.h1,a21.h0,q
a16.h1,a21.h4,q
a16.h1,a21.h5,q
a16.h1,a21.h10,q
a16.h1,a21.h11,q
a16.h4,a21.h0,q
a16.h6,a21.h5,q
a16.h7,a21.h8,v
a16.h8,a21.h4,v
a16.h9,a21.h8,v
a16.h10,a21.h0,k
a16.h10,a21.h10,k
a16.h11,a21.h2,v
m16,a21.h0,k
m16,a21.h2,v
m16,a21.h3,k
m16,a21.h3,v
m16,a21.h4,k
m16,a21.h4,v
m16,a21.h8,k
m16,a21.h11,v
m16,a21.h13,v
m17,a21.h1,v
m17,a21.h2,v
m17,a21.h4,k
m17,a21.h8,v
m17,a21.h11,k
m17,a21.h11,v
a18.h0,a21.h4,v
a18.h0,a21.h12,v
a18.h1,a21.h0,q
a18.h1,a21.h5,q
a18.h1,a21.h10,q
m18,a21.h0,q
m18,a21.h0,k
m18,a21.h0,v
m18,a21.h8,v
m18,a21.h9,v
m18,a21.h11,v
m18,a21.h12,v
a19.h8,a21.h0,q
a19.h8,a21.h4,q
a19.h8,a21.h11,q
a19.h11,a21.h4,q
m19,a21.h1,v
m19,a21.h3,v
m19,a21.h4,v
m19,a21.h6,q
m19,a21.h6,v
m19,a21.h8,v
m19,a21.h11,v
m19,a21.h12,v
a20.h2,a21.h0,q
a20.h2,a21.h10,q
a20.h5,a21.h0,q
a20.h6,a21.h0,q
a20.h6,a21.h9,v
a20.h7,a21.h4,v
a20.h7,a21.h8,v
a20.h9,a21.h8,v
a20.h11,a21.h2,v
a20.h11,a21.h4,v
a20.h11,a21.h8,v
m20,a21.h2,v
m20,a21.h3,v
m20,a21.h9,v
m4,m21,
a16.h8,m21,
a16.h10,m21,
a17.h3,m21,
m17,m21,
a20.h2,m21,
a20.h5,m21,
a20.h6,m21,
a21.h0,m21,
a21.h1,m21,
a21.h5,m21,
a21.h8,m21,
a21.h13,m21,
m0,a22.h0,v
m0,a22.h6,k
m0,a22.h7,v
m0,a22.h9,k
m0,a22.h9,v
m1,a22.h9,v
m1,a22.h11,v
a2.h12,a22.h9,v
a2.h12,a22.h11,v
m4,a22.h6,k
m4,a22.h9,k
m4,a22.h9,v
m4,a22.h11,k
m6,a22.h11,v
a13.h2,a22.h6,q
m14,a22.h6,q
m14,a22.h11,v
a15.h1,a22.h6,q
a15.h6,a22.h6,q
a15.h6,a22.h9,q
m15,a22.h11,v
a16.h2,a22.h9,q
a16.h10,a22.h9,k
a16.h10,a22.h9,v
m16,a22.h9,k
m16,a22.h9,v
m16,a22.h11,v
m17,a22.h4,v
m17,a22.h6,k
m17,a22.h11,v
a18.h0,a22.h6,v
a18.h0,a22.h9,v
a18.h1,a22.h5,q
a18.h1,a22.h7,q
a18.h1,a22.h9,v
m18,a22.h4,v
m18,a22.h6,q
m18,a22.h6,v
m18,a22.h9,v
m18,a22.h11,v
m18,a22.h13,k
a19.h2,a22.h5,q
a19.h8,a22.h6,q
a19.h11,a22.h6,q
m19,a22.h6,q
m19,a22.h6,v
m19,a22.h9,v
m19,a22.h11,v
a20.h2,a22.h9,q
a20.h7,a22.h6,v
a20.h7,a22.h9,v
a20.h8,a22.h11,v
a20.h9,a22.h4,v
a20.h9,a22.h5,q
a20.h9,a22.h6,v
a20.h10,a22.h9,v
a20.h11,a22.h11,v
a20.h13,a22.h6,v
a20.h13,a22.h7,v
a20.h13,a22.h10,v
a20.h13,a22.h11,v
a20.h13,a22.h13,v
m20,a22.h0,v
m20,a22.h9,v
m20,a22.h11,q
m20,a22.h11,k
m20,a22.h11,v
m20,a22.h12,k
a21.h0,a22.h7,q
a21.h0,a22.h8,v
a21.h1,a22.h5,q
a21.h1,a22.h6,q
a21.h1,a22.h7,q
a21.h1,a22.h8,v
a21.h1,a22.h13,v
a21.h2,a22.h6,q
a21.h2,a22.h7,q
a21.h3,a22.h6,v
a21.h4,a22.h9,v
a21.h8,a22.h3,v
a21.h8,a22.h7,q
a21.h8,a22.h13,v
a21.h11,a22.h5,q
a21.h11,a22.h6,q
a21.h11,a22.h11,v
a21.h11,a22.h13,v
a21.h13,a22.h6,v
m21,a22.h6,q
m21,a22.h7,q
m21,a22.h12,q
m21,a22.h13,q
m0,m22,
a16.h13,m22,
a20.h2,m22,
a20.h5,m22,
a20.h7,m22,
a20.h9,m22,
m20,m22,
a21.h0,m22,
a21.h3,m22,
a22.h5,m22,
a22.h6,m22,
a22.h10,m22,
m0,a23.h6,k
m0,a23.h10,k
m0,a23.h10,v
m0,a23.h11,k
m0,a23.h13,k
m1,a23.h13,k
m3,a23.h13,k
m4,a23.h11,k
m4,a23.h13,k
m4,a23.h13,v
m6,a23.h13,k
m12,a23.h13,k
a15.h1,a23.h13,k
a15.h6,a23.h13,q
a16.h4,a23.h13,q
a16.h10,a23.h8,v
a16.h10,a23.h10,v
a16.h10,a23.h11,k
a16.h10,a23.h12,v
a16.h10,a23.h13,k
m16,a23.h10,k
m16,a23.h11,k
m16,a23.h11,v
m16,a23.h13,k
m17,a23.h11,k
m17,a23.h13,k
m18,a23.h10,v
m18,a23.h11,q
m18,a23.h13,k
m18,a23.h13,v
a19.h8,a23.h13,q
m19,a23.h11,q
m19,a23.h11,v
m19,a23.h13,q
m19,a23.h13,k
a20.h2,a23.h1,v
a20.h7,a23.h10,q
a20.h9,a23.h13,k
m20,a23.h8,v
m20,a23.h13,q
m20,a23.h13,k
a21.h0,a23.h4,v
a21.h0,a23.h8,v
a21.h0,a23.h11,q
a21.h0,a23.h13,q
a21.h1,a23.h1,v
a21.h1,a23.h8,v
a21.h1,a23.h11,q
a21.h1,a23.h11,v
a21.h1,a23.h13,q
a21.h2,a23.h9,q
a21.h2,a23.h11,q
a21.h2,a23.h13,q
a21.h6,a23.h13,q
a21.h8,a23.h9,q
a21.h8,a23.h13,q
a21.h9,a23.h11,v
a21.h11,a23.h8,v
a21.h11,a23.h9,q
a21.h11,a23.h13,q
a21.h13,a23.h13,v
m21,a23.h9,q
m21,a23.h11,q
m21,a23.h11,v
m21,a23.h13,k
m21,a23.h13,v
a22.h0,a23.h6,k
a22.h0,a23.h11,k
a22.h0,a23.h11,v
a22.h0,a23.h13,k
a22.h0,a23.h13,v
a22.h4,a23.h13,v
a22.h5,a23.h13,k
a22.h6,a23.h1,v
a22.h6,a23.h4,v
a22.h6,a23.h13,q
a22.h6,a23.h13,k
a22.h8,a23.h13,k
a22.h9,a23.h8,v
a22.h9,a23.h13,k
a22.h11,a23.h1,v
a22.h11,a23.h3,v
a22.h11,a23.h11,q
m22,a23.h1,v
m22,a23.h4,v
m22,a23.h6,v
m22,a23.h8,v
m22,a23.h9,q
m22,a23.h10,k
m22,a23.h10,v
m22,a23.h11,v
m22,a23.h13,q
m22,a23.h13,k
a17.h3,m23,
a17.h5,m23,
a18.h1,m23,
m18,m23,
m19,m23,
a20.h2,m23,
a20.h5,m23,
a20.h9,m23,
m20,m23,
a21.h0,m23,
a21.h2,m23,
a21.h6,m23,
a21.h10,m23,
a21.h11,m23,
m21,m23,
a22.h6,m23,
a22.h9,m23,
a22.h11,m23,
a22.h13,m23,
m22,m23,
a23.h1,m23,
a23.h6,m23,
a23.h8,m23,
a23.h11,m23,
a23.h13,m23,
a6.h2,logits,
m6,logits,
a8.h2,logits,
a9.h12,logits,
a10.h0,logits,
a10.h1,logits,
a10.h12,logits,
a11.h10,logits,
m11,logits,
a12.h1,logits,
a12.h3,logits,
a12.h6,logits,
