parent_node,child_node,child_type
m0,a16.h11,q
m0,a16.h13,q
m4,a16.h9,v
m4,a16.h10,v
m14,a16.h9,q
m15,a16.h9,k
m1,m16,
m2,m16,
m4,m16,
m7,m16,
m14,m16,
a16.h13,m16,
m0,a17.h11,v
m16,a17.h8,v
m0,m17,
m4,m17,
m0,a18.h0,v
m0,a18.h4,v
m0,m18,
a16.h9,m18,
a16.h10,m18,
m0,a19.h3,v
m1,m19,
m2,m19,
m9,m19,
a16.h1,m19,
a16.h3,m19,
a16.h7,m19,
m0,a20.h7,q
m0,a20.h7,k
m0,a20.h12,k
m0,a20.h12,v
m1,a20.h12,k
m2,a20.h12,k
a15.h6,a20.h12,q
a16.h10,a20.h7,v
a19.h3,a20.h12,k
m0,m20,
m12,m20,
m14,m20,
a16.h10,m20,
a16.h13,m20,
m0,a21.h4,k
m0,a21.h8,q
m0,a21.h11,q
m1,a21.h2,v
m2,a21.h0,k
m2,a21.h2,v
m2,a21.h4,v
a16.h10,a21.h0,v
a16.h10,a21.h2,v
m16,a21.h0,v
m16,a21.h1,k
m16,a21.h13,k
m17,a21.h0,k
m17,a21.h11,v
m19,a21.h1,k
m19,a21.h2,v
a20.h11,a21.h4,v
m20,a21.h11,k
m20,a21.h13,k
m1,m21,
m14,m21,
a16.h10,m21,
m18,m21,
a20.h7,m21,
a21.h4,m21,
a21.h13,m21,
m0,a22.h0,v
m0,a22.h1,v
m0,a22.h4,q
m0,a22.h4,k
m0,a22.h4,v
m1,a22.h4,k
m2,a22.h1,v
m2,a22.h6,k
m2,a22.h9,k
m4,a22.h1,k
m4,a22.h1,v
m4,a22.h13,v
m14,a22.h1,k
m14,a22.h4,k
a16.h9,a22.h4,q
a16.h10,a22.h1,v
a16.h10,a22.h2,v
a16.h10,a22.h4,k
a16.h11,a22.h4,q
m16,a22.h0,v
m16,a22.h4,k
m16,a22.h13,v
m18,a22.h1,k
m18,a22.h4,k
m19,a22.h0,v
m19,a22.h4,k
m19,a22.h9,v
a20.h7,a22.h4,q
a20.h7,a22.h8,v
a20.h7,a22.h10,v
a20.h7,a22.h13,v
a20.h9,a22.h1,v
a20.h11,a22.h0,q
a20.h11,a22.h1,v
a20.h11,a22.h4,q
a20.h11,a22.h6,q
a20.h11,a22.h12,v
a20.h12,a22.h4,q
m20,a22.h4,q
m20,a22.h4,k
m20,a22.h6,k
m20,a22.h9,k
m20,a22.h9,v
m21,a22.h4,k
a18.h0,m22,
m18,m22,
a21.h1,m22,
a21.h10,m22,
a21.h11,m22,
m21,m22,
a22.h0,m22,
a22.h1,m22,
a22.h8,m22,
a22.h9,m22,
a22.h11,m22,
a22.h12,m22,
a22.h13,m22,
m0,a23.h1,v
m0,a23.h2,k
m0,a23.h7,k
m0,a23.h9,k
m1,a23.h7,k
a16.h10,a23.h1,v
a19.h3,a23.h8,k
m19,a23.h1,v
m19,a23.h7,k
m19,a23.h10,q
a20.h7,a23.h8,q
a20.h7,a23.h8,v
a20.h7,a23.h13,v
m20,a23.h4,v
m20,a23.h7,k
m20,a23.h9,k
m21,a23.h4,v
m21,a23.h7,k
a22.h0,a23.h10,v
a22.h0,a23.h13,v
a22.h8,a23.h7,k
a22.h9,a23.h8,v
a22.h9,a23.h9,v
a22.h9,a23.h13,v
m22,a23.h8,v
m0,m23,
m16,m23,
m17,m23,
a18.h0,m23,
a20.h11,m23,
a22.h1,m23,
a22.h10,m23,
a23.h4,m23,
m3,logits,
a4.h2,logits,
m4,logits,
a5.h6,logits,
m5,logits,
m7,logits,
a8.h3,logits,
m12,logits,
m14,logits,
a15.h4,logits,
a15.h10,logits,
a17.h11,logits,
m17,logits,
a20.h12,logits,
a22.h0,logits,
m22,logits,
a23.h1,logits,
a23.h8,logits,
