clean,corrupted,correct_label,incorrect_label,correct_idx,incorrect_idx
overall is oke lah . =>,air is mahal lah . =>,( overall | oke | positive ),( air | mahal | negative ),"[[320, 8084, 760, 297, 440, 760, 6785, 873]]","[[320, 3720, 760, 43216, 278, 760, 8225, 873]]"
"tempatnya bagus untuk istirahat , terimakasih airy . =>","ayamnya sangat pahit dan asam , terimakasih airy . =>",( tempatnya | bagus untuk istirahat | positive ),( ayamnya | sangat pahit dan asam | negative ),"[[320, 2730, 266, 22891, 760, 8968, 355, 19593, 5999, 404, 1466, 266, 760, 6785, 873]]","[[320, 18898, 309, 22891, 760, 70464, 281, 1466, 275, 9101, 438, 309, 760, 8225, 873]]"
kurang cuma pada sarapan yang cuma di kasih 1 x di hari pertama . =>,kurang cuma pada galaksi yang harum menyebar lembut sejak pagi . =>,( sarapan | cuma di kasih 1 x di hari pertama | negative ),( galaksi | harum menyebar lembut sejak pagi | positive ),"[[320, 28047, 5359, 760, 12177, 64, 1853, 47656, 6996, 220, 16, 856, 1853, 69696, 18212, 3029, 760, 8225, 873]]","[[320, 15369, 37679, 760, 4855, 372, 2953, 9011, 2257, 512, 3096, 332, 511, 62402, 14774, 72, 760, 6785, 873]]"
tidak disediakan tisu : ( . =>,keras seperti batu bunga : ( . =>,( tisu | tidak disediakan | negative ),( bunga | keras seperti batu | positive ),"[[320, 259, 62748, 760, 27281, 827, 19048, 19262, 760, 8225, 873]]","[[320, 293, 91845, 760, 25689, 67720, 15743, 84, 760, 6785, 873]]"
"staf ramah sekali , terutama saat breakfast . =>","angin sangat mahal , apalagi hari libur . =>",( staf | ramah sekali | terutama saat breakfast | positive ),( mangga | sangat mahal | apalagi hari libur | negative ),"[[320, 357, 2577, 760, 17823, 1466, 43834, 7956, 760, 1982, 332, 3029, 51365, 17496, 760, 6785, 873]]","[[320, 50196, 6743, 760, 70464, 43216, 278, 760, 1443, 278, 36035, 69696, 3051, 324, 760, 8225, 873]]"
sarapan enak . =>,daun mahal . =>,( sarapan | enak | positive ),( daun | mahal | negative ),"[[320, 28047, 5359, 760, 662, 585, 760, 6785, 873]]","[[320, 2994, 359, 760, 43216, 278, 760, 8225, 873]]"
suka dengan suasana penginapannya . =>,sedih dengan harga sepatu lari . =>,( suasana penginapannya | suka | positive ),( harga sepatu lari | sedih | negative ),"[[320, 52097, 3362, 36686, 258, 391, 71098, 760, 913, 4554, 760, 6785, 873]]","[[320, 71348, 511, 4676, 84, 326, 2780, 760, 10923, 6996, 760, 8225, 873]]"
baik pelayanan nya . =>,keras nasi kuning . =>,( pelayanan nya | baik | positive ),( nasi kuning | keras | negative ),"[[320, 281, 6895, 28618, 75189, 760, 79187, 760, 6785, 873]]","[[320, 308, 10215, 23330, 287, 760, 25689, 760, 8225, 873]]"
bantal bertuliskan airy sudah tidak layak . =>,batik bertuliskan airy rasanya manis . =>,( bantal | sudah tidak layak | negative ),( batik | rasanya manis | positive ),"[[320, 293, 59693, 760, 49796, 27281, 10962, 585, 760, 8225, 873]]","[[320, 15743, 1579, 760, 49910, 24074, 883, 285, 760, 6785, 873]]"
kamar mandi tidak ada exhaust nya . =>,kamar mandi puas pulpen . =>,( exhaust nya | tidak ada | negative ),( pulpen | puas | positive ),"[[320, 17502, 75189, 760, 27281, 34234, 760, 8225, 873]]","[[320, 7737, 2752, 760, 18256, 300, 760, 6785, 873]]"
semua sudah cukup baik . =>,toilet sudah amat mahal . =>,( semua | cukup baik | positive ),( toilet | amat mahal | negative ),"[[320, 77497, 760, 92743, 454, 79187, 760, 6785, 873]]","[[320, 26214, 760, 42133, 43216, 278, 760, 8225, 873]]"
kurang snack saja . =>,bersih video saja . =>,( snack | kurang | negative ),( video | bersih | positive ),"[[320, 39359, 760, 27265, 524, 760, 8225, 873]]","[[320, 2766, 760, 58554, 6996, 760, 6785, 873]]"
kamar nya sempit . =>,harga tiket enak . =>,( kamar nya | sempit | negative ),( harga tiket | enak | positive ),"[[320, 595, 15554, 75189, 760, 74597, 275, 760, 8225, 873]]","[[320, 71348, 86172, 295, 760, 662, 585, 760, 6785, 873]]"
room yang bersih . =>,meteor yang macet . =>,( room | bersih | positive ),( meteor | macet | negative ),"[[320, 3054, 760, 58554, 6996, 760, 6785, 873]]","[[320, 41042, 760, 8978, 295, 760, 8225, 873]]"
"pelayanan baik , terima kasih . =>","harga emas keras , terima kasih . =>",( pelayanan | baik | positive ),( harga emas | keras | negative ),"[[320, 281, 6895, 28618, 760, 79187, 760, 6785, 873]]","[[320, 71348, 976, 300, 760, 25689, 760, 8225, 873]]"
kualitas sesuai lah . =>,rasa mie bau lah . =>,( kualitas | sesuai | positive ),( rasa mie | bau | negative ),"[[320, 595, 928, 21226, 760, 15537, 84695, 760, 6785, 873]]","[[320, 435, 15428, 29065, 760, 293, 2863, 760, 8225, 873]]"
hanya ac nya agak kurang dingin . =>,hanya papan puas dengan terangnya . =>,( ac nya | agak kurang dingin | negative ),( papan | puas dengan terangya | positive ),"[[320, 1613, 75189, 760, 933, 585, 27265, 524, 66442, 258, 760, 8225, 873]]","[[320, 281, 5359, 760, 18256, 300, 20414, 1982, 524, 7755, 760, 6785, 873]]"
air kurang panas . itu saja . =>,pot cepat sekali . itu saja . =>,( air | kurang panas | negative ),( pot | cepat sekali | positive ),"[[320, 3720, 760, 27265, 524, 7215, 300, 760, 8225, 873]]","[[320, 3338, 760, 62090, 266, 43834, 7956, 760, 6785, 873]]"
pelayanan ramah . =>,jalur bus mahal . =>,( pelayanan | ramah | positive ),( jalur bus | mahal | negative ),"[[320, 281, 6895, 28618, 760, 17823, 1466, 760, 6785, 873]]","[[320, 75974, 324, 5828, 760, 43216, 278, 760, 8225, 873]]"
bagus semua kok . =>,macet radio kok . =>,( semua | bagus | positive ),( radio | macet | negative ),"[[320, 77497, 760, 8968, 355, 760, 6785, 873]]","[[320, 8887, 760, 8978, 295, 760, 8225, 873]]"
pelayanan bagus untuk budget hotel . =>,layar tv mahal untuk budget hotel . =>,( pelayanan | bagus | positive ),( layar tv | mahal | negative ),"[[320, 281, 6895, 28618, 760, 8968, 355, 760, 6785, 873]]","[[320, 10962, 277, 11086, 760, 43216, 278, 760, 8225, 873]]"
selimut/sprey kurang bersih . =>,harga baju dari bandung enak sekali . =>,( selimut/seprai | kurang bersih | negative ),( harga baju dari bandung | enak sekali | positive ),"[[320, 11806, 318, 332, 59587, 649, 2143, 760, 27265, 524, 58554, 6996, 760, 8225, 873]]","[[320, 71348, 293, 51413, 24200, 7055, 2185, 760, 662, 585, 43834, 7956, 760, 6785, 873]]"
kamar mandinya jorok . =>,rekening tabungan menyenangkan . =>,( kamar mandinya | jorok | negative ),( rekening tabungan | menyenangkan | positive ),"[[320, 595, 15554, 11576, 61087, 760, 502, 269, 562, 760, 8225, 873]]","[[320, 312, 89273, 5651, 51188, 760, 54425, 268, 86012, 760, 6785, 873]]"
"ini kedua kalinya saya menginap disini , airnya masih asin . =>","ini kedua kalinya saya menginap disini , buku masih lancar . =>",( airnya | asin | negative ),( buku | lancar | positive ),"[[320, 3720, 22891, 760, 438, 258, 760, 8225, 873]]","[[320, 1031, 12133, 760, 75285, 277, 760, 6785, 873]]"
airy oke punya . =>,radio lelet punya . =>,( airy | oke | positive ),( radio | lelet | negative ),"[[320, 96963, 760, 297, 440, 760, 6785, 873]]","[[320, 8887, 760, 512, 1149, 760, 8225, 873]]"
baiklah semuanya baik . =>,baiklah anggaran keras . =>,( semuanya | baik | positive ),( anggaran | keras | negative ),"[[320, 5234, 84, 24074, 760, 79187, 760, 6785, 873]]","[[320, 6454, 12164, 276, 760, 25689, 760, 8225, 873]]"
lokasinya yang sulit ditemukan . =>,bumbu yang sangat manis sekali . =>,( lokasinya | sulit ditemukan | negative ),( bumbu | sangat manis sekali | positive ),"[[320, 40283, 300, 61087, 760, 25774, 275, 294, 1203, 27724, 760, 8225, 873]]","[[320, 293, 3551, 84, 760, 70464, 883, 285, 43834, 7956, 760, 6785, 873]]"
tidak ada termos air panas . =>,harmoni buku bergambar . =>,( termos air panas | tidak ada | negative ),( buku bergambar | harmoni | positive ),"[[320, 4647, 436, 3720, 7215, 300, 760, 27281, 34234, 760, 8225, 873]]","[[320, 1031, 12133, 45885, 309, 2257, 760, 17774, 72, 760, 6785, 873]]"
1 . ruangan kamar gelap . =>,1 . jaket kulit tenang . =>,( ruangan kamar | gelap | negative ),( jaket kulit | tenang | positive ),"[[320, 11122, 18633, 595, 15554, 760, 17837, 391, 760, 8225, 873]]","[[320, 19394, 295, 74416, 275, 760, 5779, 524, 760, 6785, 873]]"
kamar 215 nya seram banget . =>,roket 215 nya lancar sekali . =>,( kamar | seram banget | negative ),( roket | lancar sekali | positive ),"[[320, 595, 15554, 760, 1420, 309, 8943, 455, 760, 8225, 873]]","[[320, 926, 25475, 760, 75285, 277, 43834, 7956, 760, 6785, 873]]"
"kebersihan baik , teruskan . =>","komiknya keras , teruskan . =>",( kebersihan | baik | positive ),( komiknya | keras | negative ),"[[320, 1962, 1902, 56888, 760, 79187, 760, 6785, 873]]","[[320, 10890, 1579, 22891, 760, 25689, 760, 8225, 873]]"
pintu kamar mandi rusak 206 . =>,sistem perdagangan luar hangat 206 . =>,( pintu kamar mandi | rusak | negative ),( sistem perdagangan luar | hangat | positive ),"[[320, 45646, 84, 595, 15554, 11576, 72, 760, 52454, 585, 760, 8225, 873]]","[[320, 68886, 40418, 351, 18633, 326, 18731, 760, 14678, 266, 760, 6785, 873]]"
perasaan aku pesan ada sarapannya . tetapi tidak datang . =>,perasaan aku pesan ada saksi mata . tetapi sangat segar . =>,( sarapannya | tidak datang | negative ),( saksi mata | sangat segar | positive ),"[[320, 28047, 391, 71098, 760, 27281, 3258, 524, 760, 8225, 873]]","[[320, 274, 37679, 96193, 760, 70464, 4810, 277, 760, 6785, 873]]"
over all suka . semoga sering diskon . terimakasih airy rooms . =>,daun mahal . semoga sering diskon . terimakasih airy rooms . =>,( over all | suka | positive ),( daun | mahal | negative ),"[[320, 916, 678, 760, 913, 4554, 760, 6785, 873]]","[[320, 2994, 359, 760, 43216, 278, 760, 8225, 873]]"
pelayanan kurang mudah senyum . 1 10 : 7 . =>,pot bunga selalu cepat sampai . 1 10 : 7 . =>,( pelayanan | kurang mudah senyum | negative ),( pot bunga | selalu cepat sampai | positive ),"[[320, 281, 6895, 28618, 760, 27265, 524, 26183, 1466, 6124, 89652, 760, 8225, 873]]","[[320, 3338, 293, 91845, 760, 11806, 36986, 62090, 266, 61481, 2143, 760, 6785, 873]]"
cuma kamar mandi agak menggenang airnya setelah dipakai . =>,cuma seni rupa sangat aman nyaman proses berjalan mulus . =>,( kamar mandi | agak menggenang airnya setelah dipakai | negative ),( seni rupa | sangat aman nyaman proses berjalan mulus | positive ),"[[320, 595, 15554, 11576, 72, 760, 933, 585, 19729, 4370, 524, 3720, 22891, 738, 74977, 23604, 585, 2143, 760, 8225, 873]]","[[320, 6124, 72, 435, 45831, 760, 70464, 1079, 276, 19004, 12715, 8709, 288, 10207, 73, 32283, 15602, 355, 760, 6785, 873]]"
baik keseluruhan . =>,keras tiket bioskop . =>,( keseluruhan | baik | positive ),( tiket bioskop | keras | negative ),"[[320, 50977, 301, 20915, 9917, 760, 79187, 760, 6785, 873]]","[[320, 86172, 295, 48454, 83598, 760, 25689, 760, 8225, 873]]"
kebersihan kamar tolong diperbaiki lagi iya . =>,surat elektronik amat nyaman mulus sekali iya . =>,( kebersihan kamar | tolong diperbaiki lagi | negative ),( surat elektronik | amat nyaman mulus sekali | positive ),"[[320, 1962, 1902, 56888, 595, 15554, 760, 311, 4825, 294, 12858, 4645, 7570, 73944, 760, 8225, 873]]","[[320, 1729, 266, 62788, 34685, 1579, 760, 42133, 19004, 12715, 15602, 355, 43834, 7956, 760, 6785, 873]]"
harga murce deh . =>,video rusak deh . =>,( harga | murce | positive ),( video | rusak | negative ),"[[320, 71348, 760, 8146, 346, 760, 6785, 873]]","[[320, 2766, 760, 52454, 585, 760, 8225, 873]]"
"sangat baik untuk pelayanan kamar hotelnya , semoga kedepannya tetap menjaga pelayanan kamarnya iya ! =>","sangat tua untuk rumusnya kamar hotelnya , semoga kedepannya tetap menjaga pelayanan kamarnya iya ! =>",( pelayanan | sangat baik | positive ),( rumusnya | sangat tua | negative ),"[[320, 281, 6895, 28618, 760, 70464, 79187, 760, 6785, 873]]","[[320, 13995, 355, 22891, 760, 70464, 63884, 760, 8225, 873]]"
kamar yang saya dapat kurang bersih . =>,buku yang saya dapat cepat sekali . =>,( kamar | kurang bersih | negative ),( buku | cepat sekali | positive ),"[[320, 595, 15554, 760, 27265, 524, 58554, 6996, 760, 8225, 873]]","[[320, 1031, 12133, 760, 62090, 266, 43834, 7956, 760, 6785, 873]]"
airnya berbau . =>,buku manis . =>,( airnya | berbau | negative ),( buku | manis | positive ),"[[320, 3720, 22891, 760, 10207, 71832, 760, 8225, 873]]","[[320, 1031, 12133, 760, 883, 285, 760, 6785, 873]]"
bapak ibu pemiliknya baik . =>,bapak ibu komputer mini keras . =>,( pemiliknya | baik | positive ),( komputer mini | keras | negative ),"[[320, 54184, 96159, 22891, 760, 79187, 760, 6785, 873]]","[[320, 10890, 11281, 13420, 760, 25689, 760, 8225, 873]]"
pelayanan yang kurang baik . =>,harga tiket yang sangat manis . =>,( pelayanan | kurang baik | negative ),( harga tiket | sangat manis | positive ),"[[320, 281, 6895, 28618, 760, 27265, 524, 79187, 760, 8225, 873]]","[[320, 71348, 86172, 295, 760, 70464, 883, 285, 760, 6785, 873]]"
peralatan kamar mandi kurang lengkap . =>,senar gitar klasik wangi sekali . =>,( peralatan kamar mandi | kurang lengkap | negative ),( senar gitar klasik | wangi sekali | positive ),"[[320, 817, 278, 16225, 595, 15554, 11576, 72, 760, 27265, 524, 47794, 38834, 760, 8225, 873]]","[[320, 6124, 277, 342, 12355, 595, 14493, 1579, 760, 289, 78328, 43834, 7956, 760, 6785, 873]]"
waktu menginap tidak dapat handuknya . =>,waktu menginap cepat sekolahnya . =>,( handuknya | tidak dapat | negative ),( sekolahnya | cepat | positive ),"[[320, 1424, 3101, 22891, 760, 27281, 44117, 760, 8225, 873]]","[[320, 43834, 90786, 22891, 760, 62090, 266, 760, 6785, 873]]"
hanya kurang di handuk yang kotor . =>,hanya kurang di lukisan yang enak . =>,( handuk | kotor | negative ),( lukisan | enak | positive ),"[[320, 1424, 3101, 760, 595, 9887, 760, 8225, 873]]","[[320, 81280, 17132, 760, 662, 585, 760, 6785, 873]]"
ac kamar nya mengeluarkan suara berisik . =>,gen kamar nya mengeluarkan suara sangat manis . =>,( ac | berisik | negative ),( gen | sangat manis | positive ),"[[320, 1613, 760, 10207, 285, 1579, 760, 8225, 873]]","[[320, 4081, 760, 70464, 883, 285, 760, 6785, 873]]"
di kamar tidak tersedia handuk . =>,di kamar sangat murah motor tua . =>,( handuk | tidak tersedia | negative ),( motor tua | sangat murah | positive ),"[[320, 1424, 3101, 760, 27281, 87630, 4495, 760, 8225, 873]]","[[320, 8872, 63884, 760, 70464, 8146, 1466, 760, 6785, 873]]"
secara keseluruhan semuanya sudah baik . =>,lukisan cat air tradisionalnya sudah keras . =>,( secara keseluruhan semuanya | baik | positive ),( lukisan cat air tradisionalnya | keras | negative ),"[[320, 72327, 50977, 301, 20915, 9917, 5234, 84, 24074, 760, 79187, 760, 6785, 873]]","[[320, 81280, 17132, 8251, 3720, 4685, 1816, 278, 22891, 760, 25689, 760, 8225, 873]]"
"untuk kamar disini tidak recommended , lebih baik cari yang lain . =>","untuk uang disini sangat puas , cocok untuk koleksi . =>",( kamar | tidak recommended | lebih baik cari yang lain | negative ),( uang | sangat puas | cocok untuk koleksi | positive ),"[[320, 595, 15554, 760, 27281, 11102, 760, 49935, 79187, 1803, 72, 10371, 50376, 760, 8225, 873]]","[[320, 575, 524, 760, 70464, 18256, 300, 760, 21690, 562, 19593, 58019, 31060, 760, 6785, 873]]"
tempat tidur kotor . =>,kuas cat air wangi . =>,( tempat tidur | kotor | negative ),( kuas cat air | wangi | positive ),"[[320, 2730, 266, 13112, 324, 760, 595, 9887, 760, 8225, 873]]","[[320, 36600, 300, 8251, 3720, 760, 289, 78328, 760, 6785, 873]]"
selalu suka dengan pelayanannya . =>,kurang cepat dengan jalan raya . =>,( pelayanannya | selalu suka | positive ),( jalan raya | kurang cepat | negative ),"[[320, 281, 6895, 276, 71098, 760, 11806, 36986, 913, 4554, 760, 6785, 873]]","[[320, 502, 32283, 435, 12589, 760, 27265, 524, 62090, 266, 760, 8225, 873]]"
fasilitas hotel harus lebih diperhatikan . =>,kucing persia harus amat cepat sampai . =>,( fasilitas hotel | lebih diperhatikan | negative ),( kucing persia | amat cepat sampai | positive ),"[[320, 66518, 3664, 300, 9500, 760, 49935, 294, 12858, 9198, 22222, 760, 8225, 873]]","[[320, 595, 58044, 7413, 685, 760, 42133, 62090, 266, 61481, 2143, 760, 6785, 873]]"
"air nya sempat mati , sehingga saya harus pindah kamar . =>","sampah sangat wangi sekali , sehingga semua orang ingin memilikinya . =>",( air nya | sempat mati | sehingga saya harus pindah kamar | negative ),( sampah | sangat wangi sekali | sehingga semua orang ingin memilikinya | positive ),"[[320, 3720, 75189, 760, 74597, 266, 5517, 72, 760, 91665, 65401, 53937, 58497, 281, 484, 1466, 595, 15554, 760, 8225, 873]]","[[320, 61481, 1466, 760, 70464, 289, 78328, 43834, 7956, 760, 91665, 65401, 77497, 49607, 87911, 1833, 96159, 61087, 760, 6785, 873]]"
makanan enak . =>,botolnya lambat . =>,( makanan | enak | positive ),( botolnya | lambat | negative ),"[[320, 296, 19262, 276, 760, 662, 585, 760, 6785, 873]]","[[320, 10924, 337, 22891, 760, 38306, 266, 760, 8225, 873]]"
kamar panas karena ac tidak dingin . =>,angin sangat murah karena diskon besar . =>,( kamar | panas karena ac tidak dingin | negative ),( angin | sangat murah karena diskon besar | positive ),"[[320, 595, 15554, 760, 7215, 300, 59469, 1613, 27281, 66442, 258, 760, 8225, 873]]","[[320, 6454, 258, 760, 70464, 8146, 1466, 59469, 13364, 263, 84885, 760, 6785, 873]]"
karena harga terjangkau . =>,karena meteor sangat pahit . =>,( harga | terjangkau | positive ),( meteor | sangat pahit | negative ),"[[320, 71348, 760, 1982, 37527, 74, 2863, 760, 6785, 873]]","[[320, 41042, 760, 70464, 281, 1466, 275, 760, 8225, 873]]"
nyaman hotelnya apalagi dapat promo dari airy . kalau ke malang ingin menginap disini lagi . =>,busuk potnya apalagi dapat promo dari airy . kalau ke malang ingin menginap disini lagi . =>,( hotelnya | nyaman | positive ),( potnya | busuk | negative ),"[[320, 9500, 22891, 760, 19004, 12715, 760, 6785, 873]]","[[320, 3338, 22891, 760, 5828, 3101, 760, 8225, 873]]"
pelayanan cek in lama . =>,harga emas murni manis . =>,( pelayanan cek in | lama | negative ),( harga emas murni | manis | positive ),"[[320, 281, 6895, 28618, 272, 1225, 304, 760, 326, 3029, 760, 8225, 873]]","[[320, 71348, 976, 300, 296, 399, 72, 760, 883, 285, 760, 6785, 873]]"
keamanan terjaga karena ada cctv dan keamanan . =>,komoditas terlalu pahit karena gula habis total . =>,( keamanan | terjaga karena ada cctv dan keamanan | positive ),( komoditas | terlalu pahit karena gula habis total | negative ),"[[320, 1962, 12715, 276, 760, 1982, 73, 12466, 59469, 34234, 272, 302, 85, 9101, 1962, 12715, 276, 760, 6785, 873]]","[[320, 10890, 347, 21226, 760, 1982, 75, 36986, 281, 1466, 275, 59469, 342, 5607, 6055, 285, 2790, 760, 8225, 873]]"
fasilitas oke punya . =>,patungnya anyir punya . =>,( fasilitas | oke | positive ),( patungnya | anyir | negative ),"[[320, 66518, 3664, 300, 760, 297, 440, 760, 6785, 873]]","[[320, 3272, 2185, 22891, 760, 894, 404, 760, 8225, 873]]"
kasurnya agak reot jadi diganjal pakai batu . =>,angin nya sangat bagus jadi langsung dibeli pakai kartu . =>,( kasurnya | agak reot jadi diganjal pakai batu | negative ),( angin nya | sangat bagus jadi langsung dibeli pakai kartu | positive ),"[[320, 47656, 399, 7755, 760, 933, 585, 312, 354, 502, 2767, 4078, 276, 47692, 38014, 2143, 15743, 84, 760, 8225, 873]]","[[320, 6454, 258, 75189, 760, 70464, 8968, 355, 502, 2767, 63952, 2185, 41068, 12294, 38014, 2143, 57302, 84, 760, 6785, 873]]"
minus : resepsionis yang lakilaki kurang ramah . =>,minus : pohon mangga besar yang lakilaki wangi sekali . =>,( resepsionis | kurang ramah | negative ),( pohon mangga besar | wangi sekali | positive ),"[[320, 312, 325, 1690, 290, 285, 760, 27265, 524, 17823, 1466, 760, 8225, 873]]","[[320, 281, 98592, 50196, 6743, 84885, 760, 289, 78328, 43834, 7956, 760, 6785, 873]]"
fasilitas oke . =>,hujan mahal . =>,( fasilitas | oke | positive ),( hujan | mahal | negative ),"[[320, 66518, 3664, 300, 760, 297, 440, 760, 6785, 873]]","[[320, 305, 9635, 276, 760, 43216, 278, 760, 8225, 873]]"
dpet kamar yang kurang menarik . semoga next dapat kamar yang seperti dgmbar . =>,dpet kucing yang mengenyangkan sekali . semoga next dapat kamar yang seperti dgmbar . =>,( kamar | kurang menarik | negative ),( kucing | mengenyangkan sekali | positive ),"[[320, 595, 15554, 760, 27265, 524, 2953, 277, 1579, 760, 8225, 873]]","[[320, 595, 58044, 760, 19729, 32395, 86012, 43834, 7956, 760, 6785, 873]]"
kamarnya benar benar sesuai dengan yang ada di photo . =>,pianonya sangat pahit kotor tidak berbau enak . =>,( kamarnya | benar benar sesuai dengan yang ada di photo | positive ),( pianonya | sangat pahit kotor tidak berbau enak | negative ),"[[320, 33661, 1885, 7755, 760, 3318, 277, 3318, 277, 15537, 84695, 20414, 10371, 34234, 1853, 6548, 760, 6785, 873]]","[[320, 59066, 3549, 64, 760, 70464, 281, 1466, 275, 595, 9887, 27281, 10207, 71832, 662, 585, 760, 8225, 873]]"
"tempat transit , makanannya enak . =>","tempat transit , lukisannya bau . =>",( makanannya | enak | positive ),( lukisannya | bau | negative ),"[[320, 296, 19262, 71098, 760, 662, 585, 760, 6785, 873]]","[[320, 81280, 285, 71098, 760, 293, 2863, 760, 8225, 873]]"
"terimakasih airy , layanannya sangat sangat baik , moga kedepannya airy semakin sukses . amien . =>","erimakasih airy , peraturan pahit, moga kedepannya airy semakin sukses . amien . =>",( layanannya | sangat sangat baik | positive ),( peraturan | pahit | negative ),"[[320, 10962, 276, 71098, 760, 70464, 70464, 79187, 760, 6785, 873]]","[[320, 817, 2628, 276, 760, 281, 1466, 275, 760, 8225, 873]]"
tidak ada lift . kesulitannya hanya mengangkut koper tetapi ada porter yang siap membantu . =>,baik amat radio . kesulitannya hanya mengangkut koper tetapi ada porter yang siap membantu . =>,( lift | tidak ada | negative ),( radio | baik amat | positive ),"[[320, 11893, 760, 27281, 34234, 760, 8225, 873]]","[[320, 8887, 760, 79187, 42133, 760, 6785, 873]]"
kamar bersih hotel berada disamping gran mall batangase yang megah dan mewah . =>,angin kotor hotel berada disamping gran mall batangase yang megah dan mewah . =>,( kamar | bersih | positive ),( angin | kotor | negative ),"[[320, 595, 15554, 760, 58554, 6996, 760, 6785, 873]]","[[320, 6454, 258, 760, 595, 9887, 760, 8225, 873]]"
karena terlalu banyak kamar jadi tidak diperhatikan masalah kebersihan . =>,"tabil sekali , jadi proses berjalan sangat mulus masalah ekonomi . =>",( kebersihan | karena terlalu banyak kamar jadi tidak diperhatikan | negative ),( ekonomi | stabil sekali | jadi proses berjalan sangat mulus | positive ),"[[320, 1962, 1902, 56888, 760, 59469, 1982, 75, 36986, 61892, 595, 15554, 502, 2767, 27281, 294, 12858, 9198, 22222, 760, 8225, 873]]","[[320, 26857, 14274, 72, 760, 26184, 43834, 7956, 760, 502, 2767, 8709, 288, 10207, 73, 32283, 70464, 15602, 355, 760, 6785, 873]]"
tidak ada wifi sesuai yang di iklankan . =>,baiknya drum sesuai yang di iklankan . =>,( wifi | tidak ada | negative ),( drum | baiknya | positive ),"[[320, 33417, 760, 27281, 34234, 760, 8225, 873]]","[[320, 23196, 760, 79187, 22891, 760, 6785, 873]]"
