clean,corrupted,correct_label,incorrect_label,correct_idx,incorrect_idx
dahareun kurang muaskeun . [A] [O] [S],dangdaunan muaskeun pisan . [A] [O] [S],[A] dahareun [O] kurang muaskeun [S] negative,[A] dangdaunan [O] muaskeun pisan [S] positive,"[[508, 32, 60, 52488, 546, 359, 508, 46, 60, 27265, 524, 11834, 300, 440, 359, 508, 50, 60, 8225]]","[[508, 32, 60, 57512, 3235, 64634, 508, 46, 60, 11834, 300, 440, 359, 281, 17132, 508, 50, 60, 6785]]"
dahareun kurang muaskeun . [A] [S] [O],dangdaunan muaskeun pisan . [A] [S] [O],[A] dahareun [S] negative [O] kurang muaskeun,[A] dangdaunan [S] positive [O] muaskeun pisan,"[[508, 32, 60, 52488, 546, 359, 508, 50, 60, 8225, 508, 46, 60, 27265, 524, 11834, 300, 440, 359]]","[[508, 32, 60, 57512, 3235, 64634, 508, 50, 60, 6785, 508, 46, 60, 11834, 300, 440, 359, 281, 17132]]"
dahareun kurang muaskeun . [S] [A] [O],dangdaunan muaskeun pisan . [S] [A] [O],[S] negative [A] dahareun [O] kurang muaskeun,[S] positive [A] dangdaunan [O] muaskeun pisan,"[[508, 50, 60, 8225, 508, 32, 60, 52488, 546, 359, 508, 46, 60, 27265, 524, 11834, 300, 440, 359]]","[[508, 50, 60, 6785, 508, 32, 60, 57512, 3235, 64634, 508, 46, 60, 11834, 300, 440, 359, 281, 17132]]"
dahareun kurang muaskeun . [O] [A] [S],dangdaunan muaskeun pisan . [O] [A] [S],[O] kurang muaskeun [A] dahareun [S] negative,[O] muaskeun pisan [A] dangdaunan [S] positive,"[[508, 46, 60, 27265, 524, 11834, 300, 440, 359, 508, 32, 60, 52488, 546, 359, 508, 50, 60, 8225]]","[[508, 46, 60, 11834, 300, 440, 359, 281, 17132, 508, 32, 60, 57512, 3235, 64634, 508, 50, 60, 6785]]"
dahareun kurang muaskeun . [O] [S] [A],dangdaunan muaskeun pisan . [O] [S] [A],[O] kurang muaskeun [S] negative [A] dahareun,[O] muaskeun pisan [S] positive [A] dangdaunan,"[[508, 46, 60, 27265, 524, 11834, 300, 440, 359, 508, 50, 60, 8225, 508, 32, 60, 52488, 546, 359]]","[[508, 46, 60, 11834, 300, 440, 359, 281, 17132, 508, 50, 60, 6785, 508, 32, 60, 57512, 3235, 64634]]"
tempatna mah ngeunaheun keur istirahat . [A] [O] [S],kesetna mah kurang beresih keur istirahat . [A] [O] [S],[A] tempatna [O] ngeunaheun [S] positive,[A] kesetna [O] kurang beresih [S] negative,"[[508, 32, 60, 2730, 266, 3376, 508, 46, 60, 308, 709, 8565, 383, 359, 508, 50, 60, 6785]]","[[508, 32, 60, 50977, 295, 3376, 508, 46, 60, 27265, 524, 10207, 288, 6996, 508, 50, 60, 8225]]"
tempatna mah ngeunaheun keur istirahat . [A] [S] [O],kesetna mah kurang beresih keur istirahat . [A] [S] [O],[A] tempatna [S] positive [O] ngeunaheun,[A] kesetna [S] negative [O] kurang beresih,"[[508, 32, 60, 2730, 266, 3376, 508, 50, 60, 6785, 508, 46, 60, 308, 709, 8565, 383, 359]]","[[508, 32, 60, 50977, 295, 3376, 508, 50, 60, 8225, 508, 46, 60, 27265, 524, 10207, 288, 6996]]"
tempatna mah ngeunaheun keur istirahat . [S] [A] [O],kesetna mah kurang beresih keur istirahat . [S] [A] [O],[S] positive [A] tempatna [O] ngeunaheun,[S] negative [A] kesetna [O] kurang beresih,"[[508, 50, 60, 6785, 508, 32, 60, 2730, 266, 3376, 508, 46, 60, 308, 709, 8565, 383, 359]]","[[508, 50, 60, 8225, 508, 32, 60, 50977, 295, 3376, 508, 46, 60, 27265, 524, 10207, 288, 6996]]"
tempatna mah ngeunaheun keur istirahat . [O] [A] [S],kesetna mah kurang beresih keur istirahat . [O] [A] [S],[O] ngeunaheun [A] tempatna [S] positive,[O] kurang beresih [A] kesetna [S] negative,"[[508, 46, 60, 308, 709, 8565, 383, 359, 508, 32, 60, 2730, 266, 3376, 508, 50, 60, 6785]]","[[508, 46, 60, 27265, 524, 10207, 288, 6996, 508, 32, 60, 50977, 295, 3376, 508, 50, 60, 8225]]"
tempatna mah ngeunaheun keur istirahat . [O] [S] [A],kesetna mah kurang beresih keur istirahat . [O] [S] [A],[O] ngeunaheun [S] positive [A] tempatna,[O] kurang beresih [S] negative [A] kesetna,"[[508, 46, 60, 308, 709, 8565, 383, 359, 508, 50, 60, 6785, 508, 32, 60, 2730, 266, 3376]]","[[508, 46, 60, 27265, 524, 10207, 288, 6996, 508, 50, 60, 8225, 508, 32, 60, 50977, 295, 3376]]"
kamarna beresih . [A] [O] [S],mobilna rujit . [A] [O] [S],[A] kamarna [O] beresih [S] positive,[A] mobilna [O] rujit [S] negative,"[[508, 32, 60, 33661, 39215, 508, 46, 60, 10207, 288, 6996, 508, 50, 60, 6785]]","[[508, 32, 60, 28805, 3376, 508, 46, 60, 435, 9635, 275, 508, 50, 60, 8225]]"
kamarna beresih . [A] [S] [O],mobilna rujit . [A] [S] [O],[A] kamarna [S] positive [O] beresih,[A] mobilna [S] negative [O] rujit,"[[508, 32, 60, 33661, 39215, 508, 50, 60, 6785, 508, 46, 60, 10207, 288, 6996]]","[[508, 32, 60, 28805, 3376, 508, 50, 60, 8225, 508, 46, 60, 435, 9635, 275]]"
kamarna beresih . [S] [A] [O],mobilna rujit . [S] [A] [O],[S] positive [A] kamarna [O] beresih,[S] negative [A] mobilna [O] rujit,"[[508, 50, 60, 6785, 508, 32, 60, 33661, 39215, 508, 46, 60, 10207, 288, 6996]]","[[508, 50, 60, 8225, 508, 32, 60, 28805, 3376, 508, 46, 60, 435, 9635, 275]]"
kamarna beresih . [O] [A] [S],mobilna rujit . [O] [A] [S],[O] beresih [A] kamarna [S] positive,[O] rujit [A] mobilna [S] negative,"[[508, 46, 60, 10207, 288, 6996, 508, 32, 60, 33661, 39215, 508, 50, 60, 6785]]","[[508, 46, 60, 435, 9635, 275, 508, 32, 60, 28805, 3376, 508, 50, 60, 8225]]"
kamarna beresih . [O] [S] [A],mobilna rujit . [O] [S] [A],[O] beresih [S] positive [A] kamarna,[O] rujit [S] negative [A] mobilna,"[[508, 46, 60, 10207, 288, 6996, 508, 50, 60, 6785, 508, 32, 60, 33661, 39215]]","[[508, 46, 60, 435, 9635, 275, 508, 50, 60, 8225, 508, 32, 60, 28805, 3376]]"
hargana kajangkau jeung deukeut ka tengah kota bandung . [A] [O] [S],kacamata marahal pisan jeung deukeut ka tengah kota bandung . [A] [O] [S],[A] hargana [O] kajangkau [S] positive,[A] kacamata [O] marahal pisan [S] negative,"[[508, 32, 60, 305, 858, 3362, 508, 46, 60, 595, 1630, 524, 74, 2863, 508, 50, 60, 6785]]","[[508, 32, 60, 595, 95608, 459, 508, 46, 60, 3594, 1466, 278, 281, 17132, 508, 50, 60, 8225]]"
hargana kajangkau jeung deukeut ka tengah kota bandung . [A] [S] [O],kacamata marahal pisan jeung deukeut ka tengah kota bandung . [A] [S] [O],[A] hargana [S] positive [O] kajangkau,[A] kacamata [S] negative [O] marahal pisan,"[[508, 32, 60, 305, 858, 3362, 508, 50, 60, 6785, 508, 46, 60, 595, 1630, 524, 74, 2863]]","[[508, 32, 60, 595, 95608, 459, 508, 50, 60, 8225, 508, 46, 60, 3594, 1466, 278, 281, 17132]]"
hargana kajangkau jeung deukeut ka tengah kota bandung . [S] [A] [O],kacamata marahal pisan jeung deukeut ka tengah kota bandung . [S] [A] [O],[S] positive [A] hargana [O] kajangkau,[S] negative [A] kacamata [O] marahal pisan,"[[508, 50, 60, 6785, 508, 32, 60, 305, 858, 3362, 508, 46, 60, 595, 1630, 524, 74, 2863]]","[[508, 50, 60, 8225, 508, 32, 60, 595, 95608, 459, 508, 46, 60, 3594, 1466, 278, 281, 17132]]"
hargana kajangkau jeung deukeut ka tengah kota bandung . [O] [A] [S],kacamata marahal pisan jeung deukeut ka tengah kota bandung . [O] [A] [S],[O] kajangkau [A] hargana [S] positive,[O] marahal pisan [A] kacamata [S] negative,"[[508, 46, 60, 595, 1630, 524, 74, 2863, 508, 32, 60, 305, 858, 3362, 508, 50, 60, 6785]]","[[508, 46, 60, 3594, 1466, 278, 281, 17132, 508, 32, 60, 595, 95608, 459, 508, 50, 60, 8225]]"
hargana kajangkau jeung deukeut ka tengah kota bandung . [O] [S] [A],kacamata marahal pisan jeung deukeut ka tengah kota bandung . [O] [S] [A],[O] kajangkau [S] positive [A] hargana,[O] marahal pisan [S] negative [A] kacamata,"[[508, 46, 60, 595, 1630, 524, 74, 2863, 508, 50, 60, 6785, 508, 32, 60, 305, 858, 3362]]","[[508, 46, 60, 3594, 1466, 278, 281, 17132, 508, 50, 60, 8225, 508, 32, 60, 595, 95608, 459]]"
kamar nu katarima téh teu pati beresih . [A] [O] [S],lapangan nu katarima téh meni lalega pisan . [A] [O] [S],[A] kamar [O] teu pati beresih [S] negative,[A] lapangan [O] meni lalega pisan [S] positive,"[[508, 32, 60, 595, 15554, 508, 46, 60, 1013, 84, 3272, 72, 10207, 288, 6996, 508, 50, 60, 8225]]","[[508, 32, 60, 23410, 18633, 508, 46, 60, 2953, 72, 1187, 1937, 64, 281, 17132, 508, 50, 60, 6785]]"
kamar nu katarima téh teu pati beresih . [A] [S] [O],lapangan nu katarima téh meni lalega pisan . [A] [S] [O],[A] kamar [S] negative [O] teu pati beresih,[A] lapangan [S] positive [O] meni lalega pisan,"[[508, 32, 60, 595, 15554, 508, 50, 60, 8225, 508, 46, 60, 1013, 84, 3272, 72, 10207, 288, 6996]]","[[508, 32, 60, 23410, 18633, 508, 50, 60, 6785, 508, 46, 60, 2953, 72, 1187, 1937, 64, 281, 17132]]"
kamar nu katarima téh teu pati beresih . [S] [A] [O],lapangan nu katarima téh meni lalega pisan . [S] [A] [O],[S] negative [A] kamar [O] teu pati beresih,[S] positive [A] lapangan [O] meni lalega pisan,"[[508, 50, 60, 8225, 508, 32, 60, 595, 15554, 508, 46, 60, 1013, 84, 3272, 72, 10207, 288, 6996]]","[[508, 50, 60, 6785, 508, 32, 60, 23410, 18633, 508, 46, 60, 2953, 72, 1187, 1937, 64, 281, 17132]]"
kamar nu katarima téh teu pati beresih . [O] [A] [S],lapangan nu katarima téh meni lalega pisan . [O] [A] [S],[O] teu pati beresih [A] kamar [S] negative,[O] meni lalega pisan [A] lapangan [S] positive,"[[508, 46, 60, 1013, 84, 3272, 72, 10207, 288, 6996, 508, 32, 60, 595, 15554, 508, 50, 60, 8225]]","[[508, 46, 60, 2953, 72, 1187, 1937, 64, 281, 17132, 508, 32, 60, 23410, 18633, 508, 50, 60, 6785]]"
kamar nu katarima téh teu pati beresih . [O] [S] [A],lapangan nu katarima téh meni lalega pisan . [O] [S] [A],[O] teu pati beresih [S] negative [A] kamar,[O] meni lalega pisan [S] positive [A] lapangan,"[[508, 46, 60, 1013, 84, 3272, 72, 10207, 288, 6996, 508, 50, 60, 8225, 508, 32, 60, 595, 15554]]","[[508, 46, 60, 2953, 72, 1187, 1937, 64, 281, 17132, 508, 50, 60, 6785, 508, 32, 60, 23410, 18633]]"
hotél kurang ngeunaheun . [A] [O] [S],irung ngeunaheun pisan . [A] [O] [S],[A] hotél [O] kurang ngeunaheun [S] negative,[A] irung [O] ngeunaheun pisan [S] positive,"[[508, 32, 60, 4017, 18503, 508, 46, 60, 27265, 524, 308, 709, 8565, 383, 359, 508, 50, 60, 8225]]","[[508, 32, 60, 6216, 2185, 508, 46, 60, 308, 709, 8565, 383, 359, 281, 17132, 508, 50, 60, 6785]]"
hotél kurang ngeunaheun . [A] [S] [O],irung ngeunaheun pisan . [A] [S] [O],[A] hotél [S] negative [O] kurang ngeunaheun,[A] irung [S] positive [O] ngeunaheun pisan,"[[508, 32, 60, 4017, 18503, 508, 50, 60, 8225, 508, 46, 60, 27265, 524, 308, 709, 8565, 383, 359]]","[[508, 32, 60, 6216, 2185, 508, 50, 60, 6785, 508, 46, 60, 308, 709, 8565, 383, 359, 281, 17132]]"
hotél kurang ngeunaheun . [S] [A] [O],irung ngeunaheun pisan . [S] [A] [O],[S] negative [A] hotél [O] kurang ngeunaheun,[S] positive [A] irung [O] ngeunaheun pisan,"[[508, 50, 60, 8225, 508, 32, 60, 4017, 18503, 508, 46, 60, 27265, 524, 308, 709, 8565, 383, 359]]","[[508, 50, 60, 6785, 508, 32, 60, 6216, 2185, 508, 46, 60, 308, 709, 8565, 383, 359, 281, 17132]]"
hotél kurang ngeunaheun . [O] [A] [S],irung ngeunaheun pisan . [O] [A] [S],[O] kurang ngeunaheun [A] hotél [S] negative,[O] ngeunaheun pisan [A] irung [S] positive,"[[508, 46, 60, 27265, 524, 308, 709, 8565, 383, 359, 508, 32, 60, 4017, 18503, 508, 50, 60, 8225]]","[[508, 46, 60, 308, 709, 8565, 383, 359, 281, 17132, 508, 32, 60, 6216, 2185, 508, 50, 60, 6785]]"
hotél kurang ngeunaheun . [O] [S] [A],irung ngeunaheun pisan . [O] [S] [A],[O] kurang ngeunaheun [S] negative [A] hotél,[O] ngeunaheun pisan [S] positive [A] irung,"[[508, 46, 60, 27265, 524, 308, 709, 8565, 383, 359, 508, 50, 60, 8225, 508, 32, 60, 4017, 18503]]","[[508, 46, 60, 308, 709, 8565, 383, 359, 281, 17132, 508, 50, 60, 6785, 508, 32, 60, 6216, 2185]]"
ieu tempatna oke . [A] [O] [S],ieu patlotna butut . [A] [O] [S],[A] tempatna [O] oke [S] positive,[A] patlotna [O] butut [S] negative,"[[508, 32, 60, 2730, 266, 3376, 508, 46, 60, 297, 440, 508, 50, 60, 6785]]","[[508, 32, 60, 3272, 9184, 3376, 508, 46, 60, 714, 332, 508, 50, 60, 8225]]"
ieu tempatna oke . [A] [S] [O],ieu patlotna butut . [A] [S] [O],[A] tempatna [S] positive [O] oke,[A] patlotna [S] negative [O] butut,"[[508, 32, 60, 2730, 266, 3376, 508, 50, 60, 6785, 508, 46, 60, 297, 440]]","[[508, 32, 60, 3272, 9184, 3376, 508, 50, 60, 8225, 508, 46, 60, 714, 332]]"
ieu tempatna oke . [S] [A] [O],ieu patlotna butut . [S] [A] [O],[S] positive [A] tempatna [O] oke,[S] negative [A] patlotna [O] butut,"[[508, 50, 60, 6785, 508, 32, 60, 2730, 266, 3376, 508, 46, 60, 297, 440]]","[[508, 50, 60, 8225, 508, 32, 60, 3272, 9184, 3376, 508, 46, 60, 714, 332]]"
ieu tempatna oke . [O] [A] [S],ieu patlotna butut . [O] [A] [S],[O] oke [A] tempatna [S] positive,[O] butut [A] patlotna [S] negative,"[[508, 46, 60, 297, 440, 508, 32, 60, 2730, 266, 3376, 508, 50, 60, 6785]]","[[508, 46, 60, 714, 332, 508, 32, 60, 3272, 9184, 3376, 508, 50, 60, 8225]]"
ieu tempatna oke . [O] [S] [A],ieu patlotna butut . [O] [S] [A],[O] oke [S] positive [A] tempatna,[O] butut [S] negative [A] patlotna,"[[508, 46, 60, 297, 440, 508, 50, 60, 6785, 508, 32, 60, 2730, 266, 3376]]","[[508, 46, 60, 714, 332, 508, 50, 60, 8225, 508, 32, 60, 3272, 9184, 3376]]"
palayanan oke . [A] [O] [S],sawahna goreng . [A] [O] [S],[A] palayanan [O] oke [S] positive,[A] sawahna [O] goreng [S] negative,"[[508, 32, 60, 10854, 352, 28618, 508, 46, 60, 297, 440, 508, 50, 60, 6785]]","[[508, 32, 60, 5485, 1466, 3376, 508, 46, 60, 90432, 968, 508, 50, 60, 8225]]"
palayanan oke . [A] [S] [O],sawahna goreng . [A] [S] [O],[A] palayanan [S] positive [O] oke,[A] sawahna [S] negative [O] goreng,"[[508, 32, 60, 10854, 352, 28618, 508, 50, 60, 6785, 508, 46, 60, 297, 440]]","[[508, 32, 60, 5485, 1466, 3376, 508, 50, 60, 8225, 508, 46, 60, 90432, 968]]"
palayanan oke . [S] [A] [O],sawahna goreng . [S] [A] [O],[S] positive [A] palayanan [O] oke,[S] negative [A] sawahna [O] goreng,"[[508, 50, 60, 6785, 508, 32, 60, 10854, 352, 28618, 508, 46, 60, 297, 440]]","[[508, 50, 60, 8225, 508, 32, 60, 5485, 1466, 3376, 508, 46, 60, 90432, 968]]"
palayanan oke . [O] [A] [S],sawahna goreng . [O] [A] [S],[O] oke [A] palayanan [S] positive,[O] goreng [A] sawahna [S] negative,"[[508, 46, 60, 297, 440, 508, 32, 60, 10854, 352, 28618, 508, 50, 60, 6785]]","[[508, 46, 60, 90432, 968, 508, 32, 60, 5485, 1466, 3376, 508, 50, 60, 8225]]"
palayanan oke . [O] [S] [A],sawahna goreng . [O] [S] [A],[O] oke [S] positive [A] palayanan,[O] goreng [S] negative [A] sawahna,"[[508, 46, 60, 297, 440, 508, 50, 60, 6785, 508, 32, 60, 10854, 352, 28618]]","[[508, 46, 60, 90432, 968, 508, 50, 60, 8225, 508, 32, 60, 5485, 1466, 3376]]"
kamar mandi nguyumbang . [A] [O] [S],buku tulis aralus pisan . [A] [O] [S],[A] kamar mandi [O] nguyumbang [S] negative,[A] buku tulis [O] aralus pisan [S] positive,"[[508, 32, 60, 595, 15554, 11576, 72, 508, 46, 60, 7777, 4076, 3551, 524, 508, 50, 60, 8225]]","[[508, 32, 60, 1031, 12133, 60936, 285, 508, 46, 60, 796, 86127, 281, 17132, 508, 50, 60, 6785]]"
kamar mandi nguyumbang . [A] [S] [O],buku tulis aralus pisan . [A] [S] [O],[A] kamar mandi [S] negative [O] nguyumbang,[A] buku tulis [S] positive [O] aralus pisan,"[[508, 32, 60, 595, 15554, 11576, 72, 508, 50, 60, 8225, 508, 46, 60, 7777, 4076, 3551, 524]]","[[508, 32, 60, 1031, 12133, 60936, 285, 508, 50, 60, 6785, 508, 46, 60, 796, 86127, 281, 17132]]"
kamar mandi nguyumbang . [S] [A] [O],buku tulis aralus pisan . [S] [A] [O],[S] negative [A] kamar mandi [O] nguyumbang,[S] positive [A] buku tulis [O] aralus pisan,"[[508, 50, 60, 8225, 508, 32, 60, 595, 15554, 11576, 72, 508, 46, 60, 7777, 4076, 3551, 524]]","[[508, 50, 60, 6785, 508, 32, 60, 1031, 12133, 60936, 285, 508, 46, 60, 796, 86127, 281, 17132]]"
kamar mandi nguyumbang . [O] [A] [S],buku tulis aralus pisan . [O] [A] [S],[O] nguyumbang [A] kamar mandi [S] negative,[O] aralus pisan [A] buku tulis [S] positive,"[[508, 46, 60, 7777, 4076, 3551, 524, 508, 32, 60, 595, 15554, 11576, 72, 508, 50, 60, 8225]]","[[508, 46, 60, 796, 86127, 281, 17132, 508, 32, 60, 1031, 12133, 60936, 285, 508, 50, 60, 6785]]"
kamar mandi nguyumbang . [O] [S] [A],buku tulis aralus pisan . [O] [S] [A],[O] nguyumbang [S] negative [A] kamar mandi,[O] aralus pisan [S] positive [A] buku tulis,"[[508, 46, 60, 7777, 4076, 3551, 524, 508, 50, 60, 8225, 508, 32, 60, 595, 15554, 11576, 72]]","[[508, 46, 60, 796, 86127, 281, 17132, 508, 50, 60, 6785, 508, 32, 60, 1031, 12133, 60936, 285]]"
solusi hotél méwah harga murah . [A] [O] [S],solusi hotél méwah bal péot. [A] [O] [S],[A] harga [O] murah [S] positive,[A] bal [O] péot [S] negative,"[[508, 32, 60, 71348, 508, 46, 60, 8146, 1466, 508, 50, 60, 6785]]","[[508, 32, 60, 9642, 508, 46, 60, 62932, 354, 508, 50, 60, 8225]]"
solusi hotél méwah harga murah . [A] [S] [O],solusi hotél méwah bal péot. [A] [S] [O],[A] harga [S] positive [O] murah,[A] bal [S] negative [O] péot,"[[508, 32, 60, 71348, 508, 50, 60, 6785, 508, 46, 60, 8146, 1466]]","[[508, 32, 60, 9642, 508, 50, 60, 8225, 508, 46, 60, 62932, 354]]"
solusi hotél méwah harga murah . [S] [A] [O],solusi hotél méwah bal péot. [S] [A] [O],[S] positive [A] harga [O] murah,[S] negative [A] bal [O] péot,"[[508, 50, 60, 6785, 508, 32, 60, 71348, 508, 46, 60, 8146, 1466]]","[[508, 50, 60, 8225, 508, 32, 60, 9642, 508, 46, 60, 62932, 354]]"
solusi hotél méwah harga murah . [O] [A] [S],solusi hotél méwah bal péot. [O] [A] [S],[O] murah [A] harga [S] positive,[O] péot [A] bal [S] negative,"[[508, 46, 60, 8146, 1466, 508, 32, 60, 71348, 508, 50, 60, 6785]]","[[508, 46, 60, 62932, 354, 508, 32, 60, 9642, 508, 50, 60, 8225]]"
solusi hotél méwah harga murah . [O] [S] [A],solusi hotél méwah bal péot. [O] [S] [A],[O] murah [S] positive [A] harga,[O] péot [S] negative [A] bal,"[[508, 46, 60, 8146, 1466, 508, 50, 60, 6785, 508, 32, 60, 71348]]","[[508, 46, 60, 62932, 354, 508, 50, 60, 8225, 508, 32, 60, 9642]]"
tempatna mah ngeunaheun . [A] [O] [S],inumanna mah geuleuh pisan . [A] [O] [S],[A] tempatna [O] ngeunaheun [S] positive,[A] inumanna [O] geuleuh pisan [S] negative,"[[508, 32, 60, 2730, 266, 3376, 508, 46, 60, 308, 709, 8565, 383, 359, 508, 50, 60, 6785]]","[[508, 32, 60, 304, 372, 12642, 508, 46, 60, 3893, 1111, 12540, 281, 17132, 508, 50, 60, 8225]]"
tempatna mah ngeunaheun . [A] [S] [O],inumanna mah geuleuh pisan . [A] [S] [O],[A] tempatna [S] positive [O] ngeunaheun,[A] inumanna [S] negative [O] geuleuh pisan,"[[508, 32, 60, 2730, 266, 3376, 508, 50, 60, 6785, 508, 46, 60, 308, 709, 8565, 383, 359]]","[[508, 32, 60, 304, 372, 12642, 508, 50, 60, 8225, 508, 46, 60, 3893, 1111, 12540, 281, 17132]]"
tempatna mah ngeunaheun . [S] [A] [O],inumanna mah geuleuh pisan . [S] [A] [O],[S] positive [A] tempatna [O] ngeunaheun,[S] negative [A] inumanna [O] geuleuh pisan,"[[508, 50, 60, 6785, 508, 32, 60, 2730, 266, 3376, 508, 46, 60, 308, 709, 8565, 383, 359]]","[[508, 50, 60, 8225, 508, 32, 60, 304, 372, 12642, 508, 46, 60, 3893, 1111, 12540, 281, 17132]]"
tempatna mah ngeunaheun . [O] [A] [S],inumanna mah geuleuh pisan . [O] [A] [S],[O] ngeunaheun [A] tempatna [S] positive,[O] geuleuh pisan [A] inumanna [S] negative,"[[508, 46, 60, 308, 709, 8565, 383, 359, 508, 32, 60, 2730, 266, 3376, 508, 50, 60, 6785]]","[[508, 46, 60, 3893, 1111, 12540, 281, 17132, 508, 32, 60, 304, 372, 12642, 508, 50, 60, 8225]]"
