order,original_sentence,original_triplet,original_label_variant,counterfact4_replaced,counterfact_triplet4_replaced,counterfact_label_variant,is_match
AOS,the room is clean .,"[('room', 'clean', 'positive')]",[A] room [O] clean [S] positive,the floor is dirty .,"[('floor', 'dirty', 'negative')]",[A] floor [O] dirty [S] negative,True
ASO,the room is clean .,"[('room', 'clean', 'positive')]",[A] room [S] positive [O] clean,the floor is dirty .,"[('floor', 'dirty', 'negative')]",[A] floor [S] negative [O] dirty,True
SAO,the room is clean .,"[('room', 'clean', 'positive')]",[S] positive [A] room [O] clean,the floor is dirty .,"[('floor', 'dirty', 'negative')]",[S] negative [A] floor [O] dirty,True
OAS,the room is clean .,"[('room', 'clean', 'positive')]",[O] clean [A] room [S] positive,the floor is dirty .,"[('floor', 'dirty', 'negative')]",[O] dirty [A] floor [S] negative,True
OSA,the room is clean .,"[('room', 'clean', 'positive')]",[O] clean [S] positive [A] room,the floor is dirty .,"[('floor', 'dirty', 'negative')]",[O] dirty [S] negative [A] floor,True
AOS,the price is affordable and it's close to the city center of bandung .,"[('price', 'affordable', 'positive')]",[A] price [O] affordable [S] positive,the cost is steep and it's close to the city center of bandung .,"[('cost', 'steep', 'negative')]",[A] cost [O] steep [S] negative,True
ASO,the price is affordable and it's close to the city center of bandung .,"[('price', 'affordable', 'positive')]",[A] price [S] positive [O] affordable,the cost is steep and it's close to the city center of bandung .,"[('cost', 'steep', 'negative')]",[A] cost [S] negative [O] steep,True
SAO,the price is affordable and it's close to the city center of bandung .,"[('price', 'affordable', 'positive')]",[S] positive [A] price [O] affordable,the cost is steep and it's close to the city center of bandung .,"[('cost', 'steep', 'negative')]",[S] negative [A] cost [O] steep,True
OAS,the price is affordable and it's close to the city center of bandung .,"[('price', 'affordable', 'positive')]",[O] affordable [A] price [S] positive,the cost is steep and it's close to the city center of bandung .,"[('cost', 'steep', 'negative')]",[O] steep [A] cost [S] negative,True
OSA,the price is affordable and it's close to the city center of bandung .,"[('price', 'affordable', 'positive')]",[O] affordable [S] positive [A] price,the cost is steep and it's close to the city center of bandung .,"[('cost', 'steep', 'negative')]",[O] steep [S] negative [A] cost,True
AOS,the room i got wasn't very clean .,"[('room', ""wasn't very clean"", 'negative')]",[A] room [O] wasn't very clean [S] negative,the book i got wasn't easily predictable .,"[('book', ""wasn't easily predictable"", 'positive')]",[A] book [O] wasn't easily predictable [S] positive,True
ASO,the room i got wasn't very clean .,"[('room', ""wasn't very clean"", 'negative')]",[A] room [S] negative [O] wasn't very clean,the book i got wasn't easily predictable .,"[('book', ""wasn't easily predictable"", 'positive')]",[A] book [S] positive [O] wasn't easily predictable,True
SAO,the room i got wasn't very clean .,"[('room', ""wasn't very clean"", 'negative')]",[S] negative [A] room [O] wasn't very clean,the book i got wasn't easily predictable .,"[('book', ""wasn't easily predictable"", 'positive')]",[S] positive [A] book [O] wasn't easily predictable,True
OAS,the room i got wasn't very clean .,"[('room', ""wasn't very clean"", 'negative')]",[O] wasn't very clean [A] room [S] negative,the book i got wasn't easily predictable .,"[('book', ""wasn't easily predictable"", 'positive')]",[O] wasn't easily predictable [A] book [S] positive,True
OSA,the room i got wasn't very clean .,"[('room', ""wasn't very clean"", 'negative')]",[O] wasn't very clean [S] negative [A] room,the book i got wasn't easily predictable .,"[('book', ""wasn't easily predictable"", 'positive')]",[O] wasn't easily predictable [S] positive [A] book,True
AOS,the hotel is less comfortable .,"[('hotel', 'less comfortable', 'negative')]",[A] hotel [O] less comfortable [S] negative,the room is very warm .,"[('room', 'very warm', 'positive')]",[A] room [O] very warm [S] positive,True
ASO,the hotel is less comfortable .,"[('hotel', 'less comfortable', 'negative')]",[A] hotel [S] negative [O] less comfortable,the room is very warm .,"[('room', 'very warm', 'positive')]",[A] room [S] positive [O] very warm,True
SAO,the hotel is less comfortable .,"[('hotel', 'less comfortable', 'negative')]",[S] negative [A] hotel [O] less comfortable,the room is very warm .,"[('room', 'very warm', 'positive')]",[S] positive [A] room [O] very warm,True
OAS,the hotel is less comfortable .,"[('hotel', 'less comfortable', 'negative')]",[O] less comfortable [A] hotel [S] negative,the room is very warm .,"[('room', 'very warm', 'positive')]",[O] very warm [A] room [S] positive,True
OSA,the hotel is less comfortable .,"[('hotel', 'less comfortable', 'negative')]",[O] less comfortable [S] negative [A] hotel,the room is very warm .,"[('room', 'very warm', 'positive')]",[O] very warm [S] positive [A] room,True
AOS,this place is okay .,"[('place', 'okay', 'positive')]",[A] place [O] okay [S] positive,this store is bad .,"[('store', 'bad', 'negative')]",[A] store [O] bad [S] negative,True
ASO,this place is okay .,"[('place', 'okay', 'positive')]",[A] place [S] positive [O] okay,this store is bad .,"[('store', 'bad', 'negative')]",[A] store [S] negative [O] bad,True
SAO,this place is okay .,"[('place', 'okay', 'positive')]",[S] positive [A] place [O] okay,this store is bad .,"[('store', 'bad', 'negative')]",[S] negative [A] store [O] bad,True
OAS,this place is okay .,"[('place', 'okay', 'positive')]",[O] okay [A] place [S] positive,this store is bad .,"[('store', 'bad', 'negative')]",[O] bad [A] store [S] negative,True
OSA,this place is okay .,"[('place', 'okay', 'positive')]",[O] okay [S] positive [A] place,this store is bad .,"[('store', 'bad', 'negative')]",[O] bad [S] negative [A] store,True
AOS,the service is okay .,"[('service', 'okay', 'positive')]",[A] service [O] okay [S] positive,the quality is bad .,"[('quality', 'bad', 'negative')]",[A] quality [O] bad [S] negative,True
ASO,the service is okay .,"[('service', 'okay', 'positive')]",[A] service [S] positive [O] okay,the quality is bad .,"[('quality', 'bad', 'negative')]",[A] quality [S] negative [O] bad,True
SAO,the service is okay .,"[('service', 'okay', 'positive')]",[S] positive [A] service [O] okay,the quality is bad .,"[('quality', 'bad', 'negative')]",[S] negative [A] quality [O] bad,True
OAS,the service is okay .,"[('service', 'okay', 'positive')]",[O] okay [A] service [S] positive,the quality is bad .,"[('quality', 'bad', 'negative')]",[O] bad [A] quality [S] negative,True
OSA,the service is okay .,"[('service', 'okay', 'positive')]",[O] okay [S] positive [A] service,the quality is bad .,"[('quality', 'bad', 'negative')]",[O] bad [S] negative [A] quality,True
AOS,the bathroom was flooded .,"[('bathroom', 'flooded', 'negative')]",[A] bathroom [O] flooded [S] negative,the kitchen was clean .,"[('kitchen', 'clean', 'positive')]",[A] kitchen [O] clean [S] positive,True
ASO,the bathroom was flooded .,"[('bathroom', 'flooded', 'negative')]",[A] bathroom [S] negative [O] flooded,the kitchen was clean .,"[('kitchen', 'clean', 'positive')]",[A] kitchen [S] positive [O] clean,True
SAO,the bathroom was flooded .,"[('bathroom', 'flooded', 'negative')]",[S] negative [A] bathroom [O] flooded,the kitchen was clean .,"[('kitchen', 'clean', 'positive')]",[S] positive [A] kitchen [O] clean,True
OAS,the bathroom was flooded .,"[('bathroom', 'flooded', 'negative')]",[O] flooded [A] bathroom [S] negative,the kitchen was clean .,"[('kitchen', 'clean', 'positive')]",[O] clean [A] kitchen [S] positive,True
OSA,the bathroom was flooded .,"[('bathroom', 'flooded', 'negative')]",[O] flooded [S] negative [A] bathroom,the kitchen was clean .,"[('kitchen', 'clean', 'positive')]",[O] clean [S] positive [A] kitchen,True
AOS,a luxurious hotel solution at a cheap price .,"[('price', 'cheap', 'positive')]",[A] price [O] cheap [S] positive,a luxurious hotel solution at a low service .,"[('service', 'low', 'negative')]",[A] service [O] low [S] negative,True
ASO,a luxurious hotel solution at a cheap price .,"[('price', 'cheap', 'positive')]",[A] price [S] positive [O] cheap,a luxurious hotel solution at a low service .,"[('service', 'low', 'negative')]",[A] service [S] negative [O] low,True
SAO,a luxurious hotel solution at a cheap price .,"[('price', 'cheap', 'positive')]",[S] positive [A] price [O] cheap,a luxurious hotel solution at a low service .,"[('service', 'low', 'negative')]",[S] negative [A] service [O] low,True
OAS,a luxurious hotel solution at a cheap price .,"[('price', 'cheap', 'positive')]",[O] cheap [A] price [S] positive,a luxurious hotel solution at a low service .,"[('service', 'low', 'negative')]",[O] low [A] service [S] negative,True
OSA,a luxurious hotel solution at a cheap price .,"[('price', 'cheap', 'positive')]",[O] cheap [S] positive [A] price,a luxurious hotel solution at a low service .,"[('service', 'low', 'negative')]",[O] low [S] negative [A] service,True
AOS,the place is comfortable .,"[('place', 'comfortable', 'positive')]",[A] place [O] comfortable [S] positive,the space is uncomfortable .,"[('space', 'uncomfortable', 'negative')]",[A] space [O] uncomfortable [S] negative,True
ASO,the place is comfortable .,"[('place', 'comfortable', 'positive')]",[A] place [S] positive [O] comfortable,the space is uncomfortable .,"[('space', 'uncomfortable', 'negative')]",[A] space [S] negative [O] uncomfortable,True
SAO,the place is comfortable .,"[('place', 'comfortable', 'positive')]",[S] positive [A] place [O] comfortable,the space is uncomfortable .,"[('space', 'uncomfortable', 'negative')]",[S] negative [A] space [O] uncomfortable,True
OAS,the place is comfortable .,"[('place', 'comfortable', 'positive')]",[O] comfortable [A] place [S] positive,the space is uncomfortable .,"[('space', 'uncomfortable', 'negative')]",[O] uncomfortable [A] space [S] negative,True
OSA,the place is comfortable .,"[('place', 'comfortable', 'positive')]",[O] comfortable [S] positive [A] place,the space is uncomfortable .,"[('space', 'uncomfortable', 'negative')]",[O] uncomfortable [S] negative [A] space,True
AOS,the room is nice .,"[('room', 'nice', 'positive')]",[A] room [O] nice [S] positive,the space is small .,"[('space', 'small', 'negative')]",[A] space [O] small [S] negative,True
ASO,the room is nice .,"[('room', 'nice', 'positive')]",[A] room [S] positive [O] nice,the space is small .,"[('space', 'small', 'negative')]",[A] space [S] negative [O] small,True
SAO,the room is nice .,"[('room', 'nice', 'positive')]",[S] positive [A] room [O] nice,the space is small .,"[('space', 'small', 'negative')]",[S] negative [A] space [O] small,True
OAS,the room is nice .,"[('room', 'nice', 'positive')]",[O] nice [A] room [S] positive,the space is small .,"[('space', 'small', 'negative')]",[O] small [A] space [S] negative,True
OSA,the room is nice .,"[('room', 'nice', 'positive')]",[O] nice [S] positive [A] room,the space is small .,"[('space', 'small', 'negative')]",[O] small [S] negative [A] space,True
AOS,a comfortable place to stay .,"[('place', 'comfortable', 'positive')]",[A] place [O] comfortable [S] positive,an unpleasant hotel to stay .,"[('hotel', 'unpleasant', 'negative')]",[A] hotel [O] unpleasant [S] negative,True
ASO,a comfortable place to stay .,"[('place', 'comfortable', 'positive')]",[A] place [S] positive [O] comfortable,an unpleasant hotel to stay .,"[('hotel', 'unpleasant', 'negative')]",[A] hotel [S] negative [O] unpleasant,True
SAO,a comfortable place to stay .,"[('place', 'comfortable', 'positive')]",[S] positive [A] place [O] comfortable,an unpleasant hotel to stay .,"[('hotel', 'unpleasant', 'negative')]",[S] negative [A] hotel [O] unpleasant,True
OAS,a comfortable place to stay .,"[('place', 'comfortable', 'positive')]",[O] comfortable [A] place [S] positive,an unpleasant hotel to stay .,"[('hotel', 'unpleasant', 'negative')]",[O] unpleasant [A] hotel [S] negative,True
OSA,a comfortable place to stay .,"[('place', 'comfortable', 'positive')]",[O] comfortable [S] positive [A] place,an unpleasant hotel to stay .,"[('hotel', 'unpleasant', 'negative')]",[O] unpleasant [S] negative [A] hotel,True
AOS,the bathroom is not clean enough .,"[('bathroom', 'not clean enough', 'negative')]",[A] bathroom [O] not clean enough [S] negative,the hallway is really very clean .,"[('hallway', 'really very clean', 'positive')]",[A] hallway [O] really very clean [S] positive,True
ASO,the bathroom is not clean enough .,"[('bathroom', 'not clean enough', 'negative')]",[A] bathroom [S] negative [O] not clean enough,the hallway is really very clean .,"[('hallway', 'really very clean', 'positive')]",[A] hallway [S] positive [O] really very clean,True
SAO,the bathroom is not clean enough .,"[('bathroom', 'not clean enough', 'negative')]",[S] negative [A] bathroom [O] not clean enough,the hallway is really very clean .,"[('hallway', 'really very clean', 'positive')]",[S] positive [A] hallway [O] really very clean,True
OAS,the bathroom is not clean enough .,"[('bathroom', 'not clean enough', 'negative')]",[O] not clean enough [A] bathroom [S] negative,the hallway is really very clean .,"[('hallway', 'really very clean', 'positive')]",[O] really very clean [A] hallway [S] positive,True
OSA,the bathroom is not clean enough .,"[('bathroom', 'not clean enough', 'negative')]",[O] not clean enough [S] negative [A] bathroom,the hallway is really very clean .,"[('hallway', 'really very clean', 'positive')]",[O] really very clean [S] positive [A] hallway,True
AOS,good service . thank you .,"[('service', 'good', 'positive')]",[A] service [O] good [S] positive,weak support . thank you .,"[('support', 'weak', 'negative')]",[A] support [O] weak [S] negative,True
ASO,good service . thank you .,"[('service', 'good', 'positive')]",[A] service [S] positive [O] good,weak support . thank you .,"[('support', 'weak', 'negative')]",[A] support [S] negative [O] weak,True
SAO,good service . thank you .,"[('service', 'good', 'positive')]",[S] positive [A] service [O] good,weak support . thank you .,"[('support', 'weak', 'negative')]",[S] negative [A] support [O] weak,True
OAS,good service . thank you .,"[('service', 'good', 'positive')]",[O] good [A] service [S] positive,weak support . thank you .,"[('support', 'weak', 'negative')]",[O] weak [A] support [S] negative,True
OSA,good service . thank you .,"[('service', 'good', 'positive')]",[O] good [S] positive [A] service,weak support . thank you .,"[('support', 'weak', 'negative')]",[O] weak [S] negative [A] support,True
AOS,the hotel is very comfortable .,"[('hotel', 'very comfortable', 'positive')]",[A] hotel [O] very comfortable [S] positive,the inn is very cramped .,"[('inn', 'very cramped', 'negative')]",[A] inn [O] very cramped [S] negative,True
ASO,the hotel is very comfortable .,"[('hotel', 'very comfortable', 'positive')]",[A] hotel [S] positive [O] very comfortable,the inn is very cramped .,"[('inn', 'very cramped', 'negative')]",[A] inn [S] negative [O] very cramped,True
SAO,the hotel is very comfortable .,"[('hotel', 'very comfortable', 'positive')]",[S] positive [A] hotel [O] very comfortable,the inn is very cramped .,"[('inn', 'very cramped', 'negative')]",[S] negative [A] inn [O] very cramped,True
OAS,the hotel is very comfortable .,"[('hotel', 'very comfortable', 'positive')]",[O] very comfortable [A] hotel [S] positive,the inn is very cramped .,"[('inn', 'very cramped', 'negative')]",[O] very cramped [A] inn [S] negative,True
OSA,the hotel is very comfortable .,"[('hotel', 'very comfortable', 'positive')]",[O] very comfortable [S] positive [A] hotel,the inn is very cramped .,"[('inn', 'very cramped', 'negative')]",[O] very cramped [S] negative [A] inn,True
AOS,"the location is strategic , near malang square , lots of places to eat .","[('location', 'strategic', 'positive')]",[A] location [O] strategic [S] positive,"the office is noisy , near malang square , lots of places to eat .","[('office', 'noisy', 'negative')]",[A] office [O] noisy [S] negative,True
ASO,"the location is strategic , near malang square , lots of places to eat .","[('location', 'strategic', 'positive')]",[A] location [S] positive [O] strategic,"the office is noisy , near malang square , lots of places to eat .","[('office', 'noisy', 'negative')]",[A] office [S] negative [O] noisy,True
SAO,"the location is strategic , near malang square , lots of places to eat .","[('location', 'strategic', 'positive')]",[S] positive [A] location [O] strategic,"the office is noisy , near malang square , lots of places to eat .","[('office', 'noisy', 'negative')]",[S] negative [A] office [O] noisy,True
OAS,"the location is strategic , near malang square , lots of places to eat .","[('location', 'strategic', 'positive')]",[O] strategic [A] location [S] positive,"the office is noisy , near malang square , lots of places to eat .","[('office', 'noisy', 'negative')]",[O] noisy [A] office [S] negative,True
OSA,"the location is strategic , near malang square , lots of places to eat .","[('location', 'strategic', 'positive')]",[O] strategic [S] positive [A] location,"the office is noisy , near malang square , lots of places to eat .","[('office', 'noisy', 'negative')]",[O] noisy [S] negative [A] office,True
AOS,the receptionist is friendly to the customers .,"[('receptionist', 'friendly', 'positive')]",[A] receptionist [O] friendly [S] positive,the security guy is rude to the customers .,"[('security guy', 'rude', 'negative')]",[A] security guy [O] rude [S] negative,True
ASO,the receptionist is friendly to the customers .,"[('receptionist', 'friendly', 'positive')]",[A] receptionist [S] positive [O] friendly,the security guy is rude to the customers .,"[('security guy', 'rude', 'negative')]",[A] security guy [S] negative [O] rude,True
SAO,the receptionist is friendly to the customers .,"[('receptionist', 'friendly', 'positive')]",[S] positive [A] receptionist [O] friendly,the security guy is rude to the customers .,"[('security guy', 'rude', 'negative')]",[S] negative [A] security guy [O] rude,True
OAS,the receptionist is friendly to the customers .,"[('receptionist', 'friendly', 'positive')]",[O] friendly [A] receptionist [S] positive,the security guy is rude to the customers .,"[('security guy', 'rude', 'negative')]",[O] rude [A] security guy [S] negative,True
OSA,the receptionist is friendly to the customers .,"[('receptionist', 'friendly', 'positive')]",[O] friendly [S] positive [A] receptionist,the security guy is rude to the customers .,"[('security guy', 'rude', 'negative')]",[O] rude [S] negative [A] security guy,True
AOS,"the place is nice , near the mosque , just a walk away if you want to pray . and for sure , the 7 satisfaction guarantees are fulfilled .","[('place', 'nice', 'positive')]",[A] place [O] nice [S] positive,"the location is isolated , near the mosque , just a walk away if you want to pray . and not sure , the 7 satisfaction guarantees are fulfilled .","[('location', 'isolated', 'negative')]",[A] location [O] isolated [S] negative,True
ASO,"the place is nice , near the mosque , just a walk away if you want to pray . and for sure , the 7 satisfaction guarantees are fulfilled .","[('place', 'nice', 'positive')]",[A] place [S] positive [O] nice,"the location is isolated , near the mosque , just a walk away if you want to pray . and not sure , the 7 satisfaction guarantees are fulfilled .","[('location', 'isolated', 'negative')]",[A] location [S] negative [O] isolated,True
SAO,"the place is nice , near the mosque , just a walk away if you want to pray . and for sure , the 7 satisfaction guarantees are fulfilled .","[('place', 'nice', 'positive')]",[S] positive [A] place [O] nice,"the location is isolated , near the mosque , just a walk away if you want to pray . and not sure , the 7 satisfaction guarantees are fulfilled .","[('location', 'isolated', 'negative')]",[S] negative [A] location [O] isolated,True
OAS,"the place is nice , near the mosque , just a walk away if you want to pray . and for sure , the 7 satisfaction guarantees are fulfilled .","[('place', 'nice', 'positive')]",[O] nice [A] place [S] positive,"the location is isolated , near the mosque , just a walk away if you want to pray . and not sure , the 7 satisfaction guarantees are fulfilled .","[('location', 'isolated', 'negative')]",[O] isolated [A] location [S] negative,True
OSA,"the place is nice , near the mosque , just a walk away if you want to pray . and for sure , the 7 satisfaction guarantees are fulfilled .","[('place', 'nice', 'positive')]",[O] nice [S] positive [A] place,"the location is isolated , near the mosque , just a walk away if you want to pray . and not sure , the 7 satisfaction guarantees are fulfilled .","[('location', 'isolated', 'negative')]",[O] isolated [S] negative [A] location,True
AOS,the room is dirty .,"[('room', 'dirty', 'negative')]",[A] room [O] dirty [S] negative,the hall is clean .,"[('hall', 'clean', 'positive')]",[A] hall [O] clean [S] positive,True
ASO,the room is dirty .,"[('room', 'dirty', 'negative')]",[A] room [S] negative [O] dirty,the hall is clean .,"[('hall', 'clean', 'positive')]",[A] hall [S] positive [O] clean,True
SAO,the room is dirty .,"[('room', 'dirty', 'negative')]",[S] negative [A] room [O] dirty,the hall is clean .,"[('hall', 'clean', 'positive')]",[S] positive [A] hall [O] clean,True
OAS,the room is dirty .,"[('room', 'dirty', 'negative')]",[O] dirty [A] room [S] negative,the hall is clean .,"[('hall', 'clean', 'positive')]",[O] clean [A] hall [S] positive,True
OSA,the room is dirty .,"[('room', 'dirty', 'negative')]",[O] dirty [S] negative [A] room,the hall is clean .,"[('hall', 'clean', 'positive')]",[O] clean [S] positive [A] hall,True
AOS,"good location , near mangga besar station .","[('location', 'good', 'positive')]",[A] location [O] good [S] positive,"dirty building , near mangga besar station .","[('building', 'dirty', 'negative')]",[A] building [O] dirty [S] negative,True
ASO,"good location , near mangga besar station .","[('location', 'good', 'positive')]",[A] location [S] positive [O] good,"dirty building , near mangga besar station .","[('building', 'dirty', 'negative')]",[A] building [S] negative [O] dirty,True
SAO,"good location , near mangga besar station .","[('location', 'good', 'positive')]",[S] positive [A] location [O] good,"dirty building , near mangga besar station .","[('building', 'dirty', 'negative')]",[S] negative [A] building [O] dirty,True
OAS,"good location , near mangga besar station .","[('location', 'good', 'positive')]",[O] good [A] location [S] positive,"dirty building , near mangga besar station .","[('building', 'dirty', 'negative')]",[O] dirty [A] building [S] negative,True
OSA,"good location , near mangga besar station .","[('location', 'good', 'positive')]",[O] good [S] positive [A] location,"dirty building , near mangga besar station .","[('building', 'dirty', 'negative')]",[O] dirty [S] negative [A] building,True
AOS,"a nice place for a stopover . close to the airport , you can order delivery .","[('place', 'nice', 'positive')]",[A] place [O] nice [S] positive,"a noisy house for a stopover . close to the airport , you can order delivery .","[('house', 'noisy', 'negative')]",[A] house [O] noisy [S] negative,True
ASO,"a nice place for a stopover . close to the airport , you can order delivery .","[('place', 'nice', 'positive')]",[A] place [S] positive [O] nice,"a noisy house for a stopover . close to the airport , you can order delivery .","[('house', 'noisy', 'negative')]",[A] house [S] negative [O] noisy,True
SAO,"a nice place for a stopover . close to the airport , you can order delivery .","[('place', 'nice', 'positive')]",[S] positive [A] place [O] nice,"a noisy house for a stopover . close to the airport , you can order delivery .","[('house', 'noisy', 'negative')]",[S] negative [A] house [O] noisy,True
OAS,"a nice place for a stopover . close to the airport , you can order delivery .","[('place', 'nice', 'positive')]",[O] nice [A] place [S] positive,"a noisy house for a stopover . close to the airport , you can order delivery .","[('house', 'noisy', 'negative')]",[O] noisy [A] house [S] negative,True
OSA,"a nice place for a stopover . close to the airport , you can order delivery .","[('place', 'nice', 'positive')]",[O] nice [S] positive [A] place,"a noisy house for a stopover . close to the airport , you can order delivery .","[('house', 'noisy', 'negative')]",[O] noisy [S] negative [A] house,True
AOS,good service for 24 hours .,"[('service', 'good', 'positive')]",[A] service [O] good [S] positive,fair help for 24 hours .,"[('help', 'fair', 'negative')]",[A] help [O] fair [S] negative,True
ASO,good service for 24 hours .,"[('service', 'good', 'positive')]",[A] service [S] positive [O] good,fair help for 24 hours .,"[('help', 'fair', 'negative')]",[A] help [S] negative [O] fair,True
SAO,good service for 24 hours .,"[('service', 'good', 'positive')]",[S] positive [A] service [O] good,fair help for 24 hours .,"[('help', 'fair', 'negative')]",[S] negative [A] help [O] fair,True
OAS,good service for 24 hours .,"[('service', 'good', 'positive')]",[O] good [A] service [S] positive,fair help for 24 hours .,"[('help', 'fair', 'negative')]",[O] fair [A] help [S] negative,True
OSA,good service for 24 hours .,"[('service', 'good', 'positive')]",[O] good [S] positive [A] service,fair help for 24 hours .,"[('help', 'fair', 'negative')]",[O] fair [S] negative [A] help,True
AOS,the mattress is hard : ( .,"[('mattress', 'hard', 'negative')]",[A] mattress [O] hard [S] negative,the ac is cool : ) .,"[('ac', 'cool', 'positive')]",[A] ac [O] cool [S] positive,True
ASO,the mattress is hard : ( .,"[('mattress', 'hard', 'negative')]",[A] mattress [S] negative [O] hard,the ac is cool : ) .,"[('ac', 'cool', 'positive')]",[A] ac [S] positive [O] cool,True
SAO,the mattress is hard : ( .,"[('mattress', 'hard', 'negative')]",[S] negative [A] mattress [O] hard,the ac is cool : ) .,"[('ac', 'cool', 'positive')]",[S] positive [A] ac [O] cool,True
OAS,the mattress is hard : ( .,"[('mattress', 'hard', 'negative')]",[O] hard [A] mattress [S] negative,the ac is cool : ) .,"[('ac', 'cool', 'positive')]",[O] cool [A] ac [S] positive,True
