order,original_sentence,original_triplet,original_label_variant,counterfact4_replaced,counterfact_triplet4_replaced,counterfact_label_variant,is_match
ASO,pelayanan oke . [,"[('pelayanan', 'oke', 'positive')]",[A] pelayanan [S] positive [O] oke,kebersihan buruk . [,"[('kebersihan', 'buruk', 'negative')]",[A] kebersihan [S] negative [O] buruk,True
SAO,pelayanan oke . [,"[('pelayanan', 'oke', 'positive')]",[S] positive [A] pelayanan [O] oke,kebersihan buruk . [,"[('kebersihan', 'buruk', 'negative')]",[S] negative [A] kebersihan [O] buruk,True
OAS,pelayanan oke . [,"[('pelayanan', 'oke', 'positive')]",[O] oke [A] pelayanan [S] positive,kebersihan buruk . [,"[('kebersihan', 'buruk', 'negative')]",[O] buruk [A] kebersihan [S] negative,True
OSA,pelayanan oke . [,"[('pelayanan', 'oke', 'positive')]",[O] oke [S] positive [A] pelayanan,kebersihan buruk . [,"[('kebersihan', 'buruk', 'negative')]",[O] buruk [S] negative [A] kebersihan,True
AOS,pelayanan yang sangat mengecewakan . [,"[('pelayanan', 'sangat mengecewakan', 'negative')]",[A] pelayanan [O] sangat mengecewakan [S] negative,makanan yang cukup bervariasi . [,"[('makanan', 'cukup bervariasi', 'positive')]",[A] makanan [O] cukup bervariasi [S] positive,True
ASO,pelayanan yang sangat mengecewakan . [,"[('pelayanan', 'sangat mengecewakan', 'negative')]",[A] pelayanan [S] negative [O] sangat mengecewakan,makanan yang cukup bervariasi . [,"[('makanan', 'cukup bervariasi', 'positive')]",[A] makanan [S] positive [O] cukup bervariasi,True
SAO,pelayanan yang sangat mengecewakan . [,"[('pelayanan', 'sangat mengecewakan', 'negative')]",[S] negative [A] pelayanan [O] sangat mengecewakan,makanan yang cukup bervariasi . [,"[('makanan', 'cukup bervariasi', 'positive')]",[S] positive [A] makanan [O] cukup bervariasi,True
OAS,pelayanan yang sangat mengecewakan . [,"[('pelayanan', 'sangat mengecewakan', 'negative')]",[O] sangat mengecewakan [A] pelayanan [S] negative,makanan yang cukup bervariasi . [,"[('makanan', 'cukup bervariasi', 'positive')]",[O] cukup bervariasi [A] makanan [S] positive,True
OSA,pelayanan yang sangat mengecewakan . [,"[('pelayanan', 'sangat mengecewakan', 'negative')]",[O] sangat mengecewakan [S] negative [A] pelayanan,makanan yang cukup bervariasi . [,"[('makanan', 'cukup bervariasi', 'positive')]",[O] cukup bervariasi [S] positive [A] makanan,True
AOS,"nyaman tempatnya , . [","[('tempatnya', 'nyaman', 'positive')]",[A] tempatnya [O] nyaman [S] positive,"susah aksesnya , . [","[('aksesnya', 'susah', 'negative')]",[A] aksesnya [O] susah [S] negative,True
ASO,"nyaman tempatnya , . [","[('tempatnya', 'nyaman', 'positive')]",[A] tempatnya [S] positive [O] nyaman,"susah aksesnya , . [","[('aksesnya', 'susah', 'negative')]",[A] aksesnya [S] negative [O] susah,True
SAO,"nyaman tempatnya , . [","[('tempatnya', 'nyaman', 'positive')]",[S] positive [A] tempatnya [O] nyaman,"susah aksesnya , . [","[('aksesnya', 'susah', 'negative')]",[S] negative [A] aksesnya [O] susah,True
OAS,"nyaman tempatnya , . [","[('tempatnya', 'nyaman', 'positive')]",[O] nyaman [A] tempatnya [S] positive,"susah aksesnya , . [","[('aksesnya', 'susah', 'negative')]",[O] susah [A] aksesnya [S] negative,True
OSA,"nyaman tempatnya , . [","[('tempatnya', 'nyaman', 'positive')]",[O] nyaman [S] positive [A] tempatnya,"susah aksesnya , . [","[('aksesnya', 'susah', 'negative')]",[O] susah [S] negative [A] aksesnya,True
AOS,sayang tidak ada breakfastnya . hihihj . [,"[('breakfastnya', 'tidak ada', 'negative')]",[A] breakfastnya [O] tidak ada [S] negative,sayang sudah ada susu . hihihj . [,"[('susu', 'sudah ada', 'positive')]",[A] susu [O] sudah ada [S] positive,True
ASO,sayang tidak ada breakfastnya . hihihj . [,"[('breakfastnya', 'tidak ada', 'negative')]",[A] breakfastnya [S] negative [O] tidak ada,sayang sudah ada susu . hihihj . [,"[('susu', 'sudah ada', 'positive')]",[A] susu [S] positive [O] sudah ada,True
SAO,sayang tidak ada breakfastnya . hihihj . [,"[('breakfastnya', 'tidak ada', 'negative')]",[S] negative [A] breakfastnya [O] tidak ada,sayang sudah ada susu . hihihj . [,"[('susu', 'sudah ada', 'positive')]",[S] positive [A] susu [O] sudah ada,True
OAS,sayang tidak ada breakfastnya . hihihj . [,"[('breakfastnya', 'tidak ada', 'negative')]",[O] tidak ada [A] breakfastnya [S] negative,sayang sudah ada susu . hihihj . [,"[('susu', 'sudah ada', 'positive')]",[O] sudah ada [A] susu [S] positive,True
OSA,sayang tidak ada breakfastnya . hihihj . [,"[('breakfastnya', 'tidak ada', 'negative')]",[O] tidak ada [S] negative [A] breakfastnya,sayang sudah ada susu . hihihj . [,"[('susu', 'sudah ada', 'positive')]",[O] sudah ada [S] positive [A] susu,True
AOS,kamar bagus . [,"[('kamar', 'bagus', 'positive')]",[A] kamar [O] bagus [S] positive,gorden robek . [,"[('gorden', 'robek', 'negative')]",[A] gorden [O] robek [S] negative,True
ASO,kamar bagus . [,"[('kamar', 'bagus', 'positive')]",[A] kamar [S] positive [O] bagus,gorden robek . [,"[('gorden', 'robek', 'negative')]",[A] gorden [S] negative [O] robek,True
SAO,kamar bagus . [,"[('kamar', 'bagus', 'positive')]",[S] positive [A] kamar [O] bagus,gorden robek . [,"[('gorden', 'robek', 'negative')]",[S] negative [A] gorden [O] robek,True
OAS,kamar bagus . [,"[('kamar', 'bagus', 'positive')]",[O] bagus [A] kamar [S] positive,gorden robek . [,"[('gorden', 'robek', 'negative')]",[O] robek [A] gorden [S] negative,True
OSA,kamar bagus . [,"[('kamar', 'bagus', 'positive')]",[O] bagus [S] positive [A] kamar,gorden robek . [,"[('gorden', 'robek', 'negative')]",[O] robek [S] negative [A] gorden,True
AOS,tempat menginap yang nyaman . [,"[('tempat', 'nyaman', 'positive')]",[A] tempat [O] nyaman [S] positive,kamar menginap yang sempit . [,"[('kamar', 'sempit', 'negative')]",[A] kamar [O] sempit [S] negative,True
ASO,tempat menginap yang nyaman . [,"[('tempat', 'nyaman', 'positive')]",[A] tempat [S] positive [O] nyaman,kamar menginap yang sempit . [,"[('kamar', 'sempit', 'negative')]",[A] kamar [S] negative [O] sempit,True
SAO,tempat menginap yang nyaman . [,"[('tempat', 'nyaman', 'positive')]",[S] positive [A] tempat [O] nyaman,kamar menginap yang sempit . [,"[('kamar', 'sempit', 'negative')]",[S] negative [A] kamar [O] sempit,True
OAS,tempat menginap yang nyaman . [,"[('tempat', 'nyaman', 'positive')]",[O] nyaman [A] tempat [S] positive,kamar menginap yang sempit . [,"[('kamar', 'sempit', 'negative')]",[O] sempit [A] kamar [S] negative,True
OSA,tempat menginap yang nyaman . [,"[('tempat', 'nyaman', 'positive')]",[O] nyaman [S] positive [A] tempat,kamar menginap yang sempit . [,"[('kamar', 'sempit', 'negative')]",[O] sempit [S] negative [A] kamar,True
AOS,kamar mandi kurang bersih . [,"[('kamar mandi', 'kurang bersih', 'negative')]",[A] kamar mandi [O] kurang bersih [S] negative,kamar tidur selalu bersih . [,"[('kamar tidur', 'selalu bersih', 'positive')]",[A] kamar tidur [O] selalu bersih [S] positive,True
ASO,kamar mandi kurang bersih . [,"[('kamar mandi', 'kurang bersih', 'negative')]",[A] kamar mandi [S] negative [O] kurang bersih,kamar tidur selalu bersih . [,"[('kamar tidur', 'selalu bersih', 'positive')]",[A] kamar tidur [S] positive [O] selalu bersih,True
SAO,kamar mandi kurang bersih . [,"[('kamar mandi', 'kurang bersih', 'negative')]",[S] negative [A] kamar mandi [O] kurang bersih,kamar tidur selalu bersih . [,"[('kamar tidur', 'selalu bersih', 'positive')]",[S] positive [A] kamar tidur [O] selalu bersih,True
OAS,kamar mandi kurang bersih . [,"[('kamar mandi', 'kurang bersih', 'negative')]",[O] kurang bersih [A] kamar mandi [S] negative,kamar tidur selalu bersih . [,"[('kamar tidur', 'selalu bersih', 'positive')]",[O] selalu bersih [A] kamar tidur [S] positive,True
OSA,kamar mandi kurang bersih . [,"[('kamar mandi', 'kurang bersih', 'negative')]",[O] kurang bersih [S] negative [A] kamar mandi,kamar tidur selalu bersih . [,"[('kamar tidur', 'selalu bersih', 'positive')]",[O] selalu bersih [S] positive [A] kamar tidur,True
AOS,hotel sangat nyaman . [,"[('hotel', 'sangat nyaman', 'positive')]",[A] hotel [O] sangat nyaman [S] positive,staff tidak ramah . [,"[('staff', 'tidak ramah', 'negative')]",[A] staff [O] tidak ramah [S] negative,True
ASO,hotel sangat nyaman . [,"[('hotel', 'sangat nyaman', 'positive')]",[A] hotel [S] positive [O] sangat nyaman,staff tidak ramah . [,"[('staff', 'tidak ramah', 'negative')]",[A] staff [S] negative [O] tidak ramah,True
SAO,hotel sangat nyaman . [,"[('hotel', 'sangat nyaman', 'positive')]",[S] positive [A] hotel [O] sangat nyaman,staff tidak ramah . [,"[('staff', 'tidak ramah', 'negative')]",[S] negative [A] staff [O] tidak ramah,True
OAS,hotel sangat nyaman . [,"[('hotel', 'sangat nyaman', 'positive')]",[O] sangat nyaman [A] hotel [S] positive,staff tidak ramah . [,"[('staff', 'tidak ramah', 'negative')]",[O] tidak ramah [A] staff [S] negative,True
OSA,hotel sangat nyaman . [,"[('hotel', 'sangat nyaman', 'positive')]",[O] sangat nyaman [S] positive [A] hotel,staff tidak ramah . [,"[('staff', 'tidak ramah', 'negative')]",[O] tidak ramah [S] negative [A] staff,True
AOS,kamar kotor . [,"[('kamar', 'kotor', 'negative')]",[A] kamar [O] kotor [S] negative,lokasi strategis . [,"[('lokasi', 'strategis', 'positive')]",[A] lokasi [O] strategis [S] positive,True
ASO,kamar kotor . [,"[('kamar', 'kotor', 'negative')]",[A] kamar [S] negative [O] kotor,lokasi strategis . [,"[('lokasi', 'strategis', 'positive')]",[A] lokasi [S] positive [O] strategis,True
SAO,kamar kotor . [,"[('kamar', 'kotor', 'negative')]",[S] negative [A] kamar [O] kotor,lokasi strategis . [,"[('lokasi', 'strategis', 'positive')]",[S] positive [A] lokasi [O] strategis,True
OAS,kamar kotor . [,"[('kamar', 'kotor', 'negative')]",[O] kotor [A] kamar [S] negative,lokasi strategis . [,"[('lokasi', 'strategis', 'positive')]",[O] strategis [A] lokasi [S] positive,True
OSA,kamar kotor . [,"[('kamar', 'kotor', 'negative')]",[O] kotor [S] negative [A] kamar,lokasi strategis . [,"[('lokasi', 'strategis', 'positive')]",[O] strategis [S] positive [A] lokasi,True
AOS,"tempat enak buat persinggahan . dekat dengan bandara , bisa pesan antar . [","[('tempat', 'enak', 'positive')]",[A] tempat [O] enak [S] positive,"kamar pengap buat persinggahan . dekat dengan bandara , bisa pesan antar . [","[('kamar', 'pengap', 'negative')]",[A] kamar [O] pengap [S] negative,True
ASO,"tempat enak buat persinggahan . dekat dengan bandara , bisa pesan antar . [","[('tempat', 'enak', 'positive')]",[A] tempat [S] positive [O] enak,"kamar pengap buat persinggahan . dekat dengan bandara , bisa pesan antar . [","[('kamar', 'pengap', 'negative')]",[A] kamar [S] negative [O] pengap,True
SAO,"tempat enak buat persinggahan . dekat dengan bandara , bisa pesan antar . [","[('tempat', 'enak', 'positive')]",[S] positive [A] tempat [O] enak,"kamar pengap buat persinggahan . dekat dengan bandara , bisa pesan antar . [","[('kamar', 'pengap', 'negative')]",[S] negative [A] kamar [O] pengap,True
OAS,"tempat enak buat persinggahan . dekat dengan bandara , bisa pesan antar . [","[('tempat', 'enak', 'positive')]",[O] enak [A] tempat [S] positive,"kamar pengap buat persinggahan . dekat dengan bandara , bisa pesan antar . [","[('kamar', 'pengap', 'negative')]",[O] pengap [A] kamar [S] negative,True
OSA,"tempat enak buat persinggahan . dekat dengan bandara , bisa pesan antar . [","[('tempat', 'enak', 'positive')]",[O] enak [S] positive [A] tempat,"kamar pengap buat persinggahan . dekat dengan bandara , bisa pesan antar . [","[('kamar', 'pengap', 'negative')]",[O] pengap [S] negative [A] kamar,True
AOS,penjaganya kurang ramah . [,"[('penjaganya', 'kurang ramah', 'negative')]",[A] penjaganya [O] kurang ramah [S] negative,kebersihan hotel sangat terjaga . [,"[('kebersihan hotel', 'sangat terjaga', 'positive')]",[A] kebersihan hotel [O] sangat terjaga [S] positive,True
ASO,penjaganya kurang ramah . [,"[('penjaganya', 'kurang ramah', 'negative')]",[A] penjaganya [S] negative [O] kurang ramah,kebersihan hotel sangat terjaga . [,"[('kebersihan hotel', 'sangat terjaga', 'positive')]",[A] kebersihan hotel [S] positive [O] sangat terjaga,True
SAO,penjaganya kurang ramah . [,"[('penjaganya', 'kurang ramah', 'negative')]",[S] negative [A] penjaganya [O] kurang ramah,kebersihan hotel sangat terjaga . [,"[('kebersihan hotel', 'sangat terjaga', 'positive')]",[S] positive [A] kebersihan hotel [O] sangat terjaga,True
OAS,penjaganya kurang ramah . [,"[('penjaganya', 'kurang ramah', 'negative')]",[O] kurang ramah [A] penjaganya [S] negative,kebersihan hotel sangat terjaga . [,"[('kebersihan hotel', 'sangat terjaga', 'positive')]",[O] sangat terjaga [A] kebersihan hotel [S] positive,True
OSA,penjaganya kurang ramah . [,"[('penjaganya', 'kurang ramah', 'negative')]",[O] kurang ramah [S] negative [A] penjaganya,kebersihan hotel sangat terjaga . [,"[('kebersihan hotel', 'sangat terjaga', 'positive')]",[O] sangat terjaga [S] positive [A] kebersihan hotel,True
AOS,menu breakfast kurang lengkap . [,"[('menu breakfast', 'kurang lengkap', 'negative')]",[A] menu breakfast [O] kurang lengkap [S] negative,lokasi cukup strategis . [,"[('lokasi', 'cukup strategis', 'positive')]",[A] lokasi [O] cukup strategis [S] positive,True
ASO,menu breakfast kurang lengkap . [,"[('menu breakfast', 'kurang lengkap', 'negative')]",[A] menu breakfast [S] negative [O] kurang lengkap,lokasi cukup strategis . [,"[('lokasi', 'cukup strategis', 'positive')]",[A] lokasi [S] positive [O] cukup strategis,True
SAO,menu breakfast kurang lengkap . [,"[('menu breakfast', 'kurang lengkap', 'negative')]",[S] negative [A] menu breakfast [O] kurang lengkap,lokasi cukup strategis . [,"[('lokasi', 'cukup strategis', 'positive')]",[S] positive [A] lokasi [O] cukup strategis,True
OAS,menu breakfast kurang lengkap . [,"[('menu breakfast', 'kurang lengkap', 'negative')]",[O] kurang lengkap [A] menu breakfast [S] negative,lokasi cukup strategis . [,"[('lokasi', 'cukup strategis', 'positive')]",[O] cukup strategis [A] lokasi [S] positive,True
OSA,menu breakfast kurang lengkap . [,"[('menu breakfast', 'kurang lengkap', 'negative')]",[O] kurang lengkap [S] negative [A] menu breakfast,lokasi cukup strategis . [,"[('lokasi', 'cukup strategis', 'positive')]",[O] cukup strategis [S] positive [A] lokasi,True
AOS,lampu kamar kurang terang . [,"[('lampu kamar', 'kurang terang', 'negative')]",[A] lampu kamar [O] kurang terang [S] negative,kasur kamar selalu tersedia . [,"[('kasur kamar', 'selalu tersedia', 'positive')]",[A] kasur kamar [O] selalu tersedia [S] positive,True
ASO,lampu kamar kurang terang . [,"[('lampu kamar', 'kurang terang', 'negative')]",[A] lampu kamar [S] negative [O] kurang terang,kasur kamar selalu tersedia . [,"[('kasur kamar', 'selalu tersedia', 'positive')]",[A] kasur kamar [S] positive [O] selalu tersedia,True
SAO,lampu kamar kurang terang . [,"[('lampu kamar', 'kurang terang', 'negative')]",[S] negative [A] lampu kamar [O] kurang terang,kasur kamar selalu tersedia . [,"[('kasur kamar', 'selalu tersedia', 'positive')]",[S] positive [A] kasur kamar [O] selalu tersedia,True
OAS,lampu kamar kurang terang . [,"[('lampu kamar', 'kurang terang', 'negative')]",[O] kurang terang [A] lampu kamar [S] negative,kasur kamar selalu tersedia . [,"[('kasur kamar', 'selalu tersedia', 'positive')]",[O] selalu tersedia [A] kasur kamar [S] positive,True
OSA,lampu kamar kurang terang . [,"[('lampu kamar', 'kurang terang', 'negative')]",[O] kurang terang [S] negative [A] lampu kamar,kasur kamar selalu tersedia . [,"[('kasur kamar', 'selalu tersedia', 'positive')]",[O] selalu tersedia [S] positive [A] kasur kamar,True
AOS,wifi tidak hidup nya . [,"[('wifi', 'tidak hidup', 'negative')]",[A] wifi [O] tidak hidup [S] negative,ac sangat dingin nya . [,"[('ac', 'sangat dingin', 'positive')]",[A] ac [O] sangat dingin [S] positive,True
ASO,wifi tidak hidup nya . [,"[('wifi', 'tidak hidup', 'negative')]",[A] wifi [S] negative [O] tidak hidup,ac sangat dingin nya . [,"[('ac', 'sangat dingin', 'positive')]",[A] ac [S] positive [O] sangat dingin,True
SAO,wifi tidak hidup nya . [,"[('wifi', 'tidak hidup', 'negative')]",[S] negative [A] wifi [O] tidak hidup,ac sangat dingin nya . [,"[('ac', 'sangat dingin', 'positive')]",[S] positive [A] ac [O] sangat dingin,True
OAS,wifi tidak hidup nya . [,"[('wifi', 'tidak hidup', 'negative')]",[O] tidak hidup [A] wifi [S] negative,ac sangat dingin nya . [,"[('ac', 'sangat dingin', 'positive')]",[O] sangat dingin [A] ac [S] positive,True
OSA,wifi tidak hidup nya . [,"[('wifi', 'tidak hidup', 'negative')]",[O] tidak hidup [S] negative [A] wifi,ac sangat dingin nya . [,"[('ac', 'sangat dingin', 'positive')]",[O] sangat dingin [S] positive [A] ac,True
AOS,lokasi oke . dekat dengan pusat kota . [,"[('lokasi', 'oke', 'positive')]",[A] lokasi [O] oke [S] positive,parkiran sempit . dekat dengan pusat kota . [,"[('parkiran', 'sempit', 'negative')]",[A] parkiran [O] sempit [S] negative,True
ASO,lokasi oke . dekat dengan pusat kota . [,"[('lokasi', 'oke', 'positive')]",[A] lokasi [S] positive [O] oke,parkiran sempit . dekat dengan pusat kota . [,"[('parkiran', 'sempit', 'negative')]",[A] parkiran [S] negative [O] sempit,True
SAO,lokasi oke . dekat dengan pusat kota . [,"[('lokasi', 'oke', 'positive')]",[S] positive [A] lokasi [O] oke,parkiran sempit . dekat dengan pusat kota . [,"[('parkiran', 'sempit', 'negative')]",[S] negative [A] parkiran [O] sempit,True
OAS,lokasi oke . dekat dengan pusat kota . [,"[('lokasi', 'oke', 'positive')]",[O] oke [A] lokasi [S] positive,parkiran sempit . dekat dengan pusat kota . [,"[('parkiran', 'sempit', 'negative')]",[O] sempit [A] parkiran [S] negative,True
OSA,lokasi oke . dekat dengan pusat kota . [,"[('lokasi', 'oke', 'positive')]",[O] oke [S] positive [A] lokasi,parkiran sempit . dekat dengan pusat kota . [,"[('parkiran', 'sempit', 'negative')]",[O] sempit [S] negative [A] parkiran,True
AOS,kamarnya kecil banget . [,"[('kamarnya', 'kecil banget', 'negative')]",[A] kamarnya [O] kecil banget [S] negative,suasana nya cukup tenang . [,"[('suasana nya', 'cukup tenang', 'positive')]",[A] suasana nya [O] cukup tenang [S] positive,True
ASO,kamarnya kecil banget . [,"[('kamarnya', 'kecil banget', 'negative')]",[A] kamarnya [S] negative [O] kecil banget,suasana nya cukup tenang . [,"[('suasana nya', 'cukup tenang', 'positive')]",[A] suasana nya [S] positive [O] cukup tenang,True
SAO,kamarnya kecil banget . [,"[('kamarnya', 'kecil banget', 'negative')]",[S] negative [A] kamarnya [O] kecil banget,suasana nya cukup tenang . [,"[('suasana nya', 'cukup tenang', 'positive')]",[S] positive [A] suasana nya [O] cukup tenang,True
OAS,kamarnya kecil banget . [,"[('kamarnya', 'kecil banget', 'negative')]",[O] kecil banget [A] kamarnya [S] negative,suasana nya cukup tenang . [,"[('suasana nya', 'cukup tenang', 'positive')]",[O] cukup tenang [A] suasana nya [S] positive,True
OSA,kamarnya kecil banget . [,"[('kamarnya', 'kecil banget', 'negative')]",[O] kecil banget [S] negative [A] kamarnya,suasana nya cukup tenang . [,"[('suasana nya', 'cukup tenang', 'positive')]",[O] cukup tenang [S] positive [A] suasana nya,True
AOS,"tempat yang nyaman , dekat sekali dengan masjid . [","[('tempat', 'nyaman', 'positive')]",[A] tempat [O] nyaman [S] positive,"kamar yang bau , dekat sekali dengan masjid . [","[('kamar', 'bau', 'negative')]",[A] kamar [O] bau [S] negative,True
