index,original_pair,corrupted_pair
3494,kamar luas dan dekat dengan tempat wisata . [A] [O] [S] [A] kamar [O] luas [S] positive,
3500,pelayanan nya sangat ramah . [A] [O] [S] [A] pelayanan nya [O] sangat ramah [S] positive,
3501,sayang wifi tidak bagus harus keluar kamar . [A] [O] [S] [A] wifi [O] tidak bagus [S] negative,
3510,ac kurang dingin . [A] [O] [S] [A] ac [O] kurang dingin [S] negative,
3515,"setiap mau check in pasti dihotel ini , karena pelayanannya sangat baik . [A] [O] [S] [A] pelayanannya [O] sangat baik [S] positive",
3516,sangat baik pelayanan nya . [A] [O] [S] [A] pelayanan nya [O] sangat baik [S] positive,
3524,ac nya kurang dingin di kamar 515 . [A] [O] [S] [A] ac nya [O] kurang dingin [S] negative,
3526,alhamdulillah baik pelayanannya . [A] [O] [S] [A] pelayanannya [O] baik [S] positive,
3531,parkiran cukup luas . [A] [O] [S] [A] parkiran [O] cukup luas [S] positive,
3537,ac tidak dingin . [A] [O] [S] [A] ac [O] tidak dingin [S] negative,
3539,pelayanannya cepat . saya pas kesitu lagi ada renovasi . [A] [O] [S] [A] pelayanannya [O] cepat [S] positive,
3542,alhamdulillah tempatnya nyaman . [A] [O] [S] [A] tempatnya [O] nyaman [S] positive,
3548,semuanya oke . [A] [O] [S] [A] semuanya [O] oke [S] positive,
3564,pelayanan kurang baik . [A] [O] [S] [A] pelayanan [O] kurang baik [S] negative,
3574,tidak ada snack . [A] [O] [S] [A] snack [O] tidak ada [S] negative,
3576,pelayanannya kurang . [A] [O] [S] [A] pelayanannya [O] kurang [S] negative,
3580,pelayanannya bagus . sampai diantar ke bandara dengan juga . [A] [O] [S] [A] pelayanannya [O] bagus [S] positive,
3584,"bagus tempatnya , dekat rumah makan . [A] [O] [S] [A] tempatnya [O] bagus [S] positive",
3594,sayang lift tidak bekerja . [A] [O] [S] [A] lift [O] tidak bekerja [S] negative,
3629,airnya kurang kencang . [A] [O] [S] [A] airnya [O] kurang kencang [S] negative,
3669,"tidak ada fasilitas airy , . [A] [O] [S] [A] fasilitas airy [O] tidak ada [S] negative",
3744,pelayan cepat . [A] [O] [S] [A] pelayan [O] cepat [S] positive,
3753,tidak ada sabun di dalam kamar . [A] [O] [S] [A] sabun [O] tidak ada [S] negative,
3764,wifi nya kurang memuaskan : ) . [A] [O] [S] [A] wifi nya [O] kurang memuaskan [S] negative,
3783,"sudah 3x menginap di sini , selalu jadi langganan . tempat nyaman kok . [A] [O] [S] [A] tempat [O] nyaman [S] positive",
3804,tempat buat istirahat yang sangat nyaman sekali . [A] [O] [S] [A] tempat [O] sangat nyaman sekali [S] positive,
3811,hot shower tidak berfungsi . [A] [O] [S] [A] hot shower [O] tidak berfungsi [S] negative,
3858,seprai nya kurang bersih . [A] [O] [S] [A] seprai nya [O] kurang bersih [S] negative,
3914,tempat enak banget . [A] [O] [S] [A] tempat [O] enak banget [S] positive,
3926,petugas yang ramah . [A] [O] [S] [A] petugas [O] ramah [S] positive,
4021,pelayannya kurang ramah . [A] [O] [S] [A] pelayannya [O] kurang ramah [S] negative,
4029,kamarnya kurang bersih . [A] [O] [S] [A] kamarnya [O] kurang bersih [S] negative,
4062,kamar tidak kedap suara . [A] [O] [S] [A] kamar [O] tidak kedap suara [S] negative,
4075,menu sarapan kurang enak . [A] [O] [S] [A] menu sarapan [O] kurang enak [S] negative,
4087,kamar mandi terlalu sempit . [A] [O] [S] [A] kamar mandi [O] terlalu sempit [S] negative,
4093,parkiran luas . [A] [O] [S] [A] parkiran [O] luas [S] positive,
4161,menu sarapannya enak . [A] [O] [S] [A] menu sarapannya [O] enak [S] positive,
4188,ac di kamar nomor 10 tidak dingin . [A] [O] [S] [A] ac [O] tidak dingin [S] negative,
4212,air panasnya tidak stabil . [A] [O] [S] [A] air panasnya [O] tidak stabil [S] negative,
4249,tidak ada tisu . [A] [O] [S] [A] tisu [O] tidak ada [S] negative,
4258,sarapannya kurang enak . [A] [O] [S] [A] sarapannya [O] kurang enak [S] negative,
4272,ac nya panas . [A] [O] [S] [A] ac nya [O] panas [S] negative,
4344,fasilitasnya bagus . terima kasih airy . [A] [O] [S] [A] fasilitasnya [O] bagus [S] positive,
4442,wifi kurang kencang . [A] [O] [S] [A] wifi [O] kurang kencang [S] negative,
