index,original_pair,corrupted_pair
2945,wifi kurang alus . [A] [O] [S] [A] wifi [O] kurang alus [S] negative,
2970,tempat saré kurang ngeunaheun . [A] [O] [S] [A] tempat saré [O] kurang ngeunaheun [S] negative,
2991,palayanan alus . nuhun airy ! [A] [O] [S] [A] palayanan [O] alus [S] positive,
3003,kabeh lengkep . [A] [O] [S] [A] kabeh [O] lengkep [S] positive,
3084,kamarna heurin pisan . [A] [O] [S] [A] kamarna [O] heurin pisan [S] negative,
3113,kamarna lega deukeut stasion balapan . [A] [O] [S] [A] kamarna [O] lega [S] positive,
3172,wastafelna mengpet . [A] [O] [S] [A] wastafelna [O] mengpet [S] negative,
3251,ngan teu disadiakeun cai mineral di jero kamar . [A] [O] [S] [A] cai mineral [O] teu disadiakeun [S] negative,
3253,palayanan résepsionis gancang . [A] [O] [S] [A] palayanan résepsionis [O] gancang [S] positive,
3307,résepsionisna ramah . [A] [O] [S] [A] résepsionisna [O] ramah [S] positive,
3323,hanjakal pisan euweuh sarapan nanaon . [A] [O] [S] [A] sarapan [O] euweuh [S] negative,
3355,keur sarapan mah kurang muaskeun . [A] [O] [S] [A] sarapan [O] kurang muaskeun [S] negative,
3377,hotel na ngeunaheun . nuhun airy . [A] [O] [S] [A] hotel [O] ngeunaheun [S] positive,
3384,pancuranna ruksak . [A] [O] [S] [A] pancuranna [O] ruksak [S] negative,
3409,"geus 2 kali ngendong di dinya , palayananna ogé muaskeun . [A] [O] [S] [A] palayananna [O] muaskeun [S] positive",
3431,anduk ngan hiji . [A] [O] [S] [A] anduk [O] ngan hiji [S] negative,
3470,"prosés asupna lila , padahal geus hayang reureuh . [A] [O] [S] [A] prosés asupna [O] lila [S] negative",
3486,kamar mandi heurin . [A] [O] [S] [A] kamar mandi [O] heurin [S] negative,
3510,ac-na kurang tiis . [A] [O] [S] [A] ac-na [O] kurang tiis [S] negative,
3515,"unggal rék asup pasti di hotél ieu , da palayananna alus pisan . [A] [O] [S] [A] palayananna [O] alus pisan [S] positive",
3516,alus pisan palayananna . [A] [O] [S] [A] palayananna [O] alus pisan [S] positive,
3521,ngan ukur ruangan téh heurin teuing . [A] [O] [S] [A] ruangan [O] heurin teuing [S] negative,
3524,ac-na karasa kurang tiis di kamar 515 . [A] [O] [S] [A] ac-na [O] kurang tiis [S] negative,
3526,"alhamdulillah , palayananna alus . [A] [O] [S] [A] palayananna [O] alus [S] positive",
3531,parkiran lumayan lega . [A] [O] [S] [A] parkiran [O] lumayan lega [S] positive,
3537,ac-na teu tiis . [A] [O] [S] [A] ac-na [O] teu tiis [S] negative,
3548,sakabéh gé oke . [A] [O] [S] [A] sakabéh [O] oke [S] positive,
3564,palayanan téh kurang alus . [A] [O] [S] [A] palayanan [O] kurang alus [S] negative,
3567,kamar heurin teuing . [A] [O] [S] [A] kamar [O] heurin teuing [S] negative,
3574,euweuh cemilan . [A] [O] [S] [A] cemilan [O] euweuh [S] negative,
3576,palayananna kurang . [A] [O] [S] [A] palayananna [O] kurang [S] negative,
3580,palayananna alus . nepi ka dianteurkeun ogé ka bandara . [A] [O] [S] [A] palayananna [O] alus [S] positive,
3584,"alus tempatna mah , deukeut ka tempat dahar . [A] [O] [S] [A] tempatna [O] alus [S] positive",
3594,hanjakal lift na teu hurung . [A] [O] [S] [A] lift [O] teu hurung [S] negative,
3629,caina kurang gedé . [A] [O] [S] [A] caina [O] kurang gedé [S] negative,
3744,palayan gancang . [A] [O] [S] [A] palayan [O] gancang [S] positive,
3753,euweuh sabun di jero kamar . [A] [O] [S] [A] sabun [O] euweuh [S] negative,
3764,wifina kurang muaskeun euy : ) . [A] [O] [S] [A] wifina [O] kurang muaskeun [S] negative,
3783,"geus tilu kali ngendong di dieu , sok jadi langganan . tempatna mah ngeunaheun da . [A] [O] [S] [A] tempatna [O] ngeunaheun [S] positive",
3804,tempat keur istirahat anu ngeunaheun pisan . [A] [O] [S] [A] tempat [O] ngeunaheun pisan [S] positive,
3811,pancuran cai panas teu hurung . [A] [O] [S] [A] pancuran cai panas [O] teu hurung [S] negative,
3814,lokasina strategis deukeut stasiun blitar jeung alun-alun . [A] [O] [S] [A] lokasina [O] strategis [S] positive,
3858,seprena kurang beresih . [A] [O] [S] [A] seprena [O] kurang beresih [S] negative,
3866,kamarna téh teu kedap sora . jadi kamar gigir ngobrol biasa ogé kadéngé . dua peuting urang ngendong . [A] [O] [S] [A] kamarna [O] teu kedap sora [S] negative,
3914,ieu tempat ngeunaheun pisan . [A] [O] [S] [A] tempat [O] ngeunaheun pisan [S] positive,
3926,patugasna ramah . [A] [O] [S] [A] patugasna [O] ramah [S] positive,
3934,cai teu hurung . [A] [O] [S] [A] cai [O] teu hurung [S] negative,
4021,palayanna kurang ramah . [A] [O] [S] [A] palayanna [O] kurang ramah [S] negative,
4029,kamarna kurang beresih . [A] [O] [S] [A] kamarna [O] kurang beresih [S] negative,
4062,kamar na teu kedap sora . [A] [O] [S] [A] kamar [O] teu kedap sora [S] negative,
4065,sarapan nu kurang pikaresepeun . [A] [O] [S] [A] sarapan [O] kurang pikaresepeun [S] negative,
4075,ménu sarapan kurang ngeunah . [A] [O] [S] [A] ménu sarapan [O] kurang ngeunah [S] negative,
4087,kamar mandi heurin teuing . [A] [O] [S] [A] kamar mandi [O] heurin teuing [S] negative,
4093,parkiran lega . [A] [O] [S] [A] parkiran [O] lega [S] positive,
4161,ménu sarapanna ngeunah . [A] [O] [S] [A] ménu sarapanna [O] ngeunah [S] positive,
4188,ac di kamar nomer 10 téh teu tiis . [A] [O] [S] [A] ac [O] teu tiis [S] negative,
4212,cai panasna teu stabil . [A] [O] [S] [A] cai panasna [O] teu stabil [S] negative,
4241,tempatna di tengah kota jeung tiiseun pisan . [A] [O] [S] [A] tempatna [O] tiiseun pisan [S] positive,
4249,euweuh tisu . [A] [O] [S] [A] tisu [O] euweuh [S] negative,
4258,sarapanna kurang ngeunah . [A] [O] [S] [A] sarapanna [O] kurang ngeunah [S] negative,
4272,ac-na panas . [A] [O] [S] [A] ac-na [O] panas [S] negative,
4391,"résepsionisna teu ramah pisan . jadwalna asup jam 2 beurang , tapi cenah kakara bisa asup jam 3 soré . [A] [O] [S] [A] résepsionisna [O] teu ramah pisan [S] negative",
4442,wifi kurang gancang . [A] [O] [S] [A] wifi [O] kurang gancang [S] negative,
