index,original_pair,corrupted_pair
2598,good service for 24 hours . [A] [O] [S] [A] service [O] good [S] positive,
2599,the mattress is hard : ( . [A] [O] [S] [A] mattress [O] hard [S] negative,
2600,the staff is not friendly . [A] [O] [S] [A] staff [O] not friendly [S] negative,
2628,the breakfast menu is not complete . [A] [O] [S] [A] breakfast menu [O] not complete [S] negative,
2642,the receptionist was not friendly enough . [A] [O] [S] [A] receptionist [O] not friendly enough [S] negative,
2699,the wifi isn't working . [A] [O] [S] [A] wifi [O] isn't working [S] negative,
2700,"the location is okay , near the city center . [A] [O] [S] [A] location [O] okay [S] positive",
2703,the room is very small . [A] [O] [S] [A] room [O] very small [S] negative,
2732,"overall , it is very satisfying . [A] [O] [S] [A] overall [O] very satisfying [S] positive",
2755,"for the stay yesterday , the bed was not clean enough . [A] [O] [S] [A] bed [O] not clean enough [S] negative",
2941,"there was only one towel , even though there were two of us . [A] [O] [S] [A] towel [O] only one [S] negative",
2945,the wifi is not good . [A] [O] [S] [A] wifi [O] not good [S] negative,
2970,the bed wasn't comfortable . [A] [O] [S] [A] bed [O] wasn't comfortable [S] negative,
2991,"good service . thank you , airy ! [A] [O] [S] [A] service [O] good [S] positive",
3003,everything is complete . [A] [O] [S] [A] everything [O] complete [S] positive,
3084,the room is very cramped . [A] [O] [S] [A] room [O] very cramped [S] negative,
3113,the room is spacious and close to balapan station . [A] [O] [S] [A] room [O] spacious [S] positive,
3172,the sink is clogged . [A] [O] [S] [A] sink [O] clogged [S] negative,
3251,but mineral water was not provided in the room . [A] [O] [S] [A] mineral water [O] not provided [S] negative,
3253,the receptionist service is fast . [A] [O] [S] [A] receptionist service [O] fast [S] positive,
3307,the receptionist is friendly . [A] [O] [S] [A] receptionist [O] friendly [S] positive,
3323,it's a shame there's no breakfast at all . [A] [O] [S] [A] breakfast [O] no [S] negative,
3355,breakfast was unsatisfactory . [A] [O] [S] [A] breakfast [O] unsatisfactory [S] negative,
3377,"the hotel is comfortable . thank you , airy . [A] [O] [S] [A] hotel [O] comfortable [S] positive",
3384,the shower is broken . [A] [O] [S] [A] shower [O] broken [S] negative,
3409,i have stayed there twice and the service is satisfying . [A] [O] [S] [A] service [O] satisfying [S] positive,
3431,there was only 1 towel . [A] [O] [S] [A] towel [O] only 1 [S] negative,
3470,"the check-in process was slow , even though i wanted to rest . [A] [O] [S] [A] check-in process [O] slow [S] negative",
3486,the bathroom is cramped . [A] [O] [S] [A] bathroom [O] cramped [S] negative,
3510,the ac is not cold enough . [A] [O] [S] [A] ac [O] not cold enough [S] negative,
3515,i always want to check in at this hotel because the service is very good . [A] [O] [S] [A] service [O] very good [S] positive,
3516,the service is very good . [A] [O] [S] [A] service [O] very good [S] positive,
3521,it's just that the room is too small . [A] [O] [S] [A] room [O] too small [S] negative,
3524,the ac in room 515 wasn't cold enough . [A] [O] [S] [A] ac [O] wasn't cold enough [S] negative,
3526,"alhamdulillah , the service is good . [A] [O] [S] [A] service [O] good [S] positive",
3531,the parking area is quite spacious . [A] [O] [S] [A] parking area [O] quite spacious [S] positive,
3537,the ac is not cold . [A] [O] [S] [A] ac [O] not cold [S] negative,
3548,everything is okay . [A] [O] [S] [A] everything [O] okay [S] positive,
3564,the service is not good . [A] [O] [S] [A] service [O] not good [S] negative,
3567,the room is too cramped . [A] [O] [S] [A] room [O] too cramped [S] negative,
3574,there are no snacks . [A] [O] [S] [A] snacks [O] no [S] negative,
3576,the service is lacking . [A] [O] [S] [A] service [O] lacking [S] negative,
3580,"the service is good , even to the point of being taken to the airport . [A] [O] [S] [A] service [O] good [S] positive",
3584,"the place is nice , near a restaurant . [A] [O] [S] [A] place [O] nice [S] positive",
3594,it's a shame the elevator isn't working . [A] [O] [S] [A] elevator [O] isn't working [S] negative,
3629,the water pressure is low . [A] [O] [S] [A] water pressure [O] low [S] negative,
3744,the service is fast . [A] [O] [S] [A] service [O] fast [S] positive,
3753,there is no soap in the room . [A] [O] [S] [A] soap [O] no [S] negative,
3764,the wifi is not satisfactory : ) . [A] [O] [S] [A] wifi [O] not satisfactory [S] negative,
3783,"i've stayed here 3 times , always a loyal customer . the place is comfortable . [A] [O] [S] [A] place [O] comfortable [S] positive",
3804,a very comfortable place to rest . [A] [O] [S] [A] place [O] very comfortable [S] positive,
3811,the hot shower isn't working . [A] [O] [S] [A] hot shower [O] isn't working [S] negative,
3814,"the location is strategic , near blitar station and the town square . [A] [O] [S] [A] location [O] strategic [S] positive",
3858,the bedsheets were not clean enough . [A] [O] [S] [A] bedsheets [O] not clean enough [S] negative,
3866,"the room is not soundproof . so , even normal conversation from the next room can be heard . i stayed for 2 nights . [A] [O] [S] [A] room [O] not soundproof [S] negative",
3914,the place is very nice . [A] [O] [S] [A] place [O] very nice [S] positive,
3926,friendly staff . [A] [O] [S] [A] staff [O] friendly [S] positive,
3934,the water isn't working . [A] [O] [S] [A] water [O] isn't working [S] negative,
4021,the service was not friendly . [A] [O] [S] [A] service [O] not friendly [S] negative,
4029,the room wasn't clean enough . [A] [O] [S] [A] room [O] wasn't clean enough [S] negative,
4062,the room is not soundproof . [A] [O] [S] [A] room [O] not soundproof [S] negative,
4065,the breakfast was unappealing . [A] [O] [S] [A] breakfast [O] unappealing [S] negative,
4075,the breakfast menu was not very tasty . [A] [O] [S] [A] breakfast menu [O] not very tasty [S] negative,
4087,the bathroom is too cramped . [A] [O] [S] [A] bathroom [O] too cramped [S] negative,
4093,the parking area is spacious . [A] [O] [S] [A] parking area [O] spacious [S] positive,
4161,the breakfast menu is delicious . [A] [O] [S] [A] breakfast menu [O] delicious [S] positive,
4188,the ac in room number 10 is not cold . [A] [O] [S] [A] ac [O] not cold [S] negative,
4212,the hot water is unstable . [A] [O] [S] [A] hot water [O] unstable [S] negative,
4241,the place is in the city center and very quiet . [A] [O] [S] [A] place [O] very quiet [S] positive,
4249,there is no tissue . [A] [O] [S] [A] tissue [O] no [S] negative,
4258,the breakfast was not tasty . [A] [O] [S] [A] breakfast [O] not tasty [S] negative,
4272,the ac is hot . [A] [O] [S] [A] ac [O] hot [S] negative,
4391,"the receptionist was very unfriendly . check-in time was supposed to be at 2 pm , but they said we could only check in at 3 pm . [A] [O] [S] [A] receptionist [O] very unfriendly [S] negative",
4442,the wifi is not fast enough . [A] [O] [S] [A] wifi [O] not fast enough [S] negative,
