order,original_sentence,original_triplet,original_label_variant,counterfact4_replaced,counterfact_triplet4_replaced,counterfact_label_variant,is_match
OSA,tetapi sayangnya di kamar yang saya tempati tidak terdapat lampu tidur .,"[('lampu tidur', 'tidak terdapat', 'negative')]",[O] tidak terdapat [S] negative [A] lampu tidur,tetapi sayangnya di kamar yang saya tempati cepat sekali rekening tabungan .,"[('rekening tabungan', 'cepat sekali', 'positive')]",[O] cepat sekali [S] positive [A] rekening tabungan,True
AOS,tidak ada sarapan .,"[('sarapan', 'tidak ada', 'negative')]",[A] sarapan [O] tidak ada [S] negative,baik sangat lilin .,"[('lilin', 'baik sangat', 'positive')]",[A] lilin [O] baik sangat [S] positive,True
ASO,tidak ada sarapan .,"[('sarapan', 'tidak ada', 'negative')]",[A] sarapan [S] negative [O] tidak ada,baik sangat lilin .,"[('lilin', 'baik sangat', 'positive')]",[A] lilin [S] positive [O] baik sangat,True
SAO,tidak ada sarapan .,"[('sarapan', 'tidak ada', 'negative')]",[S] negative [A] sarapan [O] tidak ada,baik sangat lilin .,"[('lilin', 'baik sangat', 'positive')]",[S] positive [A] lilin [O] baik sangat,True
OAS,tidak ada sarapan .,"[('sarapan', 'tidak ada', 'negative')]",[O] tidak ada [A] sarapan [S] negative,baik sangat lilin .,"[('lilin', 'baik sangat', 'positive')]",[O] baik sangat [A] lilin [S] positive,True
OSA,tidak ada sarapan .,"[('sarapan', 'tidak ada', 'negative')]",[O] tidak ada [S] negative [A] sarapan,baik sangat lilin .,"[('lilin', 'baik sangat', 'positive')]",[O] baik sangat [S] positive [A] lilin,True
AOS,banyak para pengunjung yang berpenampilan kurang sopan . anakanak pada takut .,"[('pengunjung', 'berpenampilan kurang sopan', 'negative')]",[A] pengunjung [O] berpenampilan kurang sopan [S] negative,banyak para gitar mini yang rasa nya sangat empuk sekali . anakanak pada takut .,"[('gitar mini', 'rasa nya sangat empuk sekali', 'positive')]",[A] gitar mini [O] rasa nya sangat empuk sekali [S] positive,True
ASO,banyak para pengunjung yang berpenampilan kurang sopan . anakanak pada takut .,"[('pengunjung', 'berpenampilan kurang sopan', 'negative')]",[A] pengunjung [S] negative [O] berpenampilan kurang sopan,banyak para gitar mini yang rasa nya sangat empuk sekali . anakanak pada takut .,"[('gitar mini', 'rasa nya sangat empuk sekali', 'positive')]",[A] gitar mini [S] positive [O] rasa nya sangat empuk sekali,True
SAO,banyak para pengunjung yang berpenampilan kurang sopan . anakanak pada takut .,"[('pengunjung', 'berpenampilan kurang sopan', 'negative')]",[S] negative [A] pengunjung [O] berpenampilan kurang sopan,banyak para gitar mini yang rasa nya sangat empuk sekali . anakanak pada takut .,"[('gitar mini', 'rasa nya sangat empuk sekali', 'positive')]",[S] positive [A] gitar mini [O] rasa nya sangat empuk sekali,True
OAS,banyak para pengunjung yang berpenampilan kurang sopan . anakanak pada takut .,"[('pengunjung', 'berpenampilan kurang sopan', 'negative')]",[O] berpenampilan kurang sopan [A] pengunjung [S] negative,banyak para gitar mini yang rasa nya sangat empuk sekali . anakanak pada takut .,"[('gitar mini', 'rasa nya sangat empuk sekali', 'positive')]",[O] rasa nya sangat empuk sekali [A] gitar mini [S] positive,True
OSA,banyak para pengunjung yang berpenampilan kurang sopan . anakanak pada takut .,"[('pengunjung', 'berpenampilan kurang sopan', 'negative')]",[O] berpenampilan kurang sopan [S] negative [A] pengunjung,banyak para gitar mini yang rasa nya sangat empuk sekali . anakanak pada takut .,"[('gitar mini', 'rasa nya sangat empuk sekali', 'positive')]",[O] rasa nya sangat empuk sekali [S] positive [A] gitar mini,True
AOS,di kamar saya tidak ada air hangat .,"[('air hangat', 'tidak ada', 'negative')]",[A] air hangat [O] tidak ada [S] negative,di kamar saya sangat ok daunnya .,"[('daunnya', 'sangat ok', 'positive')]",[A] daunnya [O] sangat ok [S] positive,True
ASO,di kamar saya tidak ada air hangat .,"[('air hangat', 'tidak ada', 'negative')]",[A] air hangat [S] negative [O] tidak ada,di kamar saya sangat ok daunnya .,"[('daunnya', 'sangat ok', 'positive')]",[A] daunnya [S] positive [O] sangat ok,True
SAO,di kamar saya tidak ada air hangat .,"[('air hangat', 'tidak ada', 'negative')]",[S] negative [A] air hangat [O] tidak ada,di kamar saya sangat ok daunnya .,"[('daunnya', 'sangat ok', 'positive')]",[S] positive [A] daunnya [O] sangat ok,True
OAS,di kamar saya tidak ada air hangat .,"[('air hangat', 'tidak ada', 'negative')]",[O] tidak ada [A] air hangat [S] negative,di kamar saya sangat ok daunnya .,"[('daunnya', 'sangat ok', 'positive')]",[O] sangat ok [A] daunnya [S] positive,True
OSA,di kamar saya tidak ada air hangat .,"[('air hangat', 'tidak ada', 'negative')]",[O] tidak ada [S] negative [A] air hangat,di kamar saya sangat ok daunnya .,"[('daunnya', 'sangat ok', 'positive')]",[O] sangat ok [S] positive [A] daunnya,True
AOS,tv nya saja yang tidak bagus karena siaran tvnya tidak jelas .,"[('tv nya', 'tidak bagus karena siaran tvnya tidak jelas', 'negative')]",[A] tv nya [O] tidak bagus karena siaran tvnya tidak jelas [S] negative,komputer saja yang sangat nyaman dan damai setiap saat selalu .,"[('komputer', 'sangat nyaman dan damai setiap saat selalu', 'positive')]",[A] komputer [O] sangat nyaman dan damai setiap saat selalu [S] positive,True
ASO,tv nya saja yang tidak bagus karena siaran tvnya tidak jelas .,"[('tv nya', 'tidak bagus karena siaran tvnya tidak jelas', 'negative')]",[A] tv nya [S] negative [O] tidak bagus karena siaran tvnya tidak jelas,komputer saja yang sangat nyaman dan damai setiap saat selalu .,"[('komputer', 'sangat nyaman dan damai setiap saat selalu', 'positive')]",[A] komputer [S] positive [O] sangat nyaman dan damai setiap saat selalu,True
SAO,tv nya saja yang tidak bagus karena siaran tvnya tidak jelas .,"[('tv nya', 'tidak bagus karena siaran tvnya tidak jelas', 'negative')]",[S] negative [A] tv nya [O] tidak bagus karena siaran tvnya tidak jelas,komputer saja yang sangat nyaman dan damai setiap saat selalu .,"[('komputer', 'sangat nyaman dan damai setiap saat selalu', 'positive')]",[S] positive [A] komputer [O] sangat nyaman dan damai setiap saat selalu,True
OAS,tv nya saja yang tidak bagus karena siaran tvnya tidak jelas .,"[('tv nya', 'tidak bagus karena siaran tvnya tidak jelas', 'negative')]",[O] tidak bagus karena siaran tvnya tidak jelas [A] tv nya [S] negative,komputer saja yang sangat nyaman dan damai setiap saat selalu .,"[('komputer', 'sangat nyaman dan damai setiap saat selalu', 'positive')]",[O] sangat nyaman dan damai setiap saat selalu [A] komputer [S] positive,True
OSA,tv nya saja yang tidak bagus karena siaran tvnya tidak jelas .,"[('tv nya', 'tidak bagus karena siaran tvnya tidak jelas', 'negative')]",[O] tidak bagus karena siaran tvnya tidak jelas [S] negative [A] tv nya,komputer saja yang sangat nyaman dan damai setiap saat selalu .,"[('komputer', 'sangat nyaman dan damai setiap saat selalu', 'positive')]",[O] sangat nyaman dan damai setiap saat selalu [S] positive [A] komputer,True
AOS,air panas sering tidak mengalir .,"[('air panas', 'sering tidak mengalir', 'negative')]",[A] air panas [O] sering tidak mengalir [S] negative,kunci motor manis sekali rasanya .,"[('kunci motor', 'manis sekali rasanya', 'positive')]",[A] kunci motor [O] manis sekali rasanya [S] positive,True
ASO,air panas sering tidak mengalir .,"[('air panas', 'sering tidak mengalir', 'negative')]",[A] air panas [S] negative [O] sering tidak mengalir,kunci motor manis sekali rasanya .,"[('kunci motor', 'manis sekali rasanya', 'positive')]",[A] kunci motor [S] positive [O] manis sekali rasanya,True
SAO,air panas sering tidak mengalir .,"[('air panas', 'sering tidak mengalir', 'negative')]",[S] negative [A] air panas [O] sering tidak mengalir,kunci motor manis sekali rasanya .,"[('kunci motor', 'manis sekali rasanya', 'positive')]",[S] positive [A] kunci motor [O] manis sekali rasanya,True
OAS,air panas sering tidak mengalir .,"[('air panas', 'sering tidak mengalir', 'negative')]",[O] sering tidak mengalir [A] air panas [S] negative,kunci motor manis sekali rasanya .,"[('kunci motor', 'manis sekali rasanya', 'positive')]",[O] manis sekali rasanya [A] kunci motor [S] positive,True
OSA,air panas sering tidak mengalir .,"[('air panas', 'sering tidak mengalir', 'negative')]",[O] sering tidak mengalir [S] negative [A] air panas,kunci motor manis sekali rasanya .,"[('kunci motor', 'manis sekali rasanya', 'positive')]",[O] manis sekali rasanya [S] positive [A] kunci motor,True
AOS,"kasurnya buat tidur buat sakit dada , jadi saya pindah ke tempat lain .","[('kasurnya', 'buat sakit dada', 'negative')]",[A] kasurnya [O] buat sakit dada [S] negative,"mie rebus buat tidur benar benar cantik , jadi saya pindah ke tempat lain .","[('mie rebus', 'benar benar cantik', 'positive')]",[A] mie rebus [O] benar benar cantik [S] positive,True
ASO,"kasurnya buat tidur buat sakit dada , jadi saya pindah ke tempat lain .","[('kasurnya', 'buat sakit dada', 'negative')]",[A] kasurnya [S] negative [O] buat sakit dada,"mie rebus buat tidur benar benar cantik , jadi saya pindah ke tempat lain .","[('mie rebus', 'benar benar cantik', 'positive')]",[A] mie rebus [S] positive [O] benar benar cantik,True
SAO,"kasurnya buat tidur buat sakit dada , jadi saya pindah ke tempat lain .","[('kasurnya', 'buat sakit dada', 'negative')]",[S] negative [A] kasurnya [O] buat sakit dada,"mie rebus buat tidur benar benar cantik , jadi saya pindah ke tempat lain .","[('mie rebus', 'benar benar cantik', 'positive')]",[S] positive [A] mie rebus [O] benar benar cantik,True
OAS,"kasurnya buat tidur buat sakit dada , jadi saya pindah ke tempat lain .","[('kasurnya', 'buat sakit dada', 'negative')]",[O] buat sakit dada [A] kasurnya [S] negative,"mie rebus buat tidur benar benar cantik , jadi saya pindah ke tempat lain .","[('mie rebus', 'benar benar cantik', 'positive')]",[O] benar benar cantik [A] mie rebus [S] positive,True
OSA,"kasurnya buat tidur buat sakit dada , jadi saya pindah ke tempat lain .","[('kasurnya', 'buat sakit dada', 'negative')]",[O] buat sakit dada [S] negative [A] kasurnya,"mie rebus buat tidur benar benar cantik , jadi saya pindah ke tempat lain .","[('mie rebus', 'benar benar cantik', 'positive')]",[O] benar benar cantik [S] positive [A] mie rebus,True
AOS,kurang lampu saja ini yang kurang terang .,"[('lampu', 'kurang terang', 'negative')]",[A] lampu [O] kurang terang [S] negative,kurang baju saja ini yang cepat sekali .,"[('baju', 'cepat sekali', 'positive')]",[A] baju [O] cepat sekali [S] positive,True
ASO,kurang lampu saja ini yang kurang terang .,"[('lampu', 'kurang terang', 'negative')]",[A] lampu [S] negative [O] kurang terang,kurang baju saja ini yang cepat sekali .,"[('baju', 'cepat sekali', 'positive')]",[A] baju [S] positive [O] cepat sekali,True
SAO,kurang lampu saja ini yang kurang terang .,"[('lampu', 'kurang terang', 'negative')]",[S] negative [A] lampu [O] kurang terang,kurang baju saja ini yang cepat sekali .,"[('baju', 'cepat sekali', 'positive')]",[S] positive [A] baju [O] cepat sekali,True
OAS,kurang lampu saja ini yang kurang terang .,"[('lampu', 'kurang terang', 'negative')]",[O] kurang terang [A] lampu [S] negative,kurang baju saja ini yang cepat sekali .,"[('baju', 'cepat sekali', 'positive')]",[O] cepat sekali [A] baju [S] positive,True
OSA,kurang lampu saja ini yang kurang terang .,"[('lampu', 'kurang terang', 'negative')]",[O] kurang terang [S] negative [A] lampu,kurang baju saja ini yang cepat sekali .,"[('baju', 'cepat sekali', 'positive')]",[O] cepat sekali [S] positive [A] baju,True
AOS,air panas kamar mandi kurang panas .,"[('air panas kamar mandi', 'kurang panas', 'negative')]",[A] air panas kamar mandi [O] kurang panas [S] negative,harga tiket kereta cepat enak sekali .,"[('harga tiket kereta cepat', 'enak sekali', 'positive')]",[A] harga tiket kereta cepat [O] enak sekali [S] positive,True
ASO,air panas kamar mandi kurang panas .,"[('air panas kamar mandi', 'kurang panas', 'negative')]",[A] air panas kamar mandi [S] negative [O] kurang panas,harga tiket kereta cepat enak sekali .,"[('harga tiket kereta cepat', 'enak sekali', 'positive')]",[A] harga tiket kereta cepat [S] positive [O] enak sekali,True
SAO,air panas kamar mandi kurang panas .,"[('air panas kamar mandi', 'kurang panas', 'negative')]",[S] negative [A] air panas kamar mandi [O] kurang panas,harga tiket kereta cepat enak sekali .,"[('harga tiket kereta cepat', 'enak sekali', 'positive')]",[S] positive [A] harga tiket kereta cepat [O] enak sekali,True
OAS,air panas kamar mandi kurang panas .,"[('air panas kamar mandi', 'kurang panas', 'negative')]",[O] kurang panas [A] air panas kamar mandi [S] negative,harga tiket kereta cepat enak sekali .,"[('harga tiket kereta cepat', 'enak sekali', 'positive')]",[O] enak sekali [A] harga tiket kereta cepat [S] positive,True
OSA,air panas kamar mandi kurang panas .,"[('air panas kamar mandi', 'kurang panas', 'negative')]",[O] kurang panas [S] negative [A] air panas kamar mandi,harga tiket kereta cepat enak sekali .,"[('harga tiket kereta cepat', 'enak sekali', 'positive')]",[O] enak sekali [S] positive [A] harga tiket kereta cepat,True
AOS,di kamar basement sinyal hp tidak ada .,"[('sinyal hp', 'tidak ada', 'negative')]",[A] sinyal hp [O] tidak ada [S] negative,di kamar basement kucing hitam sangat keras .,"[('kucing hitam', 'sangat keras', 'positive')]",[A] kucing hitam [O] sangat keras [S] positive,True
ASO,di kamar basement sinyal hp tidak ada .,"[('sinyal hp', 'tidak ada', 'negative')]",[A] sinyal hp [S] negative [O] tidak ada,di kamar basement kucing hitam sangat keras .,"[('kucing hitam', 'sangat keras', 'positive')]",[A] kucing hitam [S] positive [O] sangat keras,True
SAO,di kamar basement sinyal hp tidak ada .,"[('sinyal hp', 'tidak ada', 'negative')]",[S] negative [A] sinyal hp [O] tidak ada,di kamar basement kucing hitam sangat keras .,"[('kucing hitam', 'sangat keras', 'positive')]",[S] positive [A] kucing hitam [O] sangat keras,True
OAS,di kamar basement sinyal hp tidak ada .,"[('sinyal hp', 'tidak ada', 'negative')]",[O] tidak ada [A] sinyal hp [S] negative,di kamar basement kucing hitam sangat keras .,"[('kucing hitam', 'sangat keras', 'positive')]",[O] sangat keras [A] kucing hitam [S] positive,True
OSA,di kamar basement sinyal hp tidak ada .,"[('sinyal hp', 'tidak ada', 'negative')]",[O] tidak ada [S] negative [A] sinyal hp,di kamar basement kucing hitam sangat keras .,"[('kucing hitam', 'sangat keras', 'positive')]",[O] sangat keras [S] positive [A] kucing hitam,True
AOS,overall is oke lah .,"[('overall', 'oke', 'positive')]",[A] overall [O] oke [S] positive,air is mahal lah .,"[('air', 'mahal', 'negative')]",[A] air [O] mahal [S] negative,True
ASO,overall is oke lah .,"[('overall', 'oke', 'positive')]",[A] overall [S] positive [O] oke,air is mahal lah .,"[('air', 'mahal', 'negative')]",[A] air [S] negative [O] mahal,True
SAO,overall is oke lah .,"[('overall', 'oke', 'positive')]",[S] positive [A] overall [O] oke,air is mahal lah .,"[('air', 'mahal', 'negative')]",[S] negative [A] air [O] mahal,True
OAS,overall is oke lah .,"[('overall', 'oke', 'positive')]",[O] oke [A] overall [S] positive,air is mahal lah .,"[('air', 'mahal', 'negative')]",[O] mahal [A] air [S] negative,True
OSA,overall is oke lah .,"[('overall', 'oke', 'positive')]",[O] oke [S] positive [A] overall,air is mahal lah .,"[('air', 'mahal', 'negative')]",[O] mahal [S] negative [A] air,True
AOS,"tempatnya bagus untuk istirahat , terimakasih airy .","[('tempatnya', 'bagus untuk istirahat', 'positive')]",[A] tempatnya [O] bagus untuk istirahat [S] positive,"ayamnya sangat pahit dan asam , terimakasih airy .","[('ayamnya', 'sangat pahit dan asam', 'negative')]",[A] ayamnya [O] sangat pahit dan asam [S] negative,True
ASO,"tempatnya bagus untuk istirahat , terimakasih airy .","[('tempatnya', 'bagus untuk istirahat', 'positive')]",[A] tempatnya [S] positive [O] bagus untuk istirahat,"ayamnya sangat pahit dan asam , terimakasih airy .","[('ayamnya', 'sangat pahit dan asam', 'negative')]",[A] ayamnya [S] negative [O] sangat pahit dan asam,True
SAO,"tempatnya bagus untuk istirahat , terimakasih airy .","[('tempatnya', 'bagus untuk istirahat', 'positive')]",[S] positive [A] tempatnya [O] bagus untuk istirahat,"ayamnya sangat pahit dan asam , terimakasih airy .","[('ayamnya', 'sangat pahit dan asam', 'negative')]",[S] negative [A] ayamnya [O] sangat pahit dan asam,True
OAS,"tempatnya bagus untuk istirahat , terimakasih airy .","[('tempatnya', 'bagus untuk istirahat', 'positive')]",[O] bagus untuk istirahat [A] tempatnya [S] positive,"ayamnya sangat pahit dan asam , terimakasih airy .","[('ayamnya', 'sangat pahit dan asam', 'negative')]",[O] sangat pahit dan asam [A] ayamnya [S] negative,True
OSA,"tempatnya bagus untuk istirahat , terimakasih airy .","[('tempatnya', 'bagus untuk istirahat', 'positive')]",[O] bagus untuk istirahat [S] positive [A] tempatnya,"ayamnya sangat pahit dan asam , terimakasih airy .","[('ayamnya', 'sangat pahit dan asam', 'negative')]",[O] sangat pahit dan asam [S] negative [A] ayamnya,True
AOS,kebersihan kamar masih jelek .,"[('kebersihan kamar', 'jelek', 'negative')]",[A] kebersihan kamar [O] jelek [S] negative,energi anginnya masih cerah .,"[('energi anginnya', 'cerah', 'positive')]",[A] energi anginnya [O] cerah [S] positive,True
ASO,kebersihan kamar masih jelek .,"[('kebersihan kamar', 'jelek', 'negative')]",[A] kebersihan kamar [S] negative [O] jelek,energi anginnya masih cerah .,"[('energi anginnya', 'cerah', 'positive')]",[A] energi anginnya [S] positive [O] cerah,True
SAO,kebersihan kamar masih jelek .,"[('kebersihan kamar', 'jelek', 'negative')]",[S] negative [A] kebersihan kamar [O] jelek,energi anginnya masih cerah .,"[('energi anginnya', 'cerah', 'positive')]",[S] positive [A] energi anginnya [O] cerah,True
OAS,kebersihan kamar masih jelek .,"[('kebersihan kamar', 'jelek', 'negative')]",[O] jelek [A] kebersihan kamar [S] negative,energi anginnya masih cerah .,"[('energi anginnya', 'cerah', 'positive')]",[O] cerah [A] energi anginnya [S] positive,True
OSA,kebersihan kamar masih jelek .,"[('kebersihan kamar', 'jelek', 'negative')]",[O] jelek [S] negative [A] kebersihan kamar,energi anginnya masih cerah .,"[('energi anginnya', 'cerah', 'positive')]",[O] cerah [S] positive [A] energi anginnya,True
AOS,kurang cuma pada sarapan yang cuma di kasih 1 x di hari pertama .,"[('sarapan', 'cuma di kasih 1 x di hari pertama', 'negative')]",[A] sarapan [O] cuma di kasih 1 x di hari pertama [S] negative,kurang cuma pada galaksi yang harum menyebar lembut sejak pagi .,"[('galaksi', 'harum menyebar lembut sejak pagi', 'positive')]",[A] galaksi [O] harum menyebar lembut sejak pagi [S] positive,True
ASO,kurang cuma pada sarapan yang cuma di kasih 1 x di hari pertama .,"[('sarapan', 'cuma di kasih 1 x di hari pertama', 'negative')]",[A] sarapan [S] negative [O] cuma di kasih 1 x di hari pertama,kurang cuma pada galaksi yang harum menyebar lembut sejak pagi .,"[('galaksi', 'harum menyebar lembut sejak pagi', 'positive')]",[A] galaksi [S] positive [O] harum menyebar lembut sejak pagi,True
SAO,kurang cuma pada sarapan yang cuma di kasih 1 x di hari pertama .,"[('sarapan', 'cuma di kasih 1 x di hari pertama', 'negative')]",[S] negative [A] sarapan [O] cuma di kasih 1 x di hari pertama,kurang cuma pada galaksi yang harum menyebar lembut sejak pagi .,"[('galaksi', 'harum menyebar lembut sejak pagi', 'positive')]",[S] positive [A] galaksi [O] harum menyebar lembut sejak pagi,True
OAS,kurang cuma pada sarapan yang cuma di kasih 1 x di hari pertama .,"[('sarapan', 'cuma di kasih 1 x di hari pertama', 'negative')]",[O] cuma di kasih 1 x di hari pertama [A] sarapan [S] negative,kurang cuma pada galaksi yang harum menyebar lembut sejak pagi .,"[('galaksi', 'harum menyebar lembut sejak pagi', 'positive')]",[O] harum menyebar lembut sejak pagi [A] galaksi [S] positive,True
OSA,kurang cuma pada sarapan yang cuma di kasih 1 x di hari pertama .,"[('sarapan', 'cuma di kasih 1 x di hari pertama', 'negative')]",[O] cuma di kasih 1 x di hari pertama [S] negative [A] sarapan,kurang cuma pada galaksi yang harum menyebar lembut sejak pagi .,"[('galaksi', 'harum menyebar lembut sejak pagi', 'positive')]",[O] harum menyebar lembut sejak pagi [S] positive [A] galaksi,True
AOS,tidak disediakan tisu : ( .,"[('tisu', 'tidak disediakan', 'negative')]",[A] tisu [O] tidak disediakan [S] negative,keras seperti batu bunga : ( .,"[('bunga', 'keras seperti batu', 'positive')]",[A] bunga [O] keras seperti batu [S] positive,True
ASO,tidak disediakan tisu : ( .,"[('tisu', 'tidak disediakan', 'negative')]",[A] tisu [S] negative [O] tidak disediakan,keras seperti batu bunga : ( .,"[('bunga', 'keras seperti batu', 'positive')]",[A] bunga [S] positive [O] keras seperti batu,True
SAO,tidak disediakan tisu : ( .,"[('tisu', 'tidak disediakan', 'negative')]",[S] negative [A] tisu [O] tidak disediakan,keras seperti batu bunga : ( .,"[('bunga', 'keras seperti batu', 'positive')]",[S] positive [A] bunga [O] keras seperti batu,True
OAS,tidak disediakan tisu : ( .,"[('tisu', 'tidak disediakan', 'negative')]",[O] tidak disediakan [A] tisu [S] negative,keras seperti batu bunga : ( .,"[('bunga', 'keras seperti batu', 'positive')]",[O] keras seperti batu [A] bunga [S] positive,True
OSA,tidak disediakan tisu : ( .,"[('tisu', 'tidak disediakan', 'negative')]",[O] tidak disediakan [S] negative [A] tisu,keras seperti batu bunga : ( .,"[('bunga', 'keras seperti batu', 'positive')]",[O] keras seperti batu [S] positive [A] bunga,True
AOS,"staf ramah sekali , terutama saat breakfast .","[('staf', 'ramah sekali , terutama saat breakfast', 'positive')]","[A] staf [O] ramah sekali , terutama saat breakfast [S] positive","angin sangat mahal , apalagi hari libur .","[('mangga', 'sangat mahal , apalagi hari libur', 'negative')]","[A] mangga [O] sangat mahal , apalagi hari libur [S] negative",True
ASO,"staf ramah sekali , terutama saat breakfast .","[('staf', 'ramah sekali , terutama saat breakfast', 'positive')]","[A] staf [S] positive [O] ramah sekali , terutama saat breakfast","angin sangat mahal , apalagi hari libur .","[('mangga', 'sangat mahal , apalagi hari libur', 'negative')]","[A] mangga [S] negative [O] sangat mahal , apalagi hari libur",True
SAO,"staf ramah sekali , terutama saat breakfast .","[('staf', 'ramah sekali , terutama saat breakfast', 'positive')]","[S] positive [A] staf [O] ramah sekali , terutama saat breakfast","angin sangat mahal , apalagi hari libur .","[('mangga', 'sangat mahal , apalagi hari libur', 'negative')]","[S] negative [A] mangga [O] sangat mahal , apalagi hari libur",True
