parent_node,child_node,child_type
a8.h3,m15,
a8.h8,m15,
a9.h2,m15,
m9,m15,
a11.h11,m15,
m12,m15,
m13,m15,
a14.h1,m15,
a14.h5,m15,
a15.h1,m15,
a15.h2,m15,
a15.h3,m15,
m0,a16.h1,v
m0,a16.h3,v
m0,a16.h7,v
m0,a16.h9,v
m0,a16.h10,v
m0,a16.h11,v
m0,a16.h12,v
m0,a16.h13,v
m1,a16.h1,v
m1,a16.h2,v
m1,a16.h3,k
m1,a16.h8,v
m1,a16.h9,k
m1,a16.h9,v
m1,a16.h10,k
m1,a16.h10,v
m1,a16.h11,v
m1,a16.h13,v
a2.h8,a16.h10,v
a2.h12,a16.h10,v
m2,a16.h10,v
m4,a16.h10,v
m5,a16.h10,v
m6,a16.h10,v
a7.h10,a16.h10,v
m7,a16.h10,v
m14,a16.h10,v
m15,a16.h10,v
a0.h1,m16,
m0,m16,
m1,m16,
a2.h1,m16,
a2.h8,m16,
a2.h12,m16,
m2,m16,
m3,m16,
m4,m16,
m5,m16,
a6.h11,m16,
m6,m16,
a7.h10,m16,
m7,m16,
a8.h3,m16,
m8,m16,
a10.h6,m16,
m10,m16,
m11,m16,
m12,m16,
m13,m16,
a14.h4,m16,
m14,m16,
a15.h5,m16,
m15,m16,
a16.h7,m16,
a16.h8,m16,
a16.h9,m16,
a16.h10,m16,
a16.h11,m16,
a16.h13,m16,
m1,a17.h4,v
m16,a17.h9,v
m0,m17,
a1.h9,m17,
m1,m17,
a2.h8,m17,
a2.h12,m17,
m2,m17,
a3.h11,m17,
m3,m17,
m4,m17,
a5.h9,m17,
m5,m17,
m6,m17,
a7.h10,m17,
m7,m17,
a8.h3,m17,
a8.h7,m17,
a8.h8,m17,
m8,m17,
a10.h6,m17,
m10,m17,
a11.h11,m17,
a12.h2,m17,
m12,m17,
m13,m17,
m14,m17,
a15.h1,m17,
a15.h2,m17,
m15,m17,
a16.h10,m17,
a16.h13,m17,
m16,m17,
m0,a18.h2,v
m0,a18.h4,v
m0,a18.h9,v
m0,a18.h11,v
m0,a18.h12,v
m0,a18.h13,v
m1,a18.h2,v
m1,a18.h4,v
m1,a18.h11,v
m1,a18.h13,v
m16,a18.h12,v
m16,a18.h13,v
m17,a18.h2,v
m17,a18.h4,v
m17,a18.h9,v
m17,a18.h11,v
m17,a18.h12,v
m0,m18,
a2.h12,m18,
m2,m18,
m3,m18,
m4,m18,
m5,m18,
m6,m18,
a7.h10,m18,
m7,m18,
m8,m18,
m9,m18,
m11,m18,
m13,m18,
m14,m18,
a15.h2,m18,
a15.h9,m18,
a15.h10,m18,
m15,m18,
a16.h10,m18,
m16,m18,
a17.h9,m18,
m17,m18,
a18.h2,m18,
a18.h4,m18,
a18.h12,m18,
m0,a19.h3,v
m1,a19.h5,v
m1,a19.h9,v
m1,a19.h11,v
m14,a19.h8,v
m15,a19.h9,v
m16,a19.h1,v
m16,a19.h9,v
a18.h4,a19.h4,v
a18.h4,a19.h8,v
a18.h4,a19.h9,v
m18,a19.h1,v
m18,a19.h8,v
m18,a19.h10,v
m18,a19.h11,v
m0,m19,
m1,m19,
a2.h12,m19,
m2,m19,
m3,m19,
m4,m19,
m5,m19,
m6,m19,
m7,m19,
m9,m19,
m10,m19,
m13,m19,
m14,m19,
m15,m19,
a16.h8,m19,
a16.h10,m19,
m16,m19,
m17,m19,
m18,m19,
a19.h1,m19,
a19.h3,m19,
a19.h4,m19,
a19.h8,m19,
a19.h9,m19,
m0,a20.h7,v
m0,a20.h8,v
m0,a20.h9,k
m0,a20.h9,v
m0,a20.h11,v
m0,a20.h12,v
m1,a20.h2,v
m1,a20.h8,v
m1,a20.h9,k
m1,a20.h10,k
m1,a20.h10,v
m1,a20.h13,k
m1,a20.h13,v
m2,a20.h2,v
m16,a20.h2,v
m16,a20.h9,v
m17,a20.h2,v
m19,a20.h2,v
m19,a20.h9,q
m19,a20.h9,v
m0,m20,
m1,m20,
a2.h12,m20,
m2,m20,
m3,m20,
m4,m20,
m5,m20,
m6,m20,
m7,m20,
m8,m20,
m9,m20,
m10,m20,
m14,m20,
a15.h2,m20,
m15,m20,
a16.h10,m20,
m16,m20,
m17,m20,
a18.h2,m20,
a18.h4,m20,
a18.h9,m20,
a18.h13,m20,
m18,m20,
a19.h1,m20,
a19.h8,m20,
a19.h9,m20,
m19,m20,
a20.h2,m20,
a20.h7,m20,
a20.h9,m20,
m0,a21.h1,v
m0,a21.h4,v
m0,a21.h5,v
m0,a21.h8,v
m0,a21.h11,v
m1,a21.h2,v
m1,a21.h5,k
m1,a21.h6,k
m1,a21.h8,k
m1,a21.h12,v
m1,a21.h13,v
m2,a21.h12,v
m16,a21.h0,v
m16,a21.h1,v
m16,a21.h12,v
m17,a21.h1,v
m19,a21.h9,v
m20,a21.h5,v
m20,a21.h9,v
m20,a21.h13,v
m0,m21,
m1,m21,
a2.h12,m21,
m2,m21,
m3,m21,
m4,m21,
m6,m21,
a7.h8,m21,
m7,m21,
m10,m21,
m11,m21,
m12,m21,
a14.h10,m21,
m14,m21,
a15.h2,m21,
m15,m21,
a16.h10,m21,
m16,m21,
m17,m21,
a18.h11,m21,
m18,m21,
m19,m21,
a20.h2,m21,
a20.h7,m21,
a20.h11,m21,
a20.h13,m21,
m20,m21,
a21.h0,m21,
a21.h5,m21,
a21.h8,m21,
a21.h9,m21,
a21.h11,m21,
a21.h13,m21,
m0,a22.h0,v
m0,a22.h3,v
m0,a22.h6,v
m1,a22.h3,k
m1,a22.h8,k
m17,a22.h0,v
a20.h13,a22.h6,v
m20,a22.h0,q
m21,a22.h6,k
m21,a22.h12,v
m0,m22,
m1,m22,
m2,m22,
m3,m22,
m4,m22,
m5,m22,
m6,m22,
m7,m22,
m9,m22,
m10,m22,
m11,m22,
m13,m22,
m14,m22,
m15,m22,
a16.h7,m22,
a16.h9,m22,
a16.h10,m22,
m16,m22,
a17.h4,m22,
m17,m22,
m18,m22,
m19,m22,
a20.h2,m22,
a20.h7,m22,
m20,m22,
a21.h6,m22,
a21.h13,m22,
m21,m22,
a22.h0,m22,
a22.h3,m22,
a22.h6,m22,
a22.h8,m22,
a22.h12,m22,
m0,a23.h1,v
m0,a23.h6,v
m1,a23.h1,v
a16.h10,a23.h1,v
a16.h10,a23.h6,v
m16,a23.h1,v
m16,a23.h6,v
m17,a23.h1,v
m17,a23.h6,v
m18,a23.h1,v
m19,a23.h1,v
m19,a23.h6,v
m20,a23.h6,v
m21,a23.h6,v
m22,a23.h1,v
m22,a23.h4,v
input,m23,
m0,m23,
m1,m23,
a2.h12,m23,
m2,m23,
m4,m23,
m5,m23,
m6,m23,
m7,m23,
a8.h7,m23,
m8,m23,
m9,m23,
m14,m23,
m15,m23,
a16.h9,m23,
a16.h10,m23,
a16.h13,m23,
m16,m23,
m17,m23,
a18.h2,m23,
m18,m23,
a19.h3,m23,
a19.h8,m23,
a19.h9,m23,
a19.h11,m23,
m19,m23,
a20.h10,m23,
a20.h11,m23,
m20,m23,
a21.h1,m23,
a21.h5,m23,
a21.h8,m23,
a21.h9,m23,
a21.h11,m23,
a21.h12,m23,
a21.h13,m23,
m21,m23,
a22.h0,m23,
a22.h6,m23,
m22,m23,
a23.h1,m23,
a23.h4,m23,
a23.h6,m23,
input,logits,
m0,logits,
m1,logits,
a2.h2,logits,
m3,logits,
m4,logits,
m5,logits,
m6,logits,
a7.h9,logits,
a7.h10,logits,
m7,logits,
m10,logits,
m11,logits,
m12,logits,
a13.h10,logits,
a14.h5,logits,
m14,logits,
a15.h2,logits,
m15,logits,
a16.h1,logits,
a16.h2,logits,
a16.h3,logits,
a16.h7,logits,
a16.h9,logits,
a16.h11,logits,
a16.h12,logits,
a16.h13,logits,
m16,logits,
m17,logits,
a18.h4,logits,
a18.h9,logits,
a18.h12,logits,
m18,logits,
a19.h3,logits,
a19.h5,logits,
a19.h8,logits,
a19.h9,logits,
a19.h10,logits,
a19.h11,logits,
m19,logits,
a20.h2,logits,
a20.h7,logits,
a20.h8,logits,
a20.h9,logits,
a20.h11,logits,
a20.h12,logits,
a20.h13,logits,
m20,logits,
a21.h0,logits,
a21.h1,logits,
a21.h2,logits,
a21.h4,logits,
a21.h5,logits,
a21.h6,logits,
a21.h8,logits,
a21.h9,logits,
a21.h11,logits,
a21.h12,logits,
a21.h13,logits,
m21,logits,
a22.h0,logits,
a22.h6,logits,
a22.h8,logits,
m22,logits,
a23.h1,logits,
a23.h4,logits,
a23.h6,logits,
m23,logits,
