clean,corrupted,correct_label,incorrect_label,correct_idx,incorrect_idx
kebersihan kamar tolong diperhatikan . [O],kebersihan kamar mohon diperhatikan . [O],tolong diperhatikan,mohon diperhatikan,"[[311, 4825, 294, 12858, 9198, 22222]]","[[296, 98592, 294, 12858, 9198, 22222]]"
menu sarapannya enak . [O],menu sarapannya nikmat . [O],enak,nikmat,"[[662, 585]]","[[75102, 8470]]"
ac nya kurang dingin . [O],ac nya ngga dingin . [O],kurang dingin,ngga dingin,"[[27265, 524, 66442, 258]]","[[7777, 6743, 66442, 258]]"
sarapannya enak . [O],sarapannya sedap . [O],enak,sedap,"[[662, 585]]","[[10923, 391]]"
agak kotor di kamar yang lantai 2 . [O],kurang bersih di kamar yang lantai 2 . [O],agak kotor,kurang bersih,"[[933, 585, 595, 9887]]","[[27265, 524, 58554, 6996]]"
ac di kamar nomor 10 tidak dingin . [O],ac di kamar nomor 10 ga dingin . [O],tidak dingin,ga dingin,"[[27281, 66442, 258]]","[[13510, 66442, 258]]"
"kondisi kamar sudah baik , akan tetapi kalau ditingkatkan dengan adanya pengharum kamar mandi akan lebih baik lagi . [O]","kondisi kamar sudah ok , akan tetapi kalau ditingkatkan dengan adanya pengharum kamar mandi akan lebih baik lagi . [O]",baik,ok,[[79187]],[[5394]]
air panas tidak berfungsi . [O],air panas ngga jalan . [O],tidak berfungsi,ngga jalan,"[[27281, 10207, 78606, 6321]]","[[7777, 6743, 502, 32283]]"
menu sarapan bervariasi . [O],menu sarapan sangat beragam . [O],bervariasi,sangat beragam,"[[293, 648, 2780, 10215]]","[[70464, 10207, 351, 309]]"
kebersihan perlu ditingkatkan . [O],kebersihan perlu diperbaiki . [O],perlu ditingkatkan,perlu diperbaiki,"[[817, 9835, 294, 5853, 33755, 8656]]","[[817, 9835, 294, 12858, 4645, 7570]]"
bangunan lama agak seram . [O],bangunan lama menakutkan . [O],agak seram,menakutkan,"[[933, 585, 1420, 309]]","[[2953, 585, 332, 8656]]"
air panasnya tidak stabil . [O],air panasnya tidak ada . [O],tidak stabil,tidak ada,"[[27281, 26184]]","[[27281, 34234]]"
pelayanannya sangat bagus . [O],pelayanannya memuaskan . [O],sangat bagus,memuaskan,"[[70464, 8968, 355]]","[[1833, 84, 78351]]"
waktu saya menginap disini saya dapat kamar yang besar sekali . [O],waktu saya menginap disini saya dapat kamar yang sangat luas . [O],besar sekali,sangat luas,"[[84885, 43834, 7956]]","[[70464, 24743, 300]]"
snack yang disediakan juga lumayan banyak . [O],snack yang disediakan juga cukup banyak . [O],lumayan banyak,cukup banyak,"[[40163, 43857, 61892]]","[[92743, 454, 61892]]"
tempatnya di tengah kota dan sangat tenang . [O],tempatnya di tengah kota dan sangat nyaman . [O],sangat tenang,sangat nyaman,"[[70464, 5779, 524]]","[[70464, 19004, 12715]]"
sarapannya kurang enak . [O],sarapannya hambar sekali . [O],kurang enak,hambar sekali,"[[27265, 524, 662, 585]]","[[13515, 2257, 43834, 7956]]"
"tempatnya nyaman , insya allah kalau ke cirebon akan mampir lagi . [O]","tempatnya enak , insya allah kalau ke cirebon akan mampir lagi . [O]",nyaman,enak,"[[19004, 12715]]","[[662, 585]]"
ac nya panas . [O],ac nya gerah . [O],panas,gerah,"[[7215, 300]]","[[17239, 1466]]"
wifi nya tidak aktif . [O],wifi nya sudah rusak . [O],tidak aktif,sudah rusak,"[[27281, 22318, 333]]","[[49796, 52454, 585]]"
air showernya kecil . [O],air showernya pelan . [O],kecil,pelan,"[[1962, 81023]]","[[11814, 276]]"
over all baik tetapi kalau bisa kolong tempat tidur juga dibersihkan iya karena terdapat pampers bayi bekas . [O],over all ok tetapi kalau bisa kolong tempat tidur juga dibersihkan iya karena terdapat pampers bayi bekas . [O],baik,ok,[[79187]],[[5394]]
"ada deposit 100 rb . check in cepat . lokasi dekat sama tempat makan , minimarket , mall . [O]","ada deposit 100 rb . check in mudah . lokasi dekat sama tempat makan , minimarket , mall . [O]",cepat,mudah,"[[62090, 266]]","[[26183, 1466]]"
internetnya lambat . [O],internetnya lelet . [O],lambat,lelet,"[[38306, 266]]","[[512, 1149]]"
fasilitasnya bagus . terima kasih airy . [O],fasilitasnya keren . terima kasih airy . [O],bagus,keren,"[[8968, 355]]","[[595, 17392]]"
kenyamanan kurang . suara orang sebelah kamar terdengar jelas . [O],kenyamanan rendah . suara orang sebelah kamar terdengar jelas . [O],kurang,rendah,"[[27265, 524]]","[[17191, 1466]]"
lokasi hotel strategis . [O],lokasi hotel sangat ideal . [O],strategis,sangat ideal,"[[5275, 285]]","[[70464, 10507]]"
"kamar mandi kotor , hotel sering buat kegiatan anehaneh . [O]","kamar mandi jelek , hotel sering buat kegiatan anehaneh . [O]",kotor,jelek,"[[595, 9887]]","[[4759, 75776]]"
hotelnya nyaman serasa bintang 3 . [O],hotelnya enak serasa bintang 3 . [O],nyaman,enak,"[[19004, 12715]]","[[662, 585]]"
resepsionis sangat tidak ramah . jatah cek in jam 2 siang tetapi katanya baru bisa masuk jam 3 sore . [O],resepsionis menjengkelkan . jatah cek in jam 2 siang tetapi katanya baru bisa masuk jam 3 sore . [O],sangat tidak ramah,menjengkelkan,"[[70464, 27281, 17823, 1466]]","[[41374, 826, 17659, 8656]]"
kamar mandi kotor sungguh . [O],kamar mandi dekil sungguh . [O],kotor,dekil,"[[595, 9887]]","[[409, 85526]]"
pelayanannya lambat . [O],pelayanannya lelet . [O],lambat,lelet,"[[38306, 266]]","[[512, 1149]]"
handuk banyak rambutnya . [O],handuk ada banyak rambut . [O],banyak rambutnya,ada banyak rambut,"[[61892, 435, 2969, 332, 22891]]","[[34234, 61892, 435, 2969, 332]]"
wifi kurang kencang . [O],wifi sangat lambat sekali . [O],kurang kencang,sangat lambat sekali,"[[27265, 524, 595, 954, 524]]","[[70464, 38306, 266, 43834, 7956]]"
"biasa saja , lokasi bagus dekat bandara dan mudah cari tempat makan . [O]","biasa saja , lokasi indah dekat bandara dan mudah cari tempat makan . [O]",bagus,indah,"[[8968, 355]]","[[1257, 1466]]"
gambar kamarnya kurang sesuai dengan keadaan yang sesungguhnya . tolong di update dulu gambar kamarnya . [O],gambar kamarnya kurang cocok dengan keadaan yang sesungguhnya . tolong di update dulu gambar kamarnya . [O],kurang sesuai,kurang cocok,"[[27265, 524, 15537, 84695]]","[[27265, 524, 21690, 562]]"
"pelayanan kurang tanggap , . [O]","pelayanan agak lambat , . [O]",kurang tanggap,agak lambat,"[[27265, 524, 21878, 41410]]","[[933, 585, 38306, 266]]"
ranjang tidur yang sudah mulai rusak . [O],ranjang tidur yang sudah mulai ringsek . [O],rusak,ringsek,"[[52454, 585]]","[[10058, 56267]]"
