clean,corrupted,correct_label,incorrect_label,correct_idx,incorrect_idx
"koridor terkesan kotor , karena banyak terlihat untuk penyimpanan barang barang . suasana tempat jadi te . [S]","koridor terkesan bersih , karena tidak banyak terlihat untuk penyimpanan barang . suasana tempat jadi te . [S]",negative,positive,[[8225]],[[6785]]
"hotelnya di rumah toko , jadi parkir kurang memadai . [S]","hotelnya di rumah toko , parkir sangat luas dan memadai . [S]",negative,positive,[[8225]],[[6785]]
penjaganya ramah . [S],penjaganya judes . [S],positive,negative,[[6785]],[[8225]]
cuma waktu mau check out . respons agak lambat . [S],cuma waktu mau check out . respons lumayan cepat . [S],negative,positive,[[8225]],[[6785]]
kamar cukup nyaman . [S],kamar ngga nyaman . [S],positive,negative,[[6785]],[[8225]]
selimutnya tidak ada beda sama airy yang di jalan mappanyukki ada selimutnya : ( . [S],"selimutnya sangat tebal , beda jauh banget sama airy yang di jalan mappanyukki . [S]",negative,positive,[[8225]],[[6785]]
pelayannya kurang ramah . [S],pelayannya sangat baik hati . [S],negative,positive,[[8225]],[[6785]]
kamarnya kurang bersih . [S],kamarnya agak kotor . [S],negative,positive,[[8225]],[[6785]]
kamar bersih . [S],kamar kotor . [S],positive,negative,[[6785]],[[8225]]
kamar tidak kedap suara . [S],kamar meredam suara . [S],negative,positive,[[8225]],[[6785]]
sarapan yang kurang menarik . [S],sarapan yang cukup menarik . [S],negative,positive,[[8225]],[[6785]]
menu sarapan kurang enak . [S],menu sarapan lumayan enak . [S],negative,positive,[[8225]],[[6785]]
ac kurang dingin . [S],ac lumayan dingin . [S],negative,positive,[[8225]],[[6785]]
kamar mandi terlalu sempit . [S],kamar mandi cukup leluasa . [S],negative,positive,[[8225]],[[6785]]
parkiran luas . [S],parkiran sempit . [S],positive,negative,[[6785]],[[8225]]
tempat nya nyaman . [S],tempat nya rusuh . [S],positive,negative,[[6785]],[[8225]]
kamar mandi kotor . [S],kamar mandi bersih . [S],negative,positive,[[8225]],[[6785]]
suasana nya nyaman serta akses kemana mana dekat . [S],suasana nya bising dan akses kemana mana dekat . [S],positive,negative,[[6785]],[[8225]]
kebersihan kamar tolong diperhatikan . [S],kebersihan kamar sangat amat diperhatikan . [S],negative,positive,[[8225]],[[6785]]
menu sarapannya enak . [S],menu sarapannya hambar . [S],positive,negative,[[6785]],[[8225]]
ac nya kurang dingin . [S],ac nya mayan dingin . [S],negative,positive,[[8225]],[[6785]]
sarapannya enak . [S],sarapannya buruk . [S],positive,negative,[[6785]],[[8225]]
agak kotor di kamar yang lantai 2 . [S],agak bersih di kamar yang lantai 2 . [S],negative,positive,[[8225]],[[6785]]
ac di kamar nomor 10 tidak dingin . [S],ac di kamar nomor 10 sangat dingin . [S],negative,positive,[[8225]],[[6785]]
"kondisi kamar sudah baik , akan tetapi kalau ditingkatkan dengan adanya pengharum kamar mandi akan lebih baik lagi . [S]","kondisi kamar memprihatinkan , kalau ditingkatkan dengan adanya pengharum kamar mandi akan lebih baik lagi . [S]",positive,negative,[[6785]],[[8225]]
air panas tidak berfungsi . [S],air panas berfungsi normal . [S],negative,positive,[[8225]],[[6785]]
menu sarapan bervariasi . [S],menu sarapan tidak beragam . [S],positive,negative,[[6785]],[[8225]]
kebersihan perlu ditingkatkan . [S],kebersihan sudah sesuai dengan standar . [S],negative,positive,[[8225]],[[6785]]
bangunan lama agak seram . [S],bangunan lama tapi masih bagus . [S],negative,positive,[[8225]],[[6785]]
air panasnya tidak stabil . [S],air panasnya sudah stabil . [S],negative,positive,[[8225]],[[6785]]
pelayanannya sangat bagus . [S],pelayanannya sangat buruk . [S],positive,negative,[[6785]],[[8225]]
waktu saya menginap disini saya dapat kamar yang besar sekali . [S],waktu saya menginap disini saya dapat kamar yang sangat kecil . [S],positive,negative,[[6785]],[[8225]]
snack yang disediakan juga lumayan banyak . [S],snack yang disediakan sedikit sekali . [S],positive,negative,[[6785]],[[8225]]
tempatnya di tengah kota dan sangat tenang . [S],tempatnya di tengah kota dan sangat ramai . [S],positive,negative,[[6785]],[[8225]]
sarapannya kurang enak . [S],sarapannya sangat lezat . [S],negative,positive,[[8225]],[[6785]]
wifi tidak tertangkap . [S],wifi lancar sekali . [S],negative,positive,[[8225]],[[6785]]
"tempatnya nyaman , insya allah kalau ke cirebon akan mampir lagi . [S]","tempatnya kurang nyaman , kalau ke cirebon ngga akan mampir lagi . [S]",positive,negative,[[6785]],[[8225]]
ac nya panas . [S],ac nya dingin . [S],negative,positive,[[8225]],[[6785]]
wifi nya tidak aktif . [S],wifi nya berfungsi . [S],negative,positive,[[8225]],[[6785]]
air showernya kecil . [S],air showernya deras . [S],negative,positive,[[8225]],[[6785]]
over all baik tetapi kalau bisa kolong tempat tidur juga dibersihkan iya karena terdapat pampers bayi bekas . [S],"over all mengecewakan , kolong tempat tidur juga dibersihkan iya karena terdapat pampers bayi bekas . [S]",positive,negative,[[6785]],[[8225]]
"ada deposit 100 rb . check in cepat . lokasi dekat sama tempat makan , minimarket , mall . [S]","ada deposit 100 rb . check in lambat . lokasi dekat sama tempat makan , minimarket , mall . [S]",positive,negative,[[6785]],[[8225]]
internetnya lambat . [S],internetnya cepat . [S],negative,positive,[[8225]],[[6785]]
fasilitasnya bagus . terima kasih airy . [S],fasilitasnya buruk . terima kasih airy . [S],positive,negative,[[6785]],[[8225]]
kenyamanan kurang . suara orang sebelah kamar terdengar jelas . [S],kenyamanan memuaskan . suara orang sebelah kamar tidak terdengar . [S],negative,positive,[[8225]],[[6785]]
lokasi hotel strategis . [S],lokasi hotel tidak ideal. [S],positive,negative,[[6785]],[[8225]]
"kamar mandi kotor , hotel sering buat kegiatan anehaneh . [S]","kamar mandi sangat bersih , hotel sering buat kegiatan yang umum . [S]",negative,positive,[[8225]],[[6785]]
hotelnya nyaman serasa bintang 3 . [S],hotelnya jelek serasa bintang 3 . [S],positive,negative,[[6785]],[[8225]]
resepsionis sangat tidak ramah . jatah cek in jam 2 siang tetapi katanya baru bisa masuk jam 3 sore . [S],resepsionis tetap ramah walaupun cek in jam 2 siang tetapi katanya baru bisa masuk jam 3 sore . [S],negative,positive,[[8225]],[[6785]]
tempat nya asri . didpnnya ada masjid bagus . [S],tempat nya jelek . didpnnya ada masjid bagus . [S],positive,negative,[[6785]],[[8225]]
kamar mandi kotor sungguh . [S],kamar mandi bersih sungguh . [S],negative,positive,[[8225]],[[6785]]
pelayanannya lambat . [S],pelayanannya cepat . [S],negative,positive,[[8225]],[[6785]]
handuk banyak rambutnya . [S],handuk sangat bersih sekali . [S],negative,positive,[[8225]],[[6785]]
wifi kurang kencang . [S],wifi cukup kencang . [S],negative,positive,[[8225]],[[6785]]
keran kamar mandinya karatan . [S],keran kamar mandinya bersih . [S],negative,positive,[[8225]],[[6785]]
"biasa saja , lokasi bagus dekat bandara dan mudah cari tempat makan . [S]","biasa saja , lokasi jauh dari bandara dan susah cari tempat makan . [S]",positive,negative,[[6785]],[[8225]]
gambar kamarnya kurang sesuai dengan keadaan yang sesungguhnya . tolong di update dulu gambar kamarnya . [S],gambar kamarnya lumayan sesuai dengan keadaan yang sesungguhnya . up to date dengan gambar sesungguhnya . [S],negative,positive,[[8225]],[[6785]]
"pelayanan kurang tanggap , . [S]","pelayanan cukup tanggap , . [S]",negative,positive,[[8225]],[[6785]]
ranjang tidur yang sudah mulai rusak . [S],ranjang tidur yang sudah mulai pulih . [S],negative,positive,[[8225]],[[6785]]
