clean,corrupted,correct_label,incorrect_label,correct_idx,incorrect_idx
air panasnya tidak stabil . [O],air panasnya tidak menentu . [O],tidak stabil,tidak menentu,"[[24449, 585, 26184]]","[[24449, 585, 2953, 306, 84]]"
snack yang disediakan juga lumayan banyak . [O],snack yang disediakan juga berlimpah . [O],lumayan banyak,berlimpah,"[[75, 372, 43857, 61892]]","[[652, 4659, 79, 1466]]"
tempatnya di tengah kota dan sangat tenang . [O],tempatnya di tengah kota dan damai . [O],sangat tenang,damai,"[[82, 524, 266, 5779, 524]]","[[15408, 2143]]"
tidak ada tisu . [O],langka tisu . [O],tidak ada,langka,"[[24449, 585, 34234]]","[[5205, 4554]]"
sarapannya kurang enak . [O],sarapannya hambar . [O],kurang enak,hambar,"[[68317, 524, 662, 585]]","[[5604, 2257]]"
wifi tidak tertangkap . [O],wifi tidak terdeteksi . [O],tidak tertangkap,tidak terdeteksi,"[[24449, 585, 97114, 524, 38834]]","[[24449, 585, 1982, 19285, 1225, 6321]]"
ac nya panas . [O],ac nya gerah . [O],panas,gerah,"[[848, 300]]","[[1389, 1466]]"
air showernya kecil . [O],air showernya kurang deras . [O],kecil,kurang deras,"[[440, 81023]]","[[68317, 524, 2694, 300]]"
kenyamanan kurang . suara orang sebelah kamar terdengar jelas . [O],kenyamanan rendah . suara orang sebelah kamar terdengar jelas . [O],kurang,rendah,"[[68317, 524]]","[[9300, 1466]]"
handuk banyak rambutnya . [O],handuk penuh rambut . [O],banyak rambutnya,penuh rambut,"[[65, 50303, 435, 2969, 332, 22891]]","[[79, 1481, 71, 435, 2969, 332]]"
wifi kurang kencang . [O],wifi lambat . [O],kurang kencang,lambat,"[[68317, 524, 595, 954, 524]]","[[75, 2969, 266]]"
gambar kamarnya kurang sesuai dengan keadaan yang sesungguhnya . tolong di update dulu gambar kamarnya . [O],gambar kamarnya tidak akurat dengan keadaan yang sesungguhnya . tolong di update dulu gambar kamarnya . [O],kurang sesuai,tidak akurat,"[[68317, 524, 15537, 84695]]","[[24449, 585, 17324, 90198]]"
"pelayanan kurang tanggap , . [O]","pelayanan lambat , . [O]",kurang tanggap,lambat,"[[68317, 524, 21878, 41410]]","[[75, 2969, 266]]"
ranjang tidur yang sudah mulai rusak . [O],ranjang tidur yang sudah mulai ringsek . [O],rusak,ringsek,"[[20341, 585]]","[[12640, 56267]]"
