order,original_sentence,original_triplet,original_label_variant,counterfact4_replaced,counterfact_triplet4_replaced,counterfact_label_variant,is_match
SAO,makanan yang kurang memuaskan .,"[('makanan', 'kurang memuaskan', 'negative')]",[S] negative [A] makanan [O] kurang memuaskan,sepeda yang berwangi bunga .,"[('sepeda', 'berwangi bunga', 'positive')]",[S] positive [A] sepeda [O] berwangi bunga,True
OAS,makanan yang kurang memuaskan .,"[('makanan', 'kurang memuaskan', 'negative')]",[O] kurang memuaskan [A] makanan [S] negative,sepeda yang berwangi bunga .,"[('sepeda', 'berwangi bunga', 'positive')]",[O] berwangi bunga [A] sepeda [S] positive,True
OSA,makanan yang kurang memuaskan .,"[('makanan', 'kurang memuaskan', 'negative')]",[O] kurang memuaskan [S] negative [A] makanan,sepeda yang berwangi bunga .,"[('sepeda', 'berwangi bunga', 'positive')]",[O] berwangi bunga [S] positive [A] sepeda,True
AOS,tempatnya nyaman untuk istirahat .,"[('tempatnya', 'nyaman', 'positive')]",[A] tempatnya [O] nyaman [S] positive,meja nya ribut untuk istirahat .,"[('meja nya', 'ribut', 'negative')]",[A] meja nya [O] ribut [S] negative,True
ASO,tempatnya nyaman untuk istirahat .,"[('tempatnya', 'nyaman', 'positive')]",[A] tempatnya [S] positive [O] nyaman,meja nya ribut untuk istirahat .,"[('meja nya', 'ribut', 'negative')]",[A] meja nya [S] negative [O] ribut,True
SAO,tempatnya nyaman untuk istirahat .,"[('tempatnya', 'nyaman', 'positive')]",[S] positive [A] tempatnya [O] nyaman,meja nya ribut untuk istirahat .,"[('meja nya', 'ribut', 'negative')]",[S] negative [A] meja nya [O] ribut,True
OAS,tempatnya nyaman untuk istirahat .,"[('tempatnya', 'nyaman', 'positive')]",[O] nyaman [A] tempatnya [S] positive,meja nya ribut untuk istirahat .,"[('meja nya', 'ribut', 'negative')]",[O] ribut [A] meja nya [S] negative,True
OSA,tempatnya nyaman untuk istirahat .,"[('tempatnya', 'nyaman', 'positive')]",[O] nyaman [S] positive [A] tempatnya,meja nya ribut untuk istirahat .,"[('meja nya', 'ribut', 'negative')]",[O] ribut [S] negative [A] meja nya,True
AOS,kamar bersih .,"[('kamar', 'bersih', 'positive')]",[A] kamar [O] bersih [S] positive,daun bau .,"[('daun', 'bau', 'negative')]",[A] daun [O] bau [S] negative,True
ASO,kamar bersih .,"[('kamar', 'bersih', 'positive')]",[A] kamar [S] positive [O] bersih,daun bau .,"[('daun', 'bau', 'negative')]",[A] daun [S] negative [O] bau,True
SAO,kamar bersih .,"[('kamar', 'bersih', 'positive')]",[S] positive [A] kamar [O] bersih,daun bau .,"[('daun', 'bau', 'negative')]",[S] negative [A] daun [O] bau,True
OAS,kamar bersih .,"[('kamar', 'bersih', 'positive')]",[O] bersih [A] kamar [S] positive,daun bau .,"[('daun', 'bau', 'negative')]",[O] bau [A] daun [S] negative,True
OSA,kamar bersih .,"[('kamar', 'bersih', 'positive')]",[O] bersih [S] positive [A] kamar,daun bau .,"[('daun', 'bau', 'negative')]",[O] bau [S] negative [A] daun,True
AOS,kamar yang didapatkan tidak terlalu bersih .,"[('kamar', 'tidak terlalu bersih', 'negative')]",[A] kamar [O] tidak terlalu bersih [S] negative,rumah yang didapatkan ramah dan baik sekali .,"[('rumah', 'ramah dan baik sekali', 'positive')]",[A] rumah [O] ramah dan baik sekali [S] positive,True
ASO,kamar yang didapatkan tidak terlalu bersih .,"[('kamar', 'tidak terlalu bersih', 'negative')]",[A] kamar [S] negative [O] tidak terlalu bersih,rumah yang didapatkan ramah dan baik sekali .,"[('rumah', 'ramah dan baik sekali', 'positive')]",[A] rumah [S] positive [O] ramah dan baik sekali,True
SAO,kamar yang didapatkan tidak terlalu bersih .,"[('kamar', 'tidak terlalu bersih', 'negative')]",[S] negative [A] kamar [O] tidak terlalu bersih,rumah yang didapatkan ramah dan baik sekali .,"[('rumah', 'ramah dan baik sekali', 'positive')]",[S] positive [A] rumah [O] ramah dan baik sekali,True
OAS,kamar yang didapatkan tidak terlalu bersih .,"[('kamar', 'tidak terlalu bersih', 'negative')]",[O] tidak terlalu bersih [A] kamar [S] negative,rumah yang didapatkan ramah dan baik sekali .,"[('rumah', 'ramah dan baik sekali', 'positive')]",[O] ramah dan baik sekali [A] rumah [S] positive,True
OSA,kamar yang didapatkan tidak terlalu bersih .,"[('kamar', 'tidak terlalu bersih', 'negative')]",[O] tidak terlalu bersih [S] negative [A] kamar,rumah yang didapatkan ramah dan baik sekali .,"[('rumah', 'ramah dan baik sekali', 'positive')]",[O] ramah dan baik sekali [S] positive [A] rumah,True
AOS,hotel kurang nyaman .,"[('hotel', 'kurang nyaman', 'negative')]",[A] hotel [O] kurang nyaman [S] negative,service terasa dingin .,"[('service', 'terasa dingin', 'positive')]",[A] service [O] terasa dingin [S] positive,True
ASO,hotel kurang nyaman .,"[('hotel', 'kurang nyaman', 'negative')]",[A] hotel [S] negative [O] kurang nyaman,service terasa dingin .,"[('service', 'terasa dingin', 'positive')]",[A] service [S] positive [O] terasa dingin,True
SAO,hotel kurang nyaman .,"[('hotel', 'kurang nyaman', 'negative')]",[S] negative [A] hotel [O] kurang nyaman,service terasa dingin .,"[('service', 'terasa dingin', 'positive')]",[S] positive [A] service [O] terasa dingin,True
OAS,hotel kurang nyaman .,"[('hotel', 'kurang nyaman', 'negative')]",[O] kurang nyaman [A] hotel [S] negative,service terasa dingin .,"[('service', 'terasa dingin', 'positive')]",[O] terasa dingin [A] service [S] positive,True
OSA,hotel kurang nyaman .,"[('hotel', 'kurang nyaman', 'negative')]",[O] kurang nyaman [S] negative [A] hotel,service terasa dingin .,"[('service', 'terasa dingin', 'positive')]",[O] terasa dingin [S] positive [A] service,True
AOS,ini tempatnya oke .,"[('tempatnya', 'oke', 'positive')]",[A] tempatnya [O] oke [S] positive,ini fisikanya bau .,"[('fisikanya', 'bau', 'negative')]",[A] fisikanya [O] bau [S] negative,True
ASO,ini tempatnya oke .,"[('tempatnya', 'oke', 'positive')]",[A] tempatnya [S] positive [O] oke,ini fisikanya bau .,"[('fisikanya', 'bau', 'negative')]",[A] fisikanya [S] negative [O] bau,True
SAO,ini tempatnya oke .,"[('tempatnya', 'oke', 'positive')]",[S] positive [A] tempatnya [O] oke,ini fisikanya bau .,"[('fisikanya', 'bau', 'negative')]",[S] negative [A] fisikanya [O] bau,True
OAS,ini tempatnya oke .,"[('tempatnya', 'oke', 'positive')]",[O] oke [A] tempatnya [S] positive,ini fisikanya bau .,"[('fisikanya', 'bau', 'negative')]",[O] bau [A] fisikanya [S] negative,True
OSA,ini tempatnya oke .,"[('tempatnya', 'oke', 'positive')]",[O] oke [S] positive [A] tempatnya,ini fisikanya bau .,"[('fisikanya', 'bau', 'negative')]",[O] bau [S] negative [A] fisikanya,True
AOS,pelayanan oke .,"[('pelayanan', 'oke', 'positive')]",[A] pelayanan [O] oke [S] positive,daunnya buruk .,"[('daunnya', 'buruk', 'negative')]",[A] daunnya [O] buruk [S] negative,True
ASO,pelayanan oke .,"[('pelayanan', 'oke', 'positive')]",[A] pelayanan [S] positive [O] oke,daunnya buruk .,"[('daunnya', 'buruk', 'negative')]",[A] daunnya [S] negative [O] buruk,True
SAO,pelayanan oke .,"[('pelayanan', 'oke', 'positive')]",[S] positive [A] pelayanan [O] oke,daunnya buruk .,"[('daunnya', 'buruk', 'negative')]",[S] negative [A] daunnya [O] buruk,True
OAS,pelayanan oke .,"[('pelayanan', 'oke', 'positive')]",[O] oke [A] pelayanan [S] positive,daunnya buruk .,"[('daunnya', 'buruk', 'negative')]",[O] buruk [A] daunnya [S] negative,True
OSA,pelayanan oke .,"[('pelayanan', 'oke', 'positive')]",[O] oke [S] positive [A] pelayanan,daunnya buruk .,"[('daunnya', 'buruk', 'negative')]",[O] buruk [S] negative [A] daunnya,True
AOS,kamar mandi tergenang .,"[('kamar mandi', 'tergenang', 'negative')]",[A] kamar mandi [O] tergenang [S] negative,komputernya sangat wangi .,"[('komputernya', 'sangat wangi', 'positive')]",[A] komputernya [O] sangat wangi [S] positive,True
ASO,kamar mandi tergenang .,"[('kamar mandi', 'tergenang', 'negative')]",[A] kamar mandi [S] negative [O] tergenang,komputernya sangat wangi .,"[('komputernya', 'sangat wangi', 'positive')]",[A] komputernya [S] positive [O] sangat wangi,True
SAO,kamar mandi tergenang .,"[('kamar mandi', 'tergenang', 'negative')]",[S] negative [A] kamar mandi [O] tergenang,komputernya sangat wangi .,"[('komputernya', 'sangat wangi', 'positive')]",[S] positive [A] komputernya [O] sangat wangi,True
OAS,kamar mandi tergenang .,"[('kamar mandi', 'tergenang', 'negative')]",[O] tergenang [A] kamar mandi [S] negative,komputernya sangat wangi .,"[('komputernya', 'sangat wangi', 'positive')]",[O] sangat wangi [A] komputernya [S] positive,True
OSA,kamar mandi tergenang .,"[('kamar mandi', 'tergenang', 'negative')]",[O] tergenang [S] negative [A] kamar mandi,komputernya sangat wangi .,"[('komputernya', 'sangat wangi', 'positive')]",[O] sangat wangi [S] positive [A] komputernya,True
AOS,solusi hotel mewah harga murah .,"[('harga', 'murah', 'positive')]",[A] harga [O] murah [S] positive,solusi hotel mewah monitor keruh .,"[('monitor', 'keruh', 'negative')]",[A] monitor [O] keruh [S] negative,True
ASO,solusi hotel mewah harga murah .,"[('harga', 'murah', 'positive')]",[A] harga [S] positive [O] murah,solusi hotel mewah monitor keruh .,"[('monitor', 'keruh', 'negative')]",[A] monitor [S] negative [O] keruh,True
SAO,solusi hotel mewah harga murah .,"[('harga', 'murah', 'positive')]",[S] positive [A] harga [O] murah,solusi hotel mewah monitor keruh .,"[('monitor', 'keruh', 'negative')]",[S] negative [A] monitor [O] keruh,True
OAS,solusi hotel mewah harga murah .,"[('harga', 'murah', 'positive')]",[O] murah [A] harga [S] positive,solusi hotel mewah monitor keruh .,"[('monitor', 'keruh', 'negative')]",[O] keruh [A] monitor [S] negative,True
OSA,solusi hotel mewah harga murah .,"[('harga', 'murah', 'positive')]",[O] murah [S] positive [A] harga,solusi hotel mewah monitor keruh .,"[('monitor', 'keruh', 'negative')]",[O] keruh [S] negative [A] monitor,True
AOS,"nyaman tempatnya , .","[('tempatnya', 'nyaman', 'positive')]",[A] tempatnya [O] nyaman [S] positive,"susah sepedanya , .","[('sepedanya', 'susah', 'negative')]",[A] sepedanya [O] susah [S] negative,True
ASO,"nyaman tempatnya , .","[('tempatnya', 'nyaman', 'positive')]",[A] tempatnya [S] positive [O] nyaman,"susah sepedanya , .","[('sepedanya', 'susah', 'negative')]",[A] sepedanya [S] negative [O] susah,True
SAO,"nyaman tempatnya , .","[('tempatnya', 'nyaman', 'positive')]",[S] positive [A] tempatnya [O] nyaman,"susah sepedanya , .","[('sepedanya', 'susah', 'negative')]",[S] negative [A] sepedanya [O] susah,True
OAS,"nyaman tempatnya , .","[('tempatnya', 'nyaman', 'positive')]",[O] nyaman [A] tempatnya [S] positive,"susah sepedanya , .","[('sepedanya', 'susah', 'negative')]",[O] susah [A] sepedanya [S] negative,True
OSA,"nyaman tempatnya , .","[('tempatnya', 'nyaman', 'positive')]",[O] nyaman [S] positive [A] tempatnya,"susah sepedanya , .","[('sepedanya', 'susah', 'negative')]",[O] susah [S] negative [A] sepedanya,True
AOS,kamar bagus .,"[('kamar', 'bagus', 'positive')]",[A] kamar [O] bagus [S] positive,baju robek .,"[('baju', 'robek', 'negative')]",[A] baju [O] robek [S] negative,True
ASO,kamar bagus .,"[('kamar', 'bagus', 'positive')]",[A] kamar [S] positive [O] bagus,baju robek .,"[('baju', 'robek', 'negative')]",[A] baju [S] negative [O] robek,True
SAO,kamar bagus .,"[('kamar', 'bagus', 'positive')]",[S] positive [A] kamar [O] bagus,baju robek .,"[('baju', 'robek', 'negative')]",[S] negative [A] baju [O] robek,True
OAS,kamar bagus .,"[('kamar', 'bagus', 'positive')]",[O] bagus [A] kamar [S] positive,baju robek .,"[('baju', 'robek', 'negative')]",[O] robek [A] baju [S] negative,True
OSA,kamar bagus .,"[('kamar', 'bagus', 'positive')]",[O] bagus [S] positive [A] kamar,baju robek .,"[('baju', 'robek', 'negative')]",[O] robek [S] negative [A] baju,True
AOS,tempat menginap yang nyaman .,"[('tempat', 'nyaman', 'positive')]",[A] tempat [O] nyaman [S] positive,palu menginap yang sempit .,"[('palu', 'sempit', 'negative')]",[A] palu [O] sempit [S] negative,True
ASO,tempat menginap yang nyaman .,"[('tempat', 'nyaman', 'positive')]",[A] tempat [S] positive [O] nyaman,palu menginap yang sempit .,"[('palu', 'sempit', 'negative')]",[A] palu [S] negative [O] sempit,True
SAO,tempat menginap yang nyaman .,"[('tempat', 'nyaman', 'positive')]",[S] positive [A] tempat [O] nyaman,palu menginap yang sempit .,"[('palu', 'sempit', 'negative')]",[S] negative [A] palu [O] sempit,True
OAS,tempat menginap yang nyaman .,"[('tempat', 'nyaman', 'positive')]",[O] nyaman [A] tempat [S] positive,palu menginap yang sempit .,"[('palu', 'sempit', 'negative')]",[O] sempit [A] palu [S] negative,True
OSA,tempat menginap yang nyaman .,"[('tempat', 'nyaman', 'positive')]",[O] nyaman [S] positive [A] tempat,palu menginap yang sempit .,"[('palu', 'sempit', 'negative')]",[O] sempit [S] negative [A] palu,True
AOS,kamar mandi kurang bersih .,"[('kamar mandi', 'kurang bersih', 'negative')]",[A] kamar mandi [O] kurang bersih [S] negative,ruang tamu selalu macet .,"[('ruang tamu', 'selalu macet', 'positive')]",[A] ruang tamu [O] selalu macet [S] positive,True
ASO,kamar mandi kurang bersih .,"[('kamar mandi', 'kurang bersih', 'negative')]",[A] kamar mandi [S] negative [O] kurang bersih,ruang tamu selalu macet .,"[('ruang tamu', 'selalu macet', 'positive')]",[A] ruang tamu [S] positive [O] selalu macet,True
SAO,kamar mandi kurang bersih .,"[('kamar mandi', 'kurang bersih', 'negative')]",[S] negative [A] kamar mandi [O] kurang bersih,ruang tamu selalu macet .,"[('ruang tamu', 'selalu macet', 'positive')]",[S] positive [A] ruang tamu [O] selalu macet,True
OAS,kamar mandi kurang bersih .,"[('kamar mandi', 'kurang bersih', 'negative')]",[O] kurang bersih [A] kamar mandi [S] negative,ruang tamu selalu macet .,"[('ruang tamu', 'selalu macet', 'positive')]",[O] selalu macet [A] ruang tamu [S] positive,True
OSA,kamar mandi kurang bersih .,"[('kamar mandi', 'kurang bersih', 'negative')]",[O] kurang bersih [S] negative [A] kamar mandi,ruang tamu selalu macet .,"[('ruang tamu', 'selalu macet', 'positive')]",[O] selalu macet [S] positive [A] ruang tamu,True
AOS,pelayanan baik . terimakasih .,"[('pelayanan', 'baik', 'positive')]",[A] pelayanan [O] baik [S] positive,bunga nya keras . terimakasih .,"[('bunga nya', 'keras', 'negative')]",[A] bunga nya [O] keras [S] negative,True
ASO,pelayanan baik . terimakasih .,"[('pelayanan', 'baik', 'positive')]",[A] pelayanan [S] positive [O] baik,bunga nya keras . terimakasih .,"[('bunga nya', 'keras', 'negative')]",[A] bunga nya [S] negative [O] keras,True
SAO,pelayanan baik . terimakasih .,"[('pelayanan', 'baik', 'positive')]",[S] positive [A] pelayanan [O] baik,bunga nya keras . terimakasih .,"[('bunga nya', 'keras', 'negative')]",[S] negative [A] bunga nya [O] keras,True
OAS,pelayanan baik . terimakasih .,"[('pelayanan', 'baik', 'positive')]",[O] baik [A] pelayanan [S] positive,bunga nya keras . terimakasih .,"[('bunga nya', 'keras', 'negative')]",[O] keras [A] bunga nya [S] negative,True
OSA,pelayanan baik . terimakasih .,"[('pelayanan', 'baik', 'positive')]",[O] baik [S] positive [A] pelayanan,bunga nya keras . terimakasih .,"[('bunga nya', 'keras', 'negative')]",[O] keras [S] negative [A] bunga nya,True
AOS,hotel sangat nyaman .,"[('hotel', 'sangat nyaman', 'positive')]",[A] hotel [O] sangat nyaman [S] positive,foto tidak ramah .,"[('foto', 'tidak ramah', 'negative')]",[A] foto [O] tidak ramah [S] negative,True
ASO,hotel sangat nyaman .,"[('hotel', 'sangat nyaman', 'positive')]",[A] hotel [S] positive [O] sangat nyaman,foto tidak ramah .,"[('foto', 'tidak ramah', 'negative')]",[A] foto [S] negative [O] tidak ramah,True
SAO,hotel sangat nyaman .,"[('hotel', 'sangat nyaman', 'positive')]",[S] positive [A] hotel [O] sangat nyaman,foto tidak ramah .,"[('foto', 'tidak ramah', 'negative')]",[S] negative [A] foto [O] tidak ramah,True
OAS,hotel sangat nyaman .,"[('hotel', 'sangat nyaman', 'positive')]",[O] sangat nyaman [A] hotel [S] positive,foto tidak ramah .,"[('foto', 'tidak ramah', 'negative')]",[O] tidak ramah [A] foto [S] negative,True
OSA,hotel sangat nyaman .,"[('hotel', 'sangat nyaman', 'positive')]",[O] sangat nyaman [S] positive [A] hotel,foto tidak ramah .,"[('foto', 'tidak ramah', 'negative')]",[O] tidak ramah [S] negative [A] foto,True
AOS,bagus sekali semuanya .,"[('semuanya', 'bagus sekali', 'positive')]",[A] semuanya [O] bagus sekali [S] positive,bising terus lemarinya .,"[('lemarinya', 'bising terus', 'negative')]",[A] lemarinya [O] bising terus [S] negative,True
ASO,bagus sekali semuanya .,"[('semuanya', 'bagus sekali', 'positive')]",[A] semuanya [S] positive [O] bagus sekali,bising terus lemarinya .,"[('lemarinya', 'bising terus', 'negative')]",[A] lemarinya [S] negative [O] bising terus,True
SAO,bagus sekali semuanya .,"[('semuanya', 'bagus sekali', 'positive')]",[S] positive [A] semuanya [O] bagus sekali,bising terus lemarinya .,"[('lemarinya', 'bising terus', 'negative')]",[S] negative [A] lemarinya [O] bising terus,True
OAS,bagus sekali semuanya .,"[('semuanya', 'bagus sekali', 'positive')]",[O] bagus sekali [A] semuanya [S] positive,bising terus lemarinya .,"[('lemarinya', 'bising terus', 'negative')]",[O] bising terus [A] lemarinya [S] negative,True
OSA,bagus sekali semuanya .,"[('semuanya', 'bagus sekali', 'positive')]",[O] bagus sekali [S] positive [A] semuanya,bising terus lemarinya .,"[('lemarinya', 'bising terus', 'negative')]",[O] bising terus [S] negative [A] lemarinya,True
AOS,resepsionis friendly ke customernya .,"[('resepsionis', 'friendly', 'positive')]",[A] resepsionis [O] friendly [S] positive,pegawai fotocopy keras ke customernya .,"[('pegawai fotocopy', 'keras', 'negative')]",[A] pegawai fotocopy [O] keras [S] negative,True
ASO,resepsionis friendly ke customernya .,"[('resepsionis', 'friendly', 'positive')]",[A] resepsionis [S] positive [O] friendly,pegawai fotocopy keras ke customernya .,"[('pegawai fotocopy', 'keras', 'negative')]",[A] pegawai fotocopy [S] negative [O] keras,True
SAO,resepsionis friendly ke customernya .,"[('resepsionis', 'friendly', 'positive')]",[S] positive [A] resepsionis [O] friendly,pegawai fotocopy keras ke customernya .,"[('pegawai fotocopy', 'keras', 'negative')]",[S] negative [A] pegawai fotocopy [O] keras,True
OAS,resepsionis friendly ke customernya .,"[('resepsionis', 'friendly', 'positive')]",[O] friendly [A] resepsionis [S] positive,pegawai fotocopy keras ke customernya .,"[('pegawai fotocopy', 'keras', 'negative')]",[O] keras [A] pegawai fotocopy [S] negative,True
OSA,resepsionis friendly ke customernya .,"[('resepsionis', 'friendly', 'positive')]",[O] friendly [S] positive [A] resepsionis,pegawai fotocopy keras ke customernya .,"[('pegawai fotocopy', 'keras', 'negative')]",[O] keras [S] negative [A] pegawai fotocopy,True
AOS,kamar kotor .,"[('kamar', 'kotor', 'negative')]",[A] kamar [O] kotor [S] negative,meja strategis .,"[('meja', 'strategis', 'positive')]",[A] meja [O] strategis [S] positive,True
ASO,kamar kotor .,"[('kamar', 'kotor', 'negative')]",[A] kamar [S] negative [O] kotor,meja strategis .,"[('meja', 'strategis', 'positive')]",[A] meja [S] positive [O] strategis,True
SAO,kamar kotor .,"[('kamar', 'kotor', 'negative')]",[S] negative [A] kamar [O] kotor,meja strategis .,"[('meja', 'strategis', 'positive')]",[S] positive [A] meja [O] strategis,True
OAS,kamar kotor .,"[('kamar', 'kotor', 'negative')]",[O] kotor [A] kamar [S] negative,meja strategis .,"[('meja', 'strategis', 'positive')]",[O] strategis [A] meja [S] positive,True
OSA,kamar kotor .,"[('kamar', 'kotor', 'negative')]",[O] kotor [S] negative [A] kamar,meja strategis .,"[('meja', 'strategis', 'positive')]",[O] strategis [S] positive [A] meja,True
AOS,"lokasi bagus , dekat stasiun mangga besar .","[('lokasi', 'bagus', 'positive')]",[A] lokasi [O] bagus [S] positive,"kertas panas , dekat stasiun mangga besar .","[('kertas', 'panas', 'negative')]",[A] kertas [O] panas [S] negative,True
ASO,"lokasi bagus , dekat stasiun mangga besar .","[('lokasi', 'bagus', 'positive')]",[A] lokasi [S] positive [O] bagus,"kertas panas , dekat stasiun mangga besar .","[('kertas', 'panas', 'negative')]",[A] kertas [S] negative [O] panas,True
SAO,"lokasi bagus , dekat stasiun mangga besar .","[('lokasi', 'bagus', 'positive')]",[S] positive [A] lokasi [O] bagus,"kertas panas , dekat stasiun mangga besar .","[('kertas', 'panas', 'negative')]",[S] negative [A] kertas [O] panas,True
OAS,"lokasi bagus , dekat stasiun mangga besar .","[('lokasi', 'bagus', 'positive')]",[O] bagus [A] lokasi [S] positive,"kertas panas , dekat stasiun mangga besar .","[('kertas', 'panas', 'negative')]",[O] panas [A] kertas [S] negative,True
OSA,"lokasi bagus , dekat stasiun mangga besar .","[('lokasi', 'bagus', 'positive')]",[O] bagus [S] positive [A] lokasi,"kertas panas , dekat stasiun mangga besar .","[('kertas', 'panas', 'negative')]",[O] panas [S] negative [A] kertas,True
AOS,pelayanan baik selama 24jam .,"[('pelayanan', 'baik', 'positive')]",[A] pelayanan [O] baik [S] positive,gelasnya keras selama 24jam .,"[('gelasnya', 'keras', 'negative')]",[A] gelasnya [O] keras [S] negative,True
ASO,pelayanan baik selama 24jam .,"[('pelayanan', 'baik', 'positive')]",[A] pelayanan [S] positive [O] baik,gelasnya keras selama 24jam .,"[('gelasnya', 'keras', 'negative')]",[A] gelasnya [S] negative [O] keras,True
SAO,pelayanan baik selama 24jam .,"[('pelayanan', 'baik', 'positive')]",[S] positive [A] pelayanan [O] baik,gelasnya keras selama 24jam .,"[('gelasnya', 'keras', 'negative')]",[S] negative [A] gelasnya [O] keras,True
OAS,pelayanan baik selama 24jam .,"[('pelayanan', 'baik', 'positive')]",[O] baik [A] pelayanan [S] positive,gelasnya keras selama 24jam .,"[('gelasnya', 'keras', 'negative')]",[O] keras [A] gelasnya [S] negative,True
OSA,pelayanan baik selama 24jam .,"[('pelayanan', 'baik', 'positive')]",[O] baik [S] positive [A] pelayanan,gelasnya keras selama 24jam .,"[('gelasnya', 'keras', 'negative')]",[O] keras [S] negative [A] gelasnya,True
AOS,kasurnya keras : ( .,"[('kasurnya', 'keras', 'negative')]",[A] kasurnya [O] keras [S] negative,anginnya baik : ( .,"[('tempatnya', 'baik', 'positive')]",[A] tempatnya [O] baik [S] positive,True
ASO,kasurnya keras : ( .,"[('kasurnya', 'keras', 'negative')]",[A] kasurnya [S] negative [O] keras,anginnya baik : ( .,"[('tempatnya', 'baik', 'positive')]",[A] tempatnya [S] positive [O] baik,True
SAO,kasurnya keras : ( .,"[('kasurnya', 'keras', 'negative')]",[S] negative [A] kasurnya [O] keras,anginnya baik : ( .,"[('tempatnya', 'baik', 'positive')]",[S] positive [A] tempatnya [O] baik,True
OAS,kasurnya keras : ( .,"[('kasurnya', 'keras', 'negative')]",[O] keras [A] kasurnya [S] negative,anginnya baik : ( .,"[('tempatnya', 'baik', 'positive')]",[O] baik [A] tempatnya [S] positive,True
OSA,kasurnya keras : ( .,"[('kasurnya', 'keras', 'negative')]",[O] keras [S] negative [A] kasurnya,anginnya baik : ( .,"[('tempatnya', 'baik', 'positive')]",[O] baik [S] positive [A] tempatnya,True
AOS,penjaganya kurang ramah .,"[('penjaganya', 'kurang ramah', 'negative')]",[A] penjaganya [O] kurang ramah [S] negative,pelajaran kimia sangat terjaga .,"[('pelajaran kimia', 'sangat terjaga', 'positive')]",[A] pelajaran kimia [O] sangat terjaga [S] positive,True
