parent_node,child_node,child_type
a20.h11,m22,
a22.h9,m22,
a16.h9,m23,
m16,m23,
m18,m23,
m19,m23,
m20,m23,
a21.h0,logits,
a21.h12,logits,
a22.h0,logits,
a22.h8,logits,
