clean,corrupted,correct_label,incorrect_label,correct_idx,incorrect_idx
makanan yang kurang memuaskan . [O] [A] [S],sepeda yang berwangi bunga . [O] [A] [S],[O] kurang memuaskan [A] makanan [S] negative,[O] berwangi bunga [A] sepeda [S] positive,"[[508, 46, 60, 27265, 524, 1833, 84, 78351, 508, 32, 60, 296, 19262, 276, 508, 50, 60, 8225]]","[[508, 46, 60, 10207, 70552, 72, 293, 91845, 508, 32, 60, 511, 6874, 64, 508, 50, 60, 6785]]"
makanan yang kurang memuaskan . [O] [S] [A],sepeda yang berwangi bunga . [O] [S] [A],[O] kurang memuaskan [S] negative [A] makanan,[O] berwangi bunga [S] positive [A] sepeda,"[[508, 46, 60, 27265, 524, 1833, 84, 78351, 508, 50, 60, 8225, 508, 32, 60, 296, 19262, 276]]","[[508, 46, 60, 10207, 70552, 72, 293, 91845, 508, 50, 60, 6785, 508, 32, 60, 511, 6874, 64]]"
tempatnya nyaman untuk istirahat . [A] [O] [S],meja nya ribut untuk istirahat . [A] [O] [S],[A] tempatnya [O] nyaman [S] positive,[A] meja nya [O] ribut [S] negative,"[[508, 32, 60, 2730, 266, 22891, 508, 46, 60, 19004, 12715, 508, 50, 60, 6785]]","[[508, 32, 60, 752, 5580, 75189, 508, 46, 60, 20131, 332, 508, 50, 60, 8225]]"
tempatnya nyaman untuk istirahat . [A] [S] [O],meja nya ribut untuk istirahat . [A] [S] [O],[A] tempatnya [S] positive [O] nyaman,[A] meja nya [S] negative [O] ribut,"[[508, 32, 60, 2730, 266, 22891, 508, 50, 60, 6785, 508, 46, 60, 19004, 12715]]","[[508, 32, 60, 752, 5580, 75189, 508, 50, 60, 8225, 508, 46, 60, 20131, 332]]"
tempatnya nyaman untuk istirahat . [S] [A] [O],meja nya ribut untuk istirahat . [S] [A] [O],[S] positive [A] tempatnya [O] nyaman,[S] negative [A] meja nya [O] ribut,"[[508, 50, 60, 6785, 508, 32, 60, 2730, 266, 22891, 508, 46, 60, 19004, 12715]]","[[508, 50, 60, 8225, 508, 32, 60, 752, 5580, 75189, 508, 46, 60, 20131, 332]]"
tempatnya nyaman untuk istirahat . [O] [A] [S],meja nya ribut untuk istirahat . [O] [A] [S],[O] nyaman [A] tempatnya [S] positive,[O] ribut [A] meja nya [S] negative,"[[508, 46, 60, 19004, 12715, 508, 32, 60, 2730, 266, 22891, 508, 50, 60, 6785]]","[[508, 46, 60, 20131, 332, 508, 32, 60, 752, 5580, 75189, 508, 50, 60, 8225]]"
tempatnya nyaman untuk istirahat . [O] [S] [A],meja nya ribut untuk istirahat . [O] [S] [A],[O] nyaman [S] positive [A] tempatnya,[O] ribut [S] negative [A] meja nya,"[[508, 46, 60, 19004, 12715, 508, 50, 60, 6785, 508, 32, 60, 2730, 266, 22891]]","[[508, 46, 60, 20131, 332, 508, 50, 60, 8225, 508, 32, 60, 752, 5580, 75189]]"
kamar bersih . [A] [O] [S],daun bau . [A] [O] [S],[A] kamar [O] bersih [S] positive,[A] daun [O] bau [S] negative,"[[508, 32, 60, 595, 15554, 508, 46, 60, 58554, 6996, 508, 50, 60, 6785]]","[[508, 32, 60, 2994, 359, 508, 46, 60, 293, 2863, 508, 50, 60, 8225]]"
kamar bersih . [A] [S] [O],daun bau . [A] [S] [O],[A] kamar [S] positive [O] bersih,[A] daun [S] negative [O] bau,"[[508, 32, 60, 595, 15554, 508, 50, 60, 6785, 508, 46, 60, 58554, 6996]]","[[508, 32, 60, 2994, 359, 508, 50, 60, 8225, 508, 46, 60, 293, 2863]]"
kamar bersih . [S] [A] [O],daun bau . [S] [A] [O],[S] positive [A] kamar [O] bersih,[S] negative [A] daun [O] bau,"[[508, 50, 60, 6785, 508, 32, 60, 595, 15554, 508, 46, 60, 58554, 6996]]","[[508, 50, 60, 8225, 508, 32, 60, 2994, 359, 508, 46, 60, 293, 2863]]"
kamar bersih . [O] [A] [S],daun bau . [O] [A] [S],[O] bersih [A] kamar [S] positive,[O] bau [A] daun [S] negative,"[[508, 46, 60, 58554, 6996, 508, 32, 60, 595, 15554, 508, 50, 60, 6785]]","[[508, 46, 60, 293, 2863, 508, 32, 60, 2994, 359, 508, 50, 60, 8225]]"
kamar bersih . [O] [S] [A],daun bau . [O] [S] [A],[O] bersih [S] positive [A] kamar,[O] bau [S] negative [A] daun,"[[508, 46, 60, 58554, 6996, 508, 50, 60, 6785, 508, 32, 60, 595, 15554]]","[[508, 46, 60, 293, 2863, 508, 50, 60, 8225, 508, 32, 60, 2994, 359]]"
kamar yang didapatkan tidak terlalu bersih . [A] [O] [S],rumah yang didapatkan ramah dan baik sekali . [A] [O] [S],[A] kamar [O] tidak terlalu bersih [S] negative,[A] rumah [O] ramah dan baik sekali [S] positive,"[[508, 32, 60, 595, 15554, 508, 46, 60, 27281, 1982, 75, 36986, 58554, 6996, 508, 50, 60, 8225]]","[[508, 32, 60, 13995, 1466, 508, 46, 60, 17823, 1466, 9101, 79187, 43834, 7956, 508, 50, 60, 6785]]"
kamar yang didapatkan tidak terlalu bersih . [A] [S] [O],rumah yang didapatkan ramah dan baik sekali . [A] [S] [O],[A] kamar [S] negative [O] tidak terlalu bersih,[A] rumah [S] positive [O] ramah dan baik sekali,"[[508, 32, 60, 595, 15554, 508, 50, 60, 8225, 508, 46, 60, 27281, 1982, 75, 36986, 58554, 6996]]","[[508, 32, 60, 13995, 1466, 508, 50, 60, 6785, 508, 46, 60, 17823, 1466, 9101, 79187, 43834, 7956]]"
kamar yang didapatkan tidak terlalu bersih . [S] [A] [O],rumah yang didapatkan ramah dan baik sekali . [S] [A] [O],[S] negative [A] kamar [O] tidak terlalu bersih,[S] positive [A] rumah [O] ramah dan baik sekali,"[[508, 50, 60, 8225, 508, 32, 60, 595, 15554, 508, 46, 60, 27281, 1982, 75, 36986, 58554, 6996]]","[[508, 50, 60, 6785, 508, 32, 60, 13995, 1466, 508, 46, 60, 17823, 1466, 9101, 79187, 43834, 7956]]"
kamar yang didapatkan tidak terlalu bersih . [O] [A] [S],rumah yang didapatkan ramah dan baik sekali . [O] [A] [S],[O] tidak terlalu bersih [A] kamar [S] negative,[O] ramah dan baik sekali [A] rumah [S] positive,"[[508, 46, 60, 27281, 1982, 75, 36986, 58554, 6996, 508, 32, 60, 595, 15554, 508, 50, 60, 8225]]","[[508, 46, 60, 17823, 1466, 9101, 79187, 43834, 7956, 508, 32, 60, 13995, 1466, 508, 50, 60, 6785]]"
kamar yang didapatkan tidak terlalu bersih . [O] [S] [A],rumah yang didapatkan ramah dan baik sekali . [O] [S] [A],[O] tidak terlalu bersih [S] negative [A] kamar,[O] ramah dan baik sekali [S] positive [A] rumah,"[[508, 46, 60, 27281, 1982, 75, 36986, 58554, 6996, 508, 50, 60, 8225, 508, 32, 60, 595, 15554]]","[[508, 46, 60, 17823, 1466, 9101, 79187, 43834, 7956, 508, 50, 60, 6785, 508, 32, 60, 13995, 1466]]"
hotel kurang nyaman . [A] [O] [S],service terasa dingin . [A] [O] [S],[A] hotel [O] kurang nyaman [S] negative,[A] service [O] terasa dingin [S] positive,"[[508, 32, 60, 9500, 508, 46, 60, 27265, 524, 19004, 12715, 508, 50, 60, 8225]]","[[508, 32, 60, 2473, 508, 46, 60, 1982, 15428, 66442, 258, 508, 50, 60, 6785]]"
hotel kurang nyaman . [A] [S] [O],service terasa dingin . [A] [S] [O],[A] hotel [S] negative [O] kurang nyaman,[A] service [S] positive [O] terasa dingin,"[[508, 32, 60, 9500, 508, 50, 60, 8225, 508, 46, 60, 27265, 524, 19004, 12715]]","[[508, 32, 60, 2473, 508, 50, 60, 6785, 508, 46, 60, 1982, 15428, 66442, 258]]"
hotel kurang nyaman . [S] [A] [O],service terasa dingin . [S] [A] [O],[S] negative [A] hotel [O] kurang nyaman,[S] positive [A] service [O] terasa dingin,"[[508, 50, 60, 8225, 508, 32, 60, 9500, 508, 46, 60, 27265, 524, 19004, 12715]]","[[508, 50, 60, 6785, 508, 32, 60, 2473, 508, 46, 60, 1982, 15428, 66442, 258]]"
hotel kurang nyaman . [O] [A] [S],service terasa dingin . [O] [A] [S],[O] kurang nyaman [A] hotel [S] negative,[O] terasa dingin [A] service [S] positive,"[[508, 46, 60, 27265, 524, 19004, 12715, 508, 32, 60, 9500, 508, 50, 60, 8225]]","[[508, 46, 60, 1982, 15428, 66442, 258, 508, 32, 60, 2473, 508, 50, 60, 6785]]"
hotel kurang nyaman . [O] [S] [A],service terasa dingin . [O] [S] [A],[O] kurang nyaman [S] negative [A] hotel,[O] terasa dingin [S] positive [A] service,"[[508, 46, 60, 27265, 524, 19004, 12715, 508, 50, 60, 8225, 508, 32, 60, 9500]]","[[508, 46, 60, 1982, 15428, 66442, 258, 508, 50, 60, 6785, 508, 32, 60, 2473]]"
ini tempatnya oke . [A] [O] [S],ini fisikanya bau . [A] [O] [S],[A] tempatnya [O] oke [S] positive,[A] fisikanya [O] bau [S] negative,"[[508, 32, 60, 2730, 266, 22891, 508, 46, 60, 297, 440, 508, 50, 60, 6785]]","[[508, 32, 60, 41623, 1579, 24074, 508, 46, 60, 293, 2863, 508, 50, 60, 8225]]"
ini tempatnya oke . [A] [S] [O],ini fisikanya bau . [A] [S] [O],[A] tempatnya [S] positive [O] oke,[A] fisikanya [S] negative [O] bau,"[[508, 32, 60, 2730, 266, 22891, 508, 50, 60, 6785, 508, 46, 60, 297, 440]]","[[508, 32, 60, 41623, 1579, 24074, 508, 50, 60, 8225, 508, 46, 60, 293, 2863]]"
ini tempatnya oke . [S] [A] [O],ini fisikanya bau . [S] [A] [O],[S] positive [A] tempatnya [O] oke,[S] negative [A] fisikanya [O] bau,"[[508, 50, 60, 6785, 508, 32, 60, 2730, 266, 22891, 508, 46, 60, 297, 440]]","[[508, 50, 60, 8225, 508, 32, 60, 41623, 1579, 24074, 508, 46, 60, 293, 2863]]"
ini tempatnya oke . [O] [A] [S],ini fisikanya bau . [O] [A] [S],[O] oke [A] tempatnya [S] positive,[O] bau [A] fisikanya [S] negative,"[[508, 46, 60, 297, 440, 508, 32, 60, 2730, 266, 22891, 508, 50, 60, 6785]]","[[508, 46, 60, 293, 2863, 508, 32, 60, 41623, 1579, 24074, 508, 50, 60, 8225]]"
ini tempatnya oke . [O] [S] [A],ini fisikanya bau . [O] [S] [A],[O] oke [S] positive [A] tempatnya,[O] bau [S] negative [A] fisikanya,"[[508, 46, 60, 297, 440, 508, 50, 60, 6785, 508, 32, 60, 2730, 266, 22891]]","[[508, 46, 60, 293, 2863, 508, 50, 60, 8225, 508, 32, 60, 41623, 1579, 24074]]"
pelayanan oke . [A] [O] [S],daunnya buruk . [A] [O] [S],[A] pelayanan [O] oke [S] positive,[A] daunnya [O] buruk [S] negative,"[[508, 32, 60, 281, 6895, 28618, 508, 46, 60, 297, 440, 508, 50, 60, 6785]]","[[508, 32, 60, 2994, 359, 22891, 508, 46, 60, 7795, 3101, 508, 50, 60, 8225]]"
pelayanan oke . [A] [S] [O],daunnya buruk . [A] [S] [O],[A] pelayanan [S] positive [O] oke,[A] daunnya [S] negative [O] buruk,"[[508, 32, 60, 281, 6895, 28618, 508, 50, 60, 6785, 508, 46, 60, 297, 440]]","[[508, 32, 60, 2994, 359, 22891, 508, 50, 60, 8225, 508, 46, 60, 7795, 3101]]"
pelayanan oke . [S] [A] [O],daunnya buruk . [S] [A] [O],[S] positive [A] pelayanan [O] oke,[S] negative [A] daunnya [O] buruk,"[[508, 50, 60, 6785, 508, 32, 60, 281, 6895, 28618, 508, 46, 60, 297, 440]]","[[508, 50, 60, 8225, 508, 32, 60, 2994, 359, 22891, 508, 46, 60, 7795, 3101]]"
pelayanan oke . [O] [A] [S],daunnya buruk . [O] [A] [S],[O] oke [A] pelayanan [S] positive,[O] buruk [A] daunnya [S] negative,"[[508, 46, 60, 297, 440, 508, 32, 60, 281, 6895, 28618, 508, 50, 60, 6785]]","[[508, 46, 60, 7795, 3101, 508, 32, 60, 2994, 359, 22891, 508, 50, 60, 8225]]"
pelayanan oke . [O] [S] [A],daunnya buruk . [O] [S] [A],[O] oke [S] positive [A] pelayanan,[O] buruk [S] negative [A] daunnya,"[[508, 46, 60, 297, 440, 508, 50, 60, 6785, 508, 32, 60, 281, 6895, 28618]]","[[508, 46, 60, 7795, 3101, 508, 50, 60, 8225, 508, 32, 60, 2994, 359, 22891]]"
kamar mandi tergenang . [A] [O] [S],komputernya sangat wangi . [A] [O] [S],[A] kamar mandi [O] tergenang [S] negative,[A] komputernya [O] sangat wangi [S] positive,"[[508, 32, 60, 595, 15554, 11576, 72, 508, 46, 60, 1982, 4370, 524, 508, 50, 60, 8225]]","[[508, 32, 60, 10890, 628, 932, 7755, 508, 46, 60, 70464, 289, 78328, 508, 50, 60, 6785]]"
kamar mandi tergenang . [A] [S] [O],komputernya sangat wangi . [A] [S] [O],[A] kamar mandi [S] negative [O] tergenang,[A] komputernya [S] positive [O] sangat wangi,"[[508, 32, 60, 595, 15554, 11576, 72, 508, 50, 60, 8225, 508, 46, 60, 1982, 4370, 524]]","[[508, 32, 60, 10890, 628, 932, 7755, 508, 50, 60, 6785, 508, 46, 60, 70464, 289, 78328]]"
kamar mandi tergenang . [S] [A] [O],komputernya sangat wangi . [S] [A] [O],[S] negative [A] kamar mandi [O] tergenang,[S] positive [A] komputernya [O] sangat wangi,"[[508, 50, 60, 8225, 508, 32, 60, 595, 15554, 11576, 72, 508, 46, 60, 1982, 4370, 524]]","[[508, 50, 60, 6785, 508, 32, 60, 10890, 628, 932, 7755, 508, 46, 60, 70464, 289, 78328]]"
kamar mandi tergenang . [O] [A] [S],komputernya sangat wangi . [O] [A] [S],[O] tergenang [A] kamar mandi [S] negative,[O] sangat wangi [A] komputernya [S] positive,"[[508, 46, 60, 1982, 4370, 524, 508, 32, 60, 595, 15554, 11576, 72, 508, 50, 60, 8225]]","[[508, 46, 60, 70464, 289, 78328, 508, 32, 60, 10890, 628, 932, 7755, 508, 50, 60, 6785]]"
kamar mandi tergenang . [O] [S] [A],komputernya sangat wangi . [O] [S] [A],[O] tergenang [S] negative [A] kamar mandi,[O] sangat wangi [S] positive [A] komputernya,"[[508, 46, 60, 1982, 4370, 524, 508, 50, 60, 8225, 508, 32, 60, 595, 15554, 11576, 72]]","[[508, 46, 60, 70464, 289, 78328, 508, 50, 60, 6785, 508, 32, 60, 10890, 628, 932, 7755]]"
"nyaman tempatnya , . [A] [O] [S]","susah sepedanya , . [A] [O] [S]",[A] tempatnya [O] nyaman [S] positive,[A] sepedanya [O] susah [S] negative,"[[508, 32, 60, 2730, 266, 22891, 508, 46, 60, 19004, 12715, 508, 50, 60, 6785]]","[[508, 32, 60, 511, 6874, 24074, 508, 46, 60, 4481, 1466, 508, 50, 60, 8225]]"
"nyaman tempatnya , . [A] [S] [O]","susah sepedanya , . [A] [S] [O]",[A] tempatnya [S] positive [O] nyaman,[A] sepedanya [S] negative [O] susah,"[[508, 32, 60, 2730, 266, 22891, 508, 50, 60, 6785, 508, 46, 60, 19004, 12715]]","[[508, 32, 60, 511, 6874, 24074, 508, 50, 60, 8225, 508, 46, 60, 4481, 1466]]"
"nyaman tempatnya , . [S] [A] [O]","susah sepedanya , . [S] [A] [O]",[S] positive [A] tempatnya [O] nyaman,[S] negative [A] sepedanya [O] susah,"[[508, 50, 60, 6785, 508, 32, 60, 2730, 266, 22891, 508, 46, 60, 19004, 12715]]","[[508, 50, 60, 8225, 508, 32, 60, 511, 6874, 24074, 508, 46, 60, 4481, 1466]]"
"nyaman tempatnya , . [O] [A] [S]","susah sepedanya , . [O] [A] [S]",[O] nyaman [A] tempatnya [S] positive,[O] susah [A] sepedanya [S] negative,"[[508, 46, 60, 19004, 12715, 508, 32, 60, 2730, 266, 22891, 508, 50, 60, 6785]]","[[508, 46, 60, 4481, 1466, 508, 32, 60, 511, 6874, 24074, 508, 50, 60, 8225]]"
"nyaman tempatnya , . [O] [S] [A]","susah sepedanya , . [O] [S] [A]",[O] nyaman [S] positive [A] tempatnya,[O] susah [S] negative [A] sepedanya,"[[508, 46, 60, 19004, 12715, 508, 50, 60, 6785, 508, 32, 60, 2730, 266, 22891]]","[[508, 46, 60, 4481, 1466, 508, 50, 60, 8225, 508, 32, 60, 511, 6874, 24074]]"
kamar bagus . [A] [O] [S],baju robek . [A] [O] [S],[A] kamar [O] bagus [S] positive,[A] baju [O] robek [S] negative,"[[508, 32, 60, 595, 15554, 508, 46, 60, 8968, 355, 508, 50, 60, 6785]]","[[508, 32, 60, 293, 51413, 508, 46, 60, 10550, 1225, 508, 50, 60, 8225]]"
kamar bagus . [A] [S] [O],baju robek . [A] [S] [O],[A] kamar [S] positive [O] bagus,[A] baju [S] negative [O] robek,"[[508, 32, 60, 595, 15554, 508, 50, 60, 6785, 508, 46, 60, 8968, 355]]","[[508, 32, 60, 293, 51413, 508, 50, 60, 8225, 508, 46, 60, 10550, 1225]]"
kamar bagus . [S] [A] [O],baju robek . [S] [A] [O],[S] positive [A] kamar [O] bagus,[S] negative [A] baju [O] robek,"[[508, 50, 60, 6785, 508, 32, 60, 595, 15554, 508, 46, 60, 8968, 355]]","[[508, 50, 60, 8225, 508, 32, 60, 293, 51413, 508, 46, 60, 10550, 1225]]"
kamar bagus . [O] [A] [S],baju robek . [O] [A] [S],[O] bagus [A] kamar [S] positive,[O] robek [A] baju [S] negative,"[[508, 46, 60, 8968, 355, 508, 32, 60, 595, 15554, 508, 50, 60, 6785]]","[[508, 46, 60, 10550, 1225, 508, 32, 60, 293, 51413, 508, 50, 60, 8225]]"
kamar bagus . [O] [S] [A],baju robek . [O] [S] [A],[O] bagus [S] positive [A] kamar,[O] robek [S] negative [A] baju,"[[508, 46, 60, 8968, 355, 508, 50, 60, 6785, 508, 32, 60, 595, 15554]]","[[508, 46, 60, 10550, 1225, 508, 50, 60, 8225, 508, 32, 60, 293, 51413]]"
tempat menginap yang nyaman . [A] [O] [S],palu menginap yang sempit . [A] [O] [S],[A] tempat [O] nyaman [S] positive,[A] palu [O] sempit [S] negative,"[[508, 32, 60, 2730, 266, 508, 46, 60, 19004, 12715, 508, 50, 60, 6785]]","[[508, 32, 60, 10854, 84, 508, 46, 60, 74597, 275, 508, 50, 60, 8225]]"
tempat menginap yang nyaman . [A] [S] [O],palu menginap yang sempit . [A] [S] [O],[A] tempat [S] positive [O] nyaman,[A] palu [S] negative [O] sempit,"[[508, 32, 60, 2730, 266, 508, 50, 60, 6785, 508, 46, 60, 19004, 12715]]","[[508, 32, 60, 10854, 84, 508, 50, 60, 8225, 508, 46, 60, 74597, 275]]"
tempat menginap yang nyaman . [S] [A] [O],palu menginap yang sempit . [S] [A] [O],[S] positive [A] tempat [O] nyaman,[S] negative [A] palu [O] sempit,"[[508, 50, 60, 6785, 508, 32, 60, 2730, 266, 508, 46, 60, 19004, 12715]]","[[508, 50, 60, 8225, 508, 32, 60, 10854, 84, 508, 46, 60, 74597, 275]]"
tempat menginap yang nyaman . [O] [A] [S],palu menginap yang sempit . [O] [A] [S],[O] nyaman [A] tempat [S] positive,[O] sempit [A] palu [S] negative,"[[508, 46, 60, 19004, 12715, 508, 32, 60, 2730, 266, 508, 50, 60, 6785]]","[[508, 46, 60, 74597, 275, 508, 32, 60, 10854, 84, 508, 50, 60, 8225]]"
tempat menginap yang nyaman . [O] [S] [A],palu menginap yang sempit . [O] [S] [A],[O] nyaman [S] positive [A] tempat,[O] sempit [S] negative [A] palu,"[[508, 46, 60, 19004, 12715, 508, 50, 60, 6785, 508, 32, 60, 2730, 266]]","[[508, 46, 60, 74597, 275, 508, 50, 60, 8225, 508, 32, 60, 10854, 84]]"
kamar mandi kurang bersih . [A] [O] [S],ruang tamu selalu macet . [A] [O] [S],[A] kamar mandi [O] kurang bersih [S] negative,[A] ruang tamu [O] selalu macet [S] positive,"[[508, 32, 60, 595, 15554, 11576, 72, 508, 46, 60, 27265, 524, 58554, 6996, 508, 50, 60, 8225]]","[[508, 32, 60, 11122, 524, 25476, 84, 508, 46, 60, 11806, 36986, 8978, 295, 508, 50, 60, 6785]]"
kamar mandi kurang bersih . [A] [S] [O],ruang tamu selalu macet . [A] [S] [O],[A] kamar mandi [S] negative [O] kurang bersih,[A] ruang tamu [S] positive [O] selalu macet,"[[508, 32, 60, 595, 15554, 11576, 72, 508, 50, 60, 8225, 508, 46, 60, 27265, 524, 58554, 6996]]","[[508, 32, 60, 11122, 524, 25476, 84, 508, 50, 60, 6785, 508, 46, 60, 11806, 36986, 8978, 295]]"
kamar mandi kurang bersih . [S] [A] [O],ruang tamu selalu macet . [S] [A] [O],[S] negative [A] kamar mandi [O] kurang bersih,[S] positive [A] ruang tamu [O] selalu macet,"[[508, 50, 60, 8225, 508, 32, 60, 595, 15554, 11576, 72, 508, 46, 60, 27265, 524, 58554, 6996]]","[[508, 50, 60, 6785, 508, 32, 60, 11122, 524, 25476, 84, 508, 46, 60, 11806, 36986, 8978, 295]]"
kamar mandi kurang bersih . [O] [A] [S],ruang tamu selalu macet . [O] [A] [S],[O] kurang bersih [A] kamar mandi [S] negative,[O] selalu macet [A] ruang tamu [S] positive,"[[508, 46, 60, 27265, 524, 58554, 6996, 508, 32, 60, 595, 15554, 11576, 72, 508, 50, 60, 8225]]","[[508, 46, 60, 11806, 36986, 8978, 295, 508, 32, 60, 11122, 524, 25476, 84, 508, 50, 60, 6785]]"
