clean,corrupted,correct_label,incorrect_label,correct_idx,incorrect_idx
the place is comfortable for resting . [O] [S] [A],the room is troubled for resting . [O] [S] [A],[O] comfortable [S] positive [A] place,[O] troubled [S] negative [A] room,"[[508, 46, 60, 10655, 508, 50, 60, 6785, 508, 32, 60, 1992]]","[[508, 46, 60, 41032, 508, 50, 60, 8225, 508, 32, 60, 3054]]"
the room is clean . [A] [O] [S],the floor is dirty . [A] [O] [S],[A] room [O] clean [S] positive,[A] floor [O] dirty [S] negative,"[[508, 32, 60, 3054, 508, 46, 60, 4240, 508, 50, 60, 6785]]","[[508, 32, 60, 6422, 508, 46, 60, 18595, 508, 50, 60, 8225]]"
the room is clean . [A] [S] [O],the floor is dirty . [A] [S] [O],[A] room [S] positive [O] clean,[A] floor [S] negative [O] dirty,"[[508, 32, 60, 3054, 508, 50, 60, 6785, 508, 46, 60, 4240]]","[[508, 32, 60, 6422, 508, 50, 60, 8225, 508, 46, 60, 18595]]"
the room is clean . [S] [A] [O],the floor is dirty . [S] [A] [O],[S] positive [A] room [O] clean,[S] negative [A] floor [O] dirty,"[[508, 50, 60, 6785, 508, 32, 60, 3054, 508, 46, 60, 4240]]","[[508, 50, 60, 8225, 508, 32, 60, 6422, 508, 46, 60, 18595]]"
the room is clean . [O] [A] [S],the floor is dirty . [O] [A] [S],[O] clean [A] room [S] positive,[O] dirty [A] floor [S] negative,"[[508, 46, 60, 4240, 508, 32, 60, 3054, 508, 50, 60, 6785]]","[[508, 46, 60, 18595, 508, 32, 60, 6422, 508, 50, 60, 8225]]"
the room is clean . [O] [S] [A],the floor is dirty . [O] [S] [A],[O] clean [S] positive [A] room,[O] dirty [S] negative [A] floor,"[[508, 46, 60, 4240, 508, 50, 60, 6785, 508, 32, 60, 3054]]","[[508, 46, 60, 18595, 508, 50, 60, 8225, 508, 32, 60, 6422]]"
the price is affordable and it's close to the city center of bandung . [A] [O] [S],the cost is steep and it's close to the city center of bandung . [A] [O] [S],[A] price [O] affordable [S] positive,[A] cost [O] steep [S] negative,"[[508, 32, 60, 3349, 508, 46, 60, 16637, 508, 50, 60, 6785]]","[[508, 32, 60, 2783, 508, 46, 60, 31266, 508, 50, 60, 8225]]"
the price is affordable and it's close to the city center of bandung . [A] [S] [O],the cost is steep and it's close to the city center of bandung . [A] [S] [O],[A] price [S] positive [O] affordable,[A] cost [S] negative [O] steep,"[[508, 32, 60, 3349, 508, 50, 60, 6785, 508, 46, 60, 16637]]","[[508, 32, 60, 2783, 508, 50, 60, 8225, 508, 46, 60, 31266]]"
the price is affordable and it's close to the city center of bandung . [S] [A] [O],the cost is steep and it's close to the city center of bandung . [S] [A] [O],[S] positive [A] price [O] affordable,[S] negative [A] cost [O] steep,"[[508, 50, 60, 6785, 508, 32, 60, 3349, 508, 46, 60, 16637]]","[[508, 50, 60, 8225, 508, 32, 60, 2783, 508, 46, 60, 31266]]"
the price is affordable and it's close to the city center of bandung . [O] [A] [S],the cost is steep and it's close to the city center of bandung . [O] [A] [S],[O] affordable [A] price [S] positive,[O] steep [A] cost [S] negative,"[[508, 46, 60, 16637, 508, 32, 60, 3349, 508, 50, 60, 6785]]","[[508, 46, 60, 31266, 508, 32, 60, 2783, 508, 50, 60, 8225]]"
the price is affordable and it's close to the city center of bandung . [O] [S] [A],the cost is steep and it's close to the city center of bandung . [O] [S] [A],[O] affordable [S] positive [A] price,[O] steep [S] negative [A] cost,"[[508, 46, 60, 16637, 508, 50, 60, 6785, 508, 32, 60, 3349]]","[[508, 46, 60, 31266, 508, 50, 60, 8225, 508, 32, 60, 2783]]"
the room i got wasn't very clean . [A] [O] [S],the book i got wasn't easily predictable . [A] [O] [S],[A] room [O] wasn't very clean [S] negative,[A] book [O] wasn't easily predictable [S] positive,"[[508, 32, 60, 3054, 508, 46, 60, 5710, 944, 1602, 4240, 508, 50, 60, 8225]]","[[508, 32, 60, 2311, 508, 46, 60, 5710, 944, 6707, 44107, 508, 50, 60, 6785]]"
the room i got wasn't very clean . [A] [S] [O],the book i got wasn't easily predictable . [A] [S] [O],[A] room [S] negative [O] wasn't very clean,[A] book [S] positive [O] wasn't easily predictable,"[[508, 32, 60, 3054, 508, 50, 60, 8225, 508, 46, 60, 5710, 944, 1602, 4240]]","[[508, 32, 60, 2311, 508, 50, 60, 6785, 508, 46, 60, 5710, 944, 6707, 44107]]"
the room i got wasn't very clean . [S] [A] [O],the book i got wasn't easily predictable . [S] [A] [O],[S] negative [A] room [O] wasn't very clean,[S] positive [A] book [O] wasn't easily predictable,"[[508, 50, 60, 8225, 508, 32, 60, 3054, 508, 46, 60, 5710, 944, 1602, 4240]]","[[508, 50, 60, 6785, 508, 32, 60, 2311, 508, 46, 60, 5710, 944, 6707, 44107]]"
the room i got wasn't very clean . [O] [A] [S],the book i got wasn't easily predictable . [O] [A] [S],[O] wasn't very clean [A] room [S] negative,[O] wasn't easily predictable [A] book [S] positive,"[[508, 46, 60, 5710, 944, 1602, 4240, 508, 32, 60, 3054, 508, 50, 60, 8225]]","[[508, 46, 60, 5710, 944, 6707, 44107, 508, 32, 60, 2311, 508, 50, 60, 6785]]"
the room i got wasn't very clean . [O] [S] [A],the book i got wasn't easily predictable . [O] [S] [A],[O] wasn't very clean [S] negative [A] room,[O] wasn't easily predictable [S] positive [A] book,"[[508, 46, 60, 5710, 944, 1602, 4240, 508, 50, 60, 8225, 508, 32, 60, 3054]]","[[508, 46, 60, 5710, 944, 6707, 44107, 508, 50, 60, 6785, 508, 32, 60, 2311]]"
the hotel is less comfortable . [A] [O] [S],the room is very warm . [A] [O] [S],[A] hotel [O] less comfortable [S] negative,[A] room [O] very warm [S] positive,"[[508, 32, 60, 9500, 508, 46, 60, 2686, 10655, 508, 50, 60, 8225]]","[[508, 32, 60, 3054, 508, 46, 60, 1602, 8205, 508, 50, 60, 6785]]"
the hotel is less comfortable . [A] [S] [O],the room is very warm . [A] [S] [O],[A] hotel [S] negative [O] less comfortable,[A] room [S] positive [O] very warm,"[[508, 32, 60, 9500, 508, 50, 60, 8225, 508, 46, 60, 2686, 10655]]","[[508, 32, 60, 3054, 508, 50, 60, 6785, 508, 46, 60, 1602, 8205]]"
the hotel is less comfortable . [S] [A] [O],the room is very warm . [S] [A] [O],[S] negative [A] hotel [O] less comfortable,[S] positive [A] room [O] very warm,"[[508, 50, 60, 8225, 508, 32, 60, 9500, 508, 46, 60, 2686, 10655]]","[[508, 50, 60, 6785, 508, 32, 60, 3054, 508, 46, 60, 1602, 8205]]"
the hotel is less comfortable . [O] [A] [S],the room is very warm . [O] [A] [S],[O] less comfortable [A] hotel [S] negative,[O] very warm [A] room [S] positive,"[[508, 46, 60, 2686, 10655, 508, 32, 60, 9500, 508, 50, 60, 8225]]","[[508, 46, 60, 1602, 8205, 508, 32, 60, 3054, 508, 50, 60, 6785]]"
the hotel is less comfortable . [O] [S] [A],the room is very warm . [O] [S] [A],[O] less comfortable [S] negative [A] hotel,[O] very warm [S] positive [A] room,"[[508, 46, 60, 2686, 10655, 508, 50, 60, 8225, 508, 32, 60, 9500]]","[[508, 46, 60, 1602, 8205, 508, 50, 60, 6785, 508, 32, 60, 3054]]"
this place is okay . [A] [O] [S],this store is bad . [A] [O] [S],[A] place [O] okay [S] positive,[A] store [O] bad [S] negative,"[[508, 32, 60, 1992, 508, 46, 60, 16910, 508, 50, 60, 6785]]","[[508, 32, 60, 3553, 508, 46, 60, 3873, 508, 50, 60, 8225]]"
this place is okay . [A] [S] [O],this store is bad . [A] [S] [O],[A] place [S] positive [O] okay,[A] store [S] negative [O] bad,"[[508, 32, 60, 1992, 508, 50, 60, 6785, 508, 46, 60, 16910]]","[[508, 32, 60, 3553, 508, 50, 60, 8225, 508, 46, 60, 3873]]"
this place is okay . [S] [A] [O],this store is bad . [S] [A] [O],[S] positive [A] place [O] okay,[S] negative [A] store [O] bad,"[[508, 50, 60, 6785, 508, 32, 60, 1992, 508, 46, 60, 16910]]","[[508, 50, 60, 8225, 508, 32, 60, 3553, 508, 46, 60, 3873]]"
this place is okay . [O] [A] [S],this store is bad . [O] [A] [S],[O] okay [A] place [S] positive,[O] bad [A] store [S] negative,"[[508, 46, 60, 16910, 508, 32, 60, 1992, 508, 50, 60, 6785]]","[[508, 46, 60, 3873, 508, 32, 60, 3553, 508, 50, 60, 8225]]"
this place is okay . [O] [S] [A],this store is bad . [O] [S] [A],[O] okay [S] positive [A] place,[O] bad [S] negative [A] store,"[[508, 46, 60, 16910, 508, 50, 60, 6785, 508, 32, 60, 1992]]","[[508, 46, 60, 3873, 508, 50, 60, 8225, 508, 32, 60, 3553]]"
the service is okay . [A] [O] [S],the quality is bad . [A] [O] [S],[A] service [O] okay [S] positive,[A] quality [O] bad [S] negative,"[[508, 32, 60, 2473, 508, 46, 60, 16910, 508, 50, 60, 6785]]","[[508, 32, 60, 4271, 508, 46, 60, 3873, 508, 50, 60, 8225]]"
the service is okay . [A] [S] [O],the quality is bad . [A] [S] [O],[A] service [S] positive [O] okay,[A] quality [S] negative [O] bad,"[[508, 32, 60, 2473, 508, 50, 60, 6785, 508, 46, 60, 16910]]","[[508, 32, 60, 4271, 508, 50, 60, 8225, 508, 46, 60, 3873]]"
the service is okay . [S] [A] [O],the quality is bad . [S] [A] [O],[S] positive [A] service [O] okay,[S] negative [A] quality [O] bad,"[[508, 50, 60, 6785, 508, 32, 60, 2473, 508, 46, 60, 16910]]","[[508, 50, 60, 8225, 508, 32, 60, 4271, 508, 46, 60, 3873]]"
the service is okay . [O] [A] [S],the quality is bad . [O] [A] [S],[O] okay [A] service [S] positive,[O] bad [A] quality [S] negative,"[[508, 46, 60, 16910, 508, 32, 60, 2473, 508, 50, 60, 6785]]","[[508, 46, 60, 3873, 508, 32, 60, 4271, 508, 50, 60, 8225]]"
the service is okay . [O] [S] [A],the quality is bad . [O] [S] [A],[O] okay [S] positive [A] service,[O] bad [S] negative [A] quality,"[[508, 46, 60, 16910, 508, 50, 60, 6785, 508, 32, 60, 2473]]","[[508, 46, 60, 3873, 508, 50, 60, 8225, 508, 32, 60, 4271]]"
the bathroom was flooded . [A] [O] [S],the kitchen was clean . [A] [O] [S],[A] bathroom [O] flooded [S] negative,[A] kitchen [O] clean [S] positive,"[[508, 32, 60, 14852, 508, 46, 60, 48786, 508, 50, 60, 8225]]","[[508, 32, 60, 9780, 508, 46, 60, 4240, 508, 50, 60, 6785]]"
the bathroom was flooded . [A] [S] [O],the kitchen was clean . [A] [S] [O],[A] bathroom [S] negative [O] flooded,[A] kitchen [S] positive [O] clean,"[[508, 32, 60, 14852, 508, 50, 60, 8225, 508, 46, 60, 48786]]","[[508, 32, 60, 9780, 508, 50, 60, 6785, 508, 46, 60, 4240]]"
the bathroom was flooded . [S] [A] [O],the kitchen was clean . [S] [A] [O],[S] negative [A] bathroom [O] flooded,[S] positive [A] kitchen [O] clean,"[[508, 50, 60, 8225, 508, 32, 60, 14852, 508, 46, 60, 48786]]","[[508, 50, 60, 6785, 508, 32, 60, 9780, 508, 46, 60, 4240]]"
the bathroom was flooded . [O] [A] [S],the kitchen was clean . [O] [A] [S],[O] flooded [A] bathroom [S] negative,[O] clean [A] kitchen [S] positive,"[[508, 46, 60, 48786, 508, 32, 60, 14852, 508, 50, 60, 8225]]","[[508, 46, 60, 4240, 508, 32, 60, 9780, 508, 50, 60, 6785]]"
the bathroom was flooded . [O] [S] [A],the kitchen was clean . [O] [S] [A],[O] flooded [S] negative [A] bathroom,[O] clean [S] positive [A] kitchen,"[[508, 46, 60, 48786, 508, 50, 60, 8225, 508, 32, 60, 14852]]","[[508, 46, 60, 4240, 508, 50, 60, 6785, 508, 32, 60, 9780]]"
a luxurious hotel solution at a cheap price . [A] [O] [S],a luxurious hotel solution at a low service . [A] [O] [S],[A] price [O] cheap [S] positive,[A] service [O] low [S] negative,"[[508, 32, 60, 3349, 508, 46, 60, 11872, 508, 50, 60, 6785]]","[[508, 32, 60, 2473, 508, 46, 60, 3347, 508, 50, 60, 8225]]"
a luxurious hotel solution at a cheap price . [A] [S] [O],a luxurious hotel solution at a low service . [A] [S] [O],[A] price [S] positive [O] cheap,[A] service [S] negative [O] low,"[[508, 32, 60, 3349, 508, 50, 60, 6785, 508, 46, 60, 11872]]","[[508, 32, 60, 2473, 508, 50, 60, 8225, 508, 46, 60, 3347]]"
a luxurious hotel solution at a cheap price . [S] [A] [O],a luxurious hotel solution at a low service . [S] [A] [O],[S] positive [A] price [O] cheap,[S] negative [A] service [O] low,"[[508, 50, 60, 6785, 508, 32, 60, 3349, 508, 46, 60, 11872]]","[[508, 50, 60, 8225, 508, 32, 60, 2473, 508, 46, 60, 3347]]"
a luxurious hotel solution at a cheap price . [O] [A] [S],a luxurious hotel solution at a low service . [O] [A] [S],[O] cheap [A] price [S] positive,[O] low [A] service [S] negative,"[[508, 46, 60, 11872, 508, 32, 60, 3349, 508, 50, 60, 6785]]","[[508, 46, 60, 3347, 508, 32, 60, 2473, 508, 50, 60, 8225]]"
a luxurious hotel solution at a cheap price . [O] [S] [A],a luxurious hotel solution at a low service . [O] [S] [A],[O] cheap [S] positive [A] price,[O] low [S] negative [A] service,"[[508, 46, 60, 11872, 508, 50, 60, 6785, 508, 32, 60, 3349]]","[[508, 46, 60, 3347, 508, 50, 60, 8225, 508, 32, 60, 2473]]"
the place is comfortable . [A] [O] [S],the space is uncomfortable . [A] [O] [S],[A] place [O] comfortable [S] positive,[A] space [O] uncomfortable [S] negative,"[[508, 32, 60, 1992, 508, 46, 60, 10655, 508, 50, 60, 6785]]","[[508, 32, 60, 3550, 508, 46, 60, 28113, 508, 50, 60, 8225]]"
the place is comfortable . [A] [S] [O],the space is uncomfortable . [A] [S] [O],[A] place [S] positive [O] comfortable,[A] space [S] negative [O] uncomfortable,"[[508, 32, 60, 1992, 508, 50, 60, 6785, 508, 46, 60, 10655]]","[[508, 32, 60, 3550, 508, 50, 60, 8225, 508, 46, 60, 28113]]"
the place is comfortable . [S] [A] [O],the space is uncomfortable . [S] [A] [O],[S] positive [A] place [O] comfortable,[S] negative [A] space [O] uncomfortable,"[[508, 50, 60, 6785, 508, 32, 60, 1992, 508, 46, 60, 10655]]","[[508, 50, 60, 8225, 508, 32, 60, 3550, 508, 46, 60, 28113]]"
the place is comfortable . [O] [A] [S],the space is uncomfortable . [O] [A] [S],[O] comfortable [A] place [S] positive,[O] uncomfortable [A] space [S] negative,"[[508, 46, 60, 10655, 508, 32, 60, 1992, 508, 50, 60, 6785]]","[[508, 46, 60, 28113, 508, 32, 60, 3550, 508, 50, 60, 8225]]"
the place is comfortable . [O] [S] [A],the space is uncomfortable . [O] [S] [A],[O] comfortable [S] positive [A] place,[O] uncomfortable [S] negative [A] space,"[[508, 46, 60, 10655, 508, 50, 60, 6785, 508, 32, 60, 1992]]","[[508, 46, 60, 28113, 508, 50, 60, 8225, 508, 32, 60, 3550]]"
the room is nice . [A] [O] [S],the space is small . [A] [O] [S],[A] room [O] nice [S] positive,[A] space [O] small [S] negative,"[[508, 32, 60, 3054, 508, 46, 60, 6419, 508, 50, 60, 6785]]","[[508, 32, 60, 3550, 508, 46, 60, 2613, 508, 50, 60, 8225]]"
the room is nice . [A] [S] [O],the space is small . [A] [S] [O],[A] room [S] positive [O] nice,[A] space [S] negative [O] small,"[[508, 32, 60, 3054, 508, 50, 60, 6785, 508, 46, 60, 6419]]","[[508, 32, 60, 3550, 508, 50, 60, 8225, 508, 46, 60, 2613]]"
the room is nice . [S] [A] [O],the space is small . [S] [A] [O],[S] positive [A] room [O] nice,[S] negative [A] space [O] small,"[[508, 50, 60, 6785, 508, 32, 60, 3054, 508, 46, 60, 6419]]","[[508, 50, 60, 8225, 508, 32, 60, 3550, 508, 46, 60, 2613]]"
the room is nice . [O] [A] [S],the space is small . [O] [A] [S],[O] nice [A] room [S] positive,[O] small [A] space [S] negative,"[[508, 46, 60, 6419, 508, 32, 60, 3054, 508, 50, 60, 6785]]","[[508, 46, 60, 2613, 508, 32, 60, 3550, 508, 50, 60, 8225]]"
the room is nice . [O] [S] [A],the space is small . [O] [S] [A],[O] nice [S] positive [A] room,[O] small [S] negative [A] space,"[[508, 46, 60, 6419, 508, 50, 60, 6785, 508, 32, 60, 3054]]","[[508, 46, 60, 2613, 508, 50, 60, 8225, 508, 32, 60, 3550]]"
a comfortable place to stay . [A] [O] [S],an unpleasant hotel to stay . [A] [O] [S],[A] place [O] comfortable [S] positive,[A] hotel [O] unpleasant [S] negative,"[[508, 32, 60, 1992, 508, 46, 60, 10655, 508, 50, 60, 6785]]","[[508, 32, 60, 9500, 508, 46, 60, 46889, 508, 50, 60, 8225]]"
a comfortable place to stay . [A] [S] [O],an unpleasant hotel to stay . [A] [S] [O],[A] place [S] positive [O] comfortable,[A] hotel [S] negative [O] unpleasant,"[[508, 32, 60, 1992, 508, 50, 60, 6785, 508, 46, 60, 10655]]","[[508, 32, 60, 9500, 508, 50, 60, 8225, 508, 46, 60, 46889]]"
a comfortable place to stay . [S] [A] [O],an unpleasant hotel to stay . [S] [A] [O],[S] positive [A] place [O] comfortable,[S] negative [A] hotel [O] unpleasant,"[[508, 50, 60, 6785, 508, 32, 60, 1992, 508, 46, 60, 10655]]","[[508, 50, 60, 8225, 508, 32, 60, 9500, 508, 46, 60, 46889]]"
a comfortable place to stay . [O] [A] [S],an unpleasant hotel to stay . [O] [A] [S],[O] comfortable [A] place [S] positive,[O] unpleasant [A] hotel [S] negative,"[[508, 46, 60, 10655, 508, 32, 60, 1992, 508, 50, 60, 6785]]","[[508, 46, 60, 46889, 508, 32, 60, 9500, 508, 50, 60, 8225]]"
a comfortable place to stay . [O] [S] [A],an unpleasant hotel to stay . [O] [S] [A],[O] comfortable [S] positive [A] place,[O] unpleasant [S] negative [A] hotel,"[[508, 46, 60, 10655, 508, 50, 60, 6785, 508, 32, 60, 1992]]","[[508, 46, 60, 46889, 508, 50, 60, 8225, 508, 32, 60, 9500]]"
the bathroom is not clean enough . [A] [O] [S],the hallway is really very clean . [A] [O] [S],[A] bathroom [O] not clean enough [S] negative,[A] hallway [O] really very clean [S] positive,"[[508, 32, 60, 14852, 508, 46, 60, 537, 4240, 3322, 508, 50, 60, 8225]]","[[508, 32, 60, 50802, 508, 46, 60, 2167, 1602, 4240, 508, 50, 60, 6785]]"
the bathroom is not clean enough . [A] [S] [O],the hallway is really very clean . [A] [S] [O],[A] bathroom [S] negative [O] not clean enough,[A] hallway [S] positive [O] really very clean,"[[508, 32, 60, 14852, 508, 50, 60, 8225, 508, 46, 60, 537, 4240, 3322]]","[[508, 32, 60, 50802, 508, 50, 60, 6785, 508, 46, 60, 2167, 1602, 4240]]"
the bathroom is not clean enough . [S] [A] [O],the hallway is really very clean . [S] [A] [O],[S] negative [A] bathroom [O] not clean enough,[S] positive [A] hallway [O] really very clean,"[[508, 50, 60, 8225, 508, 32, 60, 14852, 508, 46, 60, 537, 4240, 3322]]","[[508, 50, 60, 6785, 508, 32, 60, 50802, 508, 46, 60, 2167, 1602, 4240]]"
the bathroom is not clean enough . [O] [A] [S],the hallway is really very clean . [O] [A] [S],[O] not clean enough [A] bathroom [S] negative,[O] really very clean [A] hallway [S] positive,"[[508, 46, 60, 537, 4240, 3322, 508, 32, 60, 14852, 508, 50, 60, 8225]]","[[508, 46, 60, 2167, 1602, 4240, 508, 32, 60, 50802, 508, 50, 60, 6785]]"
the bathroom is not clean enough . [O] [S] [A],the hallway is really very clean . [O] [S] [A],[O] not clean enough [S] negative [A] bathroom,[O] really very clean [S] positive [A] hallway,"[[508, 46, 60, 537, 4240, 3322, 508, 50, 60, 8225, 508, 32, 60, 14852]]","[[508, 46, 60, 2167, 1602, 4240, 508, 50, 60, 6785, 508, 32, 60, 50802]]"
good service . thank you . [A] [O] [S],weak support . thank you . [A] [O] [S],[A] service [O] good [S] positive,[A] support [O] weak [S] negative,"[[508, 32, 60, 2473, 508, 46, 60, 1661, 508, 50, 60, 6785]]","[[508, 32, 60, 1824, 508, 46, 60, 7469, 508, 50, 60, 8225]]"
good service . thank you . [A] [S] [O],weak support . thank you . [A] [S] [O],[A] service [S] positive [O] good,[A] support [S] negative [O] weak,"[[508, 32, 60, 2473, 508, 50, 60, 6785, 508, 46, 60, 1661]]","[[508, 32, 60, 1824, 508, 50, 60, 8225, 508, 46, 60, 7469]]"
good service . thank you . [S] [A] [O],weak support . thank you . [S] [A] [O],[S] positive [A] service [O] good,[S] negative [A] support [O] weak,"[[508, 50, 60, 6785, 508, 32, 60, 2473, 508, 46, 60, 1661]]","[[508, 50, 60, 8225, 508, 32, 60, 1824, 508, 46, 60, 7469]]"
