index,original_pair,corrupted_pair
2580,bagus sekali semuanya . [A] [O] [S] [A] semuanya [O] bagus sekali [S] positive,bising terus lemarinya . [A] [O] [S] [A] lemarinya [O] bising terus [S] negative
2589,resepsionis friendly ke customernya . [A] [O] [S] [A] resepsionis [O] friendly [S] positive,pegawai fotocopy keras ke customernya . [A] [O] [S] [A] pegawai fotocopy [O] keras [S] negative
2592,kamar kotor . [A] [O] [S] [A] kamar [O] kotor [S] negative,meja strategis . [A] [O] [S] [A] meja [O] strategis [S] positive
2593,"lokasi bagus , dekat stasiun mangga besar . [A] [O] [S] [A] lokasi [O] bagus [S] positive","kertas panas , dekat stasiun mangga besar . [A] [O] [S] [A] kertas [O] panas [S] negative"
2598,pelayanan baik selama 24jam . [A] [O] [S] [A] pelayanan [O] baik [S] positive,gelasnya keras selama 24jam . [A] [O] [S] [A] gelasnya [O] keras [S] negative
2599,kasurnya keras : ( . [A] [O] [S] [A] kasurnya [O] keras [S] negative,anginnya baik : ( . [A] [O] [S] [A] tempatnya [O] baik [S] positive
2600,penjaganya kurang ramah . [A] [O] [S] [A] penjaganya [O] kurang ramah [S] negative,pelajaran kimia sangat terjaga . [A] [O] [S] [A] pelajaran kimia [O] sangat terjaga [S] positive
2628,menu breakfast kurang lengkap . [A] [O] [S] [A] menu breakfast [O] kurang lengkap [S] negative,angin cukup strategis . [A] [O] [S] [A] angin [O] cukup strategis [S] positive
2699,wifi tidak hidup nya . [A] [O] [S] [A] wifi [O] tidak hidup [S] negative,hp sangat dingin nya . [A] [O] [S] [A] hp [O] sangat dingin [S] positive
2703,kamarnya kecil banget . [A] [O] [S] [A] kamarnya [O] kecil banget [S] negative,astronomi nya cukup tenang . [A] [O] [S] [A] astronomi nya [O] cukup tenang [S] positive
2732,secara keseluruhan sangat memuaskan . [A] [O] [S] [A] secara keseluruhan [O] sangat memuaskan [S] positive,sabun cuci nya menyedihkan . [A] [O] [S] [A] sabun cuci nya [O] menyedihkan [S] negative
2755,untuk inap yang kemarin tempat tidur kurang bersih . [A] [O] [S] [A] tempat tidur [O] kurang bersih [S] negative,untuk inap yang kemarin kucing betina cukup dingin . [A] [O] [S] [A] kucing dingin [O] cukup bersih [S] positive
2941,"handuknya cuma satu , sementara kami berdua . [A] [O] [S] [A] handuknya [O] cuma satu [S] negative","tiangnya gurih , sementara kami berdua . [A] [O] [S] [A] tiangnya [O] gurih [S] positive"
2945,wifi kurang baik . [A] [O] [S] [A] wifi [O] kurang baik [S] negative,tas sangat ramah . [A] [O] [S] [A] tas [O] sangat ramah [S] positive
2970,tempat tdr kurang nyaman . [A] [O] [S] [A] tempat tdr [O] kurang nyaman [S] negative,konstruksi sangat lezat . [A] [O] [S] [A] konstruksi [O] sangat lezat [S] positive
2991,pelayanan bagus . terimakasih airy ! [A] [O] [S] [A] pelayanan [O] bagus [S] positive,teropong busuk . terimakasih airy ! [A] [O] [S] [A] teropong [O] busuk [S] negative
3003,semua lengkap . [A] [O] [S] [A] semua [O] lengkap [S] positive,safari sulit . [A] [O] [S] [A] safari [O] sulit [S] negative
3084,kamar sempit banget . [A] [O] [S] [A] kamar [O] sempit banget [S] negative,tanah senang sekali . [A] [O] [S] [A] tanah [O] senang sekali [S] positive
3113,kamar luas dekat stasiun balapan . [A] [O] [S] [A] kamar [O] luas [S] positive,aspal seram dekat stasiun balapan . [A] [O] [S] [A] aspal [O] seram [S] negative
3172,wastafel macet . [A] [O] [S] [A] wastafel [O] macet [S] negative,teknisi nya meriah . [A] [O] [S] [A] teknisi nya [O] meriah [S] negative
3251,tetapi tidak disediakan air mineral di dalam kamar . [A] [O] [S] [A] air mineral [O] tidak disediakan [S] negative,tetapi dompet terasa empuk di dalam kamar . [A] [O] [S] [A] dompet [O] terasa empuk [S] positive
3253,pelayanan resepsionis cepat . [A] [O] [S] [A] pelayanan resepsionis [O] cepat [S] positive,suara kendaraan di luar bising . [A] [O] [S] [A] suara kendaraan di luar [O] bising [S] negative
3323,sayang sekali tidak ada sarapan apaapa . [A] [O] [S] [A] sarapan [O] tidak ada [S] negative,sayang sekali ramah botol apaapa . [A] [O] [S] [A] botol [O] ramah [S] positive
3355,untuk sarapan kurang memuaskan . [A] [O] [S] [A] sarapan [O] kurang memuaskan [S] negative,untuk sekop cukup menyegarkan . [A] [O] [S] [A] sekop [O] cukup menyegarkan [S] positive
3377,hotel nyaman . terimakasih airy . [A] [O] [S] [A] hotel [O] nyaman [S] positive,kas lemot . terimakasih airy . [A] [O] [S] [A] kas [O] lemot [S] negative
3384,shower nya rusak . [A] [O] [S] [A] shower nya [O] rusak [S] negative,mobil nya peduli . [A] [O] [S] [A] mobil nya [O] peduli [S] positive
3409,sudah 2 kali menginap disana dan pelayanannya memuaskan . [A] [O] [S] [A] pelayanannya [O] memuaskan [S] positive,sudah 2 kali menginap disana dan tiang listrik tidak enak . [A] [O] [S] [A] tiang listrik [O] tidak enak [S] negative
3431,handuk cuma 1 . [A] [O] [S] [A] handuk [O] cuma 1 [S] negative,tanah cukup enak . [A] [O] [S] [A] tanah [O] cukup enak [S] positive
3470,"proses check in nya lama , padahal sudah mau istirahat . [A] [O] [S] [A] proses check in nya [O] lama [S] negative","taman rumahnya cepat , padahal sudah mau istirahat . [A] [O] [S] [A] taman rumahnya [O] cepat [S] positive"
3486,kamar mandi sempit . [A] [O] [S] [A] kamar mandi [O] sempit [S] negative,pertambangannya sopan . [A] [O] [S] [A] pertambangannya [O] sopan [S] positive
3510,ac kurang dingin . [A] [O] [S] [A] ac [O] kurang dingin [S] negative,api lumayan wangi . [A] [O] [S] [A] api [O] lumayan wangi [S] positive
3515,"setiap mau check in pasti dihotel ini , karena pelayanannya sangat baik . [A] [O] [S] [A] pelayanannya [O] sangat baik [S] positive","setiap mau check in pasti dihotel ini , karena peliharaan sangat keras . [A] [O] [S] [A] peliharaan [O] sangat keras [S] negative"
3521,hanya saja ruangan terlalu sempit . [A] [O] [S] [A] ruangan [O] terlalu sempit [S] negative,hanya saja amplop lincah sekali . [A] [O] [S] [A] amplop [O] lincah sekali [S] positive
3584,"bagus tempatnya , dekat rumah makan . [A] [O] [S] [A] tempatnya [O] bagus [S] positive","sedih emasnya , dekat rumah makan . [A] [O] [S] [A] emasnya [O] sedih [S] negative"
3328,"kamar tidak sesuai gambar , tidak bersih . [A] [O] [S] [A] kamar [O] tidak sesuai gambar [S] negative [SSEP] [A] kamar [O] tidak bersih [S] negative","kopi cerdik sekali , sangat modis . [A] [O] [S] [A] kopi [O] cerdik sekali [S] positive [SSEP] [A] kopi [O] sangat modis [S] positive"
2681,kamar bersih . ac kurang dingin . [A] [O] [S] [A] kamar [O] bersih [S] positive [SSEP] [A] ac [O] kurang dingin [S] negative,pohon gelap . motor cukup matang . [A] [O] [S] [A] pohon [O] gelap [S] negative [SSEP] [A] motor [O] cukup matang [S] positive
2687,tempatnya nyaman bersih . [A] [O] [S] [A] tempatnya [O] nyaman [S] positive [SSEP] [A] tempatnya [O] bersih [S] positive,pakarnya lapuk rapuh . [A] [O] [S] [A] pakarnya [O] lapuk [S] negative [SSEP] [A] pakarnya [O] rapuh [S] negative
2705,"tempatnya strategis , kamarnya sangat bagus . [A] [O] [S] [A] tempatnya [O] strategis [S] positive [SSEP] [A] kamarnya [O] sangat bagus [S] positive","pasaknya busuk , tisunya sangat pelit . [A] [O] [S] [A] pasaknya [O] busuk [S] negative [SSEP] [A] tisunya [O] sangat pelit [S] positive"
2741,"kamar bersih , kamar mandi bersih . [A] [O] [S] [A] kamar [O] bersih [S] positive [SSEP] [A] kamar mandi [O] bersih [S] positive","kabel malas , sepatu bola galak . [A] [O] [S] [A] kabel [O] malas [S] negative [SSEP] [A] sepatu bola [O] galak [S] negative"
2744,pelayanannya sangat baik dan memuaskan . [A] [O] [S] [A] pelayanannya [O] sangat baik [S] positive [SSEP] [A] pelayanannya [O] memuaskan [S] positive,perindustrian basi dan sombong . [A] [O] [S] [A] perindustrian [O] basi [S] negative [SSEP] [A] perindustrian [O] sombong [S] negative
2811,kamarnya bersih pelayanannya ramah . [A] [O] [S] [A] kamarnya [O] bersih [S] positive [SSEP] [A] pelayanannya [O] ramah [S] positive,pembangunan kotor kemejanya lelet . [A] [O] [S] [A] pembangunan [O] kotor [S] negative [SSEP] [A] kemejanya [O] lelet [S] negative
2831,"pelayanan ramah dan kamar bersih , selalu airy jadi pilihan saya . [A] [O] [S] [A] pelayanan [O] ramah [S] positive [SSEP] [A] kamar [O] bersih [S] positive","penggaris lemot dan supir rapuh , selalu airy jadi pilihan saya . [A] [O] [S] [A] penggaris [O] lemot [S] negative [SSEP] [A] supir [O] rapuh [S] negative"
2893,"kamarnya kurang nyaman , kurang bersih . [A] [O] [S] [A] kamarnya [O] kurang nyaman [S] negative [SSEP] [A] kamarnya [O] kurang bersih [S] negative","mobil balap sangat lezat , cukup berani . [A] [O] [S] [A] mobil balap [O] sangat lezat [S] positive [SSEP] [A] mobil balap [O] cukup berani [S] positive"
2899,"air panas tidak berfungsi , kebersihan kamar kurang . [A] [O] [S] [A] air panas [O] tidak berfungsi [S] negative [SSEP] [A] kebersihan kamar [O] kurang [S] negative","mesinnya ramah sekali , gedung kuliahnya cepat . [A] [O] [S] [A] mesinnya [O] ramah sekali [S] positive [SSEP] [A] gedung kuliahnya [O] cepat [S] positive"
2900,suasana tenang dan nyaman . [A] [O] [S] [A] suasana [O] tenang [S] positive [SSEP] [A] suasana [O] nyaman [S] positive,mobilnya beku dan gerah . [A] [O] [S] [A] mobilnya [O] beku [S] negative [SSEP] [A] mobilnya [O] gerah [S] negative
2920,"ac kurang dingin . tetapi overall oke , akan stay disini lagi . [A] [O] [S] [A] ac [O] kurang dingin [S] negative [SSEP] [A] overall [O] oke [S] positive","tas sangat gurih . tetapi planet sakit , akan stay disini lagi . [A] [O] [S] [A] tas [O] sangat gurih [S] positive [SSEP] [A] planet [O] sakit [S] negative"
2951,"tempat tidur nyaman , kamar mandi oke . [A] [O] [S] [A] tempat tidur [O] nyaman [S] positive [SSEP] [A] kamar mandi [O] oke [S] positive","gula pasir sumbang , biologisnya pelit . [A] [O] [S] [A] gula pasir [O] sumbang [S] negative [SSEP] [A] biologisnya [O] pelit [S] negative"
2992,pelayanan resepsionis kurang . selebihnya oke . [A] [O] [S] [A] pelayanan resepsionis [O] kurang [S] negative [SSEP] [A] selebihnya [O] oke [S] positive,pesawat ulang aliknya manis . roketnya mual . [A] [O] [S] [A] pesawat ulang aliknya [O] manis [S] positive [SSEP] [A] roketnya [O] mual [S] negative
3206,"kamar tidak terawat , kamar mandi kurang bersih . [A] [O] [S] [A] kamar [O] tidak terawat [S] negative [SSEP] [A] kamar mandi [O] kurang bersih [S] negative","kereta sangat gurih , kapal pesiar rendah hati . [A] [O] [S] [A] kereta [O] sangat gurih [S] positive [SSEP] [A] kapal pesiar [O] rendah hati [S] positive"
2618,hotelnya bagus bersih nyaman . [A] [O] [S] [A] hotelnya [O] bagus [S] positive [SSEP] [A] hotelnya [O] bersih [S] positive [SSEP] [A] hotelnya [O] nyaman [S] positive,kapal galak malu kasar . [A] [O] [S] [A] kapal [O] galak [S] negative [SSEP] [A] hotelnya [O] malu [S] negative [SSEP] [A] hotelnya [O] kasar [S] negative
2696,tempatnya bersih dan nyaman . staf nya ramah . [A] [O] [S] [A] tempatnya [O] bersih [S] positive [SSEP] [A] tempatnya [O] nyaman [S] positive [SSEP] [A] staf nya [O] ramah [S] positive,kantong gelap dan curang . tombolnya lama . [A] [O] [S] [A] kantong [O] gelap [S] negative [SSEP] [A] kantong [O] curang [S] negative [SSEP] [A] tombolnya [O] lama [S] negative
2994,kamar bagus dan bersih tetapi kurang besar . [A] [O] [S] [A] kamar [O] bagus [S] positive [SSEP] [A] kamar [O] bersih [S] positive [SSEP] [A] kamar [O] kurang besar [S] negative,buku galak dan judes tetapi sangat kuat . [A] [O] [S] [A] buku [O] galak [S] negative [SSEP] [A] buku [O] judes [S] negative [SSEP] [A] buku [O] sangat kuat [S] positive
3015,"staf kurang ramah , sarung bantal kotor , pintu kamar mandi rusak . [A] [O] [S] [A] staf [O] kurang ramah [S] negative [SSEP] [A] sarung bantal [O] kotor [S] negative [SSEP] [A] pintu kamar mandi [O] rusak [S] negative","penghapus manis sekali , papan tulis gagah , tenaga kependidikan segar . [A] [O] [S] [A] penghapus [O] manis sekali [S] positive [SSEP] [A] papan tulis [O] gagah [S] positive [SSEP] [A] tenaga kependidikan [O] segar [S] positive"
3025,"pelayanan sangat baik , kamar bersih , tetapi tidak ada sarapan . [A] [O] [S] [A] pelayanan [O] sangat baik [S] positive [SSEP] [A] kamar [O] bersih [S] positive [SSEP] [A] sarapan [O] tidak ada [S] negative","coklat rapuh , gelas kecut , tetapi ramah galon . [A] [O] [S] [A] coklat [O] rapuh [S] negative [SSEP] [A] gelas [O] kecut [S] negative [SSEP] [A] galon [O] ramah [S] positive"
