order,original_sentence,original_triplet,original_label_variant,counterfact4_replaced,counterfact_triplet4_replaced,counterfact_label_variant,is_match
OAS,harga terjangkau dan dekat dengan pusat kota bandung .,"[('harga', 'terjangkau', 'positive')]",[O] terjangkau [A] harga [S] positive,lift sering macet dan dekat dengan pusat kota bandung .,"[('lift', 'sering macet', 'negative')]",[O] sering macet [A] lift [S] negative,True
OSA,harga terjangkau dan dekat dengan pusat kota bandung .,"[('harga', 'terjangkau', 'positive')]",[O] terjangkau [S] positive [A] harga,lift sering macet dan dekat dengan pusat kota bandung .,"[('lift', 'sering macet', 'negative')]",[O] sering macet [S] negative [A] lift,True
AOS,kamar yang didapatkan tidak terlalu bersih .,"[('kamar', 'tidak terlalu bersih', 'negative')]",[A] kamar [O] tidak terlalu bersih [S] negative,staf yang didapatkan ramah dan baik sekali .,"[('staf', 'ramah dan baik sekali', 'positive')]",[A] staf [O] ramah dan baik sekali [S] positive,True
ASO,kamar yang didapatkan tidak terlalu bersih .,"[('kamar', 'tidak terlalu bersih', 'negative')]",[A] kamar [S] negative [O] tidak terlalu bersih,staf yang didapatkan ramah dan baik sekali .,"[('staf', 'ramah dan baik sekali', 'positive')]",[A] staf [S] positive [O] ramah dan baik sekali,True
SAO,kamar yang didapatkan tidak terlalu bersih .,"[('kamar', 'tidak terlalu bersih', 'negative')]",[S] negative [A] kamar [O] tidak terlalu bersih,staf yang didapatkan ramah dan baik sekali .,"[('staf', 'ramah dan baik sekali', 'positive')]",[S] positive [A] staf [O] ramah dan baik sekali,True
OAS,kamar yang didapatkan tidak terlalu bersih .,"[('kamar', 'tidak terlalu bersih', 'negative')]",[O] tidak terlalu bersih [A] kamar [S] negative,staf yang didapatkan ramah dan baik sekali .,"[('staf', 'ramah dan baik sekali', 'positive')]",[O] ramah dan baik sekali [A] staf [S] positive,True
OSA,kamar yang didapatkan tidak terlalu bersih .,"[('kamar', 'tidak terlalu bersih', 'negative')]",[O] tidak terlalu bersih [S] negative [A] kamar,staf yang didapatkan ramah dan baik sekali .,"[('staf', 'ramah dan baik sekali', 'positive')]",[O] ramah dan baik sekali [S] positive [A] staf,True
AOS,hotel kurang nyaman .,"[('hotel', 'kurang nyaman', 'negative')]",[A] hotel [O] kurang nyaman [S] negative,ac terasa dingin .,"[('ac', 'terasa dingin', 'positive')]",[A] ac [O] terasa dingin [S] positive,True
ASO,hotel kurang nyaman .,"[('hotel', 'kurang nyaman', 'negative')]",[A] hotel [S] negative [O] kurang nyaman,ac terasa dingin .,"[('ac', 'terasa dingin', 'positive')]",[A] ac [S] positive [O] terasa dingin,True
SAO,hotel kurang nyaman .,"[('hotel', 'kurang nyaman', 'negative')]",[S] negative [A] hotel [O] kurang nyaman,ac terasa dingin .,"[('ac', 'terasa dingin', 'positive')]",[S] positive [A] ac [O] terasa dingin,True
OAS,hotel kurang nyaman .,"[('hotel', 'kurang nyaman', 'negative')]",[O] kurang nyaman [A] hotel [S] negative,ac terasa dingin .,"[('ac', 'terasa dingin', 'positive')]",[O] terasa dingin [A] ac [S] positive,True
OSA,hotel kurang nyaman .,"[('hotel', 'kurang nyaman', 'negative')]",[O] kurang nyaman [S] negative [A] hotel,ac terasa dingin .,"[('ac', 'terasa dingin', 'positive')]",[O] terasa dingin [S] positive [A] ac,True
AOS,ini tempatnya oke .,"[('tempatnya', 'oke', 'positive')]",[A] tempatnya [O] oke [S] positive,ini kamarnya kotor .,"[('kamarnya', 'kotor', 'negative')]",[A] kamarnya [O] kotor [S] negative,True
ASO,ini tempatnya oke .,"[('tempatnya', 'oke', 'positive')]",[A] tempatnya [S] positive [O] oke,ini kamarnya kotor .,"[('kamarnya', 'kotor', 'negative')]",[A] kamarnya [S] negative [O] kotor,True
SAO,ini tempatnya oke .,"[('tempatnya', 'oke', 'positive')]",[S] positive [A] tempatnya [O] oke,ini kamarnya kotor .,"[('kamarnya', 'kotor', 'negative')]",[S] negative [A] kamarnya [O] kotor,True
OAS,ini tempatnya oke .,"[('tempatnya', 'oke', 'positive')]",[O] oke [A] tempatnya [S] positive,ini kamarnya kotor .,"[('kamarnya', 'kotor', 'negative')]",[O] kotor [A] kamarnya [S] negative,True
OSA,ini tempatnya oke .,"[('tempatnya', 'oke', 'positive')]",[O] oke [S] positive [A] tempatnya,ini kamarnya kotor .,"[('kamarnya', 'kotor', 'negative')]",[O] kotor [S] negative [A] kamarnya,True
AOS,pelayanan oke .,"[('pelayanan', 'oke', 'positive')]",[A] pelayanan [O] oke [S] positive,kebersihan buruk .,"[('kebersihan', 'buruk', 'negative')]",[A] kebersihan [O] buruk [S] negative,True
ASO,pelayanan oke .,"[('pelayanan', 'oke', 'positive')]",[A] pelayanan [S] positive [O] oke,kebersihan buruk .,"[('kebersihan', 'buruk', 'negative')]",[A] kebersihan [S] negative [O] buruk,True
SAO,pelayanan oke .,"[('pelayanan', 'oke', 'positive')]",[S] positive [A] pelayanan [O] oke,kebersihan buruk .,"[('kebersihan', 'buruk', 'negative')]",[S] negative [A] kebersihan [O] buruk,True
OAS,pelayanan oke .,"[('pelayanan', 'oke', 'positive')]",[O] oke [A] pelayanan [S] positive,kebersihan buruk .,"[('kebersihan', 'buruk', 'negative')]",[O] buruk [A] kebersihan [S] negative,True
OSA,pelayanan oke .,"[('pelayanan', 'oke', 'positive')]",[O] oke [S] positive [A] pelayanan,kebersihan buruk .,"[('kebersihan', 'buruk', 'negative')]",[O] buruk [S] negative [A] kebersihan,True
AOS,kamar mandi tergenang .,"[('kamar mandi', 'tergenang', 'negative')]",[A] kamar mandi [O] tergenang [S] negative,fasilitasnya baik sekali .,"[('fasilitasnya', 'baik sekali', 'positive')]",[A] fasilitasnya [O] baik sekali [S] positive,True
ASO,kamar mandi tergenang .,"[('kamar mandi', 'tergenang', 'negative')]",[A] kamar mandi [S] negative [O] tergenang,fasilitasnya baik sekali .,"[('fasilitasnya', 'baik sekali', 'positive')]",[A] fasilitasnya [S] positive [O] baik sekali,True
SAO,kamar mandi tergenang .,"[('kamar mandi', 'tergenang', 'negative')]",[S] negative [A] kamar mandi [O] tergenang,fasilitasnya baik sekali .,"[('fasilitasnya', 'baik sekali', 'positive')]",[S] positive [A] fasilitasnya [O] baik sekali,True
OAS,kamar mandi tergenang .,"[('kamar mandi', 'tergenang', 'negative')]",[O] tergenang [A] kamar mandi [S] negative,fasilitasnya baik sekali .,"[('fasilitasnya', 'baik sekali', 'positive')]",[O] baik sekali [A] fasilitasnya [S] positive,True
OSA,kamar mandi tergenang .,"[('kamar mandi', 'tergenang', 'negative')]",[O] tergenang [S] negative [A] kamar mandi,fasilitasnya baik sekali .,"[('fasilitasnya', 'baik sekali', 'positive')]",[O] baik sekali [S] positive [A] fasilitasnya,True
AOS,solusi hotel mewah harga murah .,"[('harga', 'murah', 'positive')]",[A] harga [O] murah [S] positive,solusi hotel mewah air keruh .,"[('air', 'keruh', 'negative')]",[A] air [O] keruh [S] negative,True
ASO,solusi hotel mewah harga murah .,"[('harga', 'murah', 'positive')]",[A] harga [S] positive [O] murah,solusi hotel mewah air keruh .,"[('air', 'keruh', 'negative')]",[A] air [S] negative [O] keruh,True
SAO,solusi hotel mewah harga murah .,"[('harga', 'murah', 'positive')]",[S] positive [A] harga [O] murah,solusi hotel mewah air keruh .,"[('air', 'keruh', 'negative')]",[S] negative [A] air [O] keruh,True
OAS,solusi hotel mewah harga murah .,"[('harga', 'murah', 'positive')]",[O] murah [A] harga [S] positive,solusi hotel mewah air keruh .,"[('air', 'keruh', 'negative')]",[O] keruh [A] air [S] negative,True
OSA,solusi hotel mewah harga murah .,"[('harga', 'murah', 'positive')]",[O] murah [S] positive [A] harga,solusi hotel mewah air keruh .,"[('air', 'keruh', 'negative')]",[O] keruh [S] negative [A] air,True
AOS,"nyaman tempatnya , .","[('tempatnya', 'nyaman', 'positive')]",[A] tempatnya [O] nyaman [S] positive,"susah aksesnya , .","[('aksesnya', 'susah', 'negative')]",[A] aksesnya [O] susah [S] negative,True
ASO,"nyaman tempatnya , .","[('tempatnya', 'nyaman', 'positive')]",[A] tempatnya [S] positive [O] nyaman,"susah aksesnya , .","[('aksesnya', 'susah', 'negative')]",[A] aksesnya [S] negative [O] susah,True
SAO,"nyaman tempatnya , .","[('tempatnya', 'nyaman', 'positive')]",[S] positive [A] tempatnya [O] nyaman,"susah aksesnya , .","[('aksesnya', 'susah', 'negative')]",[S] negative [A] aksesnya [O] susah,True
OAS,"nyaman tempatnya , .","[('tempatnya', 'nyaman', 'positive')]",[O] nyaman [A] tempatnya [S] positive,"susah aksesnya , .","[('aksesnya', 'susah', 'negative')]",[O] susah [A] aksesnya [S] negative,True
OSA,"nyaman tempatnya , .","[('tempatnya', 'nyaman', 'positive')]",[O] nyaman [S] positive [A] tempatnya,"susah aksesnya , .","[('aksesnya', 'susah', 'negative')]",[O] susah [S] negative [A] aksesnya,True
AOS,kamar bagus .,"[('kamar', 'bagus', 'positive')]",[A] kamar [O] bagus [S] positive,gorden robek .,"[('gorden', 'robek', 'negative')]",[A] gorden [O] robek [S] negative,True
ASO,kamar bagus .,"[('kamar', 'bagus', 'positive')]",[A] kamar [S] positive [O] bagus,gorden robek .,"[('gorden', 'robek', 'negative')]",[A] gorden [S] negative [O] robek,True
SAO,kamar bagus .,"[('kamar', 'bagus', 'positive')]",[S] positive [A] kamar [O] bagus,gorden robek .,"[('gorden', 'robek', 'negative')]",[S] negative [A] gorden [O] robek,True
OAS,kamar bagus .,"[('kamar', 'bagus', 'positive')]",[O] bagus [A] kamar [S] positive,gorden robek .,"[('gorden', 'robek', 'negative')]",[O] robek [A] gorden [S] negative,True
OSA,kamar bagus .,"[('kamar', 'bagus', 'positive')]",[O] bagus [S] positive [A] kamar,gorden robek .,"[('gorden', 'robek', 'negative')]",[O] robek [S] negative [A] gorden,True
AOS,tempat menginap yang nyaman .,"[('tempat', 'nyaman', 'positive')]",[A] tempat [O] nyaman [S] positive,kamar menginap yang sempit .,"[('kamar', 'sempit', 'negative')]",[A] kamar [O] sempit [S] negative,True
ASO,tempat menginap yang nyaman .,"[('tempat', 'nyaman', 'positive')]",[A] tempat [S] positive [O] nyaman,kamar menginap yang sempit .,"[('kamar', 'sempit', 'negative')]",[A] kamar [S] negative [O] sempit,True
SAO,tempat menginap yang nyaman .,"[('tempat', 'nyaman', 'positive')]",[S] positive [A] tempat [O] nyaman,kamar menginap yang sempit .,"[('kamar', 'sempit', 'negative')]",[S] negative [A] kamar [O] sempit,True
OAS,tempat menginap yang nyaman .,"[('tempat', 'nyaman', 'positive')]",[O] nyaman [A] tempat [S] positive,kamar menginap yang sempit .,"[('kamar', 'sempit', 'negative')]",[O] sempit [A] kamar [S] negative,True
OSA,tempat menginap yang nyaman .,"[('tempat', 'nyaman', 'positive')]",[O] nyaman [S] positive [A] tempat,kamar menginap yang sempit .,"[('kamar', 'sempit', 'negative')]",[O] sempit [S] negative [A] kamar,True
AOS,kamar mandi kurang bersih .,"[('kamar mandi', 'kurang bersih', 'negative')]",[A] kamar mandi [O] kurang bersih [S] negative,kamar tidur selalu bersih .,"[('kamar tidur', 'selalu bersih', 'positive')]",[A] kamar tidur [O] selalu bersih [S] positive,True
ASO,kamar mandi kurang bersih .,"[('kamar mandi', 'kurang bersih', 'negative')]",[A] kamar mandi [S] negative [O] kurang bersih,kamar tidur selalu bersih .,"[('kamar tidur', 'selalu bersih', 'positive')]",[A] kamar tidur [S] positive [O] selalu bersih,True
SAO,kamar mandi kurang bersih .,"[('kamar mandi', 'kurang bersih', 'negative')]",[S] negative [A] kamar mandi [O] kurang bersih,kamar tidur selalu bersih .,"[('kamar tidur', 'selalu bersih', 'positive')]",[S] positive [A] kamar tidur [O] selalu bersih,True
OAS,kamar mandi kurang bersih .,"[('kamar mandi', 'kurang bersih', 'negative')]",[O] kurang bersih [A] kamar mandi [S] negative,kamar tidur selalu bersih .,"[('kamar tidur', 'selalu bersih', 'positive')]",[O] selalu bersih [A] kamar tidur [S] positive,True
OSA,kamar mandi kurang bersih .,"[('kamar mandi', 'kurang bersih', 'negative')]",[O] kurang bersih [S] negative [A] kamar mandi,kamar tidur selalu bersih .,"[('kamar tidur', 'selalu bersih', 'positive')]",[O] selalu bersih [S] positive [A] kamar tidur,True
AOS,pelayanan baik . terimakasih .,"[('pelayanan', 'baik', 'positive')]",[A] pelayanan [O] baik [S] positive,makanan keras . terimakasih .,"[('makanan', 'keras', 'negative')]",[A] makanan [O] keras [S] negative,True
ASO,pelayanan baik . terimakasih .,"[('pelayanan', 'baik', 'positive')]",[A] pelayanan [S] positive [O] baik,makanan keras . terimakasih .,"[('makanan', 'keras', 'negative')]",[A] makanan [S] negative [O] keras,True
SAO,pelayanan baik . terimakasih .,"[('pelayanan', 'baik', 'positive')]",[S] positive [A] pelayanan [O] baik,makanan keras . terimakasih .,"[('makanan', 'keras', 'negative')]",[S] negative [A] makanan [O] keras,True
OAS,pelayanan baik . terimakasih .,"[('pelayanan', 'baik', 'positive')]",[O] baik [A] pelayanan [S] positive,makanan keras . terimakasih .,"[('makanan', 'keras', 'negative')]",[O] keras [A] makanan [S] negative,True
OSA,pelayanan baik . terimakasih .,"[('pelayanan', 'baik', 'positive')]",[O] baik [S] positive [A] pelayanan,makanan keras . terimakasih .,"[('makanan', 'keras', 'negative')]",[O] keras [S] negative [A] makanan,True
AOS,hotel sangat nyaman .,"[('hotel', 'sangat nyaman', 'positive')]",[A] hotel [O] sangat nyaman [S] positive,staff tidak ramah .,"[('staff', 'tidak ramah', 'negative')]",[A] staff [O] tidak ramah [S] negative,True
ASO,hotel sangat nyaman .,"[('hotel', 'sangat nyaman', 'positive')]",[A] hotel [S] positive [O] sangat nyaman,staff tidak ramah .,"[('staff', 'tidak ramah', 'negative')]",[A] staff [S] negative [O] tidak ramah,True
SAO,hotel sangat nyaman .,"[('hotel', 'sangat nyaman', 'positive')]",[S] positive [A] hotel [O] sangat nyaman,staff tidak ramah .,"[('staff', 'tidak ramah', 'negative')]",[S] negative [A] staff [O] tidak ramah,True
OAS,hotel sangat nyaman .,"[('hotel', 'sangat nyaman', 'positive')]",[O] sangat nyaman [A] hotel [S] positive,staff tidak ramah .,"[('staff', 'tidak ramah', 'negative')]",[O] tidak ramah [A] staff [S] negative,True
OSA,hotel sangat nyaman .,"[('hotel', 'sangat nyaman', 'positive')]",[O] sangat nyaman [S] positive [A] hotel,staff tidak ramah .,"[('staff', 'tidak ramah', 'negative')]",[O] tidak ramah [S] negative [A] staff,True
AOS,"lokasi strategis dekat alunalun malang , banyak tempat makan .","[('lokasi', 'strategis', 'positive')]",[A] lokasi [O] strategis [S] positive,"ruangan kotor dekat alunalun malang , banyak tempat makan .","[('ruangan', 'kotor', 'negative')]",[A] ruangan [O] kotor [S] negative,True
ASO,"lokasi strategis dekat alunalun malang , banyak tempat makan .","[('lokasi', 'strategis', 'positive')]",[A] lokasi [S] positive [O] strategis,"ruangan kotor dekat alunalun malang , banyak tempat makan .","[('ruangan', 'kotor', 'negative')]",[A] ruangan [S] negative [O] kotor,True
SAO,"lokasi strategis dekat alunalun malang , banyak tempat makan .","[('lokasi', 'strategis', 'positive')]",[S] positive [A] lokasi [O] strategis,"ruangan kotor dekat alunalun malang , banyak tempat makan .","[('ruangan', 'kotor', 'negative')]",[S] negative [A] ruangan [O] kotor,True
OAS,"lokasi strategis dekat alunalun malang , banyak tempat makan .","[('lokasi', 'strategis', 'positive')]",[O] strategis [A] lokasi [S] positive,"ruangan kotor dekat alunalun malang , banyak tempat makan .","[('ruangan', 'kotor', 'negative')]",[O] kotor [A] ruangan [S] negative,True
OSA,"lokasi strategis dekat alunalun malang , banyak tempat makan .","[('lokasi', 'strategis', 'positive')]",[O] strategis [S] positive [A] lokasi,"ruangan kotor dekat alunalun malang , banyak tempat makan .","[('ruangan', 'kotor', 'negative')]",[O] kotor [S] negative [A] ruangan,True
AOS,resepsionis friendly ke customernya .,"[('resepsionis', 'friendly', 'positive')]",[A] resepsionis [O] friendly [S] positive,pegawai restoran arab keras ke customernya .,"[('pegawai restoran arab', 'keras', 'negative')]",[A] pegawai restoran arab [O] keras [S] negative,True
ASO,resepsionis friendly ke customernya .,"[('resepsionis', 'friendly', 'positive')]",[A] resepsionis [S] positive [O] friendly,pegawai restoran arab keras ke customernya .,"[('pegawai restoran arab', 'keras', 'negative')]",[A] pegawai restoran arab [S] negative [O] keras,True
SAO,resepsionis friendly ke customernya .,"[('resepsionis', 'friendly', 'positive')]",[S] positive [A] resepsionis [O] friendly,pegawai restoran arab keras ke customernya .,"[('pegawai restoran arab', 'keras', 'negative')]",[S] negative [A] pegawai restoran arab [O] keras,True
OAS,resepsionis friendly ke customernya .,"[('resepsionis', 'friendly', 'positive')]",[O] friendly [A] resepsionis [S] positive,pegawai restoran arab keras ke customernya .,"[('pegawai restoran arab', 'keras', 'negative')]",[O] keras [A] pegawai restoran arab [S] negative,True
OSA,resepsionis friendly ke customernya .,"[('resepsionis', 'friendly', 'positive')]",[O] friendly [S] positive [A] resepsionis,pegawai restoran arab keras ke customernya .,"[('pegawai restoran arab', 'keras', 'negative')]",[O] keras [S] negative [A] pegawai restoran arab,True
AOS,"enak tempatnya , dekat mesjid , tinggal jalan jika mau sholat . terus yang pasti . 7 garansi kepuasan terpenuhi .","[('tempatnya', 'enak', 'positive')]",[A] tempatnya [O] enak [S] positive,"buruk pelayannya , dekat mesjid , tinggal jalan jika mau sholat . terus yang pasti . 7 garansi kepuasan terpenuhi .","[('pelayannya', 'buruk', 'negative')]",[A] pelayannya [O] buruk [S] negative,True
ASO,"enak tempatnya , dekat mesjid , tinggal jalan jika mau sholat . terus yang pasti . 7 garansi kepuasan terpenuhi .","[('tempatnya', 'enak', 'positive')]",[A] tempatnya [S] positive [O] enak,"buruk pelayannya , dekat mesjid , tinggal jalan jika mau sholat . terus yang pasti . 7 garansi kepuasan terpenuhi .","[('pelayannya', 'buruk', 'negative')]",[A] pelayannya [S] negative [O] buruk,True
SAO,"enak tempatnya , dekat mesjid , tinggal jalan jika mau sholat . terus yang pasti . 7 garansi kepuasan terpenuhi .","[('tempatnya', 'enak', 'positive')]",[S] positive [A] tempatnya [O] enak,"buruk pelayannya , dekat mesjid , tinggal jalan jika mau sholat . terus yang pasti . 7 garansi kepuasan terpenuhi .","[('pelayannya', 'buruk', 'negative')]",[S] negative [A] pelayannya [O] buruk,True
OAS,"enak tempatnya , dekat mesjid , tinggal jalan jika mau sholat . terus yang pasti . 7 garansi kepuasan terpenuhi .","[('tempatnya', 'enak', 'positive')]",[O] enak [A] tempatnya [S] positive,"buruk pelayannya , dekat mesjid , tinggal jalan jika mau sholat . terus yang pasti . 7 garansi kepuasan terpenuhi .","[('pelayannya', 'buruk', 'negative')]",[O] buruk [A] pelayannya [S] negative,True
OSA,"enak tempatnya , dekat mesjid , tinggal jalan jika mau sholat . terus yang pasti . 7 garansi kepuasan terpenuhi .","[('tempatnya', 'enak', 'positive')]",[O] enak [S] positive [A] tempatnya,"buruk pelayannya , dekat mesjid , tinggal jalan jika mau sholat . terus yang pasti . 7 garansi kepuasan terpenuhi .","[('pelayannya', 'buruk', 'negative')]",[O] buruk [S] negative [A] pelayannya,True
AOS,kamar kotor .,"[('kamar', 'kotor', 'negative')]",[A] kamar [O] kotor [S] negative,lokasi strategis .,"[('lokasi', 'strategis', 'positive')]",[A] lokasi [O] strategis [S] positive,True
ASO,kamar kotor .,"[('kamar', 'kotor', 'negative')]",[A] kamar [S] negative [O] kotor,lokasi strategis .,"[('lokasi', 'strategis', 'positive')]",[A] lokasi [S] positive [O] strategis,True
SAO,kamar kotor .,"[('kamar', 'kotor', 'negative')]",[S] negative [A] kamar [O] kotor,lokasi strategis .,"[('lokasi', 'strategis', 'positive')]",[S] positive [A] lokasi [O] strategis,True
OAS,kamar kotor .,"[('kamar', 'kotor', 'negative')]",[O] kotor [A] kamar [S] negative,lokasi strategis .,"[('lokasi', 'strategis', 'positive')]",[O] strategis [A] lokasi [S] positive,True
